BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.25218,-1.01706,-0.776338,-0.564205,-2.75566,-1.46252,-5.7337,0.0397116,0.0708531,0.072258,6.82908,0.193887,0.139319,2526000,3537
-2.32825,-0.982913,-0.783026,-0.540768,-2.86577,-1.44647,-5.86291,0.0436211,0.0642356,0.0582416,6.5988,0.192656,0.137317,2527000,3538
-2.25824,-1.0547,-0.821325,-0.515948,-2.69022,-1.4246,-5.36146,0.0328217,0.0755905,0.0602968,6.56067,0.19481,0.13731,2528000,3540
-2.36665,-1.27376,-1.04834,-0.340172,-2.23799,-1.3587,-5.57431,0.0332018,0.0740347,0.0619376,6.59876,0.192964,0.13914,2529000,3542
-2.39042,-1.22587,-0.994749,-0.411886,-2.3517,-1.41887,-5.0017,0.0413037,0.064192,0.069653,6.66626,0.193259,0.140527,2530000,3544
-2.46413,-1.41044,-1.17656,-0.292123,-2.0513,-1.3276,-5.00097,0.033681,0.0728167,0.0704955,6.57315,0.192524,0.136989,2531000,3545
-2.32254,-1.33843,-1.15428,-0.366119,-2.03007,-1.36243,-5.04943,0.0317551,0.0681682,0.065985,6.65302,0.193119,0.142008,2532000,3547
-2.47534,-1.51932,-1.26915,-0.219612,-1.72667,-1.30025,-4.68122,0.0333476,0.0673816,0.0465836,6.68917,0.192123,0.137358,2533000,3549
-2.5236,-1.60368,-1.37674,-0.116352,-1.62849,-1.24117,-4.55843,0.0368614,0.05979,0.0683465,6.76787,0.194746,0.138329,2534000,3551
-2.49659,-1.4745,-1.24139,-0.158791,-1.94104,-1.25316,-4.30562,0.0274126,0.0720843,0.0625518,6.65268,0.192363,0.13924,2535000,3553
-2.49313,-1.45215,-1.27513,-0.23649,-1.88719,-1.32903,-4.50983,0.034859,0.066884,0.0717909,6.58247,0.192246,0.138036,2536000,3555
-2.43909,-1.41157,-1.15689,-0.189196,-2.13283,-1.27493,-4.56539,0.0294838,0.0816288,0.0605319,6.67814,0.191563,0.138065,2537000,3556
-2.36077,-1.2623,-1.06597,-0.292493,-2.34045,-1.32572,-4.27857,0.0418973,0.0546598,0.0710736,6.6706,0.195669,0.137422,2538000,3558
-2.46488,-1.45851,-1.21344,-0.225056,-1.97784,-1.26714,-3.86523,0.0338434,0.0619342,0.0557858,6.69965,0.19021,0.134981,2539000,3560
-2.39573,-1.4893,-1.27595,-0.204772,-1.84148,-1.21543,-3.82183,0.0343303,0.0661551,0.0703214,6.6163,0.190887,0.13791,2540000,3562
-2.48765,-1.50585,-1.30147,-0.233707,-1.80679,-1.31367,-4.30167,0.0263669,0.0835021,0.0686338,6.63433,0.193869,0.13545,2541000,3564
-2.38865,-1.54149,-1.32905,-0.265773,-1.68872,-1.29318,-4.31603,0.0327322,0.0671803,0.0643885,6.64151,0.192262,0.138179,2542000,3565
-2.50607,-1.71021,-1.45495,-0.0803348,-1.37348,-1.22243,-4.11566,0.0334686,0.0560598,0.0586425,6.64606,0.195174,0.141173,2543000,3567
-2.61175,-1.61673,-1.39209,-0.144017,-1.60329,-1.23571,-4.28957,0.0307996,0.0734291,0.0592595,6.66118,0.191411,0.140777,2544000,3569
-2.57515,-1.74605,-1.53155,-0.0786836,-1.26052,-1.19473,-3.82293,0.0292091,0.0629441,0.0617666,6.56071,0.193973,0.138611,2545000,3571
-2.48849,-1.54424,-1.30096,-0.205837,-1.73071,-1.2309,-4.33841,0.0409324,0.0549567,0.0682926,6.76723,0.195258,0.140013,2546000,3573
-2.33347,-1.27549,-1.06336,-0.385926,-2.27523,-1.30424,-4.17706,0.0316584,0.0800397,0.0706684,6.57355,0.19115,0.135621,2547000,3574
-2.45364,-1.42659,-1.19836,-0.226001,-1.98251,-1.35252,-4.30675,0.0316227,0.0825977,0.0682218,6.77748,0.189588,0.137644,2548000,3576
-2.37614,-1.18065,-0.966022,-0.40954,-2.46248,-1.37558,-4.14156,0.0376669,0.0638482,0.0664342,6.46608,0.190529,0.135786,2549000,3578
-2.28435,-1.23041,-0.967864,-0.378021,-2.37602,-1.37844,-3.8251,0.0298985,0.0747732,0.05998,6.65203,0.192279,0.138434,2550000,3580
-2.44197,-1.40444,-1.17657,-0.26644,-2.04567,-1.29228,-3.34493,0.0320191,0.081409,0.0456645,6.55449,0.192711,0.136515,2551000,3582
-2.26011,-1.24609,-0.984293,-0.389879,-2.31659,-1.32596,-2.85568,0.0305924,0.0723776,0.0578076,6.69499,0.191988,0.136935,2552000,3584
-2.38089,-1.21064,-0.973466,-0.445825,-2.34823,-1.37573,-2.94964,0.0341793,0.0722976,0.0602485,6.71397,0.194633,0.137523,2553000,3586
-2.44939,-1.33053,-1.08817,-0.364049,-2.21518,-1.36943,-3.19348,0.0345439,0.0737252,0.0669958,6.71113,0.19053,0.135342,2554000,3587
-2.44248,-1.446,-1.2185,-0.264695,-1.94792,-1.3007,-3.32389,0.0345242,0.0655903,0.070746,6.79267,0.194307,0.138016,2555000,3589
-2.53876,-1.67598,-1.43383,-0.0978333,-1.49924,-1.24436,-3.0735,0.0287775,0.0706343,0.0609412,6.63852,0.194517,0.139246,2556000,3590
-2.46012,-1.42396,-1.16075,-0.332309,-1.9837,-1.34142,-3.21945,0.0331528,0.0767067,0.0491699,6.78248,0.192177,0.13702,2557000,3591
-2.33616,-1.45413,-1.20502,-0.200801,-1.97332,-1.26797,-3.1378,0.023406,0.0774479,0.0512541,6.70291,0.190498,0.137766,2558000,3592
-2.46482,-1.50822,-1.24635,-0.258206,-1.78262,-1.28326,-3.58193,0.0368583,0.0592879,0.0568028,6.61257,0.189452,0.139008,2559000,3592
-2.46062,-1.44682,-1.21489,-0.26058,-1.91718,-1.29198,-3.6187,0.0316138,0.0689157,0.0682473,6.7129,0.195223,0.136154,2560000,3593
-2.57903,-1.51398,-1.32734,-0.259587,-1.67017,-1.31875,-3.5985,0.0293108,0.0745425,0.0609543,6.59718,0.191611,0.137404,2561000,3594
-2.51033,-1.67903,-1.44888,-0.105694,-1.49373,-1.20563,-4.56724,0.0275486,0.0780586,0.0529728,6.69047,0.192291,0.137879,2562000,3595
-2.53788,-1.75985,-1.46791,0.00483327,-1.44909,-1.09041,-4.21967,0.0239268,0.0694247,0.0424817,6.65832,0.193866,0.136444,2563000,3595
-2.54229,-1.70503,-1.44773,-0.121706,-1.44752,-1.21765,-4.1765,0.0315409,0.0643513,0.062124,6.61352,0.191196,0.136896,2564000,3596
-2.4102,-1.48374,-1.24372,-0.164745,-1.86963,-1.28022,-4.24787,0.02333,0.0813768,0.0403596,6.7632,0.191374,0.138586,2565000,3597
-2.37499,-1.31224,-1.04818,-0.425716,-2.10815,-1.38473,-4.3281,0.0308619,0.0684006,0.0475244,6.66111,0.194756,0.137387,2566000,3598
-2.26697,-1.29518,-1.09092,-0.389288,-2.17112,-1.41755,-4.03497,0.0387752,0.0606373,0.0809584,6.74799,0.191579,0.136978,2567000,3599
-2.23632,-1.20192,-0.981709,-0.396317,-2.37989,-1.35233,-4.54898,0.0358689,0.0693923,0.0393877,6.79754,0.195766,0.13923,2568000,3599
-2.38237,-1.22289,-0.997728,-0.403498,-2.38317,-1.35735,-3.96364,0.0383631,0.0654053,0.050646,6.71044,0.19474,0.137204,2569000,3600
-2.28404,-1.163,-0.928587,-0.336279,-2.51972,-1.41936,-4.12354,0.0378944,0.0665701,0.0516617,6.68748,0.192454,0.139233,2570000,3601
-2.34376,-1.47082,-1.22739,-0.262011,-1.94719,-1.31758,-4.00289,0.032661,0.0614593,0.0853394,6.66821,0.194166,0.137948,2571000,3602
-2.49825,-1.44492,-1.19812,-0.22569,-2.00296,-1.2945,-4.23501,0.0401998,0.059709,0.0710795,6.76948,0.19212,0.136628,2572000,3602
-2.45694,-1.55724,-1.30037,-0.143333,-1.75346,-1.27057,-4.19498,0.0177277,0.0829959,0.041244,6.76251,0.191252,0.135503,2573000,3603
-2.42843,-1.36854,-1.11255,-0.321588,-2.08429,-1.3297,-4.40212,0.0395912,0.0613659,0.0694151,6.7079,0.19047,0.136908,2574000,3604
-2.43733,-1.38924,-1.14678,-0.214946,-2.06452,-1.23927,-4.52013,0.029112,0.0751388,0.0499255,6.57208,0.189701,0.138267,2575000,3605
-2.41792,-1.46128,-1.22981,-0.195277,-1.96908,-1.2672,-4.82632,0.0329163,0.0729296,0.0693395,6.57461,0.196693,0.137793,2576000,3606
-2.53464,-1.45593,-1.25195,-0.301326,-1.86967,-1.32363,-4.65768,0.0322899,0.0730825,0.0689784,6.69369,0.193611,0.138002,2577000,3606
-2.43601,-1.29978,-1.05454,-0.391332,-2.18242,-1.36119,-4.64176,0.0314019,0.0706731,0.0748178,6.54919,0.189392,0.137542,2578000,3607
-2.29251,-1.27454,-1.04863,-0.272997,-2.30146,-1.36278,-4.95237,0.0340791,0.0632907,0.0595891,6.64719,0.189954,0.137397,2579000,3608
-2.44485,-1.41242,-1.15945,-0.390749,-1.92607,-1.37017,-5.10037,0.0358655,0.0646442,0.0804493,6.6832,0.191666,0.137208,2580000,3609
-2.40847,-1.39094,-1.17683,-0.33093,-1.91353,-1.37769,-4.8217,0.0308383,0.0640844,0.0595654,6.73089,0.196685,0.138367,2581000,3609
-2.36554,-1.45813,-1.23041,-0.208126,-1.94937,-1.24598,-4.94093,0.0333661,0.0558093,0.0599031,6.62155,0.19365,0.13873,2582000,3610
-2.39554,-1.45093,-1.15913,-0.263646,-2.00819,-1.31324,-4.59992,0.0369528,0.0559957,0.0603898,6.61258,0.192606,0.138147,2583000,3611
-2.36017,-1.39886,-1.13635,-0.246529,-2.07663,-1.33584,-4.77323,0.0295737,0.0708895,0.0526707,6.61471,0.19617,0.137773,2584000,3612
-2.39173,-1.54563,-1.30547,-0.169303,-1.74384,-1.25519,-4.72379,0.0225971,0.081366,0.0525902,6.58554,0.192214,0.135755,2585000,3613
-2.41747,-1.47179,-1.192,-0.196802,-1.93194,-1.28026,-4.55089,0.0269943,0.0730175,0.0481075,6.65187,0.194918,0.138242,2586000,3613
-2.37128,-1.38163,-1.12236,-0.232623,-2.14982,-1.29351,-4.594,0.0338588,0.0674362,0.0499295,6.64215,0.196149,0.138451,2587000,3614
-2.39497,-1.48993,-1.29551,-0.232937,-1.7602,-1.30602,-4.40804,0.0268357,0.0692446,0.0625169,6.61072,0.19238,0.14,2588000,3615
-2.30005,-1.41472,-1.20245,-0.257776,-1.98377,-1.29484,-4.34303,0.0208179,0.0882186,0.058828,6.74209,0.194165,0.13844,2589000,3616
-2.36046,-1.50588,-1.24986,-0.297195,-1.78782,-1.29736,-4.58589,0.0281311,0.0757797,0.067864,6.65358,0.192779,0.138558,2590000,3616
-2.32666,-1.26944,-1.0668,-0.318778,-2.25577,-1.34119,-4.08403,0.0306709,0.0781266,0.058209,6.76528,0.195289,0.139342,2591000,3617
-2.3279,-1.26025,-0.973525,-0.323567,-2.37985,-1.30711,-3.17248,0.0352439,0.0720846,0.0553149,6.73798,0.195501,0.139357,2592000,3618
-2.25397,-1.22624,-1.00306,-0.45282,-2.33552,-1.36527,-3.71691,0.0378476,0.064223,0.0644457,6.72951,0.196043,0.137981,2593000,3619
-2.49287,-1.31669,-1.07093,-0.362946,-2.17137,-1.36887,-2.91535,0.0420594,0.0661578,0.0613243,6.65127,0.194414,0.140479,2594000,3620
-2.38618,-1.20662,-0.997151,-0.370351,-2.38901,-1.34083,-3.64621,0.0396391,0.0687716,0.059259,6.69136,0.192745,0.139984,2595000,3620
-2.38685,-1.35571,-1.12228,-0.315668,-2.12402,-1.38832,-4.22855,0.0365649,0.0690975,0.0760047,6.6252,0.193542,0.139498,2596000,3621
-2.42072,-1.44953,-1.20524,-0.17365,-2.00909,-1.29511,-4.60669,0.0261619,0.0775391,0.0556297,6.6518,0.193012,0.137135,2597000,3622
-2.59841,-1.53993,-1.28791,-0.143314,-1.8255,-1.23727,-4.69968,0.038356,0.0689272,0.0652943,6.71055,0.196706,0.135327,2598000,3623
-2.46338,-1.33543,-1.1221,-0.40417,-2.11693,-1.29535,-4.3213,0.0396334,0.0607531,0.0779351,6.61068,0.193533,0.137921,2599000,3623
-2.65584,-1.61919,-1.38314,-0.101166,-1.67888,-1.25196,-3.65167,0.0365694,0.0709392,0.0609338,6.71418,0.193283,0.135469,2600000,3624
-2.62408,-1.61702,-1.39797,-0.210598,-1.51508,-1.20687,-3.26205,0.0355274,0.0644393,0.0670863,6.70831,0.195282,0.140125,2601000,3625
-2.61869,-1.5771,-1.32657,-0.20428,-1.62202,-1.26533,-3.62114,0.0398936,0.062949,0.0549097,6.78844,0.194491,0.140315,2602000,3626
-2.7008,-1.66032,-1.4316,-0.130969,-1.51773,-1.2275,-3.63313,0.0392037,0.0719425,0.074764,6.63773,0.192434,0.135994,2603000,3627
-2.6051,-1.69728,-1.45616,-0.0564665,-1.45844,-1.2579,-3.75573,0.0341581,0.0596768,0.0574221,6.62678,0.193049,0.138084,2604000,3627
-2.60686,-1.76213,-1.56548,0.00020687,-1.34067,-1.13115,-3.78299,0.0366261,0.0567863,0.0675354,6.57997,0.193736,0.139498,2605000,3628
-2.60275,-1.48402,-1.27997,-0.258883,-1.84367,-1.30961,-4.32425,0.0423712,0.0609422,0.088194,6.70769,0.1906,0.13619,2606000,3629
-2.62291,-1.62315,-1.40632,-0.0954207,-1.63269,-1.24344,-4.38505,0.0286116,0.0759567,0.0769312,6.67198,0.191221,0.139743,2607000,3630
-2.50264,-1.64123,-1.44568,-0.132454,-1.50347,-1.25135,-3.89582,0.0324718,0.0599765,0.0587634,6.64924,0.190672,0.13819,2608000,3631
-2.73115,-1.52402,-1.32325,-0.255611,-1.6897,-1.28728,-3.76391,0.0399625,0.0640328,0.0764046,6.73984,0.190044,0.138557,2609000,3631
-2.48086,-1.41479,-1.20007,-0.284221,-1.97643,-1.31772,-3.42168,0.0310871,0.0742107,0.0659813,6.63136,0.193348,0.137369,2610000,3632
-2.62363,-1.44178,-1.23192,-0.266487,-1.85745,-1.31341,-3.43971,0.0367732,0.0671078,0.0632042,6.63189,0.193243,0.139788,2611000,3633
-2.3782,-1.41343,-1.19662,-0.325482,-2.01199,-1.29793,-3.88996,0.0335728,0.0607643,0.0746894,6.62903,0.190432,0.136817,2612000,3634
-2.42965,-1.27543,-1.0777,-0.379998,-2.24307,-1.35494,-3.93356,0.0385868,0.0654342,0.0783149,6.67049,0.192364,0.139101,2613000,3634
-2.56136,-1.52182,-1.30834,-0.250451,-1.72114,-1.33919,-3.69318,0.0364285,0.0704667,0.0769272,6.69047,0.195295,0.13774,2614000,3635
-2.45528,-1.41863,-1.17633,-0.324943,-1.98066,-1.32048,-3.82607,0.0343149,0.0749974,0.0946682,6.62882,0.194331,0.138636,2615000,3636
-2.35441,-1.25374,-0.977723,-0.407805,-2.34648,-1.41574,-3.68667,0.0334566,0.0710218,0.0671727,6.64491,0.193733,0.13551,2616000,3637
-2.3315,-1.29435,-1.02387,-0.420052,-2.17839,-1.42345,-3.82537,0.0320389,0.0650027,0.0600634,6.58186,0.193361,0.139044,2617000,3638
-2.51193,-1.32039,-1.13087,-0.391222,-2.06116,-1.34531,-3.60821,0.037989,0.067111,0.0552265,6.77032,0.191906,0.137709,2618000,3638
-2.38005,-1.35386,-1.11413,-0.341786,-2.08568,-1.35196,-3.8203,0.0376042,0.0710611,0.0676153,6.78305,0.19107,0.140207,2619000,3639
-2.49562,-1.62371,-1.36317,-0.139105,-1.67794,-1.22912,-3.30933,0.0375102,0.0625194,0.0607304,6.60092,0.192549,0.140195,2620000,3668
-2.48903,-1.52285,-1.31779,-0.244225,-1.71533,-1.27481,-2.88781,0.0306143,0.0715044,0.0616823,6.63438,0.19133,0.138168,2621000,3669
-2.62966,-1.50447,-1.28217,-0.263742,-1.74682,-1.30162,-2.88301,0.0327408,0.0748223,0.0572489,6.63684,0.191175,0.137907,2622000,3670
-2.59725,-1.57646,-1.35756,-0.180592,-1.65393,-1.21315,-3.15149,0.0410635,0.0588342,0.075996,6.68386,0.192883,0.139179,2623000,3671
-2.52191,-1.61552,-1.34819,-0.121797,-1.65986,-1.20228,-3.45715,0.0237759,0.0827863,0.0462169,6.66874,0.191812,0.136424,2624000,3671
-2.55179,-1.44829,-1.19145,-0.245976,-1.8725,-1.28612,-3.28893,0.0334244,0.0706533,0.0463172,6.67179,0.193403,0.139506,2625000,3672
-2.43247,-1.38227,-1.20376,-0.353886,-1.92568,-1.27898,-2.94695,0.0356185,0.0670312,0.0583215,6.66906,0.194655,0.13759,2626000,3673
-2.42398,-1.31285,-1.05327,-0.412845,-2.21864,-1.37349,-2.84503,0.0453915,0.0616906,0.0762055,6.62319,0.194796,0.139635,2627000,3674
-2.24179,-1.19838,-0.981561,-0.363517,-2.4637,-1.36537,-2.9672,0.0428549,0.0539852,0.0552328,6.67404,0.193212,0.138815,2628000,3675
-2.31299,-1.25695,-1.02754,-0.351499,-2.32118,-1.36127,-3.03873,0.0369183,0.0620716,0.0667073,6.66802,0.19602,0.137997,2629000,3675
-2.30387,-1.20761,-0.997545,-0.384768,-2.38125,-1.38611,-2.95041,0.0335171,0.0706997,0.0523448,6.65341,0.19551,0.137371,2630000,3676
-2.34846,-1.23561,-0.957971,-0.367016,-2.28211,-1.44822,-3.05086,0.0320907,0.0728782,0.0369285,6.71702,0.192819,0.140055,2631000,3677
-2.2678,-1.09293,-0.887266,-0.43767,-2.63763,-1.41923,-3.67183,0.0348634,0.0744085,0.0589929,6.69176,0.194196,0.139236,2632000,3678
-2.21859,-1.22704,-0.976477,-0.380417,-2.39866,-1.37878,-3.82931,0.0369137,0.0590374,0.0711213,6.74116,0.190975,0.140842,2633000,3678
-2.38887,-1.33757,-1.05782,-0.27148,-2.18484,-1.29092,-3.48127,0.0291131,0.0729189,0.0398015,6.60609,0.193008,0.141407,2634000,3679
-2.44321,-1.56067,-1.30496,-0.10386,-1.80787,-1.24903,-3.41883,0.0294239,0.0747689,0.0619441,6.60697,0.19221,0.137406,2635000,3680
-2.30377,-1.35094,-1.09063,-0.294194,-2.13044,-1.28963,-3.86377,0.0379206,0.0592369,0.0517394,6.65095,0.194708,0.141047,2636000,3681
-2.41277,-1.55734,-1.32658,-0.210068,-1.73259,-1.23189,-4.60593,0.036217,0.0606902,0.0768552,6.62701,0.194066,0.139567,2637000,3682
-2.40234,-1.36943,-1.09333,-0.263566,-2.18124,-1.35313,-4.06699,0.0294687,0.0824288,0.0616942,6.74043,0.194805,0.137814,2638000,3682
-2.43902,-1.38102,-1.14353,-0.233773,-2.14254,-1.31529,-3.9016,0.0314798,0.0773457,0.0588221,6.7509,0.188516,0.139698,2639000,3683
-2.35916,-1.30932,-1.04576,-0.390398,-2.22006,-1.31642,-3.49335,0.0343798,0.0774767,0.0490822,6.75603,0.193654,0.135952,2640000,3684
-2.42538,-1.45543,-1.26986,-0.303466,-1.88992,-1.27989,-4.05823,0.0390089,0.0634084,0.0778997,6.64299,0.193242,0.138589,2641000,3685
-2.518,-1.73253,-1.48193,-0.0977884,-1.34436,-1.14719,-4.12689,0.0293711,0.0588231,0.0514266,6.73595,0.195236,0.137486,2642000,3685
-2.53929,-1.58134,-1.38085,-0.186252,-1.57755,-1.2411,-3.56413,0.027336,0.076048,0.0607864,6.77892,0.192912,0.139942,2643000,3686
-2.53155,-1.51546,-1.29539,-0.272643,-1.7452,-1.21591,-3.71065,0.0332854,0.0688789,0.0726268,6.64965,0.195152,0.138905,2644000,3687
-2.38736,-1.63467,-1.36978,-0.139251,-1.48108,-1.23763,-3.86141,0.0251667,0.0683705,0.0205373,6.68075,0.193797,0.137472,2645000,3688
-2.47352,-1.38729,-1.16167,-0.296539,-1.98651,-1.41501,-4.3195,0.0351469,0.0702464,0.0592451,6.65899,0.192523,0.136998,2646000,3688
-2.47588,-1.43608,-1.20753,-0.239112,-1.99922,-1.30103,-4.39107,0.0367451,0.0665645,0.0601962,6.69403,0.19677,0.135517,2647000,3689
-2.40923,-1.36095,-1.11626,-0.348742,-2.07835,-1.29519,-4.34931,0.0345058,0.0660399,0.0576138,6.70748,0.193272,0.141152,2648000,3690
-2.36552,-1.36075,-1.15623,-0.241171,-2.08933,-1.26532,-4.46082,0.0282135,0.0747307,0.0634736,6.63361,0.193559,0.139823,2649000,3691
-2.33525,-1.3342,-1.06782,-0.274064,-2.19946,-1.3461,-4.39087,0.0219801,0.0761171,0.0434291,6.58642,0.194207,0.13763,2650000,3691
-2.25564,-1.14037,-0.908765,-0.522363,-2.47634,-1.4241,-4.63333,0.0377748,0.0735299,0.0707527,6.76017,0.188305,0.139161,2651000,3692
-2.37455,-1.19119,-0.944738,-0.527835,-2.33298,-1.47101,-4.74254,0.0511734,0.0490572,0.0555301,6.68507,0.194878,0.139694,2652000,3693
-2.35195,-1.30151,-1.09798,-0.441728,-2.15083,-1.37118,-5.08467,0.0357578,0.0690188,0.0703726,6.71499,0.190901,0.138345,2653000,3694
-2.40037,-1.31706,-1.06321,-0.265576,-2.27689,-1.30937,-4.46772,0.027671,0.0884212,0.0549185,6.76265,0.193339,0.140345,2654000,3694
-2.43499,-1.34101,-1.11234,-0.333966,-2.12202,-1.36892,-5.08853,0.0400902,0.0565474,0.0694711,6.5995,0.191202,0.137567,2655000,3695
-2.48055,-1.50945,-1.23313,-0.255322,-1.81706,-1.31627,-4.87059,0.0365256,0.0660973,0.058632,6.66222,0.191269,0.139673,2656000,3696
-2.4458,-1.44269,-1.24459,-0.325587,-1.84274,-1.32592,-4.68433,0.0331248,0.0814314,0.0743404,6.68607,0.190092,0.141005,2657000,3697
-2.43647,-1.39953,-1.17355,-0.359371,-1.96717,-1.30253,-4.33652,0.0318533,0.0707243,0.0609026,6.59267,0.191881,0.137774,2658000,3698
-2.46928,-1.33189,-1.05965,-0.411851,-2.03458,-1.34258,-3.9995,0.0382368,0.0595358,0.0422727,6.68496,0.191953,0.139496,2659000,3698
-2.44569,-1.32624,-1.10021,-0.319566,-2.11573,-1.3484,-4.07801,0.0360612,0.063106,0.065799,6.62152,0.193583,0.140094,2660000,3699
-2.47304,-1.34716,-1.09377,-0.354291,-2.02705,-1.36063,-4.33977,0.0353953,0.0662288,0.0388892,6.57759,0.193482,0.138263,2661000,3700
-2.33469,-1.19467,-0.95119,-0.488448,-2.36037,-1.45214,-3.36645,0.0409943,0.0572025,0.0623019,6.59514,0.192073,0.136659,2662000,3701
-2.35599,-1.35347,-1.10739,-0.302544,-2.1725,-1.32649,-3.58553,0.0357977,0.0676231,0.0592416,6.71812,0.198408,0.138933,2663000,3701
-2.22779,-1.21562,-0.972176,-0.431723,-2.35711,-1.39389,-3.57184,0.0309514,0.0771921,0.0573834,6.61503,0.193233,0.139032,2664000,3702
-2.40948,-1.37435,-1.1291,-0.331037,-2.06816,-1.34427,-4.01043,0.0416302,0.0598276,0.0564089,6.63865,0.1924,0.14012,2665000,3703
-2.36882,-1.38159,-1.16436,-0.342611,-2.07827,-1.32777,-2.91272,0.0371541,0.0714759,0.0853791,6.70202,0.192987,0.137721,2666000,3704
-2.39257,-1.27023,-1.04119,-0.38546,-2.17896,-1.38597,-3.15444,0.0348599,0.0695782,0.0493366,6.61614,0.192248,0.138864,2667000,3704
-2.46369,-1.53534,-1.2966,-0.293132,-1.70423,-1.28372,-3.32136,0.0423228,0.0612091,0.0928167,6.67091,0.194203,0.140049,2668000,3705
-2.3349,-1.40709,-1.15094,-0.292197,-2.03296,-1.32977,-3.15637,0.0303847,0.0714521,0.0605259,6.61837,0.19501,0.136885,2669000,3706
-2.45229,-1.35,-1.10441,-0.325195,-2.10656,-1.37002,-3.25176,0.0335805,0.068239,0.0594024,6.5843,0.194136,0.139004,2670000,3707
-2.39459,-1.46778,-1.19018,-0.136538,-1.98901,-1.28581,-3.16245,0.0246417,0.0736048,0.0389983,6.72091,0.192511,0.137787,2671000,3707
-2.40101,-1.62407,-1.37427,-0.0290603,-1.64546,-1.16504,-2.94247,0.0196742,0.0800053,0.0466967,6.73023,0.19352,0.139256,2672000,3708
-2.43749,-1.60138,-1.39538,-0.198163,-1.56029,-1.24857,-3.02562,0.0271469,0.0694166,0.0605622,6.65597,0.193483,0.139475,2673000,3709
-2.61539,-1.72974,-1.45444,-0.0961057,-1.37457,-1.16492,-3.09425,0.0291323,0.0655293,0.0604707,6.57828,0.195776,0.139986,2674000,3710
-2.56489,-1.60551,-1.35239,-0.154278,-1.62512,-1.25417,-3.70488,0.0363892,0.0734958,0.0494809,6.68819,0.192121,0.137065,2675000,3711
-2.48854,-1.5588,-1.28222,-0.221752,-1.63721,-1.24225,-3.70654,0.0230942,0.081749,0.046175,6.64374,0.195026,0.139907,2676000,3711
-2.55638,-1.71782,-1.45902,0.0624388,-1.49614,-1.13892,-3.92156,0.0198214,0.0746895,0.0431704,6.68447,0.193478,0.138828,2677000,3712
-2.62648,-1.65969,-1.38211,-0.118536,-1.55649,-1.19369,-4.20692,0.0323853,0.0742913,0.0617826,6.72678,0.194679,0.136972,2678000,3713
-2.50459,-1.6969,-1.45462,-0.0598471,-1.46891,-1.17761,-4.07809,0.0267729,0.0675249,0.059816,6.61817,0.192281,0.140504,2679000,3714
-2.49094,-1.59626,-1.34619,-0.0729438,-1.68551,-1.19658,-4.3023,0.0284685,0.0706128,0.0475488,6.6596,0.19474,0.139198,2680000,3715
-2.48263,-1.58175,-1.31176,-0.143198,-1.70001,-1.22818,-3.72596,0.0273536,0.0725428,0.0434335,6.66133,0.192474,0.137116,2681000,3715
-2.43267,-1.66145,-1.39254,-0.070589,-1.56384,-1.23931,-4.37295,0.024961,0.0678754,0.0489606,6.6652,0.194971,0.137287,2682000,3716
-2.58124,-1.65967,-1.44615,-0.111583,-1.47986,-1.18437,-4.43129,0.0346999,0.0644214,0.0556728,6.65953,0.193324,0.137141,2683000,3717
-2.53942,-1.66856,-1.39599,-0.101551,-1.51017,-1.18931,-4.47079,0.0268439,0.0662901,0.0498178,6.64242,0.194297,0.137301,2684000,3718
-2.40716,-1.41407,-1.17882,-0.275918,-1.86813,-1.33161,-4.68994,0.0333004,0.0663022,0.0278346,6.56191,0.193436,0.139445,2685000,3718
-2.30702,-1.18613,-0.957714,-0.451777,-2.37549,-1.42895,-4.14631,0.0291495,0.0873356,0.0606296,6.79733,0.193077,0.138254,2686000,3719
-2.28703,-1.28243,-1.02649,-0.396864,-2.30753,-1.37738,-3.85849,0.0280982,0.0858644,0.0748444,6.61521,0.196154,0.138211,2687000,3720
-2.19413,-1.2712,-1.06065,-0.341314,-2.28391,-1.35915,-4.25872,0.0335,0.0621194,0.0720402,6.63104,0.195934,0.137925,2688000,3721
-2.43382,-1.40674,-1.17115,-0.202548,-2.06728,-1.28239,-4.65069,0.0279801,0.0777143,0.0637755,6.78255,0.194705,0.139819,2689000,3722
-2.28199,-1.37125,-1.17984,-0.234441,-2.05368,-1.31985,-4.61258,0.0252893,0.0727889,0.0609718,6.58139,0.197555,0.13983,2690000,3722
-2.48049,-1.43955,-1.21027,-0.200073,-2.04741,-1.26322,-4.08527,0.0308426,0.079083,0.0576317,6.74216,0.1902,0.137249,2691000,3723
-2.28566,-1.35118,-1.07819,-0.3542,-2.14496,-1.31857,-3.76927,0.0280895,0.0739116,0.0478643,6.61217,0.192502,0.136891,2692000,3724
-2.37763,-1.33133,-1.06347,-0.319382,-2.20547,-1.29854,-3.70219,0.0301244,0.0736257,0.0576659,6.58515,0.196077,0.137265,2693000,3725
-2.30938,-1.33558,-1.08948,-0.297407,-2.20222,-1.36079,-3.42913,0.0312763,0.0681749,0.0666888,6.78167,0.194945,0.137967,2694000,3725
