BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.24589,-1.03153,-0.796066,-0.551415,-2.74218,-1.48836,-3.30154,0.0393485,0.0742235,0.0726577,6.71874,0.196734,0.138685,648000,913
-2.46117,-1.06061,-0.8401,-0.55045,-2.67111,-1.46282,-3.28486,0.0384319,0.0794838,0.0651511,6.68804,0.193817,0.135405,649000,915
-2.38663,-1.19205,-1.02707,-0.480517,-2.38022,-1.38924,-3.30241,0.0405241,0.065199,0.0822281,6.53809,0.193461,0.135718,650000,917
-2.34259,-1.33765,-1.11164,-0.356232,-2.11744,-1.32312,-3.02069,0.0330073,0.0667517,0.0651141,6.66566,0.194271,0.136782,651000,919
-2.38918,-1.29405,-1.11152,-0.345428,-2.16119,-1.33759,-3.30374,0.0335671,0.0697679,0.0598291,6.58781,0.193775,0.139382,652000,921
-2.26241,-1.27184,-1.05218,-0.373487,-2.34805,-1.36621,-3.19138,0.0324852,0.0670414,0.0787037,6.73446,0.194018,0.135624,653000,922
-2.34504,-1.27769,-0.992247,-0.419947,-2.32706,-1.38931,-2.96447,0.0439684,0.0643359,0.0721241,6.69681,0.191615,0.135627,654000,924
-2.34669,-1.39529,-1.18796,-0.354994,-1.98012,-1.33342,-2.5974,0.0370073,0.0615621,0.0788498,6.58343,0.192347,0.138851,655000,926
-2.36686,-1.31556,-1.08258,-0.399381,-2.13435,-1.3315,-3.47623,0.0332854,0.0730264,0.0621455,6.69972,0.195029,0.137529,656000,928
-2.47355,-1.35281,-1.14453,-0.377081,-2.02097,-1.32038,-3.70616,0.0408817,0.0590096,0.0649133,6.67655,0.195262,0.137382,657000,930
-2.34579,-1.22125,-0.974505,-0.432894,-2.36215,-1.38885,-3.764,0.0392209,0.0679331,0.0670155,6.81684,0.195123,0.136928,658000,931
-2.22327,-1.28657,-1.08234,-0.415596,-2.20296,-1.34692,-4.23669,0.0368834,0.0633978,0.0838243,6.66824,0.195352,0.138566,659000,933
-2.26858,-1.11458,-0.883793,-0.506826,-2.58075,-1.37942,-4.33767,0.0438447,0.0614608,0.0747739,6.58434,0.196679,0.13849,660000,934
-2.04668,-1.04504,-0.823684,-0.537803,-2.67526,-1.43579,-4.82625,0.0350721,0.0568107,0.0720702,6.71755,0.193971,0.139306,661000,936
-2.26624,-1.10488,-0.884066,-0.50792,-2.61872,-1.43137,-4.25099,0.0331844,0.0794783,0.0752722,6.64169,0.198342,0.136293,662000,937
-2.29336,-1.23448,-0.992733,-0.371912,-2.37723,-1.30962,-3.51872,0.0331184,0.0678166,0.0608151,6.70478,0.193899,0.137966,663000,939
-2.30256,-1.17069,-0.945849,-0.453396,-2.47615,-1.37068,-3.60691,0.0330183,0.0813923,0.0782689,6.68693,0.195435,0.138059,664000,941
-2.26117,-1.03126,-0.786418,-0.526227,-2.86842,-1.44746,-4.32483,0.037385,0.0696315,0.084504,6.65427,0.194873,0.135942,665000,943
-2.19243,-1.03472,-0.780883,-0.565332,-2.71112,-1.46437,-4.67506,0.037143,0.0680829,0.056712,6.61899,0.194263,0.136117,666000,945
-2.17062,-0.869468,-0.714378,-0.732755,-2.96498,-1.5049,-5.3732,0.0424268,0.0685737,0.0997777,6.60133,0.195903,0.140026,667000,946
-2.2777,-1.00937,-0.794817,-0.501719,-2.7876,-1.48382,-5.34142,0.0389926,0.0683194,0.064243,6.69978,0.196804,0.13777,668000,947
-2.08644,-0.846186,-0.679219,-0.734639,-2.97003,-1.55238,-5.0695,0.0381505,0.0704491,0.0828381,6.65791,0.192315,0.136175,669000,948
-2.24252,-1.02527,-0.842531,-0.537879,-2.68539,-1.39179,-5.04215,0.0348823,0.0777756,0.0562503,6.65809,0.196888,0.136807,670000,950
-2.12218,-0.964163,-0.791853,-0.646265,-2.81473,-1.48584,-4.69441,0.0357272,0.0790081,0.0812945,6.70322,0.192995,0.135611,671000,951
-2.2325,-1.00519,-0.802263,-0.56812,-2.77981,-1.45596,-4.76257,0.0378854,0.069324,0.0769222,6.75029,0.194844,0.135461,672000,953
-2.36185,-1.23487,-1.04032,-0.417569,-2.34428,-1.38236,-5.07068,0.0460838,0.0594404,0.0765146,6.69932,0.195247,0.136655,673000,956
-2.51109,-1.40848,-1.16577,-0.242636,-1.96991,-1.3312,-4.86581,0.0361489,0.0703735,0.0589772,6.76703,0.194158,0.139214,674000,958
-2.37224,-1.27369,-1.08225,-0.344213,-2.26632,-1.35309,-4.59201,0.0309753,0.0716719,0.0608147,6.6566,0.192682,0.138206,675000,961
-2.33206,-1.16633,-0.981189,-0.486456,-2.32311,-1.43068,-4.27403,0.0334176,0.0732411,0.0668386,6.70065,0.194216,0.138517,676000,963
-2.29821,-1.34948,-1.09905,-0.330701,-2.13222,-1.3138,-4.46213,0.0276987,0.0795711,0.0610655,6.75655,0.196925,0.137417,677000,965
-2.31789,-1.36057,-1.10898,-0.311475,-2.10314,-1.32755,-4.37663,0.0310958,0.0679489,0.0616677,6.87093,0.197184,0.139076,678000,967
-2.33708,-1.22322,-1.00853,-0.349442,-2.38627,-1.37469,-4.30201,0.0326528,0.0699726,0.0617615,6.67344,0.194058,0.135923,679000,969
-2.21469,-1.11085,-0.876903,-0.480257,-2.58239,-1.39819,-4.08008,0.0339546,0.0714826,0.0539945,6.70348,0.193385,0.139036,680000,971
-2.44582,-1.50263,-1.23543,-0.190633,-1.92479,-1.20322,-3.86768,0.0314012,0.071376,0.0406063,6.65734,0.19115,0.136619,681000,973
-2.57606,-1.52347,-1.29175,-0.3172,-1.65899,-1.3552,-3.64236,0.0269539,0.0766124,0.0658452,6.56238,0.19468,0.136526,682000,974
-2.55177,-1.38656,-1.18537,-0.349542,-1.92017,-1.32324,-3.89546,0.0324552,0.0727621,0.0506645,6.77843,0.195005,0.137533,683000,976
-2.56468,-1.44451,-1.21275,-0.271813,-1.91311,-1.32912,-4.05384,0.0340387,0.0758555,0.0529815,6.6994,0.194448,0.138076,684000,978
-2.3369,-1.5124,-1.28351,-0.161083,-1.85223,-1.23571,-4.04707,0.0306715,0.0645421,0.0595769,6.65629,0.193489,0.136928,685000,979
-2.46023,-1.37364,-1.12583,-0.381991,-2.06434,-1.3843,-4.31439,0.0356266,0.0719944,0.0843232,6.76148,0.196161,0.137416,686000,981
-2.29131,-1.18381,-0.941794,-0.484651,-2.42415,-1.44975,-4.21744,0.0490088,0.0512743,0.0727079,6.78879,0.192714,0.138504,687000,982
-2.33245,-1.2157,-1.04876,-0.44475,-2.3339,-1.37264,-4.43791,0.0349541,0.0783707,0.0720317,6.64365,0.19708,0.135167,688000,984
-2.47455,-1.38463,-1.15347,-0.326765,-1.98035,-1.3502,-4.57093,0.040308,0.0589723,0.0541123,6.49175,0.195659,0.137192,689000,986
-2.53113,-1.44256,-1.22633,-0.304984,-1.94452,-1.29716,-4.79917,0.0352893,0.0724673,0.0865703,6.70474,0.194405,0.135151,690000,987
-2.40668,-1.41156,-1.17268,-0.356659,-1.96711,-1.27607,-5.49274,0.0317456,0.0628877,0.0774725,6.80936,0.195837,0.137035,691000,989
-2.3804,-1.37361,-1.16657,-0.248756,-2.10435,-1.27177,-5.32468,0.0329714,0.0679363,0.0539288,6.75625,0.196062,0.137179,692000,990
-2.52437,-1.46253,-1.23675,-0.277661,-1.84605,-1.29609,-4.56477,0.032559,0.0712021,0.0636059,6.62487,0.195167,0.139912,693000,992
-2.39164,-1.4144,-1.16314,-0.333223,-1.97939,-1.33929,-4.61301,0.030652,0.0708121,0.054114,6.59709,0.194439,0.136779,694000,993
-2.45526,-1.3827,-1.14694,-0.281936,-2.09709,-1.31723,-4.97638,0.0245952,0.0831092,0.0679677,6.64329,0.196509,0.137192,695000,995
-2.54809,-1.59282,-1.40585,-0.190325,-1.62513,-1.25561,-4.8907,0.0362977,0.0579263,0.0789222,6.76414,0.195473,0.136471,696000,997
-2.59598,-1.53993,-1.28705,-0.255961,-1.7726,-1.24787,-4.52706,0.0370557,0.0715013,0.0691371,6.56489,0.19288,0.136083,697000,998
-2.48459,-1.59508,-1.30492,-0.120688,-1.77293,-1.16898,-4.78844,0.0286066,0.0737455,0.0407192,6.69574,0.198012,0.137074,698000,1000
-2.55841,-1.61075,-1.35665,-0.136268,-1.65741,-1.23053,-4.19602,0.0300591,0.0705013,0.076878,6.72975,0.194047,0.137574,699000,1002
-2.7149,-1.74255,-1.48098,-0.038539,-1.38308,-1.2358,-4.47177,0.0299307,0.0784932,0.0624062,6.74277,0.193381,0.136892,700000,1004
-2.41719,-1.36144,-1.19375,-0.330509,-2.07219,-1.29715,-4.28009,0.0368092,0.0628589,0.0951691,6.64444,0.195362,0.137895,701000,1005
-2.3468,-1.35559,-1.1126,-0.332114,-2.14648,-1.3221,-4.04727,0.0287032,0.0739461,0.0669633,6.64777,0.193413,0.13688,702000,1007
-2.36411,-1.32734,-1.06053,-0.335706,-2.25883,-1.39746,-4.25445,0.0336595,0.0717993,0.07184,6.57749,0.193641,0.138021,703000,1009
-2.3809,-1.36443,-1.15026,-0.325332,-2.09638,-1.32383,-3.97601,0.0255281,0.0798008,0.0620472,6.598,0.194817,0.136156,704000,1011
-2.40041,-1.3301,-1.12112,-0.3516,-2.117,-1.37734,-4.12912,0.0358579,0.0623063,0.0766361,6.66926,0.196966,0.137261,705000,1012
-2.24643,-1.14264,-0.935604,-0.414746,-2.51404,-1.438,-4.32507,0.0303149,0.0712893,0.0675189,6.72246,0.196793,0.138808,706000,1014
-2.40092,-1.15926,-0.976921,-0.446604,-2.48319,-1.40295,-3.95407,0.0325844,0.0730145,0.076541,6.64212,0.192496,0.137934,707000,1015
-2.41922,-1.14398,-0.913275,-0.494223,-2.48055,-1.43617,-3.48709,0.0399328,0.0659051,0.0738903,6.60476,0.194109,0.136699,708000,1017
-2.46743,-1.44613,-1.21075,-0.325854,-1.90703,-1.2815,-3.87506,0.0340904,0.0640795,0.0676919,6.74177,0.197021,0.136635,709000,1018
-2.4183,-1.36161,-1.14009,-0.307867,-2.08445,-1.33344,-4.37313,0.0353356,0.0758313,0.0663782,6.7722,0.196294,0.138444,710000,1020
-2.41556,-1.38718,-1.16417,-0.263568,-2.19724,-1.22537,-4.29241,0.0370151,0.0671015,0.072476,6.66052,0.195707,0.136461,711000,1021
-2.3817,-1.39966,-1.25328,-0.351054,-1.95402,-1.3187,-3.80354,0.0355129,0.0682412,0.0945645,6.66014,0.197248,0.137802,712000,1023
-2.47439,-1.36545,-1.15036,-0.259559,-2.12445,-1.2916,-4.10201,0.0398821,0.0684634,0.0579531,6.66064,0.194489,0.136961,713000,1025
-2.54842,-1.55168,-1.28325,-0.206726,-1.79719,-1.30728,-3.94033,0.0237192,0.0834578,0.0596301,6.82504,0.197291,0.135707,714000,1026
-2.70194,-1.69658,-1.44905,-0.146846,-1.34183,-1.20514,-4.0614,0.0259474,0.0756831,0.0465174,6.74256,0.193691,0.137281,715000,1029
-2.73421,-1.91518,-1.65309,0.0358113,-1.04449,-1.13235,-3.73684,0.0324556,0.0578738,0.0557709,6.54451,0.197123,0.13793,716000,1030
-2.53765,-1.57848,-1.40113,-0.176834,-1.68804,-1.29867,-3.53098,0.0374952,0.0667217,0.0850467,6.62559,0.192118,0.134549,717000,1030
-2.4727,-1.47005,-1.23124,-0.210357,-1.92807,-1.25916,-3.68327,0.0284804,0.0707227,0.0724397,6.75921,0.194529,0.138352,718000,1031
-2.46024,-1.41927,-1.23117,-0.267704,-1.96483,-1.3043,-3.62656,0.0346167,0.0695635,0.0843253,6.62202,0.197815,0.139418,719000,1032
-2.32028,-1.2198,-0.975804,-0.478177,-2.35412,-1.38104,-3.35621,0.0368606,0.0694717,0.0736494,6.61668,0.195196,0.137487,720000,1033
-2.28457,-1.24488,-1.02184,-0.359164,-2.38994,-1.34848,-3.40212,0.0303677,0.0727701,0.0736919,6.68871,0.195512,0.135445,721000,1034
-2.35649,-1.18627,-0.959438,-0.471777,-2.43757,-1.4115,-3.36073,0.0443545,0.0499103,0.0670642,6.76563,0.196536,0.137559,722000,1035
-2.19758,-1.07051,-0.894748,-0.539094,-2.61243,-1.37405,-3.56613,0.0339034,0.0752541,0.06949,6.69647,0.19435,0.139042,723000,1037
-2.29818,-1.18717,-1.01442,-0.505785,-2.42811,-1.35134,-3.40956,0.0462742,0.0612086,0.102607,6.75927,0.195393,0.135861,724000,1038
-2.34648,-1.0082,-0.825895,-0.580485,-2.78479,-1.45054,-2.86822,0.0451657,0.070597,0.0942986,6.62864,0.195727,0.137941,725000,1039
-2.17371,-0.870601,-0.619763,-0.659384,-3.11478,-1.52924,-2.51986,0.0450926,0.0667437,0.0826004,6.72498,0.193332,0.135254,726000,1040
-2.28739,-1.09901,-0.954878,-0.458525,-2.57712,-1.43908,-2.77948,0.0375806,0.0717435,0.0747814,6.67099,0.192641,0.137916,727000,1041
-2.29517,-0.977313,-0.76255,-0.554065,-2.88903,-1.47394,-2.49727,0.0436752,0.0712311,0.0760227,6.68018,0.194161,0.135998,728000,1043
-2.30716,-1.11369,-0.878491,-0.536499,-2.65692,-1.40748,-2.29017,0.0420993,0.0717965,0.0865995,6.72303,0.193898,0.137127,729000,1044
-2.33396,-1.04265,-0.800873,-0.50013,-2.77591,-1.4216,-2.12383,0.0403431,0.0659559,0.0744602,6.63823,0.191373,0.138003,730000,1045
-2.35596,-1.20776,-1.02418,-0.448647,-2.3437,-1.37356,-2.16152,0.0438171,0.0647317,0.0698436,6.76973,0.192359,0.137993,731000,1046
-2.44206,-1.38345,-1.15025,-0.352783,-2.04013,-1.35575,-2.78232,0.0448868,0.0617072,0.0843711,6.70143,0.193747,0.138727,732000,1047
-2.53104,-1.63073,-1.36916,-0.15315,-1.61479,-1.21072,-3.17355,0.0308318,0.0607963,0.0639673,6.67989,0.196849,0.135594,733000,1049
-2.51981,-1.56309,-1.34817,-0.284004,-1.58345,-1.27809,-3.83776,0.0277671,0.06403,0.0506615,6.75425,0.196082,0.135775,734000,1050
-2.63831,-1.56548,-1.40409,-0.266826,-1.62766,-1.2552,-3.86906,0.0408085,0.0607476,0.0873232,6.68672,0.195139,0.135593,735000,1051
-2.63605,-1.64767,-1.45548,-0.156106,-1.47013,-1.2813,-4.2341,0.0390026,0.0649593,0.0815631,6.78461,0.194016,0.137986,736000,1052
-2.41271,-1.50347,-1.2657,-0.196444,-1.8175,-1.26728,-3.66711,0.0234986,0.0713347,0.0406498,6.62282,0.190948,0.134416,737000,1053
-2.45529,-1.45646,-1.29054,-0.301484,-1.82172,-1.32407,-3.80666,0.0345256,0.068387,0.0642875,6.58918,0.194417,0.135295,738000,1055
-2.52553,-1.51259,-1.29089,-0.187153,-1.75372,-1.29672,-3.66173,0.0329678,0.0683572,0.0439039,6.74536,0.195252,0.137313,739000,1056
-2.46359,-1.51761,-1.28923,-0.220108,-1.83432,-1.20469,-3.84572,0.0309316,0.0614132,0.0623485,6.6553,0.196486,0.138503,740000,1057
-2.65444,-1.58811,-1.36481,-0.23953,-1.5969,-1.23494,-3.4061,0.0370177,0.068637,0.056708,6.63107,0.194875,0.138339,741000,1058
-2.57105,-1.53009,-1.31638,-0.258874,-1.68672,-1.27519,-3.46785,0.0408013,0.0631401,0.0626454,6.55724,0.191702,0.135893,742000,1059
-2.57737,-1.46737,-1.27665,-0.282855,-1.90719,-1.32367,-3.94453,0.0407345,0.07192,0.0866095,6.55359,0.197301,0.134258,743000,1061
-2.36694,-1.46206,-1.22324,-0.263194,-1.91333,-1.30311,-3.73975,0.0299976,0.0658673,0.0686355,6.73924,0.194642,0.137485,744000,1062
-2.46779,-1.4993,-1.25364,-0.210694,-1.96776,-1.22311,-4.04284,0.0416998,0.0598408,0.0804892,6.62473,0.196156,0.137245,745000,1063
-2.52977,-1.44754,-1.22659,-0.286983,-1.84051,-1.37331,-4.3951,0.0338275,0.073313,0.0648284,6.5113,0.196859,0.137507,746000,1064
-2.45944,-1.31717,-1.08868,-0.334868,-2.2836,-1.30104,-5.0117,0.036747,0.0706924,0.0779435,6.7765,0.196397,0.137426,747000,1065
-2.50376,-1.38798,-1.15536,-0.365329,-2.07732,-1.33398,-5.07487,0.0416829,0.0673211,0.083927,6.6937,0.194987,0.138839,748000,1067
-2.39023,-1.37174,-1.13643,-0.345315,-2.06583,-1.40178,-5.31774,0.0349078,0.060233,0.0614675,6.70819,0.19551,0.13609,749000,1068
-2.45726,-1.13635,-0.896796,-0.473259,-2.51844,-1.44799,-5.57044,0.0463951,0.0589618,0.0716631,6.744,0.191583,0.136439,750000,1069
-2.30239,-0.980131,-0.758589,-0.586859,-2.82982,-1.54205,-5.43801,0.038613,0.0746618,0.0778955,6.72123,0.195741,0.138733,751000,1070
-2.26959,-1.04846,-0.849313,-0.526478,-2.66703,-1.44979,-5.31162,0.0410044,0.0670336,0.0887505,6.68366,0.194314,0.139736,752000,1071
-2.23272,-1.15846,-0.934892,-0.523426,-2.40942,-1.38086,-5.24279,0.0397465,0.0597093,0.0670735,6.71129,0.196821,0.137969,753000,1073
-2.31115,-1.03533,-0.80126,-0.494708,-2.76029,-1.472,-5.01311,0.0454234,0.0671853,0.0596863,6.69744,0.19635,0.138136,754000,1074
-2.31048,-1.12992,-0.87249,-0.567595,-2.56695,-1.41134,-4.85499,0.045701,0.0660063,0.0732772,6.71873,0.191389,0.137736,755000,1075
-2.23584,-0.871225,-0.66464,-0.728006,-2.98252,-1.53519,-4.84536,0.0399283,0.0738874,0.0759146,6.8023,0.19844,0.135196,756000,1076
-2.31393,-0.847114,-0.641598,-0.685072,-3.05443,-1.55801,-5.33061,0.0478956,0.0623674,0.0634992,6.76404,0.193196,0.135743,757000,1077
-2.14209,-0.802036,-0.55107,-0.70004,-3.17972,-1.50539,-5.56149,0.0406491,0.0703202,0.0584659,6.67658,0.193276,0.137627,758000,1079
-2.40517,-1.0987,-0.83116,-0.512828,-2.57557,-1.35553,-5.58642,0.0311607,0.0809697,0.0501346,6.57166,0.195327,0.138671,759000,1080
-2.20177,-1.01247,-0.769466,-0.527157,-2.84756,-1.4449,-4.8911,0.0369592,0.0737422,0.0642124,6.54476,0.197092,0.135544,760000,1081
-2.13502,-0.894496,-0.674097,-0.636294,-2.96939,-1.57593,-4.79723,0.0386733,0.0705517,0.0720176,6.6625,0.190667,0.137151,761000,1082
-2.27122,-1.04044,-0.847443,-0.542954,-2.65834,-1.48699,-4.57662,0.038942,0.0724794,0.0635223,6.74327,0.192575,0.140016,762000,1083
-2.40519,-1.30119,-1.06012,-0.320361,-2.24214,-1.34476,-4.27725,0.0388881,0.0623147,0.0623708,6.59208,0.194645,0.138812,763000,1085
-2.31158,-1.23889,-1.00746,-0.384371,-2.35901,-1.43618,-4.24647,0.0393628,0.068945,0.0778669,6.57994,0.194404,0.136025,764000,1086
-2.30521,-1.1412,-0.918037,-0.490158,-2.43437,-1.46233,-4.64764,0.0358316,0.0739337,0.0568201,6.65037,0.192995,0.139815,765000,1087
-2.33801,-1.12711,-0.885856,-0.563262,-2.50637,-1.48378,-3.83403,0.0326028,0.0767751,0.0624282,6.57403,0.192589,0.137003,766000,1088
-2.33896,-1.1024,-0.884487,-0.460024,-2.55991,-1.40654,-4.53208,0.0349349,0.0744071,0.0456738,6.67045,0.191444,0.137663,767000,1089
-2.32349,-1.20015,-0.964067,-0.423534,-2.40237,-1.4216,-4.14694,0.0342623,0.0728985,0.0694292,6.62021,0.19523,0.13503,768000,1091
-2.37733,-1.23349,-1.0071,-0.483378,-2.25979,-1.43151,-4.33432,0.0457716,0.07255,0.0660994,6.60303,0.195187,0.13747,769000,1092
-2.29281,-1.09701,-0.882634,-0.445693,-2.67817,-1.42279,-4.50465,0.0399219,0.0662723,0.0738749,6.6278,0.19637,0.138746,770000,1093
-2.33059,-1.18149,-0.945584,-0.47527,-2.39342,-1.3468,-4.90601,0.0412568,0.0697409,0.0601468,6.65558,0.196425,0.138312,771000,1094
-2.38386,-1.26689,-1.06384,-0.457567,-2.16564,-1.39057,-4.72443,0.0371539,0.072567,0.063749,6.62112,0.198768,0.137497,772000,1095
-2.34134,-1.2743,-1.03836,-0.465823,-2.12629,-1.35972,-5.13455,0.0378576,0.0637331,0.0558189,6.62758,0.193736,0.136228,773000,1097
-2.42057,-1.29517,-1.06287,-0.388804,-2.22463,-1.38764,-4.99565,0.0293791,0.0756534,0.0626553,6.79663,0.195457,0.136152,774000,1098
-2.32626,-1.09815,-0.866593,-0.43149,-2.67956,-1.35466,-4.44872,0.0358729,0.0721962,0.0658349,6.61564,0.197493,0.135481,775000,1099
-2.19893,-1.14171,-0.891413,-0.432822,-2.57597,-1.43328,-4.10731,0.0325274,0.0687662,0.0603117,6.75077,0.198858,0.135486,776000,1100
-2.31382,-1.17627,-0.895774,-0.410945,-2.50671,-1.43315,-4.57312,0.0312622,0.084047,0.0565247,6.64781,0.193987,0.136544,777000,1101
-2.24919,-1.04641,-0.782942,-0.622466,-2.67137,-1.46792,-5.05015,0.0430549,0.0632407,0.0619435,6.63967,0.190839,0.13492,778000,1103
-2.3376,-1.24833,-0.999214,-0.3773,-2.36617,-1.4147,-4.74685,0.0397782,0.0609999,0.0730399,6.71724,0.195603,0.136841,779000,1104
-2.2546,-1.25971,-1.01064,-0.339728,-2.34736,-1.34091,-5.36856,0.0238441,0.0911718,0.045363,6.62875,0.193789,0.139926,780000,1105
-2.36318,-1.25236,-1.03279,-0.433588,-2.25351,-1.44591,-4.96781,0.0415301,0.0599352,0.0629492,6.57097,0.196133,0.135768,781000,1106
-2.35939,-1.36875,-1.1244,-0.271458,-2.15945,-1.31123,-4.80527,0.0343222,0.0701667,0.066617,6.67149,0.196518,0.136004,782000,1107
-2.42624,-1.45493,-1.21632,-0.255656,-2.06599,-1.30203,-3.94784,0.0367161,0.0667883,0.086939,6.65194,0.19818,0.136701,783000,1109
-2.48471,-1.39816,-1.17507,-0.349523,-1.95062,-1.32207,-3.5138,0.0323899,0.0765909,0.0499451,6.74752,0.196445,0.136237,784000,1110
-2.3629,-1.44835,-1.17454,-0.333504,-2.01137,-1.296,-3.47942,0.0407169,0.0542362,0.0863888,6.70283,0.195718,0.136258,785000,1111
-2.41697,-1.53628,-1.32082,-0.247245,-1.75809,-1.26146,-3.74139,0.0345778,0.0745827,0.0794714,6.70375,0.196172,0.138079,786000,1112
-2.44232,-1.37828,-1.1495,-0.338009,-2.08924,-1.27289,-3.35354,0.0352862,0.0658222,0.0784603,6.7628,0.194668,0.137429,787000,1113
-2.36104,-1.32544,-1.07303,-0.370315,-2.17263,-1.33304,-3.9069,0.0437454,0.0532455,0.0530175,6.7309,0.19372,0.13644,788000,1115
-2.41289,-1.46944,-1.22271,-0.167984,-1.91951,-1.28623,-3.9003,0.0294348,0.0691151,0.0458931,6.57079,0.194572,0.137619,789000,1116
-2.32715,-1.36824,-1.09077,-0.267859,-2.23862,-1.34438,-3.60456,0.0330164,0.0648846,0.0828541,6.59246,0.193399,0.137798,790000,1117
-2.18933,-1.02567,-0.824672,-0.533378,-2.72266,-1.45845,-3.84371,0.03945,0.0686807,0.057231,6.77274,0.195806,0.138091,791000,1118
-2.15467,-0.87643,-0.699898,-0.665808,-2.99136,-1.50524,-4.05295,0.0452734,0.0598275,0.0940317,6.679,0.198811,0.137196,792000,1119
-2.26165,-1.01539,-0.765604,-0.575707,-2.78776,-1.46687,-3.88507,0.0415885,0.0602021,0.0680773,6.66511,0.194081,0.137492,793000,1120
-2.1439,-0.924685,-0.647756,-0.615917,-3.00309,-1.52181,-3.96442,0.0383732,0.0713398,0.0576288,6.69725,0.194437,0.135268,794000,1122
-2.28739,-1.05391,-0.834164,-0.620229,-2.66324,-1.42079,-3.63408,0.0531605,0.0443238,0.0927832,6.59206,0.196426,0.137312,795000,1123
-2.35985,-1.22208,-1.00077,-0.395152,-2.40126,-1.40575,-4.04691,0.0395393,0.0730054,0.071864,6.61198,0.193724,0.137175,796000,1124
-2.30207,-1.20869,-0.965416,-0.423006,-2.40085,-1.38417,-4.38893,0.0310555,0.0760653,0.0718079,6.69075,0.192683,0.136702,797000,1125
-2.27431,-0.98539,-0.748262,-0.592073,-2.81346,-1.52904,-4.61983,0.0341361,0.0748385,0.0755835,6.54983,0.195821,0.138657,798000,1126
-2.27565,-0.98411,-0.759136,-0.607851,-2.79192,-1.45745,-4.76618,0.0419579,0.0762559,0.0641048,6.73101,0.19381,0.13687,799000,1127
-2.38085,-1.3263,-1.11436,-0.35405,-2.13909,-1.27382,-5.11609,0.0276164,0.0845081,0.0686911,6.52402,0.195017,0.139275,800000,1129
-2.40142,-1.15981,-0.996539,-0.51884,-2.41787,-1.4482,-5.0522,0.0450292,0.0677517,0.0939812,6.77027,0.192266,0.137277,801000,1130
-2.27609,-1.22503,-0.983032,-0.439327,-2.37948,-1.38438,-5.17764,0.036165,0.0678617,0.0664963,6.68268,0.198159,0.136259,802000,1131
-2.2759,-1.20005,-0.957413,-0.408269,-2.41005,-1.43447,-5.13339,0.0276757,0.0872521,0.0606388,6.61201,0.195762,0.137555,803000,1132
-2.44,-1.42957,-1.18341,-0.330317,-1.93071,-1.27903,-4.66475,0.0350172,0.0657849,0.0662621,6.5884,0.196621,0.135966,804000,1133
-2.39844,-1.32801,-1.10852,-0.468428,-2.01247,-1.34006,-4.82534,0.0459751,0.0480358,0.0640384,6.51844,0.191098,0.135453,805000,1134
-2.19158,-1.03416,-0.78531,-0.553167,-2.74343,-1.4055,-5.64205,0.0408385,0.0626085,0.058498,6.68302,0.196189,0.139888,806000,1135
-2.4319,-1.25142,-1.04695,-0.450437,-2.22533,-1.29918,-5.35475,0.0383372,0.0623265,0.0654041,6.74726,0.19547,0.137207,807000,1137
-2.26694,-1.33523,-1.0584,-0.278728,-2.21824,-1.32772,-5.19981,0.0293836,0.0608768,0.0641836,6.61168,0.195154,0.139992,808000,1138
-2.3965,-1.3491,-1.15331,-0.34499,-2.11001,-1.37651,-6.19093,0.0350735,0.0658243,0.092529,6.53775,0.192697,0.1384,809000,1139
-2.33641,-1.17505,-0.968292,-0.487885,-2.35003,-1.38737,-6.44301,0.0338365,0.0774426,0.0624878,6.79689,0.19582,0.140538,810000,1140
-2.3454,-1.13989,-0.938896,-0.510946,-2.45224,-1.39901,-5.65918,0.04013,0.0691994,0.0730161,6.75624,0.195789,0.136433,811000,1141
-2.433,-1.23043,-1.02376,-0.417055,-2.41302,-1.37326,-5.36711,0.0474417,0.057473,0.0817084,6.67281,0.196863,0.138737,812000,1142
-2.43067,-1.26626,-1.05778,-0.41978,-2.21849,-1.35921,-5.0686,0.0367584,0.0624925,0.0775501,6.76173,0.195662,0.138567,813000,1143
-2.58554,-1.40863,-1.23232,-0.369786,-1.90942,-1.3171,-5.56328,0.0435901,0.0564543,0.0702125,6.58725,0.195091,0.136546,814000,1145
-2.44757,-1.43441,-1.25789,-0.283733,-1.89834,-1.35487,-5.62446,0.0356143,0.0694099,0.0723477,6.73467,0.195539,0.136891,815000,1146
-2.33355,-1.44147,-1.2433,-0.252719,-1.96172,-1.27541,-5.41461,0.0332663,0.0621844,0.0862295,6.60023,0.196093,0.135784,816000,1147
-2.38831,-1.40672,-1.19441,-0.235307,-2.02077,-1.31679,-4.99474,0.0284804,0.0768,0.0589754,6.59623,0.194342,0.138608,817000,1148
-2.3836,-1.33164,-1.09969,-0.281184,-2.20669,-1.29603,-3.59203,0.0344125,0.0670944,0.065949,6.6613,0.196399,0.138099,818000,1149
-2.34221,-1.10155,-0.915496,-0.62136,-2.4278,-1.47846,-3.95619,0.0448946,0.0596889,0.0879031,6.74846,0.195417,0.137362,819000,1150
