BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.36353,-1.25665,-1.03201,-0.381272,-2.35469,-1.3753,-3.85827,0.0298867,0.0733075,0.0689775,6.74512,0.189778,0.13587,1999000,2875
-2.28306,-1.17281,-0.940288,-0.355497,-2.57011,-1.39682,-4.24029,0.0387004,0.0690797,0.0762337,6.66023,0.189213,0.139126,2000000,2876
-2.24265,-1.15929,-0.90216,-0.472264,-2.58329,-1.33419,-4.49849,0.036278,0.0737551,0.0673997,6.69521,0.195274,0.136482,2001000,2877
-2.33234,-1.24571,-1.08058,-0.360664,-2.32867,-1.35932,-4.32107,0.0295349,0.0792374,0.0721445,6.75448,0.193484,0.137858,2002000,2878
-2.22805,-0.987945,-0.748681,-0.440474,-2.92637,-1.4863,-4.46264,0.0299807,0.0899861,0.0573147,6.69331,0.192975,0.135879,2003000,2878
-2.14233,-0.930092,-0.657497,-0.578344,-2.98466,-1.47773,-4.62758,0.0374668,0.072571,0.0583363,6.68534,0.192067,0.137239,2004000,2879
-2.30572,-1.19193,-0.944834,-0.440902,-2.45831,-1.38444,-4.67177,0.0233229,0.0888913,0.0562194,6.60232,0.192811,0.134365,2005000,2880
-2.20077,-1.1858,-0.966741,-0.428176,-2.52082,-1.37671,-4.66952,0.0390431,0.0596952,0.0865446,6.63595,0.194413,0.136188,2006000,2881
-2.37913,-1.16208,-0.925237,-0.422338,-2.57377,-1.38887,-4.23163,0.0360943,0.0703966,0.073357,6.6712,0.193863,0.137232,2007000,2882
-2.34023,-1.07368,-0.863552,-0.538901,-2.68187,-1.43679,-4.71753,0.0443061,0.0647218,0.0923956,6.6118,0.19192,0.139079,2008000,2882
-2.27614,-1.11394,-0.899307,-0.409226,-2.60077,-1.42988,-4.64377,0.0362203,0.0628906,0.0614894,6.70235,0.196081,0.138152,2009000,2883
-2.25522,-1.14137,-0.892924,-0.492327,-2.5264,-1.44081,-4.80805,0.0344706,0.0775183,0.059519,6.5535,0.194169,0.137239,2010000,2884
-2.37622,-0.904422,-0.69912,-0.589065,-2.98731,-1.51339,-4.30701,0.041428,0.0785647,0.0810706,6.62482,0.195421,0.138396,2011000,2885
-2.07121,-0.965036,-0.730191,-0.559272,-2.93779,-1.43949,-4.17324,0.0420805,0.0668293,0.0737126,6.64528,0.194256,0.136277,2012000,2885
-2.15104,-0.991458,-0.747761,-0.513865,-2.91293,-1.49909,-4.18182,0.036942,0.0697963,0.0669147,6.71939,0.193213,0.137511,2013000,2886
-2.30692,-0.929536,-0.70542,-0.554906,-2.93921,-1.46399,-3.66861,0.02839,0.0911249,0.0485014,6.83352,0.191407,0.134796,2014000,2887
-2.31649,-1.03093,-0.812424,-0.508684,-2.71837,-1.45902,-3.84775,0.0333287,0.0835821,0.0786922,6.59332,0.193308,0.141024,2015000,2888
-2.19285,-0.889447,-0.685943,-0.683715,-2.98639,-1.50283,-3.73797,0.035436,0.0728591,0.0815396,6.63978,0.190582,0.138996,2016000,2889
-2.21022,-1.02303,-0.822283,-0.51788,-2.76394,-1.47407,-3.70647,0.0359422,0.0755396,0.0831706,6.62413,0.195576,0.139532,2017000,2889
-2.10656,-0.969625,-0.762085,-0.539315,-2.86761,-1.49765,-3.62443,0.0253793,0.0785517,0.0756054,6.76152,0.192649,0.137934,2018000,2890
-2.28557,-1.19626,-0.974153,-0.378041,-2.47967,-1.35075,-3.86562,0.034644,0.0711285,0.0697447,6.63849,0.193924,0.138155,2019000,2891
-2.30027,-1.17671,-0.977021,-0.399183,-2.38441,-1.40476,-3.98646,0.0286751,0.0793363,0.0494919,6.67726,0.195,0.139153,2020000,2920
-2.2471,-1.29186,-1.02984,-0.375361,-2.27719,-1.35522,-3.77225,0.0309514,0.071824,0.0543163,6.68091,0.195144,0.135929,2021000,2921
-2.2291,-1.41297,-1.17815,-0.266065,-2.08622,-1.25728,-3.96073,0.0282555,0.0690453,0.0726666,6.63318,0.196283,0.138365,2022000,2921
-2.48432,-1.53345,-1.31054,-0.142293,-1.76085,-1.28391,-3.296,0.0320049,0.0651014,0.0557712,6.73923,0.195626,0.14084,2023000,2922
-2.33405,-1.22426,-0.980708,-0.39169,-2.3368,-1.42588,-3.94017,0.0311464,0.0710799,0.0583747,6.65845,0.193047,0.13695,2024000,2923
-2.38314,-1.29624,-1.0879,-0.343891,-2.25173,-1.36689,-4.56255,0.0326317,0.073478,0.0767674,6.57976,0.198883,0.136696,2025000,2924
-2.48652,-1.31135,-1.04303,-0.275348,-2.33239,-1.32907,-4.66253,0.0382148,0.07152,0.0636593,6.67491,0.193325,0.140543,2026000,2924
-2.28961,-1.34162,-1.07755,-0.270252,-2.21745,-1.32633,-4.4471,0.0325894,0.0690419,0.0563784,6.69725,0.196329,0.137728,2027000,2925
-2.37281,-1.30927,-1.08086,-0.323386,-2.25599,-1.36297,-4.35345,0.036279,0.07017,0.0701547,6.54345,0.192588,0.137475,2028000,2926
-2.30227,-1.32036,-1.04598,-0.352837,-2.20354,-1.4056,-4.63569,0.0341804,0.0657048,0.0610312,6.7251,0.195397,0.137769,2029000,2927
-2.26361,-1.38491,-1.17976,-0.233749,-2.07245,-1.26929,-4.73855,0.0295391,0.0722859,0.0563546,6.54372,0.190997,0.141202,2030000,2928
-2.324,-1.33748,-1.09567,-0.282989,-2.22505,-1.31277,-4.33555,0.0376781,0.0636708,0.0623962,6.64117,0.192071,0.136913,2031000,2928
-2.39874,-1.38965,-1.18779,-0.315157,-2.01683,-1.34318,-4.16385,0.0362505,0.0821215,0.0710894,6.58708,0.193727,0.137752,2032000,2929
-2.3149,-1.28745,-1.06585,-0.398619,-2.19158,-1.3925,-3.81216,0.0324968,0.0683478,0.0617874,6.71883,0.19147,0.1374,2033000,2930
-2.44175,-1.2313,-0.989952,-0.4116,-2.28555,-1.4191,-3.83193,0.0347431,0.0707669,0.0610489,6.76072,0.193546,0.139486,2034000,2931
-2.28216,-1.31405,-1.08751,-0.344396,-2.15735,-1.31192,-3.94088,0.03335,0.0578817,0.0633236,6.64734,0.191495,0.138114,2035000,2931
-2.3641,-1.27257,-1.02886,-0.375505,-2.29125,-1.34954,-4.33853,0.0290965,0.0789784,0.0629437,6.715,0.192459,0.137925,2036000,2932
-2.37603,-1.35016,-1.14935,-0.296518,-2.12228,-1.24987,-4.3726,0.0238342,0.0803294,0.0549244,6.64869,0.196311,0.138518,2037000,2933
-2.43274,-1.3566,-1.1328,-0.346371,-2.11274,-1.3067,-4.0142,0.0367031,0.0741418,0.078292,6.6849,0.195132,0.138711,2038000,2934
-2.50279,-1.42184,-1.1431,-0.298827,-2.04611,-1.30308,-4.15866,0.0399763,0.0618194,0.0742249,6.6866,0.194609,0.13782,2039000,2934
-2.54633,-1.59085,-1.37122,-0.161261,-1.70671,-1.23385,-4.57541,0.0292503,0.0744556,0.074491,6.62206,0.191614,0.138429,2040000,2935
-2.53446,-1.53522,-1.32814,-0.299945,-1.67362,-1.29912,-4.48297,0.0346256,0.0738834,0.0847371,6.58413,0.1923,0.139115,2041000,2936
-2.50965,-1.57458,-1.35765,-0.187927,-1.61763,-1.26104,-4.40225,0.0268861,0.0818121,0.0679874,6.7892,0.190587,0.13822,2042000,2937
-2.50429,-1.4733,-1.25156,-0.269268,-1.828,-1.32332,-3.8547,0.0337673,0.0675069,0.0628561,6.67231,0.195936,0.136857,2043000,2937
-2.44063,-1.50665,-1.26596,-0.206366,-1.87015,-1.23722,-4.16278,0.0311242,0.0742558,0.0588316,6.73056,0.194005,0.136977,2044000,2938
-2.39464,-1.44906,-1.22666,-0.23926,-1.91991,-1.29369,-4.34485,0.0338407,0.0687317,0.0685196,6.62299,0.193183,0.139519,2045000,2939
-2.35753,-1.39016,-1.15604,-0.267078,-2.01308,-1.31675,-4.04475,0.0227189,0.081877,0.0419921,6.63012,0.194589,0.138701,2046000,2940
-2.37897,-1.35044,-1.12313,-0.325783,-2.11968,-1.26667,-4.16046,0.0308269,0.0783646,0.049312,6.66309,0.194893,0.137425,2047000,2940
-2.44917,-1.53906,-1.33257,-0.248539,-1.72386,-1.23282,-3.7518,0.0309337,0.0773213,0.0623999,6.69277,0.192526,0.138006,2048000,2941
-2.49449,-1.57858,-1.31065,-0.0798898,-1.7629,-1.17056,-4.20766,0.0246594,0.0794443,0.0317585,6.7478,0.191799,0.137466,2049000,2942
-2.47619,-1.52798,-1.29666,-0.205535,-1.85741,-1.26558,-4.37063,0.0237874,0.0918947,0.071071,6.70728,0.195509,0.137463,2050000,2943
-2.62207,-1.70072,-1.4387,0.012353,-1.56333,-1.22195,-4.6954,0.0328111,0.0663586,0.0685951,6.71669,0.194707,0.136971,2051000,2943
-2.57592,-1.61466,-1.39487,-0.156737,-1.5972,-1.28674,-4.37116,0.0366947,0.0575199,0.057118,6.6205,0.19665,0.137078,2052000,2944
-2.48556,-1.44543,-1.24555,-0.288953,-1.90446,-1.24077,-4.09787,0.0339161,0.0691733,0.0637329,6.61769,0.191323,0.138148,2053000,2945
-2.426,-1.50719,-1.24875,-0.210281,-1.86105,-1.23651,-4.00957,0.0304021,0.0733377,0.0484857,6.7803,0.19512,0.138189,2054000,2946
-2.55833,-1.42738,-1.20184,-0.349702,-1.91408,-1.33048,-4.1346,0.0388418,0.071957,0.0693334,6.66281,0.194393,0.13745,2055000,2946
-2.29383,-1.24347,-0.974153,-0.382866,-2.37041,-1.35195,-4.21665,0.0321736,0.0695864,0.0601483,6.52673,0.194304,0.139291,2056000,2947
-2.31869,-1.19692,-1.01967,-0.318896,-2.38938,-1.35099,-4.2703,0.0263981,0.0826518,0.0624668,6.70027,0.193054,0.138786,2057000,2948
-2.36786,-1.32857,-1.11733,-0.323801,-2.1041,-1.32824,-4.48081,0.0339274,0.0660108,0.0428025,6.72199,0.191897,0.137386,2058000,2949
-2.381,-1.23538,-1.00548,-0.378422,-2.32343,-1.39665,-4.86375,0.0391773,0.0594884,0.0541653,6.65367,0.192431,0.138591,2059000,2950
-2.45885,-1.45817,-1.21408,-0.285198,-1.91525,-1.33925,-4.68073,0.0378348,0.06154,0.0716651,6.56366,0.192983,0.139397,2060000,2950
-2.58471,-1.58263,-1.34644,-0.165434,-1.58354,-1.29265,-4.89,0.0304571,0.0724198,0.0364365,6.59114,0.194363,0.139073,2061000,2951
-2.57666,-1.55939,-1.33576,-0.0932364,-1.75685,-1.24893,-4.82325,0.0250495,0.0853066,0.0573967,6.65324,0.194504,0.139441,2062000,2952
-2.66463,-1.51531,-1.30086,-0.214269,-1.7827,-1.29087,-4.57343,0.0405194,0.0700557,0.07876,6.71791,0.193828,0.138745,2063000,2953
-2.55057,-1.52913,-1.31477,-0.251187,-1.69395,-1.27677,-4.75503,0.0307188,0.072799,0.0568527,6.50165,0.193771,0.138309,2064000,2954
-2.41522,-1.46724,-1.27291,-0.280146,-1.84224,-1.31777,-4.19264,0.0369675,0.0624242,0.0692731,6.70924,0.195449,0.140588,2065000,2955
-2.47452,-1.42087,-1.18346,-0.309439,-1.91084,-1.33944,-4.53564,0.0405006,0.0612583,0.0645525,6.73475,0.19111,0.138073,2066000,2956
-2.5178,-1.54689,-1.28528,-0.152325,-1.82768,-1.20835,-4.09085,0.0233805,0.0849082,0.058253,6.69305,0.195466,0.138183,2067000,2957
-2.45391,-1.43758,-1.24505,-0.260712,-1.94275,-1.25567,-4.39911,0.038369,0.0706975,0.0697656,6.7833,0.191155,0.135117,2068000,2959
-2.3784,-1.29353,-1.04528,-0.31281,-2.29167,-1.32854,-4.74869,0.0479868,0.049179,0.0700906,6.59924,0.19355,0.13694,2069000,2960
-2.39633,-1.32252,-1.05702,-0.290459,-2.27437,-1.29396,-4.09841,0.025888,0.0803534,0.0542827,6.62913,0.195829,0.138545,2070000,2961
-2.39344,-1.26231,-1.02131,-0.387968,-2.30693,-1.39616,-4.06845,0.0292684,0.0785209,0.0588523,6.64187,0.192378,0.134777,2071000,2962
-2.41716,-1.10712,-0.862067,-0.517296,-2.59826,-1.45679,-3.05757,0.0388683,0.072359,0.0695043,6.70947,0.192866,0.135628,2072000,2963
-2.27452,-1.03082,-0.789736,-0.611822,-2.74584,-1.39315,-3.44672,0.036421,0.0738029,0.0658031,6.60116,0.192411,0.136985,2073000,2965
-2.22086,-1.0347,-0.77205,-0.561674,-2.75281,-1.4262,-3.60006,0.0394364,0.0629323,0.0484636,6.63513,0.191693,0.138473,2074000,2966
-2.40628,-1.28842,-1.05474,-0.415164,-2.24027,-1.31668,-4.00956,0.0429795,0.0638556,0.0775704,6.79311,0.194643,0.138124,2075000,2967
-2.71138,-1.53028,-1.297,-0.218193,-1.79157,-1.27918,-3.72401,0.0317693,0.0826293,0.0671848,6.68144,0.195743,0.13772,2076000,2968
-2.46859,-1.48035,-1.28718,-0.270407,-1.82977,-1.27671,-3.62425,0.033497,0.0675925,0.0643736,6.61259,0.196697,0.137368,2077000,2969
-2.4048,-1.45148,-1.24508,-0.281322,-1.95569,-1.33023,-3.70188,0.0381578,0.058657,0.0878865,6.62462,0.193412,0.135545,2078000,2971
-2.48286,-1.53825,-1.32433,-0.132238,-1.81908,-1.26831,-3.7999,0.0283949,0.0647183,0.0746401,6.70647,0.192946,0.136047,2079000,2972
-2.50732,-1.47116,-1.2553,-0.311611,-1.84775,-1.32148,-3.70755,0.0368222,0.0655042,0.0706454,6.64841,0.198424,0.1367,2080000,2973
-2.43761,-1.44791,-1.22648,-0.173104,-2.02394,-1.25552,-4.03453,0.029802,0.0741022,0.0680558,6.59938,0.194868,0.137068,2081000,2974
-2.54421,-1.5629,-1.3544,-0.207554,-1.6491,-1.29689,-4.2213,0.0265043,0.0735481,0.0630759,6.5011,0.189213,0.138223,2082000,2975
-2.48629,-1.57637,-1.36412,-0.256671,-1.65535,-1.26734,-4.16011,0.0299249,0.0673033,0.0836042,6.72325,0.192622,0.136605,2083000,2977
-2.51921,-1.54435,-1.2737,-0.159116,-1.84383,-1.27968,-4.42725,0.0371608,0.0614194,0.0648164,6.69134,0.1956,0.139636,2084000,2978
-2.5657,-1.60939,-1.38235,-0.170453,-1.66457,-1.2428,-4.73922,0.0306861,0.070899,0.0856321,6.82367,0.197169,0.1372,2085000,2979
-2.52539,-1.75024,-1.5343,0.00952684,-1.44893,-1.20097,-4.95741,0.0333587,0.0616531,0.0686193,6.55099,0.193718,0.137371,2086000,2980
-2.49613,-1.62398,-1.34409,-0.0888736,-1.63351,-1.24936,-5.03552,0.023405,0.0760914,0.0475199,6.60803,0.192771,0.139817,2087000,2981
-2.38263,-1.46792,-1.24374,-0.210283,-1.95646,-1.22641,-5.00887,0.0305375,0.0696447,0.0625447,6.65852,0.192839,0.136278,2088000,2983
-2.42542,-1.46043,-1.24617,-0.237207,-1.9875,-1.31354,-5.4393,0.0360476,0.0652156,0.072646,6.68181,0.194448,0.137702,2089000,2984
-2.53564,-1.49293,-1.24988,-0.245981,-1.87633,-1.26643,-5.44738,0.0305999,0.0768688,0.0704587,6.50908,0.192703,0.1374,2090000,2985
-2.40727,-1.52601,-1.30863,-0.19831,-1.82757,-1.2903,-5.60996,0.0233929,0.0736262,0.0697546,6.57172,0.194278,0.137801,2091000,2986
-2.48125,-1.52409,-1.29197,-0.191342,-1.7691,-1.28864,-5.19936,0.034852,0.0657914,0.065836,6.6697,0.194244,0.140049,2092000,2987
-2.42992,-1.43485,-1.18273,-0.244544,-2.01669,-1.25082,-5.22258,0.0270744,0.0781591,0.0591978,6.67296,0.197976,0.136408,2093000,2988
-2.49019,-1.48584,-1.23523,-0.164074,-1.93231,-1.30665,-5.33459,0.0174197,0.0908597,0.0609833,6.7321,0.198259,0.139084,2094000,2990
-2.28632,-1.35288,-1.10225,-0.293073,-2.22329,-1.31211,-5.32394,0.0335745,0.0735047,0.0684513,6.67028,0.193575,0.138724,2095000,2991
-2.32736,-1.21214,-0.981448,-0.423006,-2.35062,-1.33863,-5.40996,0.0357976,0.0681246,0.045783,6.70202,0.194775,0.138029,2096000,2992
-2.39201,-1.17471,-0.970764,-0.455615,-2.44425,-1.41411,-4.62564,0.0365603,0.0730304,0.084358,6.66638,0.191467,0.140822,2097000,2993
-2.32582,-1.17849,-0.941614,-0.41719,-2.46418,-1.38669,-4.15805,0.0393308,0.0788897,0.0662524,6.57918,0.193474,0.141119,2098000,2994
-2.39529,-1.26075,-1.03303,-0.384129,-2.27388,-1.32686,-4.1229,0.0310356,0.0675072,0.0586179,6.78452,0.193575,0.138989,2099000,2996
-2.35868,-1.18671,-0.978764,-0.472918,-2.40694,-1.43705,-3.8332,0.0358007,0.0796218,0.0695293,6.66593,0.194751,0.136085,2100000,2997
-2.33071,-1.32364,-1.06307,-0.257625,-2.19438,-1.38394,-3.77913,0.0228765,0.0871283,0.0369197,6.69856,0.196321,0.137618,2101000,2998
-2.35713,-1.32502,-1.07956,-0.215197,-2.2955,-1.27509,-3.36385,0.0326115,0.0745513,0.0488478,6.65398,0.191003,0.13938,2102000,2999
-2.60181,-1.51208,-1.24854,-0.20929,-1.85367,-1.23664,-3.41554,0.0281337,0.0782579,0.0620579,6.65993,0.19322,0.136929,2103000,3000
-2.45569,-1.53184,-1.31148,-0.191284,-1.77206,-1.20514,-3.75015,0.0280043,0.0708014,0.0584252,6.66369,0.191177,0.137422,2104000,3002
-2.37517,-1.50029,-1.26537,-0.24628,-1.81185,-1.31507,-3.48136,0.0297129,0.0663905,0.0623879,6.71614,0.190621,0.138556,2105000,3003
-2.4669,-1.44892,-1.18122,-0.217683,-2.01848,-1.31606,-3.22191,0.0196512,0.0948499,0.0489231,6.62865,0.191315,0.138906,2106000,3004
-2.39943,-1.52242,-1.29082,-0.187361,-1.79395,-1.28133,-3.49927,0.0293987,0.0630804,0.0615467,6.67513,0.195156,0.137798,2107000,3005
-2.52351,-1.49578,-1.2876,-0.27477,-1.8418,-1.33126,-3.83038,0.0326504,0.0775704,0.0627676,6.68542,0.193399,0.134008,2108000,3006
-2.31105,-1.30298,-1.06867,-0.287358,-2.32278,-1.33971,-4.00038,0.024476,0.0856802,0.0734322,6.69865,0.194086,0.138875,2109000,3008
-2.46202,-1.49826,-1.23634,-0.211404,-1.84777,-1.31397,-4.52507,0.0176619,0.0901016,0.0669165,6.75879,0.192183,0.137623,2110000,3009
-2.47349,-1.5421,-1.27978,-0.143178,-1.72617,-1.20568,-4.38359,0.0205687,0.0869721,0.0321868,6.71221,0.194666,0.139538,2111000,3010
-2.66242,-1.72229,-1.49824,-0.0154635,-1.43855,-1.20245,-4.38503,0.0242602,0.0794255,0.0553265,6.59299,0.193142,0.137216,2112000,3011
-2.79904,-1.9926,-1.7594,0.0840622,-0.8463,-1.08135,-3.59629,0.0170559,0.0814596,0.0481414,6.66031,0.190804,0.136957,2113000,3012
-2.67384,-1.88464,-1.6289,0.0278701,-1.06819,-1.13273,-3.74978,0.0257136,0.0614061,0.0414888,6.70968,0.194722,0.136651,2114000,3013
-2.51134,-1.74113,-1.46116,-0.0280006,-1.4505,-1.14353,-3.5222,0.022213,0.0714794,0.0493505,6.59608,0.192767,0.138978,2115000,3015
-2.61626,-1.82959,-1.53152,-0.0313253,-1.28863,-1.12055,-3.23813,0.0280932,0.0644132,0.0499426,6.59115,0.196021,0.136097,2116000,3016
-2.59189,-1.60904,-1.34654,-0.13839,-1.65051,-1.20654,-3.66003,0.0341146,0.0687584,0.0515381,6.65489,0.193031,0.138806,2117000,3017
-2.50218,-1.52744,-1.29289,-0.215776,-1.69265,-1.28299,-4.30288,0.0320431,0.0705707,0.0422646,6.61713,0.188651,0.136441,2118000,3018
-2.56824,-1.56863,-1.31493,-0.203465,-1.66035,-1.29705,-4.58802,0.032835,0.0689162,0.0519119,6.70244,0.193759,0.138958,2119000,3019
-2.49796,-1.53026,-1.26295,-0.201745,-1.77596,-1.27729,-5.09585,0.0221796,0.0842834,0.0646316,6.57757,0.193194,0.138472,2120000,3034
-2.42094,-1.3777,-1.12686,-0.249806,-2.15342,-1.36115,-5.37588,0.0280674,0.0920933,0.0669112,6.71411,0.193511,0.138871,2121000,3036
-2.5672,-1.55975,-1.32486,-0.166065,-1.73512,-1.25262,-5.695,0.0332849,0.0733403,0.0667773,6.729,0.192939,0.139119,2122000,3037
-2.4852,-1.65031,-1.41107,-0.0894662,-1.56094,-1.22336,-5.778,0.0275817,0.0691696,0.0633352,6.54545,0.191718,0.139903,2123000,3038
-2.60465,-1.75505,-1.5251,-0.0640313,-1.29696,-1.20044,-6.01158,0.0268274,0.0684289,0.0584167,6.70139,0.196304,0.13611,2124000,3039
-2.4642,-1.65372,-1.38017,-0.0741861,-1.56381,-1.17138,-6.35964,0.0246819,0.0712919,0.0430771,6.67263,0.193503,0.141774,2125000,3040
-2.45092,-1.55252,-1.34706,-0.230442,-1.65713,-1.26759,-5.76807,0.0330049,0.0634313,0.0571171,6.55854,0.194502,0.13948,2126000,3041
-2.45247,-1.43836,-1.20538,-0.299674,-1.9112,-1.28767,-5.35453,0.0393325,0.0679992,0.0719288,6.73439,0.193506,0.138244,2127000,3043
-2.47286,-1.4244,-1.23264,-0.24602,-1.95804,-1.31167,-5.34689,0.0303108,0.0691933,0.0763244,6.5723,0.192228,0.140024,2128000,3044
-2.42684,-1.57298,-1.30141,-0.161987,-1.74309,-1.29258,-4.98435,0.0315853,0.0613575,0.0647821,6.64993,0.192397,0.138198,2129000,3045
-2.43014,-1.47374,-1.24666,-0.238946,-1.86053,-1.33668,-5.62697,0.0270894,0.0808562,0.0508845,6.66512,0.193418,0.137361,2130000,3046
-2.44205,-1.39066,-1.17763,-0.314402,-2.00958,-1.31304,-5.30081,0.0311577,0.0749439,0.0636914,6.67156,0.193813,0.137499,2131000,3047
-2.35691,-1.30985,-1.0886,-0.359426,-2.15065,-1.3821,-5.08578,0.0384591,0.0627237,0.0739383,6.71575,0.192407,0.138592,2132000,3048
-2.30309,-1.22741,-1.02219,-0.414054,-2.32694,-1.37735,-4.96867,0.0378521,0.0688345,0.0807701,6.62813,0.193958,0.139439,2133000,3050
-2.47142,-1.30981,-1.05844,-0.320644,-2.23311,-1.4007,-4.29919,0.0288338,0.0860971,0.0690851,6.68331,0.191352,0.135488,2134000,3051
-2.36055,-1.43008,-1.16781,-0.270776,-2.00871,-1.3392,-4.23889,0.0274549,0.0707273,0.0556621,6.48347,0.193836,0.137733,2135000,3052
-2.30863,-1.40123,-1.11601,-0.336267,-1.9861,-1.37918,-3.35012,0.0319241,0.0640559,0.0524467,6.79983,0.195133,0.138153,2136000,3053
-2.49514,-1.49032,-1.26814,-0.216157,-1.78271,-1.23895,-3.48546,0.033151,0.0647172,0.0693466,6.60906,0.198216,0.139073,2137000,3054
-2.49432,-1.55975,-1.33244,-0.226928,-1.69717,-1.26767,-3.56717,0.0350395,0.0652559,0.0670775,6.67646,0.194627,0.136572,2138000,3055
-2.39562,-1.61513,-1.39394,-0.135925,-1.61291,-1.19398,-3.42922,0.0324657,0.0561154,0.0696212,6.47853,0.190543,0.137967,2139000,3057
-2.48517,-1.60964,-1.35913,-0.130071,-1.65631,-1.26704,-3.05902,0.0297491,0.0686157,0.0647955,6.70489,0.190658,0.136303,2140000,3058
-2.38465,-1.30428,-1.04371,-0.294128,-2.26876,-1.37694,-3.22756,0.0344127,0.0661457,0.0663506,6.67853,0.193644,0.13586,2141000,3059
-2.35213,-1.32295,-1.08734,-0.362171,-2.09809,-1.31884,-3.62838,0.0273673,0.0771483,0.0548641,6.53613,0.194675,0.139749,2142000,3060
-2.32518,-1.2419,-1.03102,-0.335572,-2.33296,-1.33553,-3.72414,0.0393906,0.0574582,0.059679,6.77665,0.194228,0.141049,2143000,3061
-2.45713,-1.33473,-1.09517,-0.357144,-2.11124,-1.31277,-3.56385,0.0312962,0.0679676,0.0545542,6.64315,0.194914,0.140938,2144000,3062
-2.45185,-1.428,-1.18291,-0.260811,-2.01027,-1.26535,-4.02648,0.0329288,0.0738998,0.0718691,6.73826,0.192544,0.140562,2145000,3064
-2.45376,-1.55714,-1.32904,-0.100712,-1.75602,-1.30681,-4.32799,0.0223897,0.0811931,0.056185,6.66906,0.195802,0.138163,2146000,3065
-2.40176,-1.4424,-1.18778,-0.240281,-1.97466,-1.26815,-4.54812,0.0290581,0.07584,0.0590793,6.59958,0.194715,0.137946,2147000,3066
-2.5217,-1.59488,-1.38757,-0.149731,-1.65898,-1.18491,-4.63792,0.0390533,0.0535925,0.0805496,6.55414,0.195529,0.139338,2148000,3067
-2.59962,-1.70146,-1.4449,-0.119949,-1.44626,-1.25293,-4.31218,0.0354202,0.0621368,0.0669282,6.6819,0.19259,0.140056,2149000,3068
-2.61239,-1.63964,-1.4105,-0.0900204,-1.6122,-1.201,-4.60361,0.032139,0.0702052,0.0687267,6.59577,0.190653,0.138925,2150000,3069
-2.46001,-1.51326,-1.26595,-0.163105,-1.85171,-1.23579,-4.50629,0.0300326,0.078155,0.0546582,6.5905,0.190725,0.139548,2151000,3071
-2.53598,-1.60967,-1.36917,-0.144121,-1.62567,-1.21028,-4.64656,0.020291,0.0756607,0.0505466,6.74994,0.192256,0.138139,2152000,3072
-2.407,-1.29268,-1.03518,-0.312785,-2.23122,-1.36981,-4.35724,0.0303665,0.0776752,0.0481024,6.65028,0.193816,0.136041,2153000,3073
-2.35295,-1.28365,-1.06243,-0.385895,-2.19494,-1.35346,-3.9688,0.0214562,0.0899088,0.0525023,6.71454,0.194195,0.140223,2154000,3074
-2.4884,-1.41542,-1.17797,-0.279955,-1.999,-1.32981,-3.83806,0.0308243,0.0782071,0.0577611,6.64717,0.192,0.136828,2155000,3075
-2.55144,-1.54875,-1.32182,-0.200602,-1.70319,-1.27699,-4.05511,0.033251,0.0716874,0.059055,6.66813,0.190943,0.140734,2156000,3076
-2.50938,-1.46559,-1.25314,-0.20646,-1.89847,-1.28221,-3.81909,0.0340499,0.0723443,0.0682807,6.74306,0.194957,0.13895,2157000,3078
-2.31716,-1.26753,-1.01424,-0.353644,-2.32669,-1.36658,-3.46743,0.0205876,0.0910641,0.0567425,6.60503,0.192092,0.136147,2158000,3079
-2.23449,-1.25213,-1.04462,-0.420105,-2.28636,-1.37177,-3.40824,0.0312305,0.069748,0.0679586,6.68622,0.194486,0.136407,2159000,3080
-2.53666,-1.41314,-1.20501,-0.243841,-2.05128,-1.26986,-3.42326,0.028944,0.0867641,0.0681642,6.74335,0.193619,0.13897,2160000,3081
-2.25161,-1.29523,-1.10139,-0.374852,-2.1779,-1.3247,-3.94752,0.029888,0.0804278,0.0684802,6.66273,0.195435,0.140449,2161000,3082
-2.34845,-1.27253,-1.01461,-0.360101,-2.31622,-1.4129,-4.37264,0.0375597,0.0680069,0.0670203,6.62853,0.195448,0.141876,2162000,3084
-2.27874,-1.24703,-1.02788,-0.416366,-2.31633,-1.40241,-4.90854,0.0305243,0.0753095,0.0644643,6.74727,0.195696,0.136304,2163000,3085
-2.40624,-1.46468,-1.16924,-0.249927,-1.96464,-1.34733,-4.81484,0.027781,0.0793189,0.0537946,6.68291,0.193595,0.13741,2164000,3086
-2.35406,-1.19586,-0.943351,-0.464652,-2.36288,-1.40921,-4.868,0.0357036,0.0763354,0.0605614,6.72547,0.196882,0.138245,2165000,3087
-2.4603,-1.36011,-1.09108,-0.305274,-2.11692,-1.33631,-4.84319,0.0280332,0.081409,0.063349,6.64305,0.194759,0.140491,2166000,3088
-2.39071,-1.36157,-1.15896,-0.354897,-1.98634,-1.34143,-4.23837,0.0333818,0.0686846,0.0560897,6.66476,0.194275,0.137592,2167000,3090
-2.39585,-1.30572,-1.04021,-0.380824,-2.10072,-1.35119,-4.04608,0.0284204,0.0707451,0.0482471,6.56305,0.194926,0.139663,2168000,3091
