BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.00699,-1.14404,-0.972332,-0.52449,-2.05842,-1.16711,0.0907423,6.63124,0.184009,0.13936,2144000,5879
-2.10137,-1.31272,-1.09651,-0.478057,-1.66586,-1.06099,0.0806029,6.6666,0.185046,0.138484,2145000,5881
-2.0136,-1.02438,-0.846558,-0.593581,-2.26573,-1.17201,0.0951523,6.674,0.184147,0.138229,2146000,5885
-2.1197,-1.0748,-0.918226,-0.577732,-2.08995,-1.12036,0.0905205,6.76308,0.18483,0.140982,2147000,5887
-2.08404,-1.19506,-1.02548,-0.479595,-1.87386,-1.06998,0.0860512,6.58633,0.182378,0.139682,2148000,5890
-2.20246,-1.55823,-1.35154,-0.248427,-1.22309,-0.935816,0.0743767,6.72102,0.18183,0.139572,2149000,5892
-2.38109,-1.56422,-1.41316,-0.241512,-1.20665,-0.964311,0.0883145,6.72409,0.183891,0.138477,2150000,5894
-2.18041,-1.31404,-1.18804,-0.440235,-1.58349,-1.03031,0.0834446,6.69909,0.180842,0.139452,2151000,5896
-2.13696,-1.34183,-1.14325,-0.391672,-1.658,-1.05402,0.0834415,6.77996,0.183644,0.139961,2152000,5899
-2.29918,-1.50821,-1.34153,-0.331345,-1.20309,-1.00651,0.0770429,6.71206,0.185851,0.140622,2153000,5902
-2.34349,-1.62105,-1.44875,-0.24847,-1.03653,-0.942917,0.0815843,6.63032,0.186834,0.13868,2154000,5905
-2.33208,-1.46962,-1.29396,-0.340212,-1.33058,-0.989225,0.0836212,6.66398,0.180488,0.141301,2155000,5908
-2.24016,-1.51538,-1.34778,-0.253747,-1.29956,-0.969257,0.0784671,6.64098,0.181191,0.140051,2156000,5912
-2.46269,-1.45824,-1.27492,-0.285655,-1.37661,-1.08938,0.0922135,6.67339,0.184858,0.14018,2157000,5915
-2.20052,-1.40299,-1.24782,-0.355442,-1.38669,-1.02198,0.0728559,6.8646,0.184527,0.13862,2158000,5918
-2.20828,-1.3123,-1.11557,-0.50545,-1.62631,-1.04819,0.0857279,6.57987,0.184056,0.140389,2159000,5921
-2.19594,-1.40289,-1.17256,-0.365749,-1.53161,-1.02809,0.080931,6.60371,0.183441,0.141128,2160000,5923
-2.22468,-1.31231,-1.16601,-0.444796,-1.63059,-1.1052,0.0868447,6.74745,0.183929,0.138025,2161000,5925
-1.99096,-1.17381,-0.995971,-0.548677,-1.95307,-1.04208,0.0861814,6.59403,0.18375,0.138603,2162000,5927
-2.01043,-1.1969,-1.03525,-0.481912,-1.87337,-1.09802,0.0797437,6.73687,0.183679,0.138246,2163000,5930
-2.07702,-1.36629,-1.15637,-0.373707,-1.6606,-1.0569,0.0845542,6.71385,0.182902,0.140706,2164000,5934
-2.14862,-1.27021,-1.07204,-0.442557,-1.7972,-1.08651,0.0884906,6.71902,0.184913,0.139802,2165000,5936
-2.07125,-1.0689,-0.89093,-0.564106,-2.14189,-1.1503,0.0929916,6.5807,0.184786,0.139823,2166000,5939
-1.96438,-1.1838,-1.00989,-0.513286,-1.94841,-1.13162,0.0913987,6.71264,0.182433,0.139303,2167000,5941
-2.24568,-1.2955,-1.10842,-0.406045,-1.82225,-1.09136,0.0928377,6.68792,0.182839,0.136962,2168000,5944
-2.24754,-1.4231,-1.29057,-0.329696,-1.464,-0.98594,0.0863739,6.86843,0.183139,0.139267,2169000,5947
-2.43727,-1.39411,-1.23635,-0.448105,-1.46853,-1.11706,0.0917814,6.62548,0.181754,0.137138,2170000,5950
-2.38103,-1.491,-1.34102,-0.340357,-1.25086,-1.01916,0.0794823,6.72453,0.183729,0.139908,2171000,5953
-2.21895,-1.35569,-1.17083,-0.377531,-1.61271,-1.08996,0.0862423,6.67387,0.18366,0.138791,2172000,5957
-1.99236,-1.03743,-0.879854,-0.533715,-2.24918,-1.13409,0.0873889,6.64166,0.183718,0.138796,2173000,5960
-2.10206,-1.19327,-1.02374,-0.448334,-1.90932,-1.08242,0.0828229,6.61396,0.180471,0.139632,2174000,5963
-2.01161,-1.07873,-0.943646,-0.666193,-2.05892,-1.17472,0.0919092,6.70576,0.182658,0.14034,2175000,5966
-2.22399,-1.32474,-1.10737,-0.446982,-1.68125,-1.09869,0.0887833,6.66674,0.180579,0.139827,2176000,5969
-1.97041,-1.23316,-1.05505,-0.369099,-1.98006,-1.04074,0.0884906,6.60056,0.182348,0.138465,2177000,5972
-2.11193,-1.20421,-1.0092,-0.463664,-1.92225,-1.07783,0.0821911,6.72236,0.183604,0.139292,2178000,5975
-2.09836,-1.28666,-1.0996,-0.428756,-1.7152,-1.14859,0.090228,6.56064,0.182234,0.139456,2179000,5978
-2.11201,-1.1609,-0.977405,-0.509162,-2.0088,-1.13686,0.0906777,6.73161,0.185546,0.138134,2180000,5980
-2.01135,-1.12616,-0.954833,-0.494331,-2.11511,-1.09277,0.0875492,6.66115,0.183356,0.137301,2181000,5982
-2.2428,-1.43625,-1.25996,-0.389166,-1.40561,-1.09842,0.0850238,6.58784,0.186779,0.138398,2182000,5985
-2.22872,-1.43362,-1.24967,-0.323295,-1.46229,-1.01185,0.08246,6.628,0.182808,0.139383,2183000,5987
-2.29904,-1.43504,-1.22,-0.380656,-1.48965,-1.03218,0.0807468,6.61183,0.185705,0.137924,2184000,5990
-2.28112,-1.49841,-1.32135,-0.327873,-1.26736,-0.933586,0.0823974,6.68584,0.185179,0.138603,2185000,5993
-2.30393,-1.45228,-1.29523,-0.353071,-1.42199,-0.999607,0.0861717,6.61101,0.183348,0.137701,2186000,5995
-2.12059,-1.33873,-1.17622,-0.385399,-1.65018,-1.03899,0.0793017,6.66184,0.184257,0.138848,2187000,5998
-2.30291,-1.2303,-1.07685,-0.565495,-1.74239,-1.10686,0.0954374,6.65611,0.183629,0.136925,2188000,6000
-2.224,-1.33195,-1.16464,-0.39826,-1.66802,-1.01462,0.0815331,6.6792,0.185027,0.137704,2189000,6002
-2.03463,-1.11625,-0.954526,-0.627076,-1.95455,-1.15986,0.0853236,6.66939,0.184491,0.138721,2190000,6005
-2.06276,-1.20819,-1.03931,-0.494309,-1.87146,-1.03897,0.0866381,6.62821,0.183249,0.137609,2191000,6007
-2.06298,-1.20015,-0.993462,-0.563833,-1.87987,-1.07815,0.0849864,6.5764,0.181761,0.140744,2192000,6010
-2.25135,-1.31674,-1.17145,-0.462914,-1.60873,-1.08047,0.0859726,6.8065,0.185492,0.136813,2193000,6012
-2.21363,-1.36588,-1.19737,-0.520687,-1.4011,-1.08267,0.0808365,6.66107,0.184538,0.139927,2194000,6015
-2.16005,-1.19483,-1.02042,-0.544863,-1.82631,-1.10347,0.0847238,6.59209,0.182712,0.138489,2195000,6018
-2.02218,-1.10271,-0.909897,-0.624632,-2.05102,-1.21161,0.0902951,6.69944,0.185378,0.138597,2196000,6020
-1.93326,-0.980055,-0.804648,-0.634918,-2.38785,-1.18414,0.0919859,6.69469,0.185798,0.138035,2197000,6023
-2.06103,-1.10633,-0.970417,-0.593496,-1.97084,-1.09045,0.0853731,6.72888,0.186371,0.139666,2198000,6025
-2.11625,-1.16717,-1.00429,-0.531347,-1.95957,-1.13189,0.087936,6.55547,0.180145,0.138702,2199000,6027
-2.00341,-1.03518,-0.898035,-0.599251,-2.18497,-1.19719,0.088796,6.64727,0.183448,0.137712,2200000,6030
-2.15916,-1.40023,-1.18413,-0.260212,-1.63653,-0.954663,0.0787231,6.71919,0.182792,0.140832,2201000,6033
-2.19138,-1.37988,-1.20965,-0.36746,-1.55871,-1.01442,0.0814231,6.69505,0.185035,0.137991,2202000,6035
-1.99825,-1.1497,-0.984545,-0.465015,-2.05093,-1.15955,0.0826991,6.65592,0.183473,0.138064,2203000,6037
-2.29683,-1.33934,-1.15699,-0.477694,-1.59104,-1.07887,0.0946626,6.75829,0.183756,0.137886,2204000,6040
-2.25434,-1.17397,-1.02778,-0.518434,-1.86041,-1.11027,0.0893322,6.71403,0.18316,0.139526,2205000,6043
-2.25761,-1.38464,-1.22493,-0.40398,-1.46505,-1.06664,0.0873473,6.63873,0.183529,0.137939,2206000,6046
-2.01434,-1.12295,-0.93985,-0.557116,-2.09474,-1.13808,0.0908254,6.60875,0.183981,0.140383,2207000,6048
-2.10613,-1.0278,-0.890599,-0.626977,-2.21582,-1.14282,0.0913707,6.77618,0.181797,0.137803,2208000,6051
-1.91984,-0.856296,-0.716452,-0.780745,-2.53524,-1.22496,0.0964911,6.64469,0.18198,0.135688,2209000,6053
-1.98197,-0.925111,-0.750303,-0.697078,-2.4152,-1.18903,0.0946849,6.68016,0.183299,0.138805,2210000,6055
-1.95331,-1.03732,-0.868411,-0.602732,-2.24116,-1.16749,0.0889196,6.72186,0.184472,0.138848,2211000,6058
-1.92164,-1.07807,-0.895312,-0.578475,-2.16379,-1.16571,0.0855266,6.61153,0.183138,0.13777,2212000,6060
-2.2929,-1.32413,-1.14236,-0.411747,-1.66962,-1.12395,0.0939798,6.70552,0.182197,0.138107,2213000,6063
-2.0651,-1.29336,-1.06952,-0.473907,-1.71338,-1.15739,0.0868791,6.76528,0.184547,0.140553,2214000,6066
-2.10042,-1.33894,-1.15604,-0.414338,-1.65214,-1.06477,0.0812777,6.73115,0.183432,0.138688,2215000,6069
-2.15908,-1.27462,-1.09879,-0.498957,-1.72183,-1.11878,0.0879752,6.63179,0.185064,0.136887,2216000,6072
-2.29163,-1.46716,-1.27274,-0.272105,-1.48749,-0.981886,0.0816115,6.68941,0.183496,0.136258,2217000,6075
-2.46337,-1.69167,-1.48952,-0.202888,-0.952114,-0.917915,0.0861639,6.64489,0.183966,0.137964,2218000,6079
-2.24494,-1.42741,-1.28904,-0.376894,-1.32267,-1.08885,0.0830887,6.8089,0.185652,0.139093,2219000,6081
-2.20107,-1.47558,-1.2597,-0.329332,-1.39475,-1.0557,0.0763211,6.63579,0.183023,0.136916,2220000,6090
-2.19084,-1.44243,-1.24472,-0.341525,-1.50485,-1.00316,0.0834997,6.71604,0.185449,0.13818,2221000,6093
-2.35571,-1.36743,-1.19022,-0.395382,-1.56735,-1.10861,0.0858767,6.61091,0.181317,0.137232,2222000,6097
-2.19035,-1.22416,-1.00811,-0.518071,-1.89657,-1.13469,0.0890366,6.57206,0.18038,0.139163,2223000,6099
-2.15434,-1.17267,-0.986687,-0.52004,-1.97914,-1.11513,0.0967902,6.62434,0.183698,0.138904,2224000,6102
-1.98515,-1.30213,-1.10456,-0.354527,-1.78541,-1.02905,0.0760265,6.69434,0.182498,0.139676,2225000,6104
-2.17632,-1.37766,-1.13166,-0.283821,-1.7856,-1.04245,0.0807751,6.6862,0.184369,0.137358,2226000,6107
-2.25304,-1.36378,-1.16206,-0.429662,-1.58781,-1.05848,0.0905761,6.62034,0.186664,0.139619,2227000,6109
-2.29793,-1.44746,-1.21743,-0.343374,-1.50667,-1.04753,0.0839857,6.73966,0.182995,0.136338,2228000,6112
-2.12106,-1.39222,-1.19075,-0.405642,-1.52581,-1.08349,0.0876298,6.62813,0.186455,0.140575,2229000,6114
-2.18702,-1.31935,-1.14354,-0.508402,-1.58411,-1.082,0.0836444,6.69213,0.184057,0.139063,2230000,6117
-2.25938,-1.24135,-1.05241,-0.563096,-1.69342,-1.16487,0.0941009,6.60298,0.184386,0.140463,2231000,6120
-2.02206,-1.29905,-1.09684,-0.399149,-1.80199,-1.06293,0.0831232,6.6529,0.184917,0.13905,2232000,6123
-1.99268,-1.01535,-0.805435,-0.62078,-2.25742,-1.20525,0.086242,6.66527,0.184892,0.139277,2233000,6126
-2.05668,-1.23816,-1.06027,-0.443534,-1.88134,-1.07366,0.0867624,6.66631,0.183098,0.139835,2234000,6129
-2.24952,-1.25562,-1.13232,-0.510099,-1.72816,-1.108,0.0977375,6.7992,0.184122,0.13779,2235000,6131
-2.17581,-1.32082,-1.12215,-0.394585,-1.70529,-1.06579,0.0812566,6.64016,0.185599,0.1394,2236000,6134
-2.09108,-1.30763,-1.16876,-0.428017,-1.62524,-1.07441,0.0791464,6.61573,0.185337,0.140311,2237000,6136
-2.03971,-1.29325,-1.14044,-0.328165,-1.81644,-1.02974,0.0841436,6.72932,0.18262,0.139803,2238000,6139
-2.32337,-1.40062,-1.21925,-0.343485,-1.56343,-1.03735,0.0915783,6.70474,0.1816,0.137817,2239000,6142
-2.2144,-1.33527,-1.16833,-0.342857,-1.71149,-1.05553,0.0854831,6.71048,0.186986,0.139503,2240000,6144
-2.22699,-1.44798,-1.23953,-0.334598,-1.46889,-1.01666,0.0852658,6.65016,0.182149,0.137768,2241000,6147
-2.25238,-1.43469,-1.24821,-0.30753,-1.46399,-0.99714,0.0830086,6.6585,0.182908,0.139632,2242000,6149
-2.18135,-1.37282,-1.19242,-0.408683,-1.57805,-1.09057,0.0834613,6.72189,0.182198,0.136143,2243000,6151
-2.06916,-1.3823,-1.1931,-0.395966,-1.53498,-0.995197,0.0789258,6.57533,0.182516,0.138565,2244000,6153
-2.22801,-1.46074,-1.25243,-0.33732,-1.44682,-1.00653,0.0761389,6.67221,0.184654,0.136178,2245000,6155
-2.08109,-1.42321,-1.2321,-0.274305,-1.47902,-1.00194,0.0725169,6.72098,0.183843,0.141971,2246000,6158
-2.16854,-1.42014,-1.28875,-0.388529,-1.34729,-1.00215,0.0766445,6.6178,0.182815,0.140223,2247000,6160
-2.04893,-1.25982,-1.09866,-0.452697,-1.77193,-1.05515,0.0834376,6.6742,0.186032,0.140201,2248000,6162
-2.1631,-1.29014,-1.09726,-0.439157,-1.77686,-1.10068,0.0896661,6.64084,0.182016,0.138721,2249000,6165
-1.90959,-1.27664,-1.07666,-0.390326,-1.83096,-1.06897,0.0762721,6.78389,0.186545,0.138955,2250000,6168
-2.25213,-1.40866,-1.22491,-0.341147,-1.51595,-1.04894,0.0873856,6.60017,0.184889,0.138324,2251000,6171
-2.21081,-1.29911,-1.15371,-0.440497,-1.59154,-1.11378,0.0821818,6.66127,0.183788,0.138369,2252000,6175
-1.9944,-1.15761,-0.983353,-0.48092,-2.01602,-1.07536,0.0798658,6.65357,0.181819,0.139442,2253000,6177
-1.95279,-1.16667,-0.987073,-0.644004,-1.85399,-1.19045,0.0752827,6.59805,0.184577,0.137262,2254000,6180
-2.09775,-1.2402,-1.03343,-0.47278,-1.86582,-1.04908,0.0868188,6.55522,0.184632,0.138666,2255000,6183
-2.10698,-1.10924,-0.996888,-0.571189,-2.00268,-1.1386,0.0890996,6.69815,0.186261,0.137323,2256000,6185
-2.16843,-1.22218,-1.01602,-0.4622,-1.9176,-1.11092,0.0912888,6.69176,0.187441,0.140757,2257000,6188
-2.09051,-1.28298,-1.09724,-0.468939,-1.7279,-1.08325,0.0820604,6.5796,0.186076,0.140244,2258000,6191
-2.08964,-1.1608,-1.00919,-0.487101,-2.03328,-1.10418,0.0964603,6.6356,0.185434,0.138337,2259000,6194
-2.17287,-1.31347,-1.15676,-0.398397,-1.70831,-1.02252,0.0900213,6.56724,0.183108,0.141498,2260000,6196
-2.30065,-1.44934,-1.25569,-0.442098,-1.36032,-1.02284,0.083828,6.61167,0.18606,0.139986,2261000,6198
-2.21355,-1.46143,-1.2673,-0.280253,-1.47508,-1.00247,0.0788218,6.71565,0.183689,0.138575,2262000,6201
-2.40483,-1.4975,-1.34325,-0.275408,-1.34409,-0.942042,0.0871517,6.62549,0.183789,0.139911,2263000,6203
-2.20785,-1.32184,-1.16308,-0.520247,-1.50174,-1.11276,0.0799243,6.62848,0.184283,0.138452,2264000,6206
-2.16466,-1.24852,-1.06015,-0.511173,-1.79833,-1.10232,0.0918745,6.67671,0.181493,0.137495,2265000,6209
-2.08447,-1.3568,-1.15014,-0.426117,-1.54527,-1.07168,0.0773959,6.6954,0.184548,0.139439,2266000,6212
-2.18653,-1.21666,-1.01501,-0.501074,-1.88411,-1.08845,0.094239,6.68355,0.185518,0.140037,2267000,6214
-2.20532,-1.2966,-1.1226,-0.491853,-1.65628,-1.09562,0.0840465,6.60668,0.184955,0.141687,2268000,6216
-1.93864,-1.09071,-0.897835,-0.550362,-2.14191,-1.1182,0.085081,6.56412,0.183847,0.140418,2269000,6219
-2.26783,-1.27263,-1.09623,-0.465311,-1.73744,-1.06254,0.0913422,6.71067,0.185383,0.140976,2270000,6222
-2.28012,-1.35305,-1.18985,-0.42447,-1.51078,-1.08155,0.0841395,6.72632,0.18579,0.138612,2271000,6225
-2.26143,-1.4462,-1.26052,-0.399925,-1.35994,-1.05852,0.0855939,6.69154,0.183857,0.139734,2272000,6227
-2.08178,-1.27869,-1.12944,-0.415072,-1.81013,-1.01193,0.0832234,6.64819,0.184688,0.1391,2273000,6230
-2.10048,-1.13653,-0.957287,-0.487129,-2.10501,-1.07684,0.0856531,6.5954,0.181191,0.139713,2274000,6233
-2.20182,-1.32142,-1.1207,-0.373471,-1.70577,-1.05929,0.0924242,6.7385,0.185777,0.141808,2275000,6236
-2.30848,-1.52389,-1.32183,-0.30019,-1.28128,-1.00172,0.0799242,6.61704,0.184405,0.139021,2276000,6238
-2.21133,-1.43161,-1.23435,-0.339654,-1.46508,-1.03751,0.0826241,6.72617,0.183763,0.13976,2277000,6240
-2.25338,-1.45922,-1.21987,-0.361479,-1.46826,-1.02214,0.0828129,6.63325,0.182974,0.139191,2278000,6243
-2.05102,-1.2609,-1.07942,-0.402755,-1.79951,-1.09837,0.0814406,6.63173,0.181477,0.140781,2279000,6245
-2.16186,-1.30611,-1.1411,-0.371415,-1.71922,-1.08521,0.0816482,6.62687,0.182888,0.138511,2280000,6247
-2.20425,-1.28756,-1.1113,-0.425949,-1.72457,-1.14058,0.0840725,6.74845,0.185939,0.13872,2281000,6251
-2.08137,-1.39883,-1.19542,-0.275115,-1.60016,-1.04815,0.0772613,6.53554,0.187646,0.138501,2282000,6253
-2.12408,-1.30235,-1.1356,-0.327631,-1.72592,-1.05061,0.0873442,6.63246,0.186314,0.141379,2283000,6255
-2.14148,-1.38672,-1.20679,-0.379251,-1.4797,-1.02641,0.0777043,6.66442,0.187768,0.139679,2284000,6258
-2.27435,-1.38908,-1.17833,-0.343925,-1.59981,-1.07187,0.0827853,6.64569,0.185477,0.139015,2285000,6261
-2.1759,-1.32387,-1.16186,-0.41999,-1.65804,-1.08984,0.0916284,6.63955,0.183803,0.138917,2286000,6263
-2.27455,-1.38992,-1.18563,-0.376403,-1.53655,-1.07767,0.0865336,6.6919,0.182978,0.140517,2287000,6265
-2.19208,-1.33014,-1.17452,-0.404605,-1.61779,-1.09857,0.0830325,6.69351,0.183625,0.139392,2288000,6268
-2.15827,-1.30201,-1.13172,-0.40649,-1.68465,-1.10158,0.0835365,6.66378,0.186604,0.139798,2289000,6271
-2.08198,-1.11738,-0.946241,-0.453322,-2.17931,-1.12011,0.0882129,6.67625,0.184873,0.139098,2290000,6275
-1.93491,-1.0816,-0.912702,-0.508275,-2.24571,-1.12807,0.0934051,6.59681,0.186025,0.137764,2291000,6278
-2.03099,-1.06549,-0.910771,-0.589165,-2.16342,-1.18357,0.089954,6.64347,0.186258,0.137996,2292000,6280
-2.08679,-1.29012,-1.13892,-0.407498,-1.68308,-0.994538,0.0820861,6.68246,0.183604,0.140687,2293000,6282
-2.25806,-1.35413,-1.19246,-0.351917,-1.65221,-1.04732,0.089433,6.74446,0.183177,0.138649,2294000,6286
-2.03935,-1.15532,-0.968246,-0.491303,-2.02543,-1.07348,0.085212,6.74938,0.182734,0.140533,2295000,6288
-2.15703,-1.26715,-1.04875,-0.380095,-1.82984,-1.0628,0.0838878,6.66299,0.183741,0.142632,2296000,6290
-2.18532,-1.37714,-1.20116,-0.391156,-1.54175,-1.03274,0.0852467,6.74157,0.186949,0.13907,2297000,6292
-2.41106,-1.68005,-1.55781,-0.215882,-0.912529,-0.937192,0.0807071,6.75073,0.182602,0.138634,2298000,6295
-2.33964,-1.63331,-1.46038,-0.128932,-1.12405,-0.957698,0.0766401,6.73229,0.184104,0.138071,2299000,6298
-2.20008,-1.55246,-1.34374,-0.25787,-1.3053,-1.00176,0.0796662,6.72356,0.186248,0.136272,2300000,6302
-2.08716,-1.29006,-1.0976,-0.362108,-1.79946,-1.11748,0.0797773,6.64076,0.186169,0.13678,2301000,6305
-2.21512,-1.36651,-1.1403,-0.335308,-1.6581,-1.12189,0.0840394,6.67316,0.186254,0.139006,2302000,6308
-2.10056,-1.1222,-0.936022,-0.534818,-2.11908,-1.12998,0.0964453,6.72998,0.182418,0.139203,2303000,6311
-2.0054,-1.16065,-0.953691,-0.550766,-2.02597,-1.12198,0.0953856,6.69133,0.183689,0.137359,2304000,6314
-1.89803,-0.945314,-0.791568,-0.691211,-2.32348,-1.21794,0.086637,6.63508,0.184982,0.139794,2305000,6316
-1.92978,-0.881585,-0.704446,-0.668348,-2.57894,-1.23506,0.0968468,6.73926,0.182777,0.137878,2306000,6319
-1.99623,-1.1029,-0.895521,-0.538874,-2.15302,-1.07721,0.0906321,6.69892,0.181124,0.139927,2307000,6322
-1.99097,-1.1393,-0.974237,-0.485243,-2.07417,-1.10727,0.0855198,6.58716,0.1867,0.139213,2308000,6324
-1.83108,-1.01927,-0.792681,-0.608116,-2.30466,-1.15928,0.0777516,6.74648,0.184924,0.137992,2309000,6327
-1.87707,-1.03418,-0.872653,-0.554376,-2.26892,-1.15194,0.0825993,6.56664,0.186702,0.140733,2310000,6329
-1.94582,-1.03625,-0.831566,-0.58798,-2.23409,-1.2302,0.0896917,6.67316,0.187332,0.139305,2311000,6332
-1.94139,-1.0268,-0.866283,-0.536801,-2.24029,-1.14136,0.0840229,6.71735,0.186287,0.140181,2312000,6335
-2.16492,-1.18082,-0.973761,-0.5099,-1.98405,-1.15451,0.0951236,6.67601,0.185614,0.138667,2313000,6339
-2.21395,-1.34046,-1.14613,-0.436901,-1.6391,-1.02298,0.0817951,6.69194,0.183907,0.136925,2314000,6342
-2.30016,-1.49916,-1.3183,-0.267971,-1.33971,-0.988995,0.0831997,6.74132,0.182878,0.140016,2315000,6344
-2.07547,-1.24002,-1.06131,-0.466876,-1.85033,-1.03036,0.0852714,6.57292,0.18695,0.137367,2316000,6346
-2.12363,-1.28685,-1.09877,-0.414277,-1.68783,-1.10083,0.0780253,6.61306,0.182979,0.139688,2317000,6350
-2.19022,-1.35624,-1.20977,-0.438215,-1.51433,-1.10371,0.0865087,6.61975,0.184874,0.138606,2318000,6352
-2.14515,-1.22966,-1.05704,-0.417171,-1.87497,-1.10022,0.0871909,6.70308,0.185332,0.137898,2319000,6354
-2.16371,-1.27205,-1.10898,-0.424271,-1.74332,-1.04449,0.0891715,6.60907,0.183436,0.139303,2320000,6374
-2.1305,-1.2914,-1.12197,-0.373161,-1.77989,-1.03267,0.0925174,6.74996,0.18127,0.139168,2321000,6377
-2.27557,-1.3621,-1.16484,-0.362335,-1.55921,-1.10843,0.0870841,6.56794,0.18586,0.137841,2322000,6380
-2.11883,-1.24158,-1.08135,-0.488143,-1.75928,-1.09471,0.084124,6.66925,0.185211,0.13837,2323000,6383
-2.2891,-1.3399,-1.17048,-0.442845,-1.60879,-1.01387,0.0850981,6.71317,0.18503,0.137742,2324000,6385
-2.25731,-1.37295,-1.18638,-0.307302,-1.63809,-1.03392,0.0854966,6.70595,0.183909,0.139657,2325000,6388
-2.36278,-1.51428,-1.37643,-0.243731,-1.33386,-1.03253,0.0890253,6.64946,0.186084,0.13762,2326000,6390
-2.12258,-1.32007,-1.09978,-0.467203,-1.67018,-1.10462,0.0864614,6.60996,0.18193,0.138704,2327000,6394
-2.31393,-1.43762,-1.25738,-0.423389,-1.39304,-1.04077,0.0838962,6.73433,0.184132,0.138475,2328000,6397
-2.09677,-1.29444,-1.10288,-0.444969,-1.74066,-1.08332,0.0859692,6.64894,0.182176,0.138195,2329000,6400
-2.17499,-1.29612,-1.12741,-0.465259,-1.64188,-1.05983,0.0894538,6.58381,0.184747,0.141729,2330000,6404
-2.28158,-1.37906,-1.21871,-0.299596,-1.54466,-1.05651,0.0843577,6.65989,0.185388,0.142802,2331000,6407
-2.20012,-1.17891,-1.0013,-0.490249,-1.96346,-1.13997,0.0882415,6.66231,0.185941,0.139134,2332000,6410
-2.23191,-1.34379,-1.17282,-0.406346,-1.63252,-1.0975,0.0879426,6.62375,0.185326,0.13933,2333000,6412
-2.20102,-1.23602,-1.06789,-0.436527,-1.86551,-1.07289,0.0951483,6.73997,0.183464,0.142815,2334000,6415
-2.15755,-1.34829,-1.17012,-0.403125,-1.62718,-1.07058,0.0875507,6.70963,0.185391,0.137833,2335000,6417
-2.42254,-1.51607,-1.32329,-0.343129,-1.27416,-1.05345,0.091762,6.5433,0.185471,0.138113,2336000,6419
-2.2405,-1.49646,-1.32956,-0.267292,-1.35848,-0.994557,0.0805255,6.68739,0.183578,0.13783,2337000,6421
-2.42412,-1.55153,-1.34647,-0.340608,-1.17848,-1.01464,0.0873675,6.67063,0.180047,0.137711,2338000,6424
-2.33102,-1.55901,-1.34989,-0.290726,-1.12882,-0.998548,0.0796522,6.62291,0.182951,0.142155,2339000,6427
-2.32518,-1.44616,-1.28811,-0.395984,-1.31392,-1.10046,0.0915034,6.66072,0.187039,0.139689,2340000,6429
-2.40053,-1.5718,-1.38031,-0.296448,-1.14476,-0.991894,0.0864356,6.69534,0.182094,0.139527,2341000,6432
-2.23892,-1.33414,-1.16745,-0.445866,-1.55239,-1.09951,0.0844385,6.62333,0.183931,0.142364,2342000,6435
-2.30769,-1.21353,-1.02884,-0.512326,-1.84686,-1.18085,0.0930936,6.84078,0.180176,0.137984,2343000,6437
-2.14378,-1.31062,-1.11715,-0.395164,-1.70949,-1.07531,0.0824729,6.66724,0.181789,0.139298,2344000,6439
-2.23818,-1.31789,-1.14678,-0.449569,-1.62417,-1.07801,0.0940485,6.65849,0.182184,0.138759,2345000,6441
-2.07556,-1.23381,-1.08362,-0.557416,-1.7181,-1.09182,0.0862885,6.79363,0.183451,0.138179,2346000,6444
-2.15692,-1.15398,-0.984159,-0.501913,-2.0594,-1.14909,0.091295,6.76821,0.181127,0.137201,2347000,6446
-2.15867,-1.26917,-1.07759,-0.504703,-1.72033,-1.09363,0.0811936,6.66836,0.183409,0.138194,2348000,6449
-2.16757,-1.28254,-1.09957,-0.382913,-1.7892,-1.10144,0.0840423,6.6099,0.184024,0.140969,2349000,6452
-2.24763,-1.18232,-1.03919,-0.519894,-1.87842,-1.13075,0.097087,6.6499,0.184093,0.139569,2350000,6455
-2.03519,-1.22668,-1.03576,-0.478973,-1.87969,-1.07628,0.0863095,6.63425,0.183707,0.139382,2351000,6457
-2.17597,-1.28827,-1.10271,-0.392759,-1.76105,-1.07952,0.0861351,6.72109,0.182561,0.139259,2352000,6460
-2.18442,-1.20067,-1.08184,-0.526959,-1.84327,-1.15137,0.0913872,6.6481,0.183973,0.13983,2353000,6463
-2.10769,-1.22866,-1.07765,-0.399483,-1.87165,-1.07655,0.0868357,6.71524,0.182861,0.138887,2354000,6466
-2.09936,-1.18209,-1.02415,-0.442831,-2.04181,-1.0609,0.0874765,6.65686,0.184924,0.140202,2355000,6469
-2.02979,-1.30356,-1.08165,-0.448992,-1.72109,-1.05477,0.0811749,6.86518,0.181593,0.140042,2356000,6472
-2.05984,-1.25618,-1.07856,-0.467746,-1.79064,-1.09022,0.0827135,6.7201,0.184835,0.138098,2357000,6474
-2.20759,-1.3009,-1.11305,-0.456003,-1.60913,-1.08481,0.0848677,6.73434,0.183119,0.14117,2358000,6477
-2.32238,-1.43426,-1.30843,-0.3429,-1.34218,-1.00443,0.0826668,6.62015,0.185034,0.142187,2359000,6481
-2.24674,-1.28847,-1.1261,-0.37475,-1.70983,-1.05944,0.0855802,6.63171,0.184182,0.137963,2360000,6484
