BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.16693,-1.3266,-1.12636,-0.404387,-1.70076,-1.08874,0.0817556,6.60878,0.186179,0.138556,2696000,7439
-2.43203,-1.46029,-1.25968,-0.43906,-1.33837,-1.07383,0.0935672,6.65956,0.185978,0.136699,2697000,7441
-2.2631,-1.57726,-1.34558,-0.255035,-1.18946,-0.953139,0.0813609,6.52282,0.183787,0.140483,2698000,7443
-2.135,-1.37261,-1.17478,-0.397544,-1.62047,-1.01233,0.0812263,6.65346,0.183108,0.138972,2699000,7446
-2.17828,-1.3226,-1.13854,-0.369062,-1.70351,-1.11324,0.0873661,6.64905,0.185964,0.137885,2700000,7450
-2.12272,-1.24255,-1.02574,-0.463922,-1.8847,-1.18319,0.0846636,6.61037,0.187271,0.138672,2701000,7452
-2.06008,-0.957071,-0.774923,-0.693368,-2.34857,-1.25437,0.0984799,6.70411,0.181542,0.139285,2702000,7455
-2.01388,-1.16887,-1.00145,-0.450249,-2.01379,-1.11795,0.0814037,6.72776,0.185015,0.136865,2703000,7457
-2.13927,-1.33251,-1.16345,-0.375798,-1.68835,-1.0704,0.0828668,6.63172,0.185675,0.13673,2704000,7459
-2.03865,-1.24449,-1.07433,-0.536753,-1.74518,-1.15021,0.0867945,6.56803,0.186122,0.138945,2705000,7461
-2.19342,-1.38104,-1.20829,-0.417937,-1.5344,-1.08987,0.082851,6.71629,0.182145,0.136673,2706000,7464
-1.96305,-1.26325,-1.06145,-0.509519,-1.79406,-1.11338,0.0838745,6.62309,0.18731,0.138535,2707000,7466
-1.82513,-0.991494,-0.811614,-0.592023,-2.36096,-1.17257,0.0793568,6.61577,0.184926,0.138807,2708000,7469
-2.02878,-1.10799,-0.965539,-0.621017,-1.99822,-1.1285,0.0859783,6.57818,0.187887,0.13722,2709000,7472
-2.04952,-1.23738,-1.06899,-0.44261,-1.86664,-1.11425,0.085523,6.76286,0.185623,0.136586,2710000,7474
-2.24147,-1.46694,-1.2057,-0.330319,-1.55325,-1.07137,0.0844121,6.50626,0.183439,0.135863,2711000,7476
-2.25482,-1.39059,-1.24937,-0.317102,-1.65512,-1.00307,0.0882587,6.62295,0.185365,0.134267,2712000,7478
-2.28629,-1.46973,-1.27811,-0.316494,-1.41677,-1.02533,0.0842665,6.76219,0.18272,0.13731,2713000,7482
-1.99145,-1.20953,-1.03023,-0.493157,-1.97308,-1.09038,0.0837539,6.72829,0.181878,0.137657,2714000,7485
-1.92315,-1.00347,-0.780839,-0.603349,-2.36375,-1.17525,0.0893382,6.69113,0.186528,0.138812,2715000,7488
-1.80762,-0.917281,-0.718352,-0.654494,-2.56205,-1.20357,0.0870446,6.62484,0.184381,0.13965,2716000,7491
-1.88231,-0.977936,-0.783867,-0.649501,-2.3864,-1.15599,0.0895389,6.59527,0.187957,0.140529,2717000,7494
-2.05541,-1.18274,-0.981195,-0.505207,-2.04571,-1.1351,0.0900881,6.68501,0.186193,0.137733,2718000,7497
-1.96792,-1.05396,-0.859763,-0.57209,-2.24646,-1.19977,0.0900411,6.57252,0.184354,0.13852,2719000,7500
-1.89707,-0.940892,-0.735773,-0.635402,-2.47333,-1.20762,0.084644,6.62784,0.187447,0.137536,2720000,7504
-1.85409,-0.976065,-0.812431,-0.620684,-2.39999,-1.17964,0.0887512,6.6165,0.186596,0.137367,2721000,7508
-1.99687,-1.08085,-0.907388,-0.647551,-2.07004,-1.19883,0.0870949,6.63655,0.182953,0.13719,2722000,7511
-2.05725,-1.11867,-0.952259,-0.473622,-2.10693,-1.14702,0.0887496,6.66283,0.186094,0.139194,2723000,7513
-1.95236,-1.08386,-0.891706,-0.490414,-2.2857,-1.11197,0.083272,6.48268,0.181767,0.136961,2724000,7516
-1.85558,-0.979686,-0.79421,-0.660028,-2.40104,-1.18758,0.0847379,6.69451,0.183954,0.138512,2725000,7518
-1.94178,-0.941822,-0.748175,-0.682253,-2.44082,-1.22871,0.0943524,6.62112,0.183118,0.139314,2726000,7521
-2.04918,-1.04067,-0.834093,-0.58065,-2.28892,-1.22007,0.0920148,6.72589,0.184187,0.137337,2727000,7524
-2.12431,-1.05242,-0.861423,-0.599129,-2.23398,-1.18598,0.0937217,6.73816,0.18335,0.13746,2728000,7526
-2.14215,-1.1699,-0.982947,-0.467141,-2.06976,-1.12596,0.0882081,6.67177,0.18583,0.137567,2729000,7529
-2.11881,-1.30635,-1.0986,-0.474623,-1.70827,-1.04813,0.084336,6.74461,0.186704,0.138562,2730000,7532
-2.14786,-1.23776,-1.06732,-0.411469,-1.91171,-1.10975,0.0883613,6.69064,0.183751,0.136784,2731000,7534
-2.05572,-1.16136,-0.97898,-0.558983,-1.95168,-1.12371,0.0884377,6.66566,0.189611,0.138688,2732000,7537
-2.22002,-1.31958,-1.13859,-0.521298,-1.63706,-1.0949,0.0892807,6.66132,0.183965,0.137817,2733000,7541
-2.20171,-1.55579,-1.33717,-0.288114,-1.26075,-0.991293,0.0809662,6.66107,0.184806,0.135565,2734000,7543
-2.22719,-1.43006,-1.25465,-0.360576,-1.44466,-0.963291,0.0842261,6.50286,0.18686,0.13901,2735000,7546
-2.23435,-1.41601,-1.23624,-0.447521,-1.36903,-1.02247,0.0791953,6.70841,0.184416,0.139259,2736000,7548
-2.22279,-1.25935,-1.09513,-0.405397,-1.92283,-1.08003,0.0979892,6.64742,0.184971,0.136632,2737000,7551
-2.16054,-1.27065,-1.10532,-0.412903,-1.78335,-1.11189,0.0865465,6.5832,0.186278,0.139671,2738000,7555
-2.14472,-1.32178,-1.14572,-0.359838,-1.70119,-1.13239,0.0833762,6.50918,0.185452,0.139029,2739000,7557
-2.06496,-1.30905,-1.11849,-0.399803,-1.71192,-1.10253,0.0799606,6.57389,0.186668,0.139852,2740000,7560
-2.01641,-1.20022,-1.00743,-0.508351,-1.8963,-1.12614,0.0818187,6.62547,0.185058,0.13817,2741000,7563
-2.19149,-1.27406,-1.0758,-0.382471,-1.85498,-1.10436,0.0894925,6.74728,0.183795,0.138974,2742000,7566
-1.97873,-1.16184,-0.960803,-0.506564,-1.92599,-1.13466,0.0813305,6.77086,0.185514,0.141559,2743000,7569
-2.15572,-1.19038,-0.996839,-0.589385,-1.85527,-1.16033,0.0886145,6.5851,0.181488,0.135561,2744000,7571
-2.07993,-1.21585,-1.0654,-0.456064,-1.8435,-1.12216,0.0801416,6.73946,0.186053,0.14,2745000,7574
-2.08797,-1.31118,-1.1432,-0.374049,-1.71665,-1.12118,0.0807632,6.74761,0.185154,0.140288,2746000,7578
-2.14125,-1.22431,-1.03985,-0.399947,-1.96926,-1.07043,0.0849523,6.70038,0.18529,0.136664,2747000,7581
-2.13469,-1.36761,-1.18253,-0.439681,-1.52289,-1.13168,0.0832198,6.62222,0.183695,0.138058,2748000,7584
-2.06786,-1.14949,-0.975776,-0.524344,-1.95942,-1.14544,0.0879162,6.60307,0.186604,0.139044,2749000,7586
-2.06488,-1.13363,-0.988775,-0.468053,-2.07017,-1.10377,0.0861125,6.668,0.181559,0.138398,2750000,7589
-2.15218,-1.30698,-1.10744,-0.347683,-1.83631,-1.07009,0.0856096,6.66768,0.183395,0.138326,2751000,7591
-2.17406,-1.26744,-1.07216,-0.361307,-1.88459,-1.06807,0.0853089,6.77324,0.186603,0.138019,2752000,7594
-2.26404,-1.19512,-1.04943,-0.477796,-1.91757,-1.09304,0.0946414,6.68565,0.183421,0.141117,2753000,7597
-2.09051,-1.20225,-1.02748,-0.38807,-1.99195,-1.06068,0.0889341,6.63628,0.182971,0.138092,2754000,7600
-1.97069,-1.06693,-0.89811,-0.603525,-2.16269,-1.14103,0.0891914,6.70339,0.185214,0.13941,2755000,7603
-2.02196,-1.05972,-0.848961,-0.558855,-2.30459,-1.18467,0.0991992,6.71491,0.182551,0.137602,2756000,7606
-1.89717,-1.06886,-0.855818,-0.514939,-2.26712,-1.19272,0.089627,6.63601,0.185162,0.138928,2757000,7609
-2.01584,-1.19965,-0.981357,-0.377014,-2.08192,-1.06032,0.0838572,6.65093,0.184912,0.139595,2758000,7612
-1.97169,-1.12712,-0.947262,-0.579667,-2.04386,-1.15154,0.0796401,6.63572,0.185578,0.137265,2759000,7615
-2.00954,-1.11894,-0.965405,-0.544279,-2.01902,-1.19679,0.0838467,6.68518,0.182751,0.136995,2760000,7617
-2.03509,-1.12324,-0.912287,-0.557602,-2.09267,-1.14866,0.0850981,6.68945,0.183998,0.136113,2761000,7621
-2.16857,-1.07962,-0.892089,-0.581842,-2.20974,-1.17154,0.0968777,6.73635,0.183938,0.138175,2762000,7624
-2.23466,-1.30337,-1.08515,-0.42414,-1.72643,-1.13437,0.0867506,6.71438,0.184355,0.140125,2763000,7627
-2.18553,-1.33955,-1.16613,-0.413324,-1.65679,-1.02314,0.0891153,6.64551,0.181162,0.136852,2764000,7631
-2.34853,-1.34938,-1.17834,-0.432018,-1.57808,-1.01543,0.0899056,6.64546,0.18658,0.140947,2765000,7633
-2.15884,-1.39449,-1.21512,-0.388063,-1.52847,-1.02489,0.0778599,6.68388,0.183221,0.138552,2766000,7635
-2.26709,-1.51658,-1.33617,-0.264301,-1.32146,-1.01869,0.0757278,6.52891,0.183426,0.13765,2767000,7639
-2.25555,-1.55179,-1.40066,-0.246843,-1.19754,-0.962802,0.0779393,6.66253,0.183839,0.137539,2768000,7641
-2.29469,-1.54322,-1.3778,-0.264526,-1.23586,-0.97938,0.082413,6.55838,0.185526,0.138387,2769000,7644
-2.02931,-1.08579,-0.917392,-0.539293,-2.07567,-1.16196,0.0914255,6.62827,0.184144,0.142061,2770000,7646
-2.04583,-1.18021,-1.00199,-0.531568,-1.95306,-1.11594,0.0862613,6.77206,0.184526,0.138347,2771000,7650
-2.17536,-1.33994,-1.14555,-0.466174,-1.58899,-1.08531,0.0828375,6.69604,0.185628,0.138902,2772000,7653
-2.03553,-1.18863,-0.996687,-0.42033,-2.05309,-1.11329,0.0835685,6.7443,0.186073,0.139981,2773000,7656
-2.23539,-1.29762,-1.11198,-0.49616,-1.64113,-1.11482,0.0878537,6.69584,0.185565,0.139309,2774000,7659
-2.1464,-1.26459,-1.07821,-0.506902,-1.78496,-1.07708,0.0815061,6.62723,0.185479,0.137265,2775000,7661
-2.04706,-1.29024,-1.06427,-0.416377,-1.88137,-1.06889,0.0810071,6.69283,0.181855,0.137087,2776000,7664
-2.06753,-1.1913,-1.02631,-0.496896,-1.91312,-1.1009,0.0819578,6.63549,0.18195,0.139213,2777000,7667
-1.87758,-1.02563,-0.864052,-0.558249,-2.29925,-1.12688,0.080756,6.57217,0.182473,0.140074,2778000,7671
-2.05415,-1.05469,-0.836313,-0.538514,-2.37042,-1.16285,0.09397,6.56465,0.184291,0.139848,2779000,7673
-2.00047,-0.913482,-0.763303,-0.713736,-2.37133,-1.23257,0.0864647,6.68437,0.185204,0.140042,2780000,7675
-1.92778,-0.979808,-0.794443,-0.628853,-2.37326,-1.22651,0.0840867,6.57748,0.186611,0.139195,2781000,7678
-1.98775,-1.0759,-0.885872,-0.498267,-2.19601,-1.12831,0.0817236,6.54442,0.185868,0.137424,2782000,7682
-2.29461,-1.45582,-1.28247,-0.32263,-1.46886,-1.04404,0.0866364,6.72215,0.184415,0.138185,2783000,7684
-2.42238,-1.51588,-1.31571,-0.281624,-1.31492,-1.05697,0.0863554,6.726,0.185144,0.139485,2784000,7686
-2.32584,-1.42184,-1.20783,-0.404449,-1.46884,-1.08234,0.0883354,6.73629,0.183465,0.137919,2785000,7689
-2.224,-1.50759,-1.31704,-0.290384,-1.30987,-1.0105,0.0773495,6.64936,0.186848,0.137321,2786000,7691
-2.21166,-1.4444,-1.24698,-0.286187,-1.46432,-1.04977,0.0829975,6.58492,0.185731,0.137854,2787000,7695
-2.16213,-1.35914,-1.19102,-0.391032,-1.57232,-1.01388,0.0801599,6.6822,0.184411,0.139035,2788000,7697
-2.17593,-1.34998,-1.1828,-0.327106,-1.68299,-1.03022,0.0844155,6.71413,0.183587,0.137205,2789000,7699
-2.17161,-1.56477,-1.362,-0.246998,-1.1663,-0.946049,0.0696575,6.68204,0.184386,0.141525,2790000,7702
-2.23558,-1.44955,-1.28413,-0.353067,-1.39408,-1.07634,0.0864229,6.7685,0.185349,0.136756,2791000,7706
-2.01664,-1.27017,-1.07296,-0.400337,-1.77796,-1.0522,0.0791351,6.73042,0.185128,0.142041,2792000,7708
-2.1207,-1.34992,-1.17079,-0.388864,-1.70892,-1.13402,0.0915697,6.58406,0.184007,0.136628,2793000,7710
-2.20959,-1.29875,-1.12235,-0.437374,-1.62914,-1.14846,0.0853717,6.75318,0.186129,0.137975,2794000,7712
-2.05296,-1.22395,-1.02544,-0.519575,-1.86771,-1.10372,0.0831422,6.67899,0.187944,0.137716,2795000,7714
-2.22525,-1.35331,-1.17317,-0.297596,-1.737,-1.03741,0.083057,6.70436,0.185673,0.137076,2796000,7716
-2.25179,-1.38637,-1.18088,-0.367475,-1.57351,-1.11102,0.0905182,6.66668,0.183657,0.136776,2797000,7719
-2.23279,-1.23744,-1.08149,-0.376916,-1.87449,-1.03682,0.0804744,6.62467,0.183046,0.140543,2798000,7721
-2.04455,-0.978266,-0.816848,-0.611028,-2.35344,-1.25549,0.0986594,6.62813,0.186489,0.138337,2799000,7723
-2.03306,-1.07675,-0.891104,-0.477786,-2.23023,-1.1931,0.0924426,6.6326,0.18481,0.138754,2800000,7726
-1.94487,-0.967025,-0.784588,-0.628432,-2.34651,-1.26064,0.0921497,6.55883,0.184185,0.139713,2801000,7729
-1.75298,-0.594399,-0.412496,-0.877249,-3.0501,-1.33928,0.0888665,6.68246,0.1845,0.138759,2802000,7733
-1.85347,-0.75886,-0.606675,-0.837741,-2.68515,-1.27435,0.0982801,6.66793,0.182098,0.140714,2803000,7736
-1.93372,-0.847925,-0.687561,-0.727251,-2.55389,-1.29617,0.0853785,6.771,0.186904,0.139904,2804000,7739
-1.82109,-0.943576,-0.780093,-0.668585,-2.40184,-1.19979,0.0903941,6.56031,0.186392,0.139675,2805000,7742
-1.86964,-0.947892,-0.749043,-0.615638,-2.46765,-1.19141,0.0861163,6.72589,0.186866,0.137971,2806000,7746
-2.05338,-1.14454,-0.946782,-0.483593,-2.12505,-1.10918,0.0799039,6.65723,0.181978,0.138177,2807000,7749
-2.16235,-1.26445,-1.04592,-0.492288,-1.82376,-1.14873,0.0916496,6.60253,0.184565,0.13989,2808000,7752
-2.30299,-1.24627,-1.09252,-0.505658,-1.76789,-1.17284,0.0928234,6.71563,0.183771,0.139121,2809000,7754
-2.05066,-1.20639,-1.00114,-0.453146,-1.99837,-1.09687,0.0803296,6.75583,0.183555,0.136646,2810000,7757
-2.06957,-1.1486,-0.965435,-0.571148,-1.91014,-1.17696,0.082795,6.69599,0.187495,0.13877,2811000,7760
-2.21437,-1.32914,-1.12126,-0.40149,-1.69224,-1.03339,0.0901162,6.74436,0.18487,0.140247,2812000,7763
-2.19444,-1.17811,-1.00633,-0.495007,-1.95043,-1.12597,0.092626,6.72677,0.184179,0.139806,2813000,7766
-1.97199,-1.06015,-0.91526,-0.506781,-2.20744,-1.14305,0.0843053,6.61352,0.185111,0.13913,2814000,7770
-2.12603,-1.33922,-1.14774,-0.245158,-1.83775,-1.02298,0.0801204,6.66674,0.185873,0.138082,2815000,7772
-2.11287,-1.34382,-1.17633,-0.383688,-1.65251,-1.08084,0.0801371,6.64537,0.186337,0.13879,2816000,7774
-2.04025,-1.17476,-0.960888,-0.542023,-1.95918,-1.16666,0.0842405,6.60277,0.188584,0.13841,2817000,7776
-1.97457,-1.08554,-0.917482,-0.587641,-2.12306,-1.19413,0.0870557,6.50589,0.184379,0.136959,2818000,7778
-1.95407,-1.12367,-0.930301,-0.584752,-2.02017,-1.14924,0.0833838,6.68502,0.183989,0.13989,2819000,7781
-2.03928,-1.09004,-0.920303,-0.598754,-2.04831,-1.1753,0.0902854,6.66471,0.183787,0.138105,2820000,7787
-1.82543,-1.09105,-0.874399,-0.479201,-2.24694,-1.13035,0.0840295,6.6543,0.186151,0.139918,2821000,7790
-1.97432,-1.1419,-0.94201,-0.550861,-2.00803,-1.1367,0.0864908,6.67976,0.184362,0.139014,2822000,7793
-1.95604,-1.1175,-0.95079,-0.491463,-2.10045,-1.16623,0.0873238,6.57058,0.188243,0.14009,2823000,7796
-1.90872,-1.11659,-0.926611,-0.48449,-2.09912,-1.16382,0.0803614,6.58943,0.183901,0.137512,2824000,7799
-2.13362,-1.33772,-1.16588,-0.349497,-1.68979,-1.09285,0.0858846,6.65045,0.185309,0.137915,2825000,7801
-2.02781,-1.30907,-1.11427,-0.392192,-1.71229,-1.0419,0.0801731,6.53409,0.186456,0.141116,2826000,7804
-2.10905,-1.34708,-1.18185,-0.324206,-1.67732,-1.07997,0.0764429,6.77058,0.184121,0.137861,2827000,7807
-2.0873,-1.26636,-1.0567,-0.448819,-1.78978,-1.13664,0.0846089,6.66063,0.186341,0.138095,2828000,7809
-1.97987,-1.19465,-1.03548,-0.418069,-2.04605,-1.08361,0.0861867,6.71557,0.181926,0.137532,2829000,7811
-1.91193,-1.15341,-0.988275,-0.495444,-2.03734,-1.17148,0.0789975,6.76949,0.180225,0.138577,2830000,7815
-2.10189,-1.23669,-1.02894,-0.448408,-1.93406,-1.07798,0.0912188,6.7833,0.186452,0.137969,2831000,7817
-2.01221,-1.14769,-0.989547,-0.496089,-1.97375,-1.13803,0.081957,6.72574,0.183021,0.139837,2832000,7820
-1.9939,-1.1157,-0.905085,-0.563423,-2.11446,-1.19792,0.0899912,6.68344,0.183412,0.136883,2833000,7824
-2.10321,-1.09889,-0.904972,-0.575115,-2.0868,-1.23153,0.0933534,6.55703,0.18228,0.139721,2834000,7827
-1.9538,-0.999731,-0.781546,-0.571124,-2.37477,-1.2206,0.0915794,6.64992,0.183156,0.14097,2835000,7830
-1.86907,-0.968009,-0.764234,-0.649546,-2.42398,-1.18742,0.0845647,6.63399,0.185258,0.138763,2836000,7833
-2.01212,-1.0285,-0.828362,-0.590504,-2.33951,-1.1869,0.0877239,6.57481,0.182228,0.137104,2837000,7837
-1.8907,-1.17258,-0.965649,-0.47272,-2.02582,-1.05897,0.0805069,6.74097,0.184167,0.138827,2838000,7840
-1.96329,-1.15284,-0.98536,-0.552876,-1.94022,-1.17996,0.0800687,6.65362,0.185208,0.138672,2839000,7843
-2.00471,-1.23723,-1.10335,-0.393351,-1.78626,-1.15982,0.0737613,6.6639,0.184885,0.138291,2840000,7846
-2.05345,-1.2006,-1.00129,-0.487593,-1.92013,-1.1314,0.085921,6.71507,0.182823,0.139033,2841000,7850
-2.12821,-1.39286,-1.18868,-0.286583,-1.69984,-1.06746,0.0857806,6.75038,0.183862,0.13842,2842000,7852
-2.09291,-1.23076,-1.05316,-0.461087,-1.85315,-1.09683,0.0861224,6.65594,0.182669,0.137931,2843000,7854
-2.10756,-1.33819,-1.12745,-0.316385,-1.81052,-1.04367,0.0800546,6.58819,0.182739,0.139484,2844000,7857
-2.09529,-1.30977,-1.14484,-0.344266,-1.68671,-1.08791,0.076587,6.62072,0.180231,0.138673,2845000,7861
-2.08223,-1.29945,-1.10924,-0.352759,-1.77183,-1.12054,0.0778191,6.65585,0.186179,0.141345,2846000,7864
-2.13969,-1.26871,-1.11622,-0.452416,-1.70944,-1.09546,0.0847184,6.69553,0.185339,0.141057,2847000,7867
-2.15931,-1.26814,-1.05566,-0.48042,-1.79018,-1.17455,0.0855602,6.631,0.186258,0.136945,2848000,7869
-1.89052,-1.10435,-0.911375,-0.502723,-2.21454,-1.13449,0.0810526,6.65106,0.187127,0.137576,2849000,7872
-1.97742,-1.15411,-0.97477,-0.428365,-2.06134,-1.16907,0.081698,6.62103,0.182119,0.138822,2850000,7875
-1.9571,-0.979788,-0.819303,-0.566614,-2.39972,-1.22218,0.0920555,6.76424,0.186086,0.13678,2851000,7879
-1.99366,-1.13124,-0.948703,-0.508719,-2.11071,-1.19464,0.087562,6.74148,0.183972,0.138565,2852000,7881
-2.0006,-1.12848,-0.914239,-0.464742,-2.15779,-1.26812,0.0820836,6.73677,0.183864,0.14043,2853000,7884
-2.04348,-1.18411,-1.03514,-0.432237,-1.96654,-1.09948,0.0868896,6.76895,0.185443,0.139464,2854000,7887
-2.10334,-1.26893,-1.06648,-0.382871,-1.90073,-1.06063,0.0822545,6.61765,0.185042,0.141204,2855000,7890
-2.16454,-1.34849,-1.18442,-0.457427,-1.55455,-1.05451,0.085589,6.69072,0.184526,0.139224,2856000,7893
-2.06368,-1.12984,-0.912267,-0.538712,-2.09442,-1.21593,0.0919937,6.73864,0.183299,0.139175,2857000,7896
-1.923,-1.19467,-0.972442,-0.476753,-1.96012,-1.11166,0.0761812,6.66097,0.181175,0.13961,2858000,7899
-1.97826,-1.21889,-0.987304,-0.481058,-1.90809,-1.09121,0.0797035,6.73167,0.183671,0.139345,2859000,7902
-1.9913,-1.08942,-0.898309,-0.593196,-2.09899,-1.19734,0.0867241,6.71403,0.184013,0.136627,2860000,7904
-2.03065,-1.15181,-0.953626,-0.520635,-2.0579,-1.15371,0.0869832,6.73887,0.183829,0.138386,2861000,7907
-2.08876,-1.30972,-1.14489,-0.415288,-1.67502,-1.09654,0.0792857,6.71249,0.184831,0.138294,2862000,7909
-2.24491,-1.51472,-1.29624,-0.297831,-1.3607,-1.0223,0.0845789,6.6217,0.182115,0.138026,2863000,7913
-2.16043,-1.34653,-1.15641,-0.442468,-1.64146,-1.10313,0.08831,6.70839,0.184147,0.137658,2864000,7915
-2.13141,-1.24185,-1.03986,-0.473985,-1.87454,-1.14261,0.0896666,6.68091,0.183271,0.136032,2865000,7918
-2.03351,-1.08493,-0.906023,-0.556747,-2.13169,-1.18554,0.08621,6.5917,0.184405,0.138396,2866000,7921
-2.13423,-1.32322,-1.13928,-0.428897,-1.74481,-1.00302,0.0857854,6.65768,0.184696,0.138864,2867000,7924
-2.06564,-1.20079,-1.01395,-0.501458,-1.88988,-1.09401,0.0873037,6.6765,0.183164,0.139093,2868000,7926
-2.11605,-1.22862,-1.05799,-0.479862,-1.847,-1.11475,0.0933543,6.63517,0.186382,0.138795,2869000,7929
-2.03628,-1.23273,-1.05113,-0.470135,-1.85382,-1.11618,0.082619,6.66305,0.185546,0.138135,2870000,7932
-2.02936,-1.16553,-0.959638,-0.620038,-1.95359,-1.1294,0.0854861,6.67302,0.184535,0.137206,2871000,7934
-1.98989,-1.11462,-0.925243,-0.597239,-1.99705,-1.18479,0.0795188,6.61227,0.182215,0.140484,2872000,7936
-2.04685,-1.14398,-0.967652,-0.52428,-2.06384,-1.15041,0.0920322,6.52793,0.181936,0.139076,2873000,7939
-2.03562,-1.11321,-0.925457,-0.595222,-2.10087,-1.27341,0.0924048,6.64428,0.182844,0.135497,2874000,7941
-2.17652,-1.16861,-0.970105,-0.550897,-1.93118,-1.16623,0.0905699,6.66731,0.184111,0.139408,2875000,7944
-2.05266,-1.1902,-1.00661,-0.487072,-1.90262,-1.12057,0.0834798,6.77634,0.18324,0.139597,2876000,7947
-2.15588,-1.19907,-0.987058,-0.513539,-1.97358,-1.12277,0.0935083,6.65402,0.183324,0.137813,2877000,7950
-1.97757,-0.995211,-0.802142,-0.692779,-2.27095,-1.23875,0.0918891,6.64061,0.184014,0.138459,2878000,7952
-2.06024,-1.01009,-0.823722,-0.645403,-2.30286,-1.18982,0.0909011,6.6762,0.184689,0.139863,2879000,7955
-2.23259,-1.20868,-1.02373,-0.497885,-1.9263,-1.14926,0.094097,6.57452,0.183263,0.135953,2880000,7957
-2.06588,-1.22088,-1.04122,-0.48352,-1.8711,-1.14127,0.081232,6.60223,0.183469,0.138741,2881000,7959
-1.98728,-0.999064,-0.830722,-0.649174,-2.28093,-1.18653,0.0945071,6.62335,0.18168,0.138657,2882000,7962
-1.99623,-0.945986,-0.776567,-0.682734,-2.37651,-1.26396,0.0999222,6.60843,0.182337,0.13875,2883000,7964
-2.00135,-1.05422,-0.89324,-0.602657,-2.18229,-1.15191,0.0909906,6.76834,0.181724,0.139807,2884000,7966
-2.04057,-1.1919,-1.02045,-0.551022,-1.86801,-1.13026,0.0846438,6.80648,0.182206,0.14075,2885000,7969
-2.09026,-1.25825,-1.06939,-0.464844,-1.82903,-1.09221,0.086629,6.77564,0.180216,0.138319,2886000,7973
-2.26217,-1.29451,-1.11971,-0.380142,-1.76044,-1.04661,0.0916839,6.53854,0.183565,0.138606,2887000,7976
-2.25103,-1.3694,-1.19063,-0.346867,-1.58562,-1.03491,0.0874538,6.68445,0.184307,0.140993,2888000,7979
-2.06625,-1.03377,-0.898073,-0.622088,-2.22769,-1.17395,0.0882836,6.64211,0.182967,0.139038,2889000,7982
-1.9115,-1.05692,-0.896594,-0.583722,-2.20549,-1.16592,0.0902801,6.60647,0.181915,0.139256,2890000,7984
-2.05521,-1.0716,-0.896615,-0.521376,-2.25104,-1.12658,0.0885758,6.76647,0.17945,0.136372,2891000,7988
-2.07858,-1.00266,-0.82564,-0.660101,-2.22097,-1.27092,0.0933464,6.72105,0.182173,0.139814,2892000,7990
-1.97646,-0.996163,-0.815158,-0.658888,-2.28978,-1.24499,0.0919394,6.56547,0.183561,0.138403,2893000,7993
-2.07488,-1.13376,-0.928389,-0.499901,-2.05414,-1.11597,0.084063,6.76695,0.179558,0.139226,2894000,7996
-2.12898,-1.26998,-1.04303,-0.388368,-1.88928,-1.08889,0.0831426,6.78774,0.182874,0.137778,2895000,7998
-2.26065,-1.31269,-1.13234,-0.369887,-1.79054,-1.08428,0.0897404,6.53332,0.185785,0.135402,2896000,8000
-2.26172,-1.29152,-1.10709,-0.398756,-1.77636,-1.15088,0.0922428,6.66586,0.182706,0.138336,2897000,8003
-2.10749,-1.30024,-1.12375,-0.454952,-1.65716,-1.10983,0.0828318,6.60665,0.182849,0.13785,2898000,8005
-2.1879,-1.27284,-1.10016,-0.433546,-1.81852,-1.05151,0.0896096,6.60972,0.180505,0.138927,2899000,8007
-2.12712,-1.23487,-1.07096,-0.528679,-1.72206,-1.13561,0.0817289,6.6854,0.183027,0.139447,2900000,8009
-2.14516,-1.22246,-1.02508,-0.435525,-1.96855,-1.06972,0.0904682,6.68553,0.183812,0.138309,2901000,8011
-2.21907,-1.24617,-1.09085,-0.476899,-1.77163,-1.08271,0.0889714,6.62568,0.182425,0.138865,2902000,8013
-2.22102,-1.27947,-1.11334,-0.497349,-1.63263,-1.1389,0.0873637,6.68608,0.182727,0.138361,2903000,8016
-2.09525,-1.4103,-1.2511,-0.292626,-1.56701,-1.01728,0.0756567,6.60378,0.181651,0.13926,2904000,8018
-2.24703,-1.4242,-1.22976,-0.403682,-1.44614,-1.02268,0.0823111,6.62438,0.182693,0.138862,2905000,8021
-2.2307,-1.42007,-1.23507,-0.335885,-1.50634,-1.01734,0.0866857,6.6514,0.179797,0.139542,2906000,8024
-2.11617,-1.29841,-1.13553,-0.500935,-1.6268,-1.09236,0.0839783,6.67057,0.181441,0.138557,2907000,8026
-2.16088,-1.25149,-1.06751,-0.532986,-1.7247,-1.11342,0.0891314,6.69724,0.182294,0.139714,2908000,8030
-2.18496,-1.39613,-1.18371,-0.380318,-1.59626,-1.00225,0.0777534,6.58389,0.182951,0.137385,2909000,8032
-2.12074,-1.23208,-1.0561,-0.563751,-1.79196,-1.15766,0.0888269,6.72235,0.179893,0.136667,2910000,8035
-2.00964,-1.04983,-0.86375,-0.657433,-2.15576,-1.24632,0.0913604,6.63176,0.183394,0.138028,2911000,8038
-2.14703,-1.13182,-0.934159,-0.552793,-2.06796,-1.19492,0.0910014,6.58328,0.1831,0.137736,2912000,8041
