BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.8218,-2.47297,-2.44015,0.0304376,0.022572,0.147609,6.54752,0.200409,0.144165,117900,57
-2.92643,-2.44494,-2.46243,0.0394851,0.028435,0.138101,6.59576,0.199178,0.142756,118000,57
-2.92944,-2.45988,-2.46829,0.0427725,0.0242176,0.162081,6.63139,0.198683,0.140515,118100,57
-2.8201,-2.47818,-2.48033,0.0321792,0.0285881,0.162197,6.56288,0.203953,0.142965,118200,57
-2.86274,-2.47166,-2.44717,0.032512,0.0269868,0.140772,6.65607,0.203608,0.141183,118300,57
-2.82871,-2.46458,-2.4598,0.0333943,0.0199308,0.152521,6.7152,0.203204,0.142949,118400,57
-2.83188,-2.44789,-2.46441,0.0322713,0.0208667,0.144042,6.67347,0.198228,0.141738,118500,57
-2.86322,-2.46408,-2.4327,0.0355687,0.0259957,0.146277,6.64621,0.199607,0.141372,118600,57
-2.87737,-2.45164,-2.44775,0.0360253,0.0270168,0.14642,6.65303,0.201045,0.141481,118700,57
-2.83028,-2.45045,-2.46104,0.0337003,0.0168595,0.149428,6.57033,0.199376,0.144016,118800,57
-2.76333,-2.48187,-2.46197,0.0354322,0.0232597,0.153911,6.71078,0.200243,0.141786,118900,57
-2.69807,-2.47287,-2.49187,0.0273207,0.0207568,0.155038,6.70127,0.199467,0.142514,119000,57
-2.80522,-2.4745,-2.4628,0.0323937,0.0258819,0.14712,6.63116,0.200273,0.14068,119100,57
-2.73749,-2.48225,-2.49906,0.0341796,0.00810472,0.170766,6.68374,0.200233,0.139858,119200,57
-2.71756,-2.45733,-2.46042,0.0369616,0.00860142,0.142502,6.64085,0.198407,0.143786,119300,57
-2.64991,-2.46184,-2.47443,0.0271329,0.0129653,0.163161,6.65617,0.200776,0.142674,119400,58
-2.72979,-2.43477,-2.47099,0.0323372,0.0121476,0.137479,6.59116,0.200932,0.140728,119500,58
-2.74162,-2.45161,-2.49074,0.0346215,0.00126506,0.159525,6.60749,0.202703,0.140395,119600,58
-2.72699,-2.4561,-2.48212,0.0337852,0.0118078,0.161402,6.72985,0.202822,0.141698,119700,58
-2.74364,-2.46532,-2.43562,0.0370199,0.0132497,0.159667,6.71571,0.200634,0.142766,119800,58
-2.78942,-2.44774,-2.4846,0.0387327,0.00970113,0.153911,6.66559,0.202083,0.142532,119900,58
-2.80038,-2.44817,-2.4428,0.0317659,0.0277627,0.150897,6.66496,0.201082,0.142138,120000,63
-2.81288,-2.44699,-2.31314,0.0311928,0.0281742,0.101598,6.65866,0.200519,0.141171,120100,63
-2.73239,-2.43497,-2.35558,0.0274996,0.0170721,0.110853,6.68182,0.201062,0.141366,120200,63
-2.76524,-2.45174,-2.32149,0.0381228,0.00769972,0.106533,6.78881,0.201622,0.143466,120300,63
-2.79459,-2.45782,-2.38818,0.0367978,0.0091303,0.124436,6.65353,0.200579,0.142116,120400,63
-2.86946,-2.45596,-2.3602,0.0405847,0.0115707,0.132656,6.65122,0.202064,0.140547,120500,63
-2.85486,-2.44968,-2.39242,0.0411846,0.00480019,0.129447,6.60506,0.205316,0.139663,120600,63
-2.86931,-2.46286,-2.40317,0.0388873,0.0221936,0.128402,6.71208,0.204642,0.140459,120700,63
-2.78232,-2.46974,-2.38199,0.0359711,0.00831005,0.126369,6.67887,0.20096,0.139744,120800,63
-2.77703,-2.45593,-2.36637,0.0415818,0.00886396,0.129124,6.68181,0.196084,0.140935,120900,63
-2.79533,-2.43476,-2.38084,0.0377094,0.0164418,0.117762,6.62669,0.201978,0.141915,121000,64
-2.82512,-2.44219,-2.37284,0.0372389,0.014809,0.125381,6.80962,0.202831,0.140301,121100,64
-2.81576,-2.46291,-2.40259,0.0396858,0.0153818,0.146663,6.66489,0.20228,0.140881,121200,64
-2.85071,-2.46996,-2.37582,0.0452894,0.00817625,0.138882,6.63009,0.200259,0.141603,121300,64
-2.81112,-2.48122,-2.41419,0.0352784,0.0211732,0.136317,6.78519,0.197098,0.141335,121400,64
-2.81738,-2.49659,-2.3712,0.0341303,0.0127807,0.13112,6.66589,0.2007,0.138881,121500,64
-2.81874,-2.44419,-2.34554,0.0360291,0.0150733,0.125197,6.74993,0.199034,0.14206,121600,64
-2.79106,-2.46997,-2.33916,0.0383616,0.0134853,0.123183,6.63094,0.199892,0.142305,121700,64
-2.77361,-2.45162,-2.40251,0.0346754,0.0213595,0.134615,6.67184,0.202201,0.141221,121800,64
-2.77447,-2.45956,-2.36328,0.0407431,0.00658878,0.13744,6.72952,0.204722,0.143109,121900,64
-2.7723,-2.42938,-2.37169,0.030384,0.024088,0.107147,6.69008,0.199273,0.142868,122000,64
-2.75246,-2.45832,-2.38497,0.0409786,0.0023687,0.121308,6.73796,0.201259,0.141915,122100,64
-2.8586,-2.44095,-2.35605,0.0406279,0.0168292,0.114298,6.68328,0.20147,0.14152,122200,64
-2.87658,-2.45871,-2.33078,0.0396195,0.0170459,0.12983,6.66875,0.200784,0.143555,122300,65
-2.85857,-2.45619,-2.37645,0.033079,0.0249559,0.115854,6.74705,0.199443,0.139443,122400,65
-3.03252,-2.45337,-2.33363,0.0424819,0.0259025,0.112258,6.70389,0.203538,0.140713,122500,65
-2.84469,-2.44316,-2.39005,0.0310586,0.0294609,0.120923,6.70473,0.198867,0.143102,122600,65
-2.86431,-2.44319,-2.35046,0.0365073,0.0193752,0.124942,6.58074,0.201995,0.142533,122700,65
-2.75001,-2.45348,-2.35142,0.0299818,0.0244474,0.118517,6.7531,0.201577,0.141687,122800,65
-2.88011,-2.46067,-2.36114,0.035632,0.0264315,0.127275,6.63429,0.202009,0.142412,122900,65
-2.72108,-2.47524,-2.3902,0.0330958,0.0120982,0.13672,6.70148,0.202411,0.138909,123000,65
-2.83147,-2.43594,-2.36479,0.0340679,0.0257332,0.11495,6.72545,0.201446,0.139979,123100,65
-2.78132,-2.45154,-2.34969,0.0286217,0.0272426,0.116197,6.63495,0.201142,0.142453,123200,65
-2.76631,-2.44773,-2.38149,0.0286399,0.0253153,0.121784,6.77388,0.199635,0.142234,123300,65
-2.84817,-2.42567,-2.3853,0.0345531,0.0230553,0.124358,6.63598,0.199542,0.14201,123400,65
-2.74065,-2.45186,-2.37746,0.0261282,0.02471,0.121421,6.67164,0.199496,0.139945,123500,65
-2.82521,-2.46713,-2.38938,0.0367901,0.0198045,0.123927,6.64485,0.203566,0.139744,123600,65
-2.79111,-2.43821,-2.31205,0.0285629,0.0326452,0.0989042,6.62444,0.201691,0.140402,123700,66
-2.84923,-2.45022,-2.34146,0.0320264,0.0277538,0.114062,6.63165,0.202436,0.141691,123800,66
-2.81908,-2.47633,-2.31601,0.0320688,0.0227276,0.110697,6.62393,0.201769,0.140652,123900,66
-2.85816,-2.46547,-2.35117,0.0306113,0.038141,0.106451,6.59153,0.205126,0.138825,124000,66
-2.88539,-2.46871,-2.36865,0.0290739,0.0328218,0.121576,6.61616,0.201204,0.144822,124100,66
-2.86967,-2.42912,-2.34172,0.0294118,0.0368889,0.0964209,6.76471,0.20087,0.142528,124200,66
-2.85365,-2.45475,-2.377,0.0306348,0.0395887,0.126615,6.68747,0.203185,0.141225,124300,66
-2.82242,-2.45268,-2.37796,0.0326416,0.0384505,0.124015,6.73566,0.200787,0.141903,124400,66
-2.76202,-2.42981,-2.31366,0.0278362,0.0262469,0.10298,6.65568,0.197044,0.141155,124500,66
-2.79164,-2.46185,-2.3794,0.0295332,0.0300508,0.133852,6.53016,0.200629,0.141433,124600,66
-2.75532,-2.47703,-2.34316,0.0254353,0.04047,0.125231,6.73932,0.205573,0.142832,124700,66
-2.78325,-2.44761,-2.35433,0.0281686,0.019129,0.107602,6.62536,0.200582,0.139562,124800,66
-2.72227,-2.44298,-2.39309,0.0250902,0.0243398,0.12121,6.65153,0.199946,0.141856,124900,66
-2.83057,-2.45012,-2.37559,0.0317366,0.0239197,0.128282,6.74038,0.201961,0.140948,125000,67
-2.80032,-2.45196,-2.32425,0.0310231,0.0278281,0.113381,6.8104,0.203219,0.141676,125100,67
-2.92998,-2.44454,-2.3882,0.0345098,0.0346846,0.117193,6.64271,0.200738,0.141021,125200,67
-2.95961,-2.46278,-2.36428,0.0351187,0.0395053,0.116352,6.68593,0.198967,0.140787,125300,67
-2.90429,-2.47193,-2.35418,0.0357471,0.025178,0.127302,6.80722,0.20181,0.138291,125400,67
-2.91637,-2.46416,-2.33945,0.0280281,0.0463316,0.113413,6.57816,0.199283,0.142602,125500,67
-2.89025,-2.42781,-2.37555,0.025992,0.0499214,0.114006,6.63739,0.199655,0.142686,125600,67
-2.88455,-2.43223,-2.33904,0.0321542,0.0391348,0.103602,6.72955,0.199248,0.14166,125700,67
-2.86355,-2.45923,-2.33882,0.0339561,0.0271132,0.121776,6.67203,0.200535,0.142359,125800,68
-2.80346,-2.43179,-2.41285,0.0287665,0.0350735,0.128876,6.59762,0.201454,0.141389,125900,68
-2.79135,-2.43763,-2.39002,0.0351842,0.0172701,0.13513,6.72322,0.202629,0.141044,126000,68
-2.78159,-2.45842,-2.39911,0.0264907,0.0272604,0.111322,6.76136,0.202035,0.139749,126100,68
-2.83068,-2.47633,-2.3252,0.032269,0.0336067,0.104083,6.74332,0.204459,0.14125,126200,68
-2.89214,-2.46181,-2.33341,0.0360094,0.0425701,0.114008,6.64626,0.202477,0.140485,126300,68
-2.81374,-2.46414,-2.38082,0.0247064,0.0341118,0.132487,6.70996,0.202212,0.14239,126400,68
-2.80126,-2.45998,-2.36133,0.0301654,0.0280155,0.122455,6.69828,0.197306,0.141748,126500,68
-2.83717,-2.46959,-2.35648,0.0290842,0.0335676,0.122069,6.68445,0.198647,0.139707,126600,68
-2.75263,-2.46448,-2.36512,0.032338,0.0185082,0.124581,6.70829,0.201809,0.142308,126700,69
-2.73504,-2.45345,-2.38582,0.0239055,0.0391441,0.130602,6.59697,0.203826,0.140834,126800,69
-2.75777,-2.45157,-2.39134,0.0217989,0.0386864,0.115029,6.78912,0.200528,0.141622,126900,69
-2.68493,-2.47073,-2.33997,0.0239557,0.0320695,0.104028,6.71028,0.198604,0.141015,127000,69
-2.76732,-2.46658,-2.38353,0.0287568,0.0292936,0.126913,6.63646,0.199746,0.140134,127100,69
-2.82745,-2.44384,-2.35881,0.0346405,0.0200213,0.114073,6.66994,0.201534,0.140064,127200,69
-2.7527,-2.47728,-2.35131,0.033421,0.0240951,0.12701,6.67996,0.199324,0.14072,127300,69
-2.79995,-2.45454,-2.40592,0.031681,0.0250191,0.1268,6.66353,0.202974,0.141193,127400,69
-2.78114,-2.45107,-2.39852,0.0323456,0.0226392,0.132401,6.68059,0.197911,0.142355,127500,69
-2.83331,-2.472,-2.3734,0.029313,0.0228462,0.130549,6.63122,0.198856,0.139436,127600,70
-2.80355,-2.43996,-2.36178,0.0347575,0.0259439,0.126179,6.68114,0.200427,0.141341,127700,70
-2.80921,-2.46887,-2.37807,0.029433,0.0396864,0.119612,6.70258,0.201155,0.142046,127800,70
-2.75382,-2.47127,-2.36989,0.0339798,0.0207155,0.126804,6.64014,0.198309,0.141718,127900,70
-2.83148,-2.45757,-2.35423,0.0301164,0.0343265,0.115016,6.65315,0.200422,0.142228,128000,70
-2.76931,-2.46132,-2.36753,0.0321719,0.0228593,0.123852,6.5878,0.199803,0.142146,128100,70
-2.7688,-2.43286,-2.38494,0.0277041,0.0285408,0.117426,6.73315,0.201619,0.140587,128200,70
-2.81295,-2.45401,-2.37448,0.0327173,0.0324165,0.120299,6.69769,0.203309,0.142198,128300,70
-2.80753,-2.47061,-2.3381,0.029765,0.0333654,0.104944,6.63785,0.202132,0.140611,128400,70
-2.75149,-2.45132,-2.34233,0.0280477,0.0295519,0.113742,6.72513,0.198011,0.142452,128500,71
-2.7728,-2.43507,-2.33797,0.0287496,0.0295547,0.0927642,6.76786,0.19968,0.141206,128600,71
-2.88013,-2.45359,-2.36651,0.026971,0.0382756,0.117728,6.54372,0.19987,0.142266,128700,71
-2.8494,-2.451,-2.31622,0.0347531,0.02685,0.0955249,6.68808,0.202328,0.141217,128800,71
-2.75946,-2.42678,-2.32101,0.0269344,0.0327481,0.104491,6.50739,0.196194,0.14308,128900,71
-2.8617,-2.45272,-2.32393,0.0277157,0.0417464,0.0949363,6.64122,0.199322,0.141101,129000,71
-2.83565,-2.42413,-2.33153,0.026391,0.0376006,0.0914042,6.7058,0.199134,0.140351,129100,71
-2.85433,-2.45284,-2.37693,0.0281919,0.0470867,0.103199,6.68114,0.201302,0.140183,129200,71
-2.88159,-2.45265,-2.38205,0.0257683,0.0482148,0.118945,6.59148,0.198045,0.139626,129300,71
-2.86529,-2.45805,-2.36447,0.0271134,0.034721,0.109339,6.6978,0.205356,0.136833,129400,72
-2.78697,-2.43065,-2.3499,0.028916,0.0348628,0.12261,6.75204,0.200067,0.142227,129500,72
-2.79355,-2.44471,-2.36809,0.0328778,0.0247644,0.126746,6.7181,0.199637,0.142859,129600,72
-2.79771,-2.43121,-2.3149,0.0249713,0.0350815,0.0848033,6.60156,0.201351,0.140553,129700,72
-2.7689,-2.45802,-2.33634,0.0313514,0.0176901,0.112839,6.66582,0.200021,0.144381,129800,72
-2.76906,-2.46177,-2.33376,0.0310066,0.0260945,0.109426,6.60708,0.199182,0.141966,129900,72
-2.72204,-2.47374,-2.36969,0.0292609,0.0285122,0.117265,6.63872,0.200585,0.140081,130000,73
-2.83,-2.43575,-2.31075,0.024136,0.0326,0.0953332,6.46093,0.200211,0.142004,130100,73
-2.74283,-2.44821,-2.35422,0.026228,0.0319444,0.114464,6.80532,0.200859,0.141958,130200,73
-2.78237,-2.45543,-2.31393,0.0321408,0.0289552,0.115999,6.66219,0.201966,0.144024,130300,73
-2.75819,-2.44913,-2.35613,0.0248032,0.0375215,0.105287,6.85964,0.198986,0.141238,130400,73
-2.84803,-2.44438,-2.34017,0.0312486,0.0241723,0.117722,6.73796,0.199061,0.141307,130500,73
-2.7893,-2.44831,-2.3251,0.0305306,0.0120722,0.112076,6.63892,0.199786,0.140718,130600,73
-2.72891,-2.45719,-2.34145,0.0227729,0.0266491,0.115387,6.51358,0.200577,0.139562,130700,74
-2.77559,-2.44777,-2.35122,0.0261314,0.0218102,0.109308,6.74462,0.199971,0.140097,130800,74
-2.78886,-2.44812,-2.39059,0.0306894,0.0224754,0.112145,6.69688,0.201533,0.13896,130900,74
-2.75708,-2.47496,-2.37742,0.0233484,0.0356847,0.124699,6.64303,0.199449,0.140776,131000,74
-2.86597,-2.44791,-2.32689,0.0338104,0.0325134,0.105247,6.70583,0.201283,0.139103,131100,74
-2.89476,-2.46015,-2.35329,0.0325297,0.0357255,0.117861,6.61208,0.201331,0.140434,131200,74
-2.76808,-2.43155,-2.35306,0.0230825,0.0353644,0.105451,6.63261,0.202047,0.141326,131300,74
-2.79539,-2.47238,-2.34083,0.021946,0.0445732,0.107221,6.62747,0.201319,0.139799,131400,74
-2.84022,-2.47171,-2.36452,0.0340396,0.0173243,0.115463,6.57581,0.202799,0.141085,131500,74
-2.85079,-2.49753,-2.34462,0.035084,0.029525,0.115601,6.69688,0.201596,0.142419,131600,74
-2.87693,-2.45413,-2.34508,0.0305931,0.024741,0.111709,6.67583,0.20103,0.14086,131700,74
-2.89568,-2.4746,-2.34438,0.036164,0.0192102,0.124658,6.67982,0.202231,0.140729,131800,74
-2.856,-2.4522,-2.36329,0.0354185,0.0277433,0.11783,6.63129,0.200625,0.14009,131900,74
-2.84786,-2.45338,-2.33939,0.0312607,0.0344714,0.108278,6.62657,0.201945,0.142047,132000,74
-2.85422,-2.46435,-2.36583,0.0311428,0.0348232,0.111108,6.63697,0.20575,0.141439,132100,75
-2.81168,-2.46851,-2.39757,0.0341552,0.019615,0.118324,6.62611,0.199882,0.139874,132200,75
-2.86185,-2.47899,-2.37847,0.0313153,0.0270817,0.128409,6.67107,0.199779,0.140246,132300,75
-2.82749,-2.46029,-2.33565,0.0315689,0.028361,0.113953,6.5614,0.204355,0.142944,132400,75
-2.82008,-2.42114,-2.3305,0.0275298,0.0290836,0.0988439,6.68623,0.202997,0.141119,132500,75
-2.75468,-2.46534,-2.32012,0.0246984,0.0386022,0.0882821,6.71758,0.199962,0.141689,132600,75
-2.78394,-2.45294,-2.37805,0.0270709,0.0305402,0.112073,6.82569,0.202203,0.140139,132700,75
-2.78677,-2.47524,-2.32923,0.0284706,0.03232,0.0993496,6.77551,0.201666,0.140989,132800,75
-2.77992,-2.46804,-2.32237,0.0298843,0.0257295,0.118972,6.70411,0.205137,0.140848,132900,75
-2.87161,-2.45638,-2.35657,0.0292222,0.0383069,0.114231,6.58404,0.201094,0.142046,133000,76
-2.90936,-2.44813,-2.35747,0.0305832,0.0351121,0.105418,6.7699,0.201049,0.13964,133100,76
-2.87704,-2.4846,-2.33317,0.0270042,0.0473073,0.101662,6.68735,0.200607,0.139756,133200,76
-2.82442,-2.46035,-2.3576,0.0224161,0.0362866,0.111302,6.54974,0.202479,0.140221,133300,76
-2.83581,-2.48007,-2.34019,0.0423222,0.0123266,0.102405,6.66291,0.199723,0.140305,133400,76
-2.83424,-2.45151,-2.3256,0.0372572,0.0152615,0.10964,6.66891,0.199446,0.141149,133500,76
-2.87895,-2.43565,-2.32573,0.0279888,0.0358436,0.0857052,6.73236,0.201615,0.141282,133600,76
-2.81701,-2.45334,-2.31989,0.0244301,0.0343543,0.0999881,6.73533,0.202091,0.140507,133700,76
-2.71758,-2.46246,-2.35937,0.0210445,0.0420823,0.10948,6.63792,0.200672,0.141975,133800,76
-2.66221,-2.46031,-2.36292,0.0272339,0.0174275,0.128804,6.68739,0.197703,0.142197,133900,77
-2.73509,-2.4481,-2.37018,0.0333863,0.0115922,0.126404,6.70911,0.199273,0.140757,134000,77
-2.7222,-2.47021,-2.3333,0.0268328,0.0195967,0.124073,6.68955,0.200771,0.141156,134100,77
-2.73095,-2.45204,-2.36475,0.0306017,0.0182148,0.113361,6.47905,0.203041,0.140602,134200,77
-2.82226,-2.46769,-2.33939,0.0316465,0.0229599,0.103595,6.67694,0.20134,0.140544,134300,77
-2.73956,-2.46822,-2.35724,0.0328027,0.0135087,0.110215,6.6484,0.201554,0.143363,134400,77
-2.75308,-2.4377,-2.2917,0.0213569,0.0330801,0.0942822,6.64444,0.197781,0.143016,134500,77
-2.66096,-2.4524,-2.32986,0.0263713,0.0148996,0.107518,6.7946,0.200469,0.14232,134600,77
-2.76113,-2.45758,-2.32121,0.0251713,0.0247997,0.100589,6.74662,0.200976,0.141481,134700,77
-2.72967,-2.44295,-2.33165,0.0245416,0.0201673,0.102251,6.75487,0.197933,0.142132,134800,77
-2.71329,-2.46795,-2.34484,0.0212812,0.0332663,0.10082,6.77378,0.201949,0.139624,134900,77
-2.734,-2.45446,-2.38577,0.0299538,0.0250348,0.11392,6.77343,0.201202,0.139744,135000,77
-2.81606,-2.45264,-2.34949,0.024737,0.0396416,0.119499,6.63308,0.200999,0.141895,135100,78
-2.77182,-2.48556,-2.37621,0.0283979,0.0242398,0.127428,6.68541,0.202548,0.140974,135200,78
-2.75108,-2.46007,-2.34358,0.0215606,0.0278526,0.114269,6.75637,0.202603,0.141662,135300,78
-2.78589,-2.45476,-2.35171,0.0269155,0.0350141,0.116906,6.53955,0.197752,0.14032,135400,78
-2.79566,-2.45435,-2.35202,0.0330126,0.0233885,0.111357,6.67108,0.201955,0.141607,135500,78
-2.78294,-2.45459,-2.32254,0.0309009,0.0234053,0.106363,6.72186,0.201571,0.142577,135600,78
-2.82522,-2.44393,-2.37116,0.0309975,0.0261911,0.121846,6.57281,0.198187,0.142737,135700,78
-2.82072,-2.43564,-2.36847,0.0325228,0.0271294,0.124066,6.555,0.20126,0.142484,135800,78
-2.69787,-2.47502,-2.36176,0.0260106,0.0275943,0.110391,6.69928,0.200249,0.140055,135900,78
-2.72767,-2.45492,-2.31661,0.0303408,0.0179738,0.118189,6.69198,0.202528,0.142674,136000,78
-2.72816,-2.46251,-2.32565,0.0266588,0.0244711,0.118698,6.65778,0.198245,0.142262,136100,78
-2.71995,-2.45205,-2.34135,0.0270179,0.0157139,0.113438,6.72515,0.199555,0.141138,136200,78
-2.75068,-2.45373,-2.33586,0.0306269,0.0253138,0.112005,6.62335,0.198255,0.141725,136300,78
-2.71041,-2.432,-2.33472,0.0217444,0.0253862,0.108848,6.71773,0.201422,0.143329,136400,79
-2.6948,-2.48537,-2.34152,0.0225757,0.0257851,0.118808,6.75944,0.202788,0.14208,136500,79
-2.74161,-2.44894,-2.33409,0.0244554,0.0328794,0.107618,6.69359,0.197668,0.140889,136600,79
-2.6878,-2.45519,-2.33293,0.0239849,0.0185261,0.103751,6.68819,0.198683,0.141226,136700,79
-2.73064,-2.48017,-2.35457,0.0257627,0.0212604,0.116848,6.74919,0.198243,0.140077,136800,79
-2.69234,-2.44294,-2.3376,0.0198213,0.0326931,0.108215,6.60817,0.197405,0.142457,136900,79
-2.77029,-2.43073,-2.31642,0.0203236,0.0332358,0.0908622,6.74252,0.19819,0.142448,137000,79
-2.8018,-2.4649,-2.30404,0.0267655,0.0406061,0.105858,6.67067,0.199702,0.142734,137100,79
-2.75915,-2.45248,-2.36549,0.0254141,0.0389498,0.114034,6.63694,0.198237,0.141775,137200,79
-2.82769,-2.44889,-2.32627,0.0275296,0.0312579,0.105567,6.66793,0.198904,0.139946,137300,80
-2.80694,-2.45291,-2.33412,0.0218315,0.0432105,0.109884,6.65519,0.199286,0.141885,137400,80
-2.75963,-2.46806,-2.34627,0.0291786,0.0269907,0.0918568,6.59361,0.199462,0.140974,137500,80
-2.78068,-2.45242,-2.36857,0.0236462,0.0274869,0.113264,6.66137,0.2012,0.141365,137600,80
-2.82814,-2.42309,-2.31108,0.0227927,0.0322022,0.0898379,6.59499,0.197121,0.141046,137700,80
-2.73331,-2.45033,-2.34524,0.0249394,0.0248901,0.107962,6.68007,0.196484,0.141997,137800,80
-2.73974,-2.42694,-2.32638,0.0222167,0.0263066,0.0888678,6.64239,0.200698,0.138364,137900,80
-2.69195,-2.43446,-2.32702,0.0219,0.0382822,0.0993384,6.62873,0.199992,0.142078,138000,80
-2.79901,-2.44743,-2.32095,0.0343766,0.0241067,0.100468,6.74895,0.200351,0.143046,138100,80
-2.75611,-2.45296,-2.31704,0.0347737,0.0131176,0.106931,6.60156,0.198893,0.141526,138200,81
-2.76371,-2.43277,-2.37735,0.0300014,0.0191542,0.131166,6.64502,0.204503,0.140655,138300,81
-2.70325,-2.44201,-2.37506,0.022321,0.0312534,0.106798,6.72014,0.201123,0.139259,138400,81
-2.71662,-2.47404,-2.37002,0.0277598,0.0280965,0.105608,6.70885,0.198028,0.140673,138500,81
-2.80178,-2.44073,-2.34498,0.0281953,0.0345322,0.0980972,6.72625,0.203326,0.141785,138600,81
-2.73302,-2.45577,-2.32907,0.0268706,0.0250603,0.116355,6.67286,0.199294,0.14277,138700,81
-2.7977,-2.46474,-2.37293,0.0314158,0.0260242,0.116121,6.63977,0.19636,0.141131,138800,81
-2.78758,-2.41472,-2.34282,0.0291092,0.0253173,0.105392,6.63981,0.199673,0.140856,138900,81
-2.73446,-2.46003,-2.33578,0.0183161,0.0355313,0.100555,6.64277,0.200181,0.14181,139000,81
-2.73671,-2.49297,-2.35886,0.0312164,0.0125673,0.121291,6.72636,0.198459,0.141851,139100,82
-2.77485,-2.45346,-2.37109,0.0282038,0.0239327,0.124745,6.69417,0.200118,0.140283,139200,82
-2.72713,-2.44676,-2.32155,0.0365512,0.0133689,0.10398,6.6249,0.201532,0.141004,139300,82
-2.6979,-2.47027,-2.35199,0.0329526,0.0200604,0.122349,6.63304,0.200519,0.142727,139400,82
-2.76713,-2.47154,-2.32041,0.0229648,0.0349519,0.111039,6.58948,0.199445,0.142543,139500,82
-2.79663,-2.45548,-2.34547,0.028997,0.02284,0.116348,6.64055,0.199204,0.14095,139600,82
-2.77383,-2.46766,-2.35433,0.0296451,0.0261258,0.119191,6.61193,0.201929,0.139827,139700,82
-2.70686,-2.44825,-2.36518,0.019683,0.0395458,0.105701,6.70086,0.200289,0.142437,139800,82
-2.72436,-2.45364,-2.3299,0.0201677,0.0373135,0.0960153,6.70904,0.198113,0.139883,139900,82
-2.67902,-2.45607,-2.33808,0.0159095,0.0378944,0.104527,6.69998,0.200471,0.141951,140000,83
-2.69581,-2.43909,-2.35505,0.022445,0.0267175,0.11133,6.74789,0.201422,0.141305,140100,83
-2.74769,-2.45435,-2.37162,0.0258589,0.0208989,0.10785,6.58765,0.199387,0.141881,140200,83
-2.84,-2.45305,-2.34707,0.0263922,0.037644,0.104305,6.66437,0.201296,0.140006,140300,83
-2.79012,-2.45637,-2.32823,0.0272411,0.0389913,0.107486,6.68513,0.199687,0.139843,140400,84
-2.81226,-2.44177,-2.34271,0.0250037,0.0341208,0.099454,6.70897,0.196896,0.140577,140500,84
-2.75312,-2.47212,-2.35427,0.0258556,0.0321345,0.114295,6.62491,0.19834,0.139318,140600,84
-2.84426,-2.44682,-2.32727,0.0370853,0.0205894,0.100429,6.71637,0.198931,0.139155,140700,84
-2.84973,-2.46499,-2.33612,0.0315656,0.0291616,0.107493,6.63076,0.199141,0.139556,140800,84
-2.7051,-2.4466,-2.30462,0.0243641,0.032114,0.0964005,6.73663,0.199872,0.142395,140900,84
-2.78108,-2.43163,-2.37868,0.0233036,0.0443841,0.103545,6.58719,0.200504,0.140325,141000,84
-2.85488,-2.43293,-2.35673,0.0364614,0.0261086,0.113771,6.60507,0.202292,0.143677,141100,84
-2.86759,-2.43316,-2.33723,0.0301006,0.0311559,0.100064,6.80208,0.199373,0.140991,141200,84
-2.89317,-2.4377,-2.32023,0.0316346,0.0292268,0.0974923,6.70768,0.201957,0.138338,141300,85
-2.8573,-2.459,-2.35372,0.0257952,0.0274984,0.11545,6.6177,0.199704,0.139752,141400,85
-2.80393,-2.4551,-2.35234,0.0350638,0.0151004,0.111463,6.61929,0.202256,0.140269,141500,85
-2.71141,-2.47972,-2.37679,0.0357083,0.00908238,0.110423,6.68461,0.201164,0.140541,141600,85
-2.82906,-2.45262,-2.35956,0.0318212,0.0288268,0.104862,6.63312,0.201494,0.140102,141700,85
-2.83433,-2.42737,-2.32048,0.0316065,0.0254324,0.0937474,6.77252,0.20183,0.141386,141800,85
-2.82788,-2.44429,-2.33819,0.0290646,0.03516,0.102003,6.75782,0.198713,0.140629,141900,85
-2.80509,-2.45602,-2.34333,0.0297832,0.024009,0.107827,6.60321,0.197327,0.14006,142000,85
-2.69237,-2.4698,-2.35146,0.0240822,0.0269448,0.119294,6.58277,0.198311,0.141506,142100,85
-2.76714,-2.44835,-2.34456,0.030244,0.0199129,0.107282,6.51751,0.19649,0.140628,142200,86
-2.7774,-2.46548,-2.34188,0.0309988,0.0179539,0.108098,6.68027,0.200291,0.140775,142300,86
-2.81523,-2.42465,-2.33872,0.0358765,0.0144399,0.105344,6.67986,0.199497,0.142367,142400,86
-2.80048,-2.4593,-2.31952,0.0237694,0.0333927,0.110406,6.67739,0.201189,0.139959,142500,86
-2.7531,-2.44265,-2.36485,0.03684,0.014568,0.112468,6.55581,0.19836,0.141273,142600,86
-2.86858,-2.43593,-2.32629,0.0346039,0.0227356,0.0968402,6.81249,0.201933,0.14036,142700,86
-2.71595,-2.47831,-2.33378,0.0325438,0.0113832,0.120836,6.58501,0.200784,0.140711,142800,86
-2.79582,-2.44377,-2.32984,0.0305564,0.0249962,0.0996232,6.64022,0.201429,0.14248,142900,86
-2.93579,-2.45072,-2.34737,0.034931,0.030498,0.112973,6.63877,0.199201,0.142102,143000,86
-2.77792,-2.45554,-2.32849,0.0298768,0.0331598,0.114891,6.69606,0.199973,0.142735,143100,86
