BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.45406,-2.19959,-2.01315,0.00154909,0.0577525,0.00295902,6.54908,0.181524,0.139669,2747000,6124
-2.49417,-2.15997,-2.01761,0.00896263,0.0421872,0.00768482,6.6203,0.183663,0.142448,2748000,6127
-2.432,-2.18718,-1.98953,0.00580235,0.0525805,0.00291143,6.58538,0.186444,0.141925,2749000,6130
-2.44474,-2.19703,-2.06207,4.81637e-05,0.0574328,0.0158376,6.6332,0.184164,0.140853,2750000,6133
-2.5027,-2.19322,-2.04476,0.00152369,0.0596607,0.0123891,6.75366,0.186849,0.138266,2751000,6136
-2.52096,-2.19439,-2.02857,0.00345764,0.0583955,0.00815287,6.62502,0.18672,0.139551,2752000,6139
-2.47579,-2.16917,-1.983,0.00252197,0.0516257,0.0019336,6.55013,0.184533,0.141613,2753000,6142
-2.44726,-2.18276,-2.0122,0.0147195,0.040637,0.00628174,6.80891,0.185604,0.141464,2754000,6146
-2.54454,-2.17627,-2.02457,0.0101111,0.0566232,0.00511168,6.60113,0.183974,0.141471,2755000,6149
-2.55219,-2.16154,-2.01195,0.00854838,0.0511531,0.00224738,6.65532,0.187062,0.140903,2756000,6152
-2.54232,-2.19942,-2.03726,0.00411337,0.0580727,0.0180606,6.67914,0.187196,0.141849,2757000,6155
-2.4897,-2.16574,-2.0281,0.00432087,0.0578105,0.0038709,6.63326,0.183958,0.143279,2758000,6158
-2.45685,-2.20323,-2.03534,0.00435086,0.0571584,0.00715898,6.59215,0.186036,0.141595,2759000,6161
-2.53741,-2.19706,-2.05455,0.00242686,0.0641059,0.0121301,6.75463,0.185656,0.13986,2760000,6164
-2.46122,-2.18941,-2.03405,0.0107492,0.0498232,0.0106295,6.73315,0.184644,0.140722,2761000,6167
-2.53436,-2.18067,-2.0694,0.00519623,0.0597282,0.00557363,6.58127,0.185827,0.14022,2762000,6170
-2.528,-2.18609,-2.01338,0.00810596,0.0546176,0.00888156,6.67211,0.183297,0.141599,2763000,6173
-2.45465,-2.18602,-2.02436,0.00373033,0.0624746,0.00403018,6.76773,0.185063,0.140898,2764000,6177
-2.38725,-2.18228,-2.01193,0.000680959,0.0544379,0.00699317,6.5464,0.182777,0.142486,2765000,6180
-2.48152,-2.19204,-2.03487,0.00645168,0.0533658,0.0101754,6.63709,0.183438,0.139417,2766000,6183
-2.52462,-2.18028,-2.0226,0.00764046,0.0517107,0.00346407,6.63547,0.182418,0.139632,2767000,6186
-2.57902,-2.19164,-2.0416,0.00449407,0.0611987,0.0114328,6.69867,0.185386,0.140594,2768000,6189
-2.5558,-2.20575,-2.02198,0.0107894,0.053764,0.0103378,6.62073,0.183778,0.141825,2769000,6192
-2.55999,-2.15548,-2.03523,0.00730352,0.0648534,0.000270265,6.60358,0.181465,0.141265,2770000,6195
-2.48459,-2.18171,-2.02912,0.00957908,0.0505726,0.0155573,6.68992,0.18288,0.142597,2771000,6198
-2.4739,-2.17286,-2.0197,0.00990408,0.0466494,0.0127153,6.54998,0.183028,0.142065,2772000,6201
-2.55797,-2.21205,-2.00712,0.0138987,0.0538277,0.00115351,6.54872,0.187076,0.141273,2773000,6204
-2.48163,-2.16827,-2.02438,0.00485413,0.0544582,0.00116365,6.58851,0.182826,0.143685,2774000,6207
-2.4639,-2.17909,-2.04245,0.00387945,0.0579438,0.00275669,6.61822,0.183405,0.141567,2775000,6210
-2.54873,-2.17055,-2.00805,0.00308056,0.0611317,0.00249301,6.7808,0.181721,0.139715,2776000,6214
-2.55588,-2.17212,-2.00318,0.0111707,0.0540351,0.00650597,6.65408,0.183692,0.142562,2777000,6217
-2.53573,-2.16801,-2.04653,0.0023731,0.0639479,0.00578636,6.54183,0.182205,0.141,2778000,6220
-2.49544,-2.18265,-2.01051,0.00918929,0.0570309,0.00172933,6.63542,0.184767,0.140945,2779000,6223
-2.4897,-2.18189,-2.00558,0.015441,0.0433765,0.00172725,6.7703,0.181506,0.138648,2780000,6226
-2.41254,-2.19872,-2.03262,0.00129271,0.0557292,0.011864,6.78537,0.184774,0.13991,2781000,6229
-2.44962,-2.21801,-2.02169,0.00399242,0.0488735,0.0169835,6.55845,0.18752,0.140984,2782000,6232
-2.53603,-2.17361,-2.041,0.00894269,0.0546609,0.00099907,6.79375,0.185589,0.141035,2783000,6235
-2.42916,-2.19584,-2.01721,0.00489625,0.0549434,0.0036771,6.63325,0.185147,0.140449,2784000,6238
-2.51401,-2.19041,-2.03114,0.00776781,0.054664,0.00879027,6.59933,0.187468,0.143659,2785000,6241
-2.52774,-2.19249,-2.02281,0.00754706,0.0573216,0.00246207,6.80919,0.186668,0.140119,2786000,6244
-2.52972,-2.19127,-2.01173,0.00257588,0.0640234,0.00676554,6.65722,0.183909,0.140146,2787000,6247
-2.4333,-2.22636,-2.00447,0.00567575,0.057013,0.00204488,6.68819,0.183976,0.140934,2788000,6250
-2.39885,-2.17987,-2.01027,0.000303255,0.0533206,0.00215922,6.58134,0.184117,0.138271,2789000,6253
-2.45071,-2.20485,-2.04902,0.00805481,0.0498518,0.0174037,6.63796,0.184272,0.140083,2790000,6256
-2.49221,-2.19538,-2.02269,0.00665268,0.0468345,0.00798324,6.69192,0.185814,0.137815,2791000,6259
-2.53292,-2.20263,-2.04231,0.00432585,0.0652137,0.00326703,6.6786,0.183585,0.139761,2792000,6262
-2.40218,-2.17215,-2.0384,0.00336942,0.0483282,0.00499229,6.64938,0.183627,0.141288,2793000,6266
-2.4647,-2.18607,-2.04764,0.000198331,0.0523273,0.000779776,6.70758,0.182717,0.139784,2794000,6269
-2.47629,-2.18359,-2.02419,0.00381397,0.0534834,0.0022811,6.57604,0.182364,0.138685,2795000,6272
-2.43298,-2.18741,-2.04989,0.00122528,0.0509152,0.000416769,6.66784,0.185672,0.139161,2796000,6275
-2.48993,-2.19047,-2.04637,0.00727015,0.0515135,0.0168768,6.71792,0.185841,0.139555,2797000,6278
-2.48018,-2.16244,-2.03113,0.0158544,0.047842,0.0062777,6.725,0.184744,0.141123,2798000,6281
-2.52605,-2.19865,-2.07335,0.00729247,0.0564213,0.0102272,6.63659,0.187498,0.140105,2799000,6284
-2.40312,-2.19656,-2.04842,0.00494417,0.0501585,0.015775,6.6336,0.186946,0.140672,2800000,6287
-2.41533,-2.15986,-2.0164,0.00160276,0.0513683,0.00107296,6.72465,0.185152,0.141607,2801000,6290
-2.39882,-2.17738,-2.00162,0.00449616,0.0461538,0.000587079,6.73161,0.183955,0.139862,2802000,6293
-2.50251,-2.1649,-1.99445,0.0115156,0.0504457,0.00151558,6.74358,0.184159,0.142916,2803000,6296
-2.32382,-2.16076,-1.99261,0.0037738,0.0480137,0.00396931,6.67612,0.18476,0.140931,2804000,6299
-2.47985,-2.20957,-2.03555,0.0104632,0.0461929,0.00820153,6.53873,0.1835,0.141037,2805000,6302
-2.55103,-2.16874,-2.01146,0.0092828,0.0531469,0.00303332,6.64536,0.186033,0.140357,2806000,6305
-2.60247,-2.18607,-2.01254,0.0150489,0.051241,0.00310767,6.7061,0.181989,0.139722,2807000,6308
-2.54354,-2.18547,-2.02425,0.0149238,0.0449588,0.00404381,6.6427,0.186647,0.140467,2808000,6311
-2.43001,-2.17773,-2.03419,0.00159714,0.0550041,0.00933945,6.75718,0.184746,0.141407,2809000,6314
-2.44566,-2.20955,-2.03808,0.00281735,0.0572556,0.00150683,6.68568,0.183952,0.138624,2810000,6317
-2.50587,-2.21422,-2.02303,0.00932898,0.0495427,0.0166196,6.61274,0.182668,0.140704,2811000,6320
-2.63139,-2.16672,-2.02189,0.0141551,0.0519678,0.00144957,6.61169,0.184032,0.139957,2812000,6323
-2.44879,-2.1829,-2.06502,0.0119713,0.0523026,0.0228928,6.54001,0.182943,0.140754,2813000,6326
-2.45583,-2.18602,-2.04983,0.00592173,0.0579936,0.0132446,6.55618,0.18234,0.140849,2814000,6329
-2.39143,-2.16664,-2.0186,0.00674065,0.0427839,0.00247054,6.69463,0.18567,0.141854,2815000,6332
-2.44771,-2.21954,-2.02903,0.00151834,0.0555043,0.00300335,6.75188,0.184369,0.139746,2816000,6335
-2.40278,-2.19109,-2.0403,0.000514915,0.0535969,0.000847109,6.70881,0.18696,0.141295,2817000,6338
-2.45812,-2.17377,-2.02532,0.00664933,0.0489741,0.000332683,6.62321,0.187478,0.139874,2818000,6341
-2.40998,-2.16896,-2.02663,0.00507099,0.048342,0.00672356,6.62362,0.182925,0.141494,2819000,6344
-2.47403,-2.18699,-2.05979,0.00166824,0.057812,0.00230305,6.6278,0.181184,0.138546,2820000,6349
-2.50815,-2.15545,-2.02515,0.00571418,0.0523574,0.00670143,6.63529,0.183532,0.140584,2821000,6352
-2.47831,-2.18317,-2.03922,0.0048018,0.0544007,0.00328936,6.67125,0.184227,0.140975,2822000,6355
-2.5026,-2.16337,-2.02891,0.00344659,0.0632549,0.00659034,6.71549,0.181651,0.141066,2823000,6358
-2.49017,-2.17585,-2.01006,0.011612,0.0492166,0.00256709,6.73919,0.18457,0.140412,2824000,6361
-2.4577,-2.18054,-2.0075,0.01168,0.0434992,0.00375769,6.54597,0.18468,0.141763,2825000,6364
-2.55012,-2.20261,-2.0723,0.0132606,0.0531048,0.00741564,6.64721,0.183816,0.140825,2826000,6367
-2.52928,-2.16724,-2.0179,0.00622025,0.0528287,0.00977162,6.72296,0.188715,0.139296,2827000,6371
-2.53731,-2.16989,-2.02019,0.0036174,0.0639521,0.0113179,6.70503,0.185672,0.138851,2828000,6374
-2.51287,-2.19086,-2.01931,0.0125752,0.0482089,0.00232258,6.70783,0.185142,0.141334,2829000,6377
-2.4649,-2.22108,-2.04192,0.0154283,0.0442249,0.0119827,6.76439,0.184709,0.140313,2830000,6380
-2.56447,-2.19968,-2.05062,0.0180053,0.0461413,0.00754116,6.58447,0.183016,0.141086,2831000,6383
-2.52089,-2.19248,-2.01556,0.0149402,0.0433961,0.00321534,6.71066,0.185035,0.139461,2832000,6386
-2.5417,-2.17218,-2.01209,0.0126873,0.0510237,0.0063815,6.68191,0.183095,0.139094,2833000,6389
-2.52819,-2.17768,-2.02585,0.0151507,0.0405226,0.0131405,6.57818,0.185919,0.14141,2834000,6392
-2.41318,-2.19968,-2.04452,0.00932015,0.0488367,0.000368129,6.79171,0.182871,0.140268,2835000,6395
-2.54224,-2.20165,-2.05633,0.0127139,0.0578948,0.00913144,6.71697,0.183775,0.139057,2836000,6398
-2.49318,-2.18921,-2.02716,0.01025,0.0489849,0.00408258,6.71741,0.184349,0.139148,2837000,6401
-2.39838,-2.1751,-2.01345,0.00388175,0.0489686,0.00511682,6.55981,0.185357,0.141091,2838000,6405
-2.47521,-2.21964,-2.04997,0.0104015,0.0524508,0.0098539,6.68757,0.185941,0.136925,2839000,6408
-2.53466,-2.19386,-2.00544,0.0092005,0.0563151,0.00175668,6.66174,0.186149,0.1382,2840000,6411
-2.40792,-2.19827,-2.00314,0.00966621,0.0427466,0.0024616,6.69585,0.185121,0.140684,2841000,6414
-2.52872,-2.1844,-2.01657,0.00391018,0.0618165,0.00248428,6.7075,0.18263,0.139169,2842000,6417
-2.55201,-2.19596,-2.04617,0.0129756,0.0537693,0.0108116,6.59188,0.184561,0.141574,2843000,6420
-2.57504,-2.1908,-2.0473,0.0107133,0.0484259,0.00543889,6.62029,0.184348,0.1392,2844000,6423
-2.47672,-2.17899,-2.02695,0.0114169,0.0495576,0.00434297,6.5231,0.187497,0.139999,2845000,6426
-2.47339,-2.20084,-2.0472,0.0095945,0.0442319,0.00315929,6.71208,0.184424,0.141497,2846000,6429
-2.44672,-2.18928,-2.0096,0.00655269,0.0589572,0.0063705,6.63208,0.184468,0.141576,2847000,6432
-2.47673,-2.17588,-2.01896,0.00421979,0.0610706,0.00353674,6.62734,0.182871,0.140589,2848000,6435
-2.39679,-2.18788,-2.02386,0.00658642,0.0454739,0.00492927,6.70051,0.187576,0.140711,2849000,6439
-2.46036,-2.16698,-2.01883,0.00511234,0.0524305,0.00986247,6.76158,0.182169,0.143211,2850000,6442
-2.39801,-2.175,-2.03614,0.0064917,0.0425165,0.011147,6.73983,0.184661,0.141622,2851000,6445
-2.43193,-2.17669,-2.03372,0.00489292,0.0500007,0.00126529,6.74755,0.186026,0.140433,2852000,6448
-2.55899,-2.17033,-2.01594,0.014314,0.0505559,0.0050905,6.73409,0.18219,0.141704,2853000,6451
-2.5202,-2.17447,-2.0184,0.0130677,0.044577,0.00677046,6.72255,0.184336,0.143682,2854000,6454
-2.47917,-2.15841,-2.03372,0.00647998,0.0519072,0.00410713,6.60959,0.182744,0.142654,2855000,6457
-2.50528,-2.18142,-2.04957,0.00716963,0.0532609,0.00531567,6.69137,0.184488,0.137836,2856000,6460
-2.48542,-2.17337,-2.02521,0.00287954,0.0553143,0.00162818,6.67745,0.185096,0.139501,2857000,6463
-2.51546,-2.20754,-2.04232,0.0128187,0.0519246,0.019251,6.81465,0.185598,0.140784,2858000,6466
-2.59868,-2.18322,-2.03469,0.00726284,0.0581436,0.0151289,6.6404,0.184762,0.138773,2859000,6469
-2.53863,-2.16758,-2.04236,0.00687836,0.0557913,0.00848911,6.74402,0.183208,0.14118,2860000,6472
-2.44864,-2.18899,-2.04908,0.0030459,0.0530175,0.00525517,6.62056,0.182655,0.137978,2861000,6476
-2.46302,-2.18484,-1.98728,0.00170138,0.0549876,0.000691137,6.57439,0.18535,0.141287,2862000,6479
-2.55424,-2.1549,-1.98088,0.015051,0.0409735,0.00436352,6.6632,0.184625,0.142906,2863000,6482
-2.44375,-2.15605,-2.03611,0.00573195,0.0572398,0.0202802,6.56039,0.185577,0.141565,2864000,6485
-2.47573,-2.19635,-2.04955,0.00418425,0.0467799,0.0190487,6.68645,0.186363,0.141351,2865000,6488
-2.47248,-2.18795,-2.05511,0.0119982,0.0482575,0.0140299,6.61927,0.183901,0.141656,2866000,6491
-2.42493,-2.20252,-2.03455,0.0124103,0.0466711,0.0135229,6.67476,0.184519,0.140949,2867000,6494
-2.48816,-2.19352,-2.04197,0.00931473,0.0510886,0.00626976,6.72385,0.185356,0.139205,2868000,6497
-2.44535,-2.20729,-2.02862,0.0119946,0.0444178,0.0288446,6.67741,0.189298,0.141693,2869000,6500
-2.40397,-2.19689,-2.04005,0.00100632,0.0621159,0.0133419,6.63647,0.187494,0.140451,2870000,6503
-2.48526,-2.17628,-2.05065,0.00643211,0.0581941,0.0141588,6.78728,0.186529,0.140916,2871000,6507
-2.41575,-2.1964,-2.02021,0.000398951,0.0445247,0.00370585,6.83035,0.185088,0.140722,2872000,6510
-2.46507,-2.18435,-2.04214,0.00175205,0.0545181,0.0177033,6.70188,0.184856,0.139948,2873000,6513
-2.4969,-2.15235,-1.99876,0.0153621,0.0443539,0.00185822,6.68526,0.185443,0.142396,2874000,6516
-2.42693,-2.16739,-2.03875,0.0109967,0.0518769,0.00886296,6.69501,0.185991,0.141885,2875000,6519
-2.54076,-2.18268,-2.01985,0.0102143,0.0563151,0.000127242,6.65807,0.187498,0.142131,2876000,6522
-2.58512,-2.20294,-2.02102,0.0119848,0.0522276,0.00896745,6.66044,0.18765,0.140766,2877000,6525
-2.45479,-2.21299,-2.0845,0.0052638,0.0534223,0.0221955,6.69549,0.185526,0.137455,2878000,6528
-2.52253,-2.19638,-2.03072,0.00977613,0.0603546,0.00613846,6.73354,0.184113,0.143718,2879000,6531
-2.40406,-2.16318,-2.01451,0.00381794,0.0491026,0.00318703,6.59683,0.183579,0.140878,2880000,6534
-2.53394,-2.14985,-1.9857,0.0141371,0.0454244,0.000346091,6.62123,0.185482,0.144741,2881000,6537
-2.35201,-2.18719,-2.06356,0.0020934,0.0450474,0.016002,6.68144,0.183057,0.140954,2882000,6541
-2.51577,-2.198,-2.00818,0.0197384,0.0415684,0.0145138,6.74123,0.187398,0.141305,2883000,6544
-2.56573,-2.18585,-2.00272,0.0131985,0.047468,0.00099914,6.59588,0.185309,0.138456,2884000,6547
-2.43077,-2.16108,-2.03489,0.00483959,0.0544134,0.014433,6.67693,0.185804,0.141102,2885000,6550
-2.48396,-2.19332,-1.98195,0.00419862,0.0603763,0.00380278,6.74748,0.185579,0.142544,2886000,6553
-2.38873,-2.21809,-2.01444,0.00253981,0.058881,0.00417032,6.73108,0.182169,0.141363,2887000,6556
-2.45507,-2.18978,-2.04544,0.00759176,0.0420594,0.0197811,6.67885,0.186787,0.140283,2888000,6559
-2.50691,-2.16646,-2.00877,0.00921882,0.0530893,0.00482518,6.55657,0.183922,0.142313,2889000,6562
-2.44672,-2.17836,-2.04624,0.0104559,0.0473857,0.00878635,6.64621,0.186709,0.138879,2890000,6565
-2.43977,-2.21426,-2.03398,0.00128867,0.0518742,0.0145136,6.58826,0.186078,0.14167,2891000,6568
-2.49624,-2.1949,-2.00651,0.0101601,0.0460441,0.0136213,6.64422,0.184166,0.143342,2892000,6571
-2.49618,-2.18151,-2.01065,0.00931182,0.0529152,0.00315575,6.76889,0.183315,0.140744,2893000,6574
-2.52857,-2.13987,-2.01127,0.0048467,0.0565466,0.00456213,6.75143,0.183695,0.144145,2894000,6577
-2.40152,-2.18698,-2.01927,0.00615371,0.0470603,0.00454825,6.71139,0.184245,0.141714,2895000,6580
-2.49469,-2.18595,-2.01736,0.00271561,0.0634047,0.00705203,6.72322,0.18603,0.140883,2896000,6583
-2.53223,-2.20179,-2.02297,0.00881548,0.0541449,0.0131126,6.73257,0.184482,0.140118,2897000,6586
-2.46213,-2.1742,-2.03428,0.00746188,0.0504951,0.0170694,6.6306,0.182154,0.13985,2898000,6589
-2.45784,-2.19696,-2.01693,0.000925803,0.0612153,0.00741544,6.54479,0.18516,0.14042,2899000,6592
-2.37882,-2.18307,-2.03213,0.00281006,0.0549509,0.00839716,6.69818,0.185705,0.143358,2900000,6595
-2.57049,-2.16745,-1.99211,0.0127092,0.0547691,0.000154305,6.73707,0.186777,0.14178,2901000,6598
-2.48441,-2.16697,-2.00892,0.00639445,0.0588669,7.4177e-05,6.62356,0.183045,0.143928,2902000,6601
-2.5049,-2.15035,-1.99596,0.0233192,0.0371189,0.00338239,6.63332,0.183203,0.143768,2903000,6604
-2.40234,-2.18482,-1.99256,0.00668239,0.0469235,0.00182276,6.6906,0.183955,0.141158,2904000,6607
-2.47516,-2.20467,-2.03524,0.00499791,0.0537494,0.0158066,6.6791,0.18336,0.139778,2905000,6610
-2.52688,-2.18292,-2.00275,0.012094,0.0478104,0.000691278,6.69526,0.185478,0.141443,2906000,6613
-2.54965,-2.20363,-2.04067,0.0099793,0.0551963,0.0125697,6.62007,0.182864,0.140127,2907000,6616
-2.40539,-2.18802,-1.98971,0.00246563,0.0523598,0.000486271,6.72038,0.182987,0.139409,2908000,6619
-2.47621,-2.16975,-1.99287,0.00839201,0.0449644,0.00437228,6.71254,0.183025,0.142128,2909000,6622
-2.58501,-2.17667,-2.04118,0.0137081,0.0568218,0.00485562,6.72719,0.184611,0.140202,2910000,6625
-2.46466,-2.18907,-2.03133,0.00920403,0.0481525,0.00259264,6.59064,0.185489,0.138655,2911000,6628
-2.48853,-2.21767,-2.04314,0.0102423,0.0551616,0.00695129,6.76514,0.183136,0.141135,2912000,6631
-2.47968,-2.16879,-2.00039,0.012486,0.0433267,0.0010475,6.73636,0.185499,0.14164,2913000,6634
-2.48702,-2.14864,-2.01986,0.00525515,0.0545901,0.00131757,6.77497,0.184985,0.142301,2914000,6637
-2.55211,-2.19066,-2.04956,0.0103907,0.0540694,0.0168169,6.49398,0.187814,0.140598,2915000,6640
-2.47713,-2.1874,-2.05019,0.00426499,0.0587377,0.0189849,6.63483,0.18446,0.139782,2916000,6643
-2.46411,-2.18444,-2.03066,0.00224551,0.0528294,0.00248718,6.63638,0.185115,0.139046,2917000,6646
-2.39979,-2.15398,-2.02223,0.0041635,0.0565379,0.00165492,6.68439,0.184962,0.141819,2918000,6649
-2.50337,-2.2036,-2.00722,0.00344619,0.0600303,0.00160599,6.6412,0.18608,0.141846,2919000,6652
-2.4427,-2.18721,-1.99771,0.00863037,0.0450794,0.00147994,6.79329,0.185404,0.142913,2920000,6657
-2.51106,-2.16716,-1.98247,0.00981878,0.0485765,0.00173921,6.7111,0.183162,0.142442,2921000,6660
-2.5184,-2.1828,-2.00441,0.00963445,0.051107,0.000800626,6.5676,0.187441,0.142073,2922000,6664
-2.46773,-2.17829,-2.01251,0.00199579,0.0553159,0.000186373,6.65967,0.185872,0.140674,2923000,6667
-2.45312,-2.16792,-1.99434,0.000887649,0.0637397,0.000572023,6.67064,0.182877,0.141314,2924000,6670
-2.55931,-2.19114,-2.04964,0.0151593,0.0453487,0.0118013,6.57724,0.186291,0.141843,2925000,6673
-2.50737,-2.19228,-2.04015,0.00776938,0.0579885,0.0157839,6.70118,0.187511,0.141605,2926000,6676
-2.54939,-2.19075,-2.02604,0.00771221,0.0556164,0.00200135,6.70361,0.185737,0.138829,2927000,6679
-2.45543,-2.16974,-2.01265,0.0124539,0.0480489,0.0061749,6.70636,0.184953,0.140979,2928000,6682
-2.46348,-2.1697,-2.01356,0.00359546,0.0576682,0.00609923,6.78108,0.184481,0.142582,2929000,6685
-2.49754,-2.18878,-2.0273,0.0019445,0.0645388,0.00630269,6.55086,0.183905,0.142448,2930000,6688
-2.54537,-2.19174,-2.02092,0.0069612,0.0583677,0.00677527,6.68027,0.182203,0.141445,2931000,6691
-2.46785,-2.21767,-2.05909,0.0076215,0.0469339,0.0196668,6.66731,0.183132,0.141175,2932000,6694
-2.4488,-2.17228,-1.99401,0.00741553,0.0511627,0.000973022,6.68119,0.183072,0.142207,2933000,6698
-2.40645,-2.19172,-2.02878,0.00183297,0.0551112,0.00213047,6.66949,0.183951,0.140655,2934000,6701
-2.47306,-2.20188,-2.04843,0.00572388,0.0568947,0.00986089,6.69166,0.186832,0.141712,2935000,6704
-2.43096,-2.18277,-2.03859,0.00879222,0.0561267,0.00635671,6.59983,0.186603,0.143641,2936000,6707
-2.39569,-2.17816,-2.0349,0.00789084,0.0565144,0.00182565,6.65876,0.186832,0.14132,2937000,6710
-2.43945,-2.19502,-2.04456,0.0034575,0.0569336,0.00650066,6.71306,0.184132,0.140294,2938000,6713
-2.37566,-2.1815,-2.05428,0.00468836,0.0519997,0.011291,6.54738,0.185396,0.140908,2939000,6716
-2.58989,-2.16165,-2.03354,0.0140745,0.0523452,0.00340908,6.6843,0.185571,0.143359,2940000,6719
-2.43708,-2.1943,-2.02906,0.003429,0.0555813,0.0125293,6.61941,0.185632,0.141022,2941000,6722
-2.46885,-2.18293,-2.00477,0.00150851,0.0536972,0.000749105,6.7461,0.18528,0.141053,2942000,6724
-2.4897,-2.20099,-2.00986,0.000314869,0.0625698,0.00594418,6.74655,0.183957,0.142797,2943000,6726
-2.39288,-2.17757,-2.00624,0.0045569,0.0468447,0.00229213,6.67791,0.184293,0.142743,2944000,6728
-2.34274,-2.17928,-2.0339,0.00127082,0.054306,0.00840244,6.69136,0.187413,0.141946,2945000,6730
-2.3942,-2.20055,-2.03758,0.00239714,0.0567077,0.000166237,6.56748,0.188627,0.139936,2946000,6732
-2.42591,-2.18616,-2.0481,0.00339712,0.0581649,0.015722,6.72392,0.18839,0.142372,2947000,6734
-2.47774,-2.16642,-2.0138,0.0056778,0.0549319,0.00455572,6.61458,0.186161,0.139577,2948000,6736
-2.54827,-2.2026,-2.03616,0.00560867,0.0598486,0.0128311,6.65737,0.185832,0.141196,2949000,6738
-2.52009,-2.19884,-2.00493,0.0157982,0.0453326,0.00466014,6.57217,0.188687,0.142242,2950000,6740
-2.4485,-2.20672,-2.0163,0.00551591,0.0535821,0.000744712,6.65175,0.187043,0.140719,2951000,6742
-2.47265,-2.19088,-2.04054,0.00431784,0.0509293,0.0116676,6.6902,0.186637,0.142648,2952000,6744
-2.42345,-2.19218,-1.98894,0.0053933,0.0485573,0.001349,6.71343,0.187236,0.139652,2953000,6746
-2.43542,-2.18926,-2.0166,0.0015636,0.0566182,0.00379128,6.7203,0.185135,0.140576,2954000,6749
-2.43796,-2.17364,-2.03092,0.0026142,0.0606589,0.004019,6.59552,0.185074,0.142875,2955000,6751
-2.38394,-2.16976,-2.03716,0.000205663,0.0531048,0.00411445,6.54009,0.185043,0.141642,2956000,6753
-2.37322,-2.17454,-2.03602,0.00791975,0.0453874,0.00390066,6.74251,0.185742,0.14102,2957000,6755
-2.59561,-2.17698,-1.99448,0.0145519,0.0465324,0.00238047,6.60391,0.187149,0.141808,2958000,6757
-2.44708,-2.19018,-2.0086,0.00330974,0.0554765,0.00134497,6.57974,0.18739,0.142275,2959000,6759
-2.61949,-2.18539,-2.01505,0.00985814,0.0555722,0.00334559,6.83755,0.18243,0.139947,2960000,6761
-2.51339,-2.17761,-2.01707,0.0102554,0.0446093,0.00499082,6.53052,0.188164,0.14014,2961000,6763
-2.44556,-2.18926,-2.00342,0.00445584,0.0522744,0.00310356,6.68509,0.183781,0.141783,2962000,6765
-2.46407,-2.17472,-2.02673,0.000577559,0.0581204,0.00261076,6.73975,0.183542,0.141358,2963000,6767
-2.37572,-2.17165,-1.99874,0.00293375,0.0541744,0.000402792,6.74034,0.185122,0.141266,2964000,6769
-2.55231,-2.17653,-2.00102,0.0101509,0.0536663,0.000138601,6.71932,0.183964,0.142356,2965000,6771
-2.58691,-2.18887,-2.03317,0.0130021,0.0553448,0.00060007,6.66371,0.186404,0.139754,2966000,6773
-2.51422,-2.16216,-2.00898,0.00691048,0.0579786,0.00733622,6.81475,0.18684,0.142146,2967000,6775
-2.49432,-2.1779,-2.01962,0.00672428,0.0562103,0.00476679,6.57061,0.185307,0.141632,2968000,6777
-2.41553,-2.15777,-2.03548,0.000601734,0.0579611,0.00257699,6.7594,0.183353,0.142011,2969000,6779
-2.41341,-2.17479,-2.03471,0.00721668,0.0495253,0.00124922,6.55575,0.184376,0.142706,2970000,6781
-2.39553,-2.19867,-2.03331,0.00914561,0.0477117,0.00806569,6.6472,0.186252,0.139274,2971000,6783
-2.46748,-2.17339,-2.02143,0.00697783,0.0486018,0.0135971,6.68871,0.182926,0.142322,2972000,6786
-2.44544,-2.21651,-2.02405,0.00460349,0.0575991,0.00879272,6.64492,0.186839,0.139886,2973000,6788
-2.52314,-2.18577,-2.06428,0.00544897,0.0582779,0.00577989,6.73515,0.187108,0.139525,2974000,6790
-2.42661,-2.14657,-2.04773,0.000620582,0.059244,0.00497709,6.61621,0.184337,0.142326,2975000,6792
-2.43334,-2.18977,-2.03402,0.00362424,0.0535369,0.00867193,6.65174,0.185012,0.141758,2976000,6794
-2.51016,-2.18556,-2.05876,0.011631,0.0496673,0.0035872,6.64817,0.188643,0.141687,2977000,6796
-2.45631,-2.14541,-2.02149,0.00836102,0.0471543,0.00307576,6.60364,0.184323,0.142091,2978000,6798
-2.50394,-2.17687,-2.02533,0.0103673,0.0584513,0.00869506,6.65295,0.184539,0.14313,2979000,6800
-2.47087,-2.17329,-2.05439,0.0051238,0.0529614,0.00866771,6.56844,0.183956,0.138295,2980000,6802
-2.44197,-2.19104,-2.02536,0.0063861,0.0483379,0.00177069,6.67878,0.184243,0.141459,2981000,6804
-2.55958,-2.1842,-1.99057,0.0103076,0.0536304,0.00654842,6.77443,0.184264,0.140876,2982000,6806
-2.4943,-2.17145,-2.02443,0.00716545,0.0517913,0.0135352,6.60113,0.185628,0.14161,2983000,6808
-2.39915,-2.18453,-2.03796,0.00191196,0.05503,0.00984964,6.66559,0.185234,0.14191,2984000,6810
-2.44726,-2.161,-2.00171,0.00811997,0.0456129,0.00512296,6.56408,0.185735,0.142896,2985000,6812
-2.53571,-2.18891,-1.98088,0.0100911,0.0539319,0.00281134,6.68824,0.185596,0.142115,2986000,6814
