BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.52048,-2.14088,-2.01093,0.0116087,0.0574299,0.00351298,6.56131,0.185706,0.1455,831000,1670
-2.51495,-2.1333,-2.00052,0.0126193,0.0473976,0.00634828,6.64707,0.19087,0.144881,832000,1672
-2.55826,-2.15502,-1.99528,0.0149604,0.0577565,0.00407606,6.73657,0.188633,0.141859,833000,1674
-2.51472,-2.14778,-2.00127,0.01343,0.0506111,0.0041544,6.63264,0.189367,0.144921,834000,1676
-2.52783,-2.14954,-1.97002,0.017391,0.0405654,0.00174943,6.72878,0.186795,0.146492,835000,1678
-2.54635,-2.15346,-2.01083,0.0116024,0.0575835,0.00389393,6.7829,0.190508,0.143511,836000,1680
-2.51482,-2.12897,-2.00475,0.0184086,0.0429829,0.00138447,6.62765,0.189618,0.143984,837000,1682
-2.54439,-2.15099,-2.02128,0.0109748,0.0546687,0.00452692,6.60778,0.190522,0.143495,838000,1684
-2.55818,-2.14063,-2.00184,0.0137154,0.0432813,0.000790697,6.74667,0.18902,0.14327,839000,1686
-2.52275,-2.14997,-2.01939,0.0127791,0.0501045,0.0105313,6.78994,0.18909,0.144678,840000,1688
-2.52301,-2.16466,-2.00275,0.0178614,0.0443938,0.00141649,6.66608,0.187835,0.143513,841000,1691
-2.60804,-2.16064,-2.0459,0.0241382,0.0465162,0.013358,6.69696,0.190866,0.142814,842000,1693
-2.54668,-2.16151,-1.99685,0.0141192,0.0491406,0.00190214,6.59189,0.191547,0.140654,843000,1695
-2.50383,-2.17016,-2.02783,0.0163559,0.0494452,0.00662842,6.68612,0.185784,0.142115,844000,1697
-2.55201,-2.15916,-2.04716,0.00625131,0.0644254,0.00382087,6.73509,0.185993,0.141813,845000,1699
-2.4593,-2.15708,-2.00135,0.0110714,0.0493082,0.000704226,6.6041,0.186467,0.143236,846000,1701
-2.58953,-2.16101,-2.02963,0.0177179,0.0527783,0.0167459,6.78459,0.188169,0.143963,847000,1703
-2.51627,-2.15798,-2.01009,0.0136262,0.0534032,0.00594254,6.67876,0.188835,0.144441,848000,1705
-2.5312,-2.15331,-2.02193,0.0183403,0.0453685,0.0102322,6.68127,0.185232,0.143436,849000,1707
-2.55619,-2.16686,-2.03639,0.0142315,0.0550078,0.00719365,6.72996,0.187188,0.140332,850000,1709
-2.54256,-2.1701,-2.01288,0.0094941,0.0507828,0.000270534,6.65277,0.1856,0.140543,851000,1711
-2.46007,-2.1322,-2.01732,0.0134341,0.0424162,0.00358446,6.7606,0.187357,0.143828,852000,1713
-2.63558,-2.16029,-2.00164,0.0165062,0.0464522,0.00258305,6.72457,0.190341,0.141473,853000,1715
-2.52353,-2.14189,-2.01158,0.014138,0.0553102,0.00141574,6.60685,0.188965,0.143202,854000,1717
-2.46682,-2.17329,-2.00251,0.0196845,0.0390264,0.00496909,6.74489,0.190502,0.141174,855000,1719
-2.50816,-2.13705,-1.98198,0.017889,0.0399089,0.000277101,6.67928,0.190976,0.145195,856000,1721
-2.51735,-2.14356,-2.02622,0.0157434,0.0482252,0.000611745,6.69011,0.190274,0.143798,857000,1723
-2.51725,-2.15174,-2.00446,0.0145823,0.0471546,0.00309035,6.71187,0.18966,0.142407,858000,1726
-2.59785,-2.16246,-2.00563,0.0154497,0.0492458,0.00614387,6.60529,0.188088,0.142089,859000,1728
-2.52655,-2.14126,-2.02607,0.0177033,0.045724,0.000645053,6.71377,0.188167,0.14155,860000,1730
-2.61159,-2.15871,-2.01129,0.0210747,0.0522307,0.00210436,6.6673,0.189792,0.142505,861000,1732
-2.60567,-2.12973,-2.01435,0.01652,0.053996,0.000400204,6.62057,0.188496,0.14252,862000,1734
-2.502,-2.18021,-1.99186,0.0189678,0.0412503,0.000408934,6.64415,0.188698,0.144705,863000,1736
-2.52161,-2.17202,-1.96963,0.0198326,0.0450567,2.72592e-05,6.75452,0.189549,0.144671,864000,1738
-2.49204,-2.16452,-1.98458,0.0158803,0.0445273,0.00614595,6.7444,0.188323,0.145792,865000,1740
-2.58133,-2.17966,-2.00685,0.0189443,0.0452225,0.00513756,6.65322,0.186565,0.142097,866000,1742
-2.49527,-2.17869,-2.02285,0.0181052,0.04235,0.00446783,6.72919,0.187699,0.141134,867000,1744
-2.48214,-2.18731,-2.03496,0.0108444,0.0515576,0.0030721,6.60412,0.187653,0.141064,868000,1746
-2.55393,-2.18452,-1.99911,0.0149202,0.0506459,0.00272377,6.68473,0.189503,0.141274,869000,1748
-2.49706,-2.1709,-1.99799,0.0191599,0.0459321,0.000837953,6.66143,0.188851,0.141289,870000,1750
-2.55388,-2.17373,-2.00588,0.0191138,0.0451445,0.00961778,6.71535,0.189629,0.141383,871000,1752
-2.4499,-2.19176,-1.99826,0.00971284,0.0527899,0.00171546,6.76634,0.191403,0.141293,872000,1754
-2.51318,-2.16892,-2.0075,0.00626963,0.0585625,0.00162467,6.6396,0.188405,0.14219,873000,1756
-2.52574,-2.15215,-1.99065,0.0162386,0.0531171,0.00115852,6.65791,0.190383,0.143558,874000,1759
-2.46362,-2.16994,-2.00622,0.00654629,0.0584542,0.00370611,6.69248,0.190501,0.144841,875000,1761
-2.56263,-2.1799,-2.02458,0.0267936,0.0388534,0.00762917,6.71847,0.188319,0.141393,876000,1763
-2.43094,-2.15685,-1.99385,0.0099566,0.0434135,0.00110106,6.70953,0.188616,0.143584,877000,1765
-2.51619,-2.17518,-2.04418,0.0163542,0.0463473,0.007149,6.55719,0.184229,0.141018,878000,1767
-2.49837,-2.17073,-2.03394,0.0203464,0.0411233,0.0135187,6.71693,0.187526,0.142719,879000,1769
-2.47178,-2.1587,-2.02383,0.0140168,0.0402065,0.0126823,6.55124,0.189513,0.143525,880000,1771
-2.50067,-2.1635,-2.00991,0.00720791,0.0534549,0.00223249,6.67212,0.188497,0.14271,881000,1773
-2.57692,-2.1925,-1.96534,0.0203391,0.0413852,0.00316585,6.62052,0.189372,0.144292,882000,1775
-2.47501,-2.16202,-1.98607,0.00667795,0.055599,0.00313379,6.66276,0.1894,0.14348,883000,1777
-2.61372,-2.18092,-2.0301,0.017063,0.0528163,0.00884684,6.60047,0.191013,0.143769,884000,1779
-2.4393,-2.17778,-2.03445,0.0145795,0.0436312,0.0164884,6.63179,0.187639,0.142803,885000,1781
-2.46234,-2.18191,-1.97492,0.009751,0.040252,0.00444254,6.71801,0.186441,0.14399,886000,1783
-2.60093,-2.14001,-1.98536,0.016762,0.0516285,0.000359565,6.59084,0.185965,0.144829,887000,1785
-2.55702,-2.18408,-1.98871,0.0128072,0.0534797,0.000253287,6.67252,0.189098,0.142287,888000,1787
-2.51225,-2.1762,-2.00339,0.0143289,0.0590596,0.00407636,6.65933,0.187192,0.143102,889000,1789
-2.52513,-2.17354,-2.03324,0.00888477,0.0589186,0.000123116,6.65171,0.190716,0.141561,890000,1792
-2.4425,-2.17054,-2.02989,0.0113545,0.0439008,0.0100109,6.79177,0.188822,0.142632,891000,1794
-2.45569,-2.1842,-2.00995,0.00745089,0.0565795,0.00153928,6.63094,0.188645,0.141216,892000,1796
-2.45417,-2.14823,-2.03531,0.0160626,0.0380411,0.00218155,6.71318,0.186954,0.143784,893000,1798
-2.53762,-2.16913,-2.01859,0.0167565,0.0441334,0.00257266,6.73908,0.189387,0.145093,894000,1800
-2.52585,-2.15154,-2.00123,0.01054,0.0484569,0.00763143,6.60261,0.18993,0.142901,895000,1802
-2.52462,-2.16701,-2.03682,0.0159156,0.0447663,0.00501961,6.57576,0.1874,0.141347,896000,1804
-2.55309,-2.17673,-1.99889,0.0189892,0.0397194,0.00139811,6.58817,0.185838,0.143456,897000,1806
-2.53232,-2.17419,-2.01433,0.014616,0.0463599,0.000856561,6.74808,0.190536,0.14096,898000,1808
-2.44475,-2.16983,-2.01175,0.00956545,0.0422183,0.0103592,6.67566,0.186706,0.142831,899000,1810
-2.52389,-2.17488,-2.00433,0.012993,0.0468832,0.00666193,6.65498,0.186796,0.142514,900000,1812
-2.52913,-2.15294,-1.98851,0.0111382,0.0538373,0.00109182,6.67243,0.187484,0.141823,901000,1814
-2.47207,-2.17424,-1.99567,0.0207258,0.0409797,0.00413539,6.60531,0.188809,0.142391,902000,1816
-2.53431,-2.15966,-1.97515,0.0178262,0.0431046,0.000675728,6.63148,0.18398,0.144617,903000,1818
-2.6255,-2.17193,-2.02906,0.0171731,0.0591573,0.00869991,6.62167,0.188054,0.142385,904000,1820
-2.49318,-2.17588,-2.01485,0.0111393,0.0515516,0.0019868,6.489,0.189327,0.141326,905000,1823
-2.42928,-2.17635,-2.00849,0.0163963,0.0424016,0.00796595,6.55352,0.187468,0.142823,906000,1825
-2.53606,-2.14675,-1.99743,0.0186664,0.0487219,0.00486504,6.54854,0.186268,0.143869,907000,1827
-2.48607,-2.15823,-1.97365,0.0153105,0.0459801,0.00140289,6.59807,0.188252,0.14352,908000,1829
-2.50126,-2.16006,-2.00471,0.0181577,0.0373367,0.00361449,6.62275,0.185555,0.146113,909000,1831
-2.54606,-2.15899,-2.00712,0.0188745,0.0443924,0.000108123,6.71076,0.188649,0.141829,910000,1833
-2.59599,-2.14687,-2.00481,0.013145,0.0496559,0.00437761,6.68098,0.185759,0.145347,911000,1835
-2.51745,-2.1566,-1.99127,0.0156586,0.0523644,0.00699712,6.66857,0.188581,0.144095,912000,1837
-2.50561,-2.15929,-2.03771,0.00608237,0.0575436,0.0138909,6.67464,0.186966,0.142282,913000,1839
-2.48282,-2.16167,-2.00011,0.00973699,0.0479293,0.00138257,6.62119,0.189762,0.143388,914000,1841
-2.42722,-2.13568,-2.00531,0.00979607,0.0507187,0.00663113,6.65865,0.18761,0.144962,915000,1843
-2.47002,-2.13493,-2.01698,0.0149786,0.04138,0.000751569,6.64732,0.188458,0.142096,916000,1845
-2.43,-2.15007,-2.01626,0.00644361,0.0531701,0.00499092,6.63483,0.185513,0.1434,917000,1847
-2.53319,-2.19743,-1.99621,0.0115106,0.0534496,0.00127054,6.63882,0.187902,0.143237,918000,1849
-2.40105,-2.18017,-2.00253,0.0143874,0.0384525,0.000450675,6.71538,0.189861,0.143744,919000,1851
-2.52881,-2.13416,-1.99812,0.0177953,0.041959,0.00157842,6.58392,0.185431,0.14724,920000,1855
-2.51168,-2.17842,-2.03307,0.0141432,0.046812,0.00811279,6.68562,0.184666,0.141561,921000,1857
-2.41888,-2.15977,-2.01951,0.0104511,0.0463094,0.00461848,6.76743,0.186667,0.142151,922000,1859
-2.51571,-2.15328,-2.00534,0.00872619,0.0569332,0.0049154,6.67273,0.190262,0.144115,923000,1861
-2.38178,-2.16954,-2.02561,0.00471761,0.0530419,0.00599027,6.64767,0.187553,0.144986,924000,1863
-2.60095,-2.15251,-2.01074,0.0115093,0.0488294,0.0019912,6.64447,0.187944,0.144414,925000,1865
-2.50049,-2.14036,-2.00746,0.0168014,0.0470709,0.00627696,6.7662,0.189523,0.144553,926000,1867
-2.61859,-2.15473,-1.99714,0.0110233,0.0570781,0.00348705,6.57607,0.185814,0.143405,927000,1869
-2.4902,-2.14197,-2.01054,0.0123537,0.0444244,0.00867681,6.73087,0.190772,0.144617,928000,1871
-2.50879,-2.16164,-2.01056,0.0166807,0.0464252,0.00745115,6.63334,0.186738,0.144037,929000,1873
-2.42318,-2.13977,-2.00715,0.0128588,0.0445846,0.00456418,6.60086,0.18987,0.142877,930000,1875
-2.43013,-2.14336,-1.99487,0.0107522,0.052887,0.000434511,6.53115,0.186314,0.14653,931000,1878
-2.6269,-2.15902,-1.99755,0.0187799,0.0508934,0.0022863,6.64992,0.190854,0.142109,932000,1880
-2.56527,-2.15052,-1.99022,0.0160672,0.048337,0.000795986,6.53985,0.190575,0.143852,933000,1882
-2.5202,-2.15885,-2.01017,0.0180087,0.0376763,0.00578568,6.68775,0.188354,0.14139,934000,1884
-2.47057,-2.18094,-2.009,0.0157467,0.0443547,0.00588428,6.60316,0.18737,0.143164,935000,1886
-2.46322,-2.18907,-2.01452,0.0134703,0.0445645,0.00779799,6.70706,0.186622,0.143553,936000,1888
-2.50154,-2.14223,-2.02224,0.0178939,0.0414817,0.014764,6.63165,0.188783,0.146834,937000,1890
-2.51146,-2.16856,-2.03053,0.0138181,0.0451587,0.0103597,6.56779,0.191627,0.143364,938000,1892
-2.45366,-2.15435,-1.96727,0.0102145,0.0474251,0.00302975,6.55922,0.186131,0.142844,939000,1894
-2.48361,-2.16653,-2.07339,0.0131959,0.0404875,0.0218049,6.61405,0.190214,0.142254,940000,1896
-2.48825,-2.16849,-2.01991,0.0180293,0.0396111,0.00962955,6.59161,0.188172,0.141956,941000,1898
-2.38481,-2.19333,-2.04389,0.00591592,0.0460362,0.0162767,6.74051,0.190852,0.141748,942000,1900
-2.50028,-2.18347,-2.02523,0.012901,0.0423203,0.000912744,6.64445,0.189513,0.141215,943000,1902
-2.42603,-2.17237,-2.03165,0.0103479,0.04269,0.00239598,6.61243,0.190786,0.14128,944000,1904
-2.5256,-2.17666,-2.01782,0.00800812,0.0585766,0.009772,6.61355,0.191425,0.141629,945000,1906
-2.54567,-2.16568,-2.05912,0.0136827,0.0472954,0.0200168,6.65442,0.1893,0.141863,946000,1909
-2.52039,-2.16133,-2.02352,0.0154552,0.0478334,0.00836123,6.66366,0.190396,0.143511,947000,1911
-2.58027,-2.18116,-2.03942,0.0138412,0.054729,5.9803e-05,6.68442,0.189424,0.142161,948000,1913
-2.50517,-2.13251,-2.03003,0.0112275,0.0560259,0.00459733,6.64533,0.187702,0.14297,949000,1915
-2.43945,-2.18365,-2.03314,0.013714,0.046255,0.016575,6.6269,0.186703,0.141944,950000,1917
-2.40764,-2.18629,-2.02222,0.00972754,0.0463178,0.00987496,6.74241,0.189575,0.141742,951000,1919
-2.54346,-2.18393,-2.00613,0.0100535,0.0466384,0.0101404,6.67498,0.192464,0.143182,952000,1921
-2.58338,-2.18622,-2.00842,0.0193505,0.0431167,0.00106333,6.68916,0.187715,0.140869,953000,1923
-2.54022,-2.16418,-2.01579,0.0153421,0.0462003,0.00451307,6.63502,0.189546,0.142943,954000,1925
-2.51068,-2.19284,-2.03871,0.0148617,0.0499446,0.0141821,6.63335,0.190024,0.141544,955000,1927
-2.50573,-2.17298,-2.00988,0.011594,0.0488562,0.00914493,6.66989,0.186522,0.142415,956000,1929
-2.44645,-2.1801,-2.01292,0.00405967,0.0553667,0.00179135,6.77275,0.189053,0.143812,957000,1931
-2.4611,-2.16869,-2.00522,0.0109692,0.0515993,0.00607939,6.62619,0.188236,0.141904,958000,1933
-2.56007,-2.14688,-1.99497,0.0140889,0.053387,0.00222129,6.72517,0.188651,0.142692,959000,1935
-2.57961,-2.1727,-2.02556,0.0187313,0.0503253,0.000137573,6.75324,0.18949,0.143703,960000,1937
-2.44511,-2.16568,-2.01006,0.0110127,0.0512973,0.00140652,6.69601,0.190369,0.142089,961000,1939
-2.48865,-2.15256,-2.01274,0.011218,0.0423034,0.00123833,6.6856,0.187505,0.143357,962000,1942
-2.43672,-2.15293,-2.02704,0.0103802,0.0413371,0.00182005,6.6621,0.188405,0.143266,963000,1944
-2.44233,-2.16231,-2.0107,0.0124077,0.0487187,0.00248507,6.62243,0.185509,0.140673,964000,1946
-2.46434,-2.17942,-2.00655,0.0106246,0.0468492,0.00377649,6.65438,0.189043,0.142804,965000,1948
-2.5058,-2.15063,-2.02332,0.0177727,0.0383785,0.00698823,6.67613,0.191747,0.14214,966000,1950
-2.45653,-2.15528,-2.01692,0.0158211,0.0363384,0.00299174,6.71995,0.188187,0.142838,967000,1952
-2.4845,-2.13912,-2.00161,0.0104942,0.0562461,0.0118805,6.6662,0.185344,0.14368,968000,1954
-2.44036,-2.18159,-2.02345,0.0117408,0.0483563,0.00531045,6.59521,0.185952,0.142716,969000,1956
-2.44022,-2.15766,-2.00558,0.00650042,0.0568373,0.000796875,6.73194,0.190368,0.141061,970000,1958
-2.66392,-2.18298,-2.00174,0.0124606,0.0631385,0.00126345,6.6007,0.18538,0.141882,971000,1960
-2.57896,-2.17021,-2.01474,0.0153402,0.0521454,0.00722091,6.61765,0.186435,0.143848,972000,1962
-2.57431,-2.14406,-2.01734,0.0172076,0.0478671,0.00439622,6.62708,0.187914,0.144329,973000,1964
-2.54574,-2.16483,-1.99248,0.0131006,0.0523703,0.00113554,6.61832,0.188903,0.141573,974000,1966
-2.50905,-2.18254,-2.00925,0.0138257,0.0451037,0.0021926,6.68137,0.183995,0.140343,975000,1968
-2.56686,-2.16064,-2.03764,0.0168538,0.0424501,0.0017244,6.54744,0.189604,0.140973,976000,1970
-2.48851,-2.17763,-1.98963,0.0125458,0.0508015,0.00392468,6.69595,0.187075,0.143209,977000,1973
-2.66595,-2.16431,-2.00485,0.0206126,0.0480783,0.000352912,6.66989,0.191159,0.141591,978000,1975
-2.57853,-2.16545,-2.00113,0.0105346,0.0483381,0.0090027,6.62414,0.188276,0.142287,979000,1977
-2.51749,-2.15806,-1.98891,0.014333,0.0461709,0.00289415,6.68053,0.185051,0.141707,980000,1979
-2.42403,-2.17351,-2.00726,0.00782919,0.0497055,0.00177271,6.82244,0.18689,0.142481,981000,1981
-2.46026,-2.17323,-2.02362,0.0103443,0.0485467,0.00943824,6.63818,0.188749,0.141441,982000,1983
-2.49096,-2.16221,-1.98952,0.00871193,0.0545447,0.0013672,6.66204,0.187545,0.142725,983000,1985
-2.45826,-2.16227,-1.98759,0.00925857,0.0431746,0.00270989,6.70155,0.187234,0.141232,984000,1987
-2.49507,-2.18621,-2.00013,0.009453,0.0517905,0.000171483,6.66017,0.188587,0.143106,985000,1989
-2.57139,-2.15838,-1.97057,0.0179032,0.0380984,0.00122638,6.65106,0.188907,0.142572,986000,1991
-2.47865,-2.14521,-2.00806,0.0139351,0.05593,0.00146889,6.73343,0.186227,0.14525,987000,1993
-2.39465,-2.16851,-2.02446,0.00991846,0.0395618,0.000419193,6.60924,0.187835,0.142692,988000,1995
-2.58413,-2.18551,-2.02868,0.0135256,0.0470112,0.00817653,6.64419,0.190657,0.142484,989000,1997
-2.56259,-2.18314,-2.0252,0.0147708,0.0501309,0.000619751,6.55663,0.186668,0.141479,990000,1999
-2.50476,-2.18327,-2.01349,0.00610841,0.052636,0.00107065,6.58868,0.190018,0.141515,991000,2001
-2.45163,-2.16958,-2.00831,0.0133126,0.0382292,0.00198893,6.66058,0.185372,0.141778,992000,2003
-2.50076,-2.14389,-2.0346,0.0170886,0.0356297,0.013583,6.63577,0.189728,0.14174,993000,2006
-2.59282,-2.14793,-2.01688,0.017455,0.0496571,0.00298096,6.7488,0.187812,0.144104,994000,2008
-2.53261,-2.18638,-1.98162,0.0114624,0.0526903,0.000925079,6.64615,0.189425,0.141223,995000,2010
-2.51599,-2.17894,-2.01052,0.0104149,0.0528992,0.00225009,6.71576,0.186817,0.141102,996000,2012
-2.55679,-2.19079,-2.00322,0.01175,0.0450298,0.00117316,6.66047,0.188833,0.139974,997000,2014
-2.4805,-2.1631,-2.00506,0.0149523,0.0391803,0.000272271,6.76058,0.187402,0.141403,998000,2016
-2.51558,-2.14216,-2.0252,0.00934363,0.0525221,0.00348907,6.63384,0.185736,0.142166,999000,2018
-2.54242,-2.15021,-2.02303,0.01142,0.052009,0.00632368,6.67481,0.189487,0.143456,1000000,2020
-2.60386,-2.16779,-2.0352,0.0186269,0.0471483,0.00814983,6.59875,0.188149,0.140806,1001000,2022
-2.54933,-2.17622,-2.04393,0.0107375,0.0569926,0.00380876,6.65008,0.188179,0.141025,1002000,2024
-2.48242,-2.16867,-1.98433,0.0124122,0.0451986,0.00731266,6.61386,0.189707,0.142963,1003000,2026
-2.51944,-2.18669,-2.05254,0.0116347,0.05019,0.00192707,6.71348,0.187647,0.140249,1004000,2028
-2.55482,-2.17054,-2.01836,0.0179299,0.0442139,0.00682555,6.7056,0.185836,0.143662,1005000,2030
-2.52485,-2.16248,-2.03065,0.00928949,0.0478438,0.00223278,6.58579,0.189536,0.141147,1006000,2032
-2.57569,-2.17574,-2.03244,0.00900265,0.0618801,0.0209476,6.48776,0.189294,0.142848,1007000,2034
-2.45432,-2.15192,-2.00435,0.0105579,0.0471101,0.00551026,6.69289,0.187357,0.142263,1008000,2037
-2.45724,-2.18909,-2.01911,0.0116507,0.0470704,0.00586702,6.66654,0.186496,0.142393,1009000,2039
-2.47854,-2.17052,-1.98549,0.00376947,0.0566009,0.000663138,6.59197,0.190468,0.143068,1010000,2041
-2.4535,-2.14966,-2.0001,0.0072222,0.0511256,0.000547366,6.73811,0.185922,0.141498,1011000,2043
-2.53598,-2.17478,-2.01932,0.00892521,0.057567,0.0181532,6.7394,0.185987,0.143012,1012000,2045
-2.49475,-2.16721,-2.03863,0.0153029,0.0406457,0.00843393,6.6855,0.188908,0.142079,1013000,2047
-2.5983,-2.1867,-2.03182,0.0234323,0.0467473,0.000904216,6.73167,0.189094,0.140168,1014000,2049
-2.57392,-2.15672,-2.01076,0.00953949,0.0541195,0.00781031,6.78205,0.188773,0.141389,1015000,2051
-2.60434,-2.14223,-2.03653,0.0222799,0.0442328,0.00184592,6.59668,0.187077,0.142426,1016000,2053
-2.47127,-2.16107,-1.98102,0.0176783,0.0424256,0.00219158,6.72942,0.190704,0.143481,1017000,2055
-2.56686,-2.17201,-2.03568,0.0134753,0.0442252,0.000924878,6.77149,0.186788,0.141802,1018000,2057
-2.43528,-2.17152,-2.06725,0.00812253,0.0440648,0.00940411,6.58779,0.187983,0.138272,1019000,2059
-2.59558,-2.19756,-2.02341,0.0130586,0.0556154,0.00916013,6.53815,0.187226,0.141696,1020000,2063
-2.55102,-2.15329,-2.02662,0.0116235,0.0575422,0.00930739,6.66222,0.190174,0.142873,1021000,2065
-2.46436,-2.17919,-1.99838,0.00798375,0.0602565,0.0118701,6.69805,0.186347,0.143341,1022000,2067
-2.48305,-2.17235,-2.01171,0.0104961,0.0528774,0.00428381,6.68173,0.186301,0.142258,1023000,2069
-2.54274,-2.18003,-2.01465,0.0154021,0.0479874,0.00460714,6.70164,0.188318,0.140976,1024000,2071
-2.51561,-2.16846,-2.01201,0.0199939,0.0433684,0.000360449,6.60069,0.187997,0.144028,1025000,2073
-2.54624,-2.1502,-1.9842,0.00990968,0.0560097,0.000355369,6.67965,0.187988,0.144417,1026000,2076
-2.53289,-2.14797,-2.00019,0.0164624,0.0459885,0.00380258,6.81226,0.190021,0.144917,1027000,2078
-2.44887,-2.16856,-2.02345,0.0127414,0.0455455,0.0027567,6.58873,0.187484,0.141587,1028000,2080
-2.42867,-2.19501,-2.01639,0.0146938,0.0367413,0.00539686,6.59327,0.188229,0.145448,1029000,2082
-2.45065,-2.17291,-2.04996,0.00510824,0.0567808,0.00849596,6.64282,0.189944,0.140852,1030000,2084
-2.50525,-2.19343,-2.04015,0.0112804,0.0485745,0.0138487,6.822,0.189688,0.141277,1031000,2086
-2.43229,-2.19025,-2.01529,0.00618278,0.0532242,0.00953254,6.77193,0.185716,0.14348,1032000,2088
-2.6115,-2.17407,-2.04618,0.0133518,0.0582386,0.00785515,6.70401,0.190093,0.142774,1033000,2090
-2.46777,-2.16996,-2.03344,0.0146983,0.0510931,0.016449,6.64499,0.188159,0.140826,1034000,2092
-2.45625,-2.17571,-2.01424,0.0109549,0.0486545,0.0062976,6.69714,0.186971,0.14139,1035000,2094
-2.48336,-2.18695,-2.05263,0.00988254,0.0460427,0.00998271,6.71878,0.189958,0.140514,1036000,2096
-2.50196,-2.16213,-2.04662,0.00859245,0.0566733,0.0123046,6.63105,0.188096,0.143259,1037000,2098
-2.45189,-2.20018,-2.02926,0.00824369,0.0443327,0.00939575,6.59925,0.189694,0.1413,1038000,2100
-2.49166,-2.17405,-2.05061,0.0134643,0.0504803,0.0187612,6.6632,0.190057,0.143527,1039000,2102
-2.50466,-2.16706,-2.0491,0.00783887,0.0609069,0.00871198,6.71918,0.18685,0.141098,1040000,2104
-2.39149,-2.14557,-2.05163,0.00382401,0.0541985,0.00714731,6.67079,0.188751,0.140724,1041000,2107
-2.5686,-2.17469,-2.04075,0.00534092,0.0662672,0.0116874,6.58367,0.190566,0.141569,1042000,2109
-2.51012,-2.16716,-1.99521,0.0140452,0.0481903,0.00281295,6.77651,0.189627,0.143388,1043000,2111
-2.39549,-2.18564,-1.99854,0.0067022,0.0423733,0.00518882,6.68074,0.187667,0.141505,1044000,2113
-2.38445,-2.15215,-2.01207,0.00471041,0.0482288,0.00370648,6.69063,0.188377,0.140724,1045000,2115
-2.54435,-2.17678,-2.03094,0.013653,0.0537046,0.00586516,6.64387,0.189114,0.142118,1046000,2117
-2.54698,-2.17928,-2.03117,0.0110962,0.0485828,0.0118025,6.73492,0.186469,0.143349,1047000,2119
-2.49802,-2.17094,-2.01091,0.00856063,0.0542701,0.00327262,6.47728,0.189614,0.140779,1048000,2121
-2.47511,-2.16467,-2.01779,0.00634872,0.0519462,0.00438369,6.59918,0.188261,0.139904,1049000,2123
-2.64346,-2.17527,-2.00588,0.015306,0.0517121,0.00220331,6.70335,0.188052,0.140196,1050000,2125
-2.53058,-2.18131,-2.03584,0.0155924,0.0428255,0.00885039,6.59372,0.188029,0.14213,1051000,2127
-2.50428,-2.19092,-2.00925,0.0108594,0.0500185,0.00032649,6.70368,0.189183,0.139775,1052000,2129
-2.49802,-2.20248,-2.0344,0.00985558,0.0483589,0.0125284,6.63976,0.19189,0.138859,1053000,2131
-2.55921,-2.16257,-2.0259,0.00738684,0.0586756,0.0035284,6.60445,0.193094,0.144386,1054000,2133
-2.42957,-2.18457,-2.01863,0.00673881,0.0447762,0.00413369,6.76633,0.190358,0.143247,1055000,2135
-2.43231,-2.1666,-1.98273,0.00631114,0.048529,0.00316594,6.8085,0.188008,0.141899,1056000,2138
-2.35593,-2.16184,-2.05235,0.00670282,0.0410402,0.00270334,6.69598,0.189857,0.141261,1057000,2140
-2.49155,-2.16118,-2.00293,0.0092352,0.0525827,0.00244947,6.63996,0.191661,0.142637,1058000,2142
-2.54644,-2.20225,-2.00833,0.00832247,0.0522683,0.0052433,6.66479,0.192319,0.140293,1059000,2144
-2.43682,-2.18362,-2.03067,0.00834315,0.0440884,0.00315932,6.61677,0.188573,0.140405,1060000,2146
-2.46801,-2.15961,-2.02202,0.00462539,0.0484904,0.000809828,6.56073,0.189664,0.142795,1061000,2148
-2.52519,-2.16808,-2.01082,0.010067,0.0510954,0.000468546,6.66766,0.191405,0.142257,1062000,2150
-2.4982,-2.17419,-2.01958,0.0130244,0.0570487,0.00151253,6.66854,0.187882,0.14168,1063000,2152
-2.4006,-2.14516,-1.9961,0.00480976,0.0448629,0.00537459,6.71791,0.192366,0.142726,1064000,2154
-2.41699,-2.15906,-2.00277,0.0046139,0.0537309,0.00098806,6.57475,0.190559,0.142466,1065000,2156
-2.5524,-2.20672,-2.03697,0.0135999,0.053716,0.00630057,6.624,0.193234,0.140286,1066000,2158
-2.5416,-2.17745,-2.03193,0.0130842,0.0610905,0.00729805,6.71534,0.191035,0.141183,1067000,2160
-2.49359,-2.15262,-2.00955,0.0124491,0.0458844,0.00190078,6.65492,0.189564,0.142325,1068000,2162
-2.53086,-2.16194,-2.02668,0.0108792,0.0530372,0.00569698,6.69828,0.189554,0.142186,1069000,2164
-2.4592,-2.17431,-2.01437,0.00573842,0.0557491,0.015465,6.6309,0.191808,0.142484,1070000,2166
-2.46208,-2.18318,-2.03892,0.00207684,0.0567602,0.00602755,6.64518,0.187554,0.141731,1071000,2169
-2.55826,-2.16594,-2.01294,0.0148413,0.0491892,0.00450025,6.72429,0.189799,0.141942,1072000,2171
-2.53373,-2.16143,-2.00747,0.0154821,0.0530947,0.00590228,6.6203,0.190534,0.14289,1073000,2173
-2.53217,-2.16829,-2.01198,0.0159934,0.0556109,0.00225387,6.67852,0.188759,0.142702,1074000,2175
