BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, BetaP_SE_8, BetaP_SE_9, BetaP_RS_0, rho,gamma_ei,gamma_ir,P_RS_0, P_RS_1, P_RS_2, P_RS_3, P_RS_4, P_RS_5, P_RS_6, P_RS_7, P_RS_8, P_RS_9, P_RS_10, P_RS_11, P_RS_12, P_RS_13, P_RS_14, P_RS_15, P_RS_16, P_RS_17, P_RS_18, P_RS_19, P_RS_20, P_RS_21, P_RS_22, P_RS_23, P_RS_24, P_RS_25, P_RS_26, P_RS_27, P_RS_28, P_RS_29, P_RS_30, P_RS_31, P_RS_32, P_RS_33, P_RS_34, P_RS_35, P_RS_36, P_RS_37, P_RS_38, P_RS_39, P_RS_40, P_RS_41, P_RS_42, P_RS_43, P_RS_44, P_RS_45, P_RS_46, P_RS_47, P_RS_48, P_RS_49, P_RS_50, P_RS_51, P_RS_52, P_RS_53, P_RS_54, P_RS_55, P_RS_56, P_RS_57, P_RS_58, P_RS_59, P_RS_60, P_RS_61, P_RS_62, P_RS_63, Iteration,Time
-1.02367,-0.608547,-0.90496,-4.16512,-3.15531,-0.0419508,-2.5744,-0.612282,-3.42267,-0.668898,0,0.0112849,1.75046,0.0546659,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 549000,11973
-0.818369,-0.340261,-0.748168,-5.71152,-3.5724,-0.792371,-2.36316,-0.600459,-4.55646,-0.432244,0,0.0106403,1.76782,0.0531973,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 550000,11993
-1.08665,-0.796914,-1.09587,-5.74382,-3.29098,0.131084,-2.4422,-0.215789,-3.62213,-0.451629,0,0.00993388,1.75359,0.0506573,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 551000,12014
-1.46426,-1.18712,-1.43132,-5.77558,-2.32634,-0.00794084,-1.847,0.15947,-2.87276,-0.294807,0,0.0098577,1.74877,0.059231,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 552000,12034
-1.43943,-1.005,-1.41769,-6.70691,-2.885,0.158371,-2.26005,-0.178476,-2.77966,-0.476486,0,0.0110281,1.62906,0.0519791,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 553000,12054
-0.961435,-0.642349,-1.05739,-6.19508,-2.66452,-0.302129,-2.57193,-0.228785,-4.19731,-0.0861684,0,0.0105587,1.67065,0.0573992,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 554000,12074
-0.708918,-0.394513,-0.682745,-6.06445,-3.36381,-0.780879,-2.56848,-0.389119,-4.69338,-0.168477,0,0.00992726,1.75819,0.0547293,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 555000,12095
-1.06241,-0.749445,-1.05641,-5.94048,-3.06878,-0.37281,-2.296,-0.307734,-3.66899,-0.277687,0,0.00944251,1.76721,0.0568535,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 556000,12115
-1.38372,-1.07237,-1.38371,-6.45511,-2.68753,0.238811,-2.14255,-0.0536159,-2.74267,-0.45008,0,0.0111643,1.62397,0.0602546,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 557000,12136
-1.12685,-0.744139,-1.10759,-5.46587,-3.08114,-0.089862,-2.38612,0.0145253,-3.44308,-0.378749,0,0.00972078,1.61239,0.0594067,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 558000,12156
-1.20116,-0.937822,-1.29137,-5.72314,-2.97151,-0.0424145,-2.27896,-0.139422,-3.4099,-0.338659,0,0.00994638,1.71127,0.0512961,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 559000,12176
-1.34905,-0.989743,-1.26923,-6.02388,-3.17365,-0.211446,-2.08501,-0.412293,-2.85083,-0.542664,0,0.00968832,1.67065,0.0456736,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 560000,12197
-1.16674,-0.8938,-1.2008,-5.87041,-2.77683,-0.0509337,-2.28471,-0.250044,-3.1363,-0.306383,0,0.008242,1.67377,0.0586162,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 561000,12217
-1.39304,-0.968411,-1.34915,-5.15979,-2.73303,0.223931,-2.17702,-0.188156,-2.82376,-0.513898,0,0.0124258,1.70424,0.0562187,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 562000,12237
-1.16344,-0.737407,-1.07616,-4.5406,-1.99371,-0.456466,-1.99901,-0.408641,-3.2544,-0.43258,0,0.0104689,1.6834,0.0593314,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 563000,12258
-1.13735,-0.776967,-1.09596,-4.44832,-2.77288,-0.335614,-2.06393,-0.333168,-3.50375,-0.380302,0,0.00934873,1.76951,0.0579757,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 564000,12278
-0.900058,-0.452514,-0.838217,-4.19877,-2.90112,-0.45946,-2.35091,-0.395003,-4.23811,-0.325408,0,0.010324,1.60886,0.0632631,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 565000,12298
-0.892641,-0.659618,-0.995186,-3.70853,-3.02816,-0.339158,-2.32553,-0.31459,-3.70397,-0.464654,0,0.0087739,1.71968,0.0579776,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 566000,12319
-1.12858,-0.695467,-0.935045,-3.08161,-2.85736,-0.333858,-2.41179,-0.533113,-3.37815,-0.528018,0,0.00983593,1.74073,0.0582751,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 567000,12339
-1.30248,-0.907366,-1.25157,-3.27755,-2.96162,0.156823,-2.27481,-0.121047,-3.48113,-0.389268,0,0.00832863,1.73319,0.0505262,0.864665, 1.96683e-316, 3.01401e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88448e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.42291e-321, 1.42291e-321, 6.91068e-310, 1.5349e-316, 3.01445e-316, 6.9105e-310, 2.122e-314, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 2.88581e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 1.5349e-316, 568000,12360
