BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.32105,-1.68969,-1.49687,-0.0954865,-0.409415,-0.491671,-0.807368,-1.25798,0.0790671,6.66511,0.184412,0.138043,2120000,5955
-2.58743,-1.64978,-1.51703,-0.146689,-0.444072,-0.515591,-0.697737,-1.35869,0.0915736,6.62547,0.183858,0.138282,2121000,5957
-2.40267,-1.54616,-1.40086,-0.151256,-0.555652,-0.531191,-0.997585,-1.30168,0.08371,6.7519,0.181515,0.139021,2122000,5960
-2.40755,-1.4954,-1.3303,-0.394194,-0.596251,-0.603433,-1.03974,-1.33809,0.0863425,6.56795,0.181444,0.13855,2123000,5962
-2.47536,-1.59626,-1.41935,-0.156725,-0.582412,-0.47921,-0.929754,-1.3681,0.0859182,6.59006,0.183158,0.139848,2124000,5965
-2.62333,-1.7746,-1.63773,-0.0366455,-0.353041,-0.390234,-0.428651,-1.40388,0.0793113,6.58324,0.182018,0.139413,2125000,5967
-2.80515,-1.91822,-1.77573,0.0727397,-0.137772,-0.370729,-0.209146,-1.21977,0.0823178,6.5893,0.183039,0.137253,2126000,5970
-2.74925,-1.97857,-1.80609,0.294636,-0.184433,-0.212875,-0.283172,-1.12838,0.0863639,6.73048,0.180534,0.137253,2127000,5973
-2.69983,-1.82888,-1.66221,-0.0553398,-0.245697,-0.392454,-0.299899,-1.34991,0.0829238,6.72931,0.184646,0.139288,2128000,5975
-2.73609,-1.72119,-1.56018,-0.247508,-0.318336,-0.509332,-0.401676,-1.46595,0.0919367,6.54481,0.182383,0.141928,2129000,5978
-2.75191,-1.7137,-1.56928,-0.136512,-0.383837,-0.483618,-0.408215,-1.49855,0.0960591,6.6917,0.183524,0.140778,2130000,5981
-2.83748,-1.99223,-1.78766,0.128846,-0.0981662,-0.266809,-0.242371,-1.16126,0.0849573,6.70925,0.185254,0.137523,2131000,5984
-2.71674,-1.87222,-1.74415,0.204512,-0.201676,-0.214549,-0.589391,-1.10956,0.0826386,6.60209,0.182362,0.13867,2132000,5988
-2.6833,-1.76896,-1.58036,-0.0995647,-0.311912,-0.532477,-0.154673,-1.60819,0.0887204,6.66317,0.180115,0.140256,2133000,5991
-2.86159,-1.96169,-1.81992,0.173462,-0.100429,-0.249055,-0.248533,-1.16053,0.0822097,6.69005,0.18336,0.137783,2134000,5993
-2.77599,-1.78995,-1.63645,-0.0766523,-0.311642,-0.37142,-0.529962,-1.34305,0.089748,6.76371,0.183301,0.138992,2135000,5996
-2.72957,-1.84804,-1.69197,-0.0828038,-0.192734,-0.406772,-0.253744,-1.28716,0.0873025,6.55833,0.17936,0.140239,2136000,5998
-2.69097,-1.81698,-1.6477,-0.0967063,-0.199203,-0.473939,-0.294829,-1.31611,0.0809527,6.61998,0.182048,0.13717,2137000,6001
-2.84431,-1.88907,-1.68369,-0.129657,-0.140921,-0.41815,-0.13847,-1.43519,0.0886356,6.55644,0.18001,0.140172,2138000,6004
-2.89474,-1.93561,-1.76328,-0.0194482,-0.11779,-0.436913,0.0661901,-1.40963,0.0968588,6.654,0.182835,0.14031,2139000,6006
-3.0254,-1.9782,-1.84081,0.23986,-0.102153,-0.311287,0.00666623,-1.30257,0.100931,6.63676,0.181119,0.13706,2140000,6009
-3.11586,-2.17026,-1.96439,0.428378,0.0314062,-0.119838,0.183456,-1.13858,0.0965382,6.56626,0.183588,0.139706,2141000,6012
-2.96622,-2.09005,-1.93855,0.259797,0.000612004,-0.119338,-0.00587214,-1.08572,0.0856298,6.75628,0.183122,0.140437,2142000,6015
-2.95327,-2.20374,-2.01156,0.300961,0.118411,-0.188618,0.377441,-1.20648,0.0842488,6.70413,0.184234,0.139497,2143000,6018
-3.0075,-2.01706,-1.87013,-0.0139167,0.0123345,-0.352366,0.109181,-1.34229,0.0948777,6.59959,0.182157,0.137778,2144000,6022
-3.07089,-2.2342,-2.0413,0.34072,0.204864,-0.209857,0.441474,-1.19662,0.0871589,6.86003,0.180032,0.139045,2145000,6025
-3.02437,-2.2011,-1.99538,0.368433,0.116012,-0.124415,0.393283,-1.25046,0.0843754,6.62239,0.181909,0.140872,2146000,6028
-3.12997,-2.41997,-2.23839,0.440631,0.390086,0.0162533,0.811842,-1.17372,0.0735304,6.60915,0.184019,0.137222,2147000,6031
-3.23311,-2.44417,-2.26582,0.521936,0.39227,0.0186297,0.948761,-1.20382,0.0793557,6.54311,0.181663,0.138353,2148000,6034
-3.33453,-2.4509,-2.312,0.532955,0.385525,-0.0278274,1.08057,-1.31536,0.0869175,6.72161,0.18405,0.139402,2149000,6037
-3.40304,-2.47702,-2.2887,0.452768,0.445768,-0.0517736,1.16921,-1.23666,0.0917592,6.60674,0.179898,0.137285,2150000,6040
-3.55589,-2.55518,-2.36748,0.475211,0.551544,-0.105386,1.49537,-1.4027,0.091435,6.6635,0.182146,0.136611,2151000,6043
-3.55374,-2.64067,-2.47251,0.557038,0.600576,0.0894641,1.32794,-1.19132,0.0826441,6.78552,0.183662,0.135876,2152000,6046
-3.37216,-2.39496,-2.23207,0.416162,0.330126,-0.150484,1.05032,-1.29228,0.092308,6.74,0.180052,0.137357,2153000,6048
-3.36556,-2.29284,-2.13058,0.241631,0.313451,-0.177668,0.867266,-1.40126,0.0935924,6.64342,0.18528,0.138708,2154000,6050
-3.20172,-2.26139,-2.11735,0.319162,0.208898,-0.153738,0.674397,-1.2318,0.0890087,6.58842,0.179653,0.138829,2155000,6053
-3.25144,-2.27727,-2.10547,0.347435,0.205224,-0.121055,0.487633,-1.28144,0.0941653,6.65333,0.180161,0.136032,2156000,6055
-3.23343,-2.24341,-2.08399,0.212646,0.256136,-0.247218,0.811225,-1.31986,0.0889056,6.66224,0.180749,0.140508,2157000,6057
-3.19746,-2.23067,-2.08842,0.52372,0.169682,-0.143046,0.467961,-1.19499,0.0924326,6.64796,0.182753,0.139798,2158000,6061
-3.2898,-2.32343,-2.13669,0.295327,0.314787,-0.142124,0.737637,-1.26661,0.0927231,6.61861,0.181758,0.141226,2159000,6063
-3.02794,-2.29212,-2.13882,0.268166,0.241502,-0.0934706,0.666007,-1.26765,0.0754572,6.6755,0.183237,0.139379,2160000,6065
-3.21586,-2.33903,-2.19116,0.463198,0.283211,-0.0138388,0.733481,-1.19112,0.0873874,6.72388,0.181439,0.140884,2161000,6067
-2.97103,-2.09965,-1.94318,0.169431,0.0630158,-0.251592,0.290378,-1.23778,0.0841869,6.66196,0.183646,0.13823,2162000,6070
-3.00098,-2.02307,-1.86551,0.0999295,0.0244722,-0.307408,0.0666034,-1.22745,0.0865039,6.78267,0.186014,0.138817,2163000,6073
-2.85055,-1.86525,-1.73874,-0.0790039,-0.155036,-0.370165,-0.132558,-1.44824,0.0876937,6.5319,0.184011,0.141157,2164000,6076
-3.0038,-2.17132,-2.009,0.159386,0.171779,-0.272327,0.584474,-1.34054,0.0843254,6.7238,0.18511,0.138141,2165000,6079
-3.00026,-2.08945,-1.94367,0.229651,0.0545136,-0.239125,0.209475,-1.34135,0.0883252,6.65555,0.182376,0.136405,2166000,6081
-2.93055,-2.04676,-1.87295,0.316696,-0.123126,-0.14111,-0.0108154,-1.30203,0.0868073,6.65086,0.183891,0.138612,2167000,6084
-2.95004,-2.09688,-1.88845,0.213706,-0.0731033,-0.180033,0.12564,-1.29539,0.0848215,6.61154,0.184527,0.137914,2168000,6087
-3.04056,-2.13557,-1.97986,0.258885,0.0785318,-0.129558,0.265921,-1.26335,0.0885985,6.67221,0.183741,0.138158,2169000,6090
-2.96798,-1.9799,-1.80902,0.195788,-0.064628,-0.313363,-0.0996396,-1.32558,0.0905856,6.71264,0.18144,0.138126,2170000,6093
-2.86463,-1.97254,-1.83946,-0.144656,-0.0655331,-0.424062,0.23643,-1.52906,0.0946501,6.68291,0.184439,0.138463,2171000,6096
-2.88964,-1.9618,-1.79462,0.122912,-0.103447,-0.329173,-0.0553939,-1.28563,0.0898112,6.62322,0.187017,0.139089,2172000,6098
-2.69473,-1.81514,-1.67054,0.142408,-0.34544,-0.315761,-0.394754,-1.27833,0.0835833,6.66069,0.183277,0.140136,2173000,6100
-2.86185,-1.9862,-1.84971,0.147276,-0.191651,-0.124835,-0.227301,-1.24866,0.0911954,6.77065,0.184093,0.137699,2174000,6103
-2.88094,-1.86695,-1.71687,0.00438745,-0.208365,-0.352136,-0.268252,-1.4193,0.0895167,6.62913,0.184809,0.138437,2175000,6105
-2.52045,-1.56758,-1.42602,-0.12413,-0.558501,-0.513433,-0.811926,-1.53745,0.0844746,6.57603,0.186421,0.140342,2176000,6108
-2.56912,-1.59975,-1.41497,-0.310081,-0.40637,-0.557227,-0.85283,-1.39411,0.0905762,6.75122,0.183239,0.139307,2177000,6112
-2.67604,-1.66253,-1.51738,-0.0815906,-0.365839,-0.55558,-0.651055,-1.39769,0.0944654,6.71266,0.184807,0.139666,2178000,6115
-2.4383,-1.5743,-1.40567,-0.250689,-0.458263,-0.624608,-0.823736,-1.41677,0.0875874,6.64018,0.183924,0.139312,2179000,6118
-2.53596,-1.70614,-1.54272,-0.194097,-0.347691,-0.510201,-0.636081,-1.36649,0.0944659,6.75224,0.183858,0.13758,2180000,6121
-2.67209,-1.78468,-1.61073,-0.171698,-0.177399,-0.541429,-0.250036,-1.45563,0.0834028,6.73539,0.182192,0.139925,2181000,6123
-2.7886,-1.92206,-1.76108,-0.102147,-0.0823229,-0.416671,0.0411567,-1.42723,0.0819712,6.58608,0.186121,0.138519,2182000,6126
-2.63185,-1.71439,-1.58777,-0.0900345,-0.338402,-0.533595,-0.409032,-1.4123,0.086972,6.56773,0.183585,0.139985,2183000,6130
-2.4927,-1.6027,-1.44036,-0.276693,-0.456911,-0.579435,-0.711933,-1.43458,0.0900803,6.58847,0.184582,0.139822,2184000,6132
-2.54115,-1.70723,-1.51597,-0.186785,-0.400686,-0.401705,-0.660271,-1.39655,0.0814618,6.67983,0.18649,0.139031,2185000,6134
-2.56004,-1.77955,-1.59427,-0.059377,-0.336818,-0.368579,-0.53626,-1.32794,0.0787132,6.70298,0.184818,0.13838,2186000,6138
-2.64353,-1.68943,-1.50692,-0.381506,-0.338661,-0.572698,-0.502261,-1.50545,0.0910222,6.59464,0.183957,0.137933,2187000,6141
-2.66992,-1.56907,-1.40791,-0.500217,-0.442384,-0.668485,-0.669301,-1.52785,0.0931806,6.63441,0.181928,0.138164,2188000,6143
-2.59399,-1.62896,-1.42858,-0.288929,-0.39059,-0.605033,-0.822627,-1.34931,0.0864457,6.73316,0.186271,0.13698,2189000,6145
-2.60137,-1.68489,-1.51756,-0.179218,-0.38701,-0.482627,-0.639073,-1.36407,0.0865151,6.70309,0.186032,0.139574,2190000,6149
-2.61943,-1.69654,-1.51851,-0.173822,-0.32796,-0.498172,-0.682553,-1.30942,0.0880455,6.62753,0.182811,0.138283,2191000,6152
-2.86221,-1.86571,-1.69945,-0.087684,-0.17861,-0.482859,-0.159499,-1.35873,0.0918339,6.64176,0.182472,0.138343,2192000,6155
-2.88368,-1.98274,-1.83813,0.244995,-0.186842,-0.19538,-0.163417,-1.22379,0.0933293,6.6967,0.184427,0.139054,2193000,6158
-2.71115,-1.86348,-1.75122,0.0686419,-0.277361,-0.302327,-0.176821,-1.42319,0.0855804,6.81691,0.186331,0.141154,2194000,6161
-2.90728,-1.98242,-1.79571,0.0947791,-0.0871796,-0.326117,0.139307,-1.43552,0.0885908,6.77207,0.185821,0.138302,2195000,6164
-3.08801,-2.15627,-1.99577,0.262484,0.0261687,-0.173094,0.356049,-1.24521,0.0852531,6.65768,0.183529,0.138617,2196000,6168
-2.86892,-1.99846,-1.87152,0.00466383,0.0213002,-0.314686,0.136232,-1.30357,0.0839426,6.62937,0.183641,0.138289,2197000,6171
-2.92209,-1.92664,-1.73884,-0.0244563,-0.0964908,-0.500659,0.0779996,-1.4244,0.0856205,6.66161,0.184496,0.138491,2198000,6174
-2.76692,-1.94911,-1.79807,0.127025,-0.0662624,-0.317309,-0.190716,-1.12732,0.0827516,6.66262,0.189472,0.140626,2199000,6177
-2.75207,-1.79194,-1.63284,-0.1784,-0.305352,-0.451828,-0.300179,-1.45801,0.0895617,6.75839,0.182797,0.135293,2200000,6180
-2.5551,-1.78208,-1.58185,-0.108622,-0.227229,-0.462228,-0.540115,-1.23812,0.0841462,6.63843,0.181935,0.139188,2201000,6184
-2.43762,-1.62194,-1.44782,-0.263563,-0.524026,-0.465996,-0.90802,-1.30993,0.0852151,6.67427,0.183977,0.137717,2202000,6186
-2.45467,-1.63873,-1.47192,-0.216135,-0.42918,-0.5204,-0.726281,-1.42219,0.081967,6.55925,0.183311,0.14091,2203000,6189
-2.43578,-1.44551,-1.28593,-0.498458,-0.627364,-0.717085,-0.839931,-1.67134,0.0904611,6.70697,0.18345,0.139049,2204000,6192
-2.60401,-1.62046,-1.43534,-0.193462,-0.472735,-0.622805,-0.533873,-1.50564,0.0869296,6.83517,0.185093,0.137089,2205000,6195
-2.60944,-1.60296,-1.44104,-0.546442,-0.417037,-0.728622,-0.418543,-1.69488,0.0928538,6.72599,0.186797,0.136266,2206000,6197
-2.36044,-1.50212,-1.33127,-0.442792,-0.490757,-0.68262,-0.931085,-1.43447,0.0826142,6.69522,0.186657,0.138727,2207000,6200
-2.55771,-1.6856,-1.55019,-0.259602,-0.335883,-0.519669,-0.47874,-1.42329,0.0808395,6.68801,0.184289,0.139521,2208000,6204
-2.51543,-1.65647,-1.47352,-0.327918,-0.388917,-0.61644,-0.593389,-1.44297,0.0905148,6.58274,0.183836,0.137687,2209000,6207
-2.49643,-1.59819,-1.42971,-0.417464,-0.402163,-0.63684,-0.633869,-1.56567,0.0882775,6.617,0.182639,0.139669,2210000,6210
-2.44847,-1.65197,-1.46671,-0.12476,-0.442371,-0.432568,-0.939022,-1.26269,0.0797692,6.74407,0.18439,0.135499,2211000,6212
-2.46696,-1.57365,-1.38781,-0.319636,-0.463375,-0.641292,-0.823556,-1.47076,0.0816597,6.68363,0.184899,0.137703,2212000,6215
-2.35953,-1.64617,-1.44694,-0.184327,-0.434078,-0.446185,-0.936702,-1.30239,0.0806754,6.70579,0.18423,0.139663,2213000,6218
-2.60245,-1.56326,-1.40739,-0.368287,-0.487022,-0.56712,-0.846573,-1.46532,0.0920346,6.77509,0.186942,0.138798,2214000,6222
-2.55642,-1.76151,-1.60103,-0.0573194,-0.294108,-0.393042,-0.605825,-1.30948,0.0814963,6.63298,0.185263,0.138699,2215000,6225
-2.59666,-1.73963,-1.57375,-0.0918151,-0.4271,-0.371469,-0.653109,-1.29603,0.0900216,6.68996,0.183837,0.138462,2216000,6229
-2.55906,-1.71434,-1.58094,-0.0489807,-0.361732,-0.435219,-0.65453,-1.24981,0.0858359,6.70192,0.186591,0.136953,2217000,6232
-2.84612,-1.9422,-1.80203,0.106104,-0.0961335,-0.359086,-0.0812062,-1.279,0.083283,6.60347,0.185298,0.13704,2218000,6235
-2.75105,-1.83956,-1.62314,-0.0886448,-0.254287,-0.480049,-0.228887,-1.36168,0.0869946,6.66402,0.184086,0.140084,2219000,6237
-2.61681,-1.86637,-1.66971,-0.00946685,-0.173286,-0.381028,-0.377627,-1.24477,0.0785678,6.58921,0.183428,0.139216,2220000,6243
-2.55991,-1.62203,-1.44651,-0.127853,-0.429715,-0.552922,-0.81971,-1.4422,0.0799641,6.69349,0.182171,0.136929,2221000,6246
-2.44253,-1.52603,-1.36613,-0.292465,-0.608644,-0.582631,-0.906756,-1.51359,0.0869614,6.66053,0.184228,0.137342,2222000,6248
-2.48757,-1.53096,-1.3824,-0.29299,-0.541492,-0.639501,-0.816813,-1.46865,0.0908361,6.7191,0.183573,0.140024,2223000,6250
-2.66274,-1.73164,-1.5485,-0.132436,-0.354749,-0.407313,-0.555409,-1.38594,0.0889456,6.62973,0.182746,0.141313,2224000,6252
-2.49557,-1.68088,-1.51826,-0.17007,-0.38603,-0.475198,-0.800895,-1.221,0.0862812,6.6695,0.182995,0.138037,2225000,6255
-2.32694,-1.47584,-1.32804,-0.41272,-0.546967,-0.693085,-0.887498,-1.61246,0.0857132,6.55853,0.185545,0.140808,2226000,6258
-2.28863,-1.47333,-1.32401,-0.453013,-0.566761,-0.694255,-1.05816,-1.39076,0.0829524,6.67408,0.184401,0.138898,2227000,6262
-2.51187,-1.62389,-1.42894,-0.209665,-0.444344,-0.549423,-0.776567,-1.48571,0.0907908,6.56382,0.185213,0.138696,2228000,6264
-2.67774,-1.6037,-1.44286,-0.159131,-0.475188,-0.566504,-0.874458,-1.29365,0.0936056,6.65229,0.185943,0.13874,2229000,6266
-2.47984,-1.52815,-1.35686,-0.397333,-0.547365,-0.677109,-0.790993,-1.48663,0.0949656,6.72377,0.184368,0.137552,2230000,6269
-2.43167,-1.79159,-1.60803,-0.0843487,-0.244888,-0.362672,-0.658664,-1.16897,0.078358,6.64968,0.185239,0.140403,2231000,6273
-2.38528,-1.51632,-1.40409,-0.351917,-0.557953,-0.629308,-0.793038,-1.40291,0.0813502,6.54389,0.183862,0.140726,2232000,6275
-2.49057,-1.54069,-1.37373,-0.406593,-0.534356,-0.674922,-0.667276,-1.59921,0.0891114,6.70295,0.187062,0.138103,2233000,6277
-2.39727,-1.49409,-1.35043,-0.28288,-0.595399,-0.551061,-1.12403,-1.39063,0.0918755,6.69715,0.18457,0.140777,2234000,6280
-2.50645,-1.58214,-1.42842,-0.340574,-0.41346,-0.587862,-0.897133,-1.39946,0.0858895,6.72908,0.184549,0.137335,2235000,6283
-2.45549,-1.48451,-1.29754,-0.271177,-0.620997,-0.573439,-1.19229,-1.34097,0.09091,6.62258,0.184704,0.140802,2236000,6287
-2.6423,-1.72389,-1.55469,-0.0463055,-0.412052,-0.402891,-0.700455,-1.27381,0.0920729,6.63281,0.182288,0.137132,2237000,6290
-2.57455,-1.76877,-1.56966,-0.306419,-0.209913,-0.504269,-0.403699,-1.40499,0.0825631,6.57769,0.185682,0.140335,2238000,6293
-2.59963,-1.72922,-1.57922,-0.242881,-0.213954,-0.51028,-0.333495,-1.42947,0.0859425,6.71324,0.181104,0.141418,2239000,6297
-2.57697,-1.6709,-1.46605,-0.261014,-0.394392,-0.621532,-0.504452,-1.42413,0.0860977,6.65316,0.184371,0.137418,2240000,6300
-2.56626,-1.69647,-1.51066,-0.247284,-0.355142,-0.500689,-0.575129,-1.40531,0.0865797,6.61075,0.185521,0.14016,2241000,6303
-2.71116,-1.79996,-1.60557,-0.126205,-0.240555,-0.440847,-0.389539,-1.39708,0.0886601,6.69492,0.185534,0.138644,2242000,6305
-2.99984,-1.98537,-1.76168,0.0145119,-0.0752658,-0.455393,0.240501,-1.44701,0.0955025,6.64943,0.183325,0.140648,2243000,6307
-2.78113,-1.89074,-1.72342,-0.0115806,-0.206857,-0.385499,-0.0715311,-1.47189,0.0916766,6.64904,0.183627,0.138079,2244000,6309
-2.90605,-1.86542,-1.69277,-0.155735,-0.179557,-0.510128,-0.0883579,-1.52998,0.10254,6.56035,0.182819,0.138753,2245000,6312
-3.06818,-2.08267,-1.88301,0.136829,0.012658,-0.322235,0.358977,-1.44453,0.0884193,6.65434,0.181307,0.140062,2246000,6315
-2.92405,-1.97109,-1.83463,0.176656,-0.113588,-0.275147,-0.0929333,-1.20195,0.0884026,6.70883,0.184029,0.13818,2247000,6318
-2.74481,-1.7747,-1.61784,-0.12857,-0.287516,-0.477031,-0.377663,-1.35154,0.0898931,6.68439,0.184332,0.139635,2248000,6321
-2.54912,-1.59796,-1.44246,-0.244418,-0.450908,-0.621842,-0.716547,-1.44927,0.0851324,6.85266,0.186688,0.138399,2249000,6325
-2.74721,-1.88394,-1.69295,0.0102598,-0.177408,-0.34388,-0.301155,-1.27286,0.0827156,6.71828,0.183653,0.139445,2250000,6328
-2.59553,-1.74111,-1.58129,-0.111496,-0.345948,-0.465606,-0.558518,-1.35843,0.0897092,6.71608,0.183623,0.138012,2251000,6331
-2.5739,-1.71202,-1.55726,-0.0806592,-0.367679,-0.398632,-0.709239,-1.34461,0.0879754,6.59473,0.184067,0.138551,2252000,6335
-2.54924,-1.72705,-1.53361,-0.101085,-0.335451,-0.438115,-0.661792,-1.3367,0.0873719,6.65784,0.184155,0.141881,2253000,6338
-2.56665,-1.60775,-1.45875,-0.331871,-0.365768,-0.64127,-0.609139,-1.49165,0.084976,6.58541,0.183238,0.138595,2254000,6341
-2.5187,-1.58901,-1.44752,-0.251402,-0.51204,-0.595873,-0.684574,-1.50241,0.0925978,6.76149,0.183851,0.139198,2255000,6344
-2.43286,-1.57008,-1.40912,-0.0991263,-0.536823,-0.547676,-0.965969,-1.32318,0.083497,6.80875,0.18691,0.13901,2256000,6346
-2.41891,-1.58388,-1.42388,-0.26576,-0.511625,-0.627629,-0.757163,-1.51272,0.0897354,6.65418,0.183755,0.140076,2257000,6348
-2.51291,-1.67149,-1.45001,-0.270438,-0.38764,-0.531532,-0.747935,-1.38877,0.0854384,6.63556,0.186314,0.139233,2258000,6351
-2.37465,-1.50742,-1.37551,-0.294785,-0.541236,-0.593605,-0.987453,-1.38613,0.0858865,6.62833,0.185227,0.138595,2259000,6353
-2.52947,-1.62242,-1.47106,-0.235388,-0.437491,-0.597196,-0.667113,-1.38791,0.0818462,6.72516,0.18522,0.139717,2260000,6357
-2.22247,-1.37988,-1.25041,-0.313228,-0.716791,-0.556369,-1.49299,-1.2933,0.0789506,6.53377,0.181088,0.141894,2261000,6359
-2.53155,-1.64464,-1.45073,-0.163666,-0.415871,-0.507851,-0.784222,-1.32625,0.0792033,6.67655,0.182958,0.140204,2262000,6362
-2.38077,-1.53682,-1.37627,-0.262904,-0.553265,-0.595943,-0.940197,-1.33074,0.0864484,6.65424,0.183035,0.138591,2263000,6365
-2.52555,-1.61482,-1.45901,-0.219277,-0.470707,-0.531597,-0.807618,-1.32664,0.0853484,6.60237,0.185787,0.13725,2264000,6368
-2.66487,-1.63626,-1.51069,-0.282211,-0.393779,-0.579686,-0.493038,-1.50196,0.0903239,6.4778,0.184554,0.13802,2265000,6372
-2.54534,-1.68829,-1.55665,-0.224498,-0.321917,-0.517806,-0.495967,-1.41883,0.0813318,6.73574,0.187101,0.138259,2266000,6374
-2.67634,-1.78107,-1.65129,-0.200391,-0.237374,-0.41965,-0.455513,-1.20982,0.0856772,6.70746,0.182198,0.138927,2267000,6377
-2.62256,-1.57769,-1.37945,-0.396037,-0.436429,-0.710631,-0.662428,-1.46111,0.0947368,6.8172,0.1848,0.141112,2268000,6379
-2.4585,-1.51683,-1.42867,-0.165427,-0.602386,-0.56127,-0.95511,-1.38356,0.0885369,6.63888,0.18511,0.136954,2269000,6382
-2.55966,-1.5614,-1.39745,-0.258465,-0.460341,-0.553409,-0.931656,-1.33124,0.0895824,6.69465,0.184083,0.139655,2270000,6385
-2.61786,-1.5333,-1.35947,-0.442633,-0.526969,-0.638671,-0.807389,-1.5504,0.090404,6.71448,0.182398,0.139542,2271000,6388
-2.45503,-1.48092,-1.30471,-0.377289,-0.587492,-0.69854,-0.99534,-1.47284,0.0915412,6.63454,0.183461,0.137982,2272000,6391
-2.49896,-1.61605,-1.43024,-0.214011,-0.424862,-0.559688,-0.861389,-1.33101,0.0912531,6.73755,0.184485,0.138438,2273000,6393
-2.65692,-1.56823,-1.39777,-0.198781,-0.606449,-0.573802,-0.778358,-1.55656,0.0931332,6.76269,0.184479,0.137136,2274000,6395
-2.74631,-1.7902,-1.62931,-0.156767,-0.255436,-0.543629,-0.285428,-1.36829,0.0874229,6.7618,0.185313,0.136205,2275000,6397
-2.75297,-1.81334,-1.64012,-0.0292431,-0.296353,-0.394793,-0.4102,-1.35913,0.0921248,6.65423,0.185788,0.139182,2276000,6401
-2.70011,-1.71323,-1.5466,-0.139237,-0.345169,-0.546442,-0.557701,-1.31197,0.0898418,6.64288,0.185692,0.140974,2277000,6404
-2.6201,-1.54103,-1.35495,-0.430751,-0.519224,-0.712975,-0.709389,-1.51178,0.0922711,6.54777,0.184322,0.139856,2278000,6407
-2.64281,-1.62046,-1.46161,-0.310226,-0.440181,-0.566567,-0.673606,-1.47644,0.0942991,6.66802,0.186097,0.138236,2279000,6411
-2.4714,-1.46993,-1.31104,-0.369839,-0.586857,-0.607818,-1.07625,-1.49864,0.0868653,6.66634,0.184562,0.140912,2280000,6413
-2.38824,-1.47284,-1.26864,-0.342266,-0.672993,-0.649734,-1.15137,-1.42186,0.0875587,6.61678,0.182003,0.138124,2281000,6416
-2.31644,-1.35554,-1.21716,-0.571859,-0.706152,-0.750914,-1.11706,-1.65065,0.0889203,6.76255,0.186353,0.13927,2282000,6419
-2.40206,-1.48169,-1.31746,-0.374271,-0.563614,-0.617997,-0.99602,-1.45378,0.090165,6.67406,0.183035,0.141378,2283000,6422
-2.5803,-1.49916,-1.31893,-0.377164,-0.555601,-0.63899,-1.07188,-1.44659,0.0968079,6.71609,0.185765,0.139173,2284000,6425
-2.65279,-1.63443,-1.48956,-0.154858,-0.502499,-0.452903,-0.747107,-1.41261,0.0874151,6.67405,0.184036,0.137452,2285000,6427
-2.59072,-1.7395,-1.54669,-0.0817758,-0.333597,-0.530338,-0.651678,-1.32677,0.0899558,6.56351,0.181946,0.13974,2286000,6429
-2.31666,-1.46355,-1.31429,-0.589193,-0.533821,-0.738115,-0.998053,-1.54356,0.0880656,6.58043,0.185698,0.138544,2287000,6432
-2.13425,-1.29683,-1.13965,-0.484134,-0.864283,-0.677416,-1.50231,-1.54159,0.0879652,6.70374,0.183461,0.138795,2288000,6435
-2.21939,-1.07953,-0.947601,-0.683908,-1.03005,-0.84533,-1.85937,-1.67304,0.0950275,6.75347,0.180782,0.138653,2289000,6439
-2.07935,-1.20395,-1.03186,-0.653096,-0.94632,-0.774394,-1.62496,-1.54498,0.0801007,6.70663,0.180403,0.136744,2290000,6442
-2.08784,-1.17517,-1.02874,-0.610753,-0.797289,-0.875865,-1.71984,-1.47328,0.0831119,6.62972,0.181291,0.137246,2291000,6445
-2.15927,-1.23973,-1.07493,-0.617101,-0.850383,-0.812729,-1.53553,-1.49465,0.0894808,6.73729,0.182157,0.138544,2292000,6448
-2.354,-1.28926,-1.10691,-0.57964,-0.801112,-0.715318,-1.45932,-1.46485,0.0858209,6.67567,0.183183,0.139783,2293000,6450
-2.06751,-1.23856,-1.07822,-0.468993,-0.876998,-0.68587,-1.6926,-1.41836,0.087517,6.7947,0.182836,0.139042,2294000,6453
-2.43878,-1.27261,-1.11246,-0.657297,-0.82212,-0.773454,-1.33416,-1.60205,0.096021,6.70757,0.183352,0.138889,2295000,6456
-2.2773,-1.34856,-1.19302,-0.535,-0.701167,-0.742727,-1.33925,-1.42534,0.0883045,6.60432,0.1844,0.136969,2296000,6459
-2.4472,-1.36313,-1.22314,-0.502587,-0.662915,-0.769809,-1.21912,-1.41892,0.100838,6.67384,0.184031,0.139532,2297000,6462
-2.36342,-1.25816,-1.16075,-0.611782,-0.76012,-0.883057,-1.20387,-1.67493,0.0937532,6.67367,0.183745,0.138502,2298000,6465
-2.20184,-1.20667,-1.03436,-0.582786,-0.876824,-0.816466,-1.59014,-1.62923,0.087561,6.75022,0.184576,0.138183,2299000,6468
-2.43723,-1.38981,-1.26896,-0.390228,-0.672645,-0.699124,-1.2199,-1.46629,0.0945216,6.61558,0.183876,0.13818,2300000,6471
-2.28963,-1.43897,-1.27523,-0.392086,-0.699526,-0.552006,-1.21531,-1.44788,0.0849638,6.58082,0.18278,0.138707,2301000,6473
-2.51713,-1.60994,-1.45164,-0.190822,-0.454891,-0.548337,-0.719964,-1.48648,0.0837499,6.75865,0.184097,0.14066,2302000,6476
