BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.4918,-1.50037,-1.37886,-0.416285,-0.500007,-0.673424,-0.848939,-1.48725,0.0943324,6.58091,0.187149,0.141999,747000,1970
-2.45971,-1.72856,-1.54129,-0.247877,-0.291237,-0.52137,-0.529188,-1.31357,0.0799305,6.68941,0.187224,0.145938,748000,1972
-2.65059,-1.67028,-1.53745,-0.172392,-0.36945,-0.519682,-0.525748,-1.31982,0.0894224,6.7374,0.188098,0.141684,749000,1974
-2.87743,-1.8295,-1.70522,0.0428627,-0.242253,-0.491788,-0.0211131,-1.39796,0.0957514,6.66678,0.186331,0.141039,750000,1978
-2.82223,-1.8923,-1.71356,-0.0244312,-0.139885,-0.475709,0.0317488,-1.39987,0.0912284,6.82128,0.188145,0.139603,751000,1980
-2.75491,-1.85128,-1.68283,0.0412242,-0.231836,-0.377451,-0.310053,-1.23771,0.0835354,6.6568,0.187391,0.139853,752000,1983
-2.74927,-1.85575,-1.76955,0.0399203,-0.213274,-0.335021,-0.129081,-1.30038,0.0857129,6.68729,0.186562,0.141769,753000,1986
-2.64742,-1.86817,-1.74391,0.0138954,-0.200013,-0.298191,-0.204548,-1.2595,0.0872273,6.73672,0.189807,0.143272,754000,1989
-2.71949,-1.85175,-1.72737,-0.0202312,-0.201164,-0.333221,-0.263773,-1.17059,0.087637,6.65806,0.187722,0.142753,755000,1992
-2.75455,-1.83222,-1.70011,0.0139204,-0.246296,-0.414211,-0.13436,-1.28839,0.0843712,6.65972,0.188953,0.14067,756000,1995
-2.71033,-1.87576,-1.67897,-0.0459177,-0.189934,-0.278999,-0.460699,-1.12945,0.0859217,6.68829,0.186151,0.142631,757000,1998
-2.48493,-1.68619,-1.54797,-0.202309,-0.407397,-0.392269,-0.587491,-1.4169,0.0855105,6.72517,0.185757,0.142363,758000,2000
-2.6621,-1.65481,-1.54587,-0.168278,-0.39793,-0.483628,-0.734815,-1.21977,0.0972712,6.60521,0.186935,0.141776,759000,2003
-2.5296,-1.60666,-1.45374,-0.136662,-0.450818,-0.489967,-0.882642,-1.15641,0.0846059,6.64923,0.186375,0.141388,760000,2006
-2.63187,-1.50339,-1.38426,-0.504414,-0.460634,-0.759,-0.617485,-1.54386,0.0958927,6.6697,0.187346,0.138915,761000,2008
-2.59704,-1.43673,-1.27214,-0.532603,-0.629256,-0.826804,-0.61506,-1.76086,0.0962826,6.69483,0.187817,0.14218,762000,2012
-2.45562,-1.44558,-1.28283,-0.446564,-0.619301,-0.697177,-0.891298,-1.53054,0.0954499,6.69283,0.186855,0.14175,763000,2015
-2.30946,-1.37427,-1.19273,-0.478509,-0.691434,-0.735404,-1.1573,-1.44547,0.0908418,6.68551,0.185281,0.142193,764000,2018
-2.35526,-1.37375,-1.21426,-0.413482,-0.687844,-0.740245,-1.2054,-1.36074,0.0851888,6.74317,0.185705,0.141246,765000,2020
-2.29825,-1.41782,-1.23008,-0.555469,-0.614925,-0.765511,-1.07148,-1.39865,0.089455,6.74749,0.184687,0.140352,766000,2023
-2.33446,-1.30489,-1.18699,-0.410199,-0.784449,-0.690867,-1.35966,-1.38678,0.091834,6.54858,0.18722,0.143263,767000,2026
-2.21748,-1.33924,-1.19422,-0.485938,-0.698269,-0.741049,-1.21896,-1.37837,0.0855524,6.56905,0.188562,0.142778,768000,2028
-2.24237,-1.41881,-1.26985,-0.350996,-0.639227,-0.666432,-1.24164,-1.32212,0.0845387,6.61704,0.189515,0.140492,769000,2031
-2.23333,-1.47115,-1.2961,-0.342366,-0.566975,-0.690841,-1.01518,-1.30346,0.0841625,6.63572,0.186941,0.14139,770000,2033
-2.55166,-1.5367,-1.3786,-0.363079,-0.456603,-0.624269,-0.924467,-1.23869,0.0920356,6.6783,0.188345,0.142107,771000,2037
-2.49375,-1.34968,-1.19994,-0.506182,-0.777107,-0.740431,-1.12221,-1.45508,0.0994252,6.61432,0.187675,0.141582,772000,2039
-2.42771,-1.50542,-1.36396,-0.232973,-0.624226,-0.572112,-1.10766,-1.23159,0.0898423,6.60043,0.184387,0.141775,773000,2042
-2.40968,-1.4817,-1.3665,-0.310976,-0.489383,-0.650076,-1.1197,-1.16839,0.0867007,6.71569,0.188294,0.140173,774000,2044
-2.65824,-1.55054,-1.39139,-0.278047,-0.576425,-0.622153,-0.775476,-1.41384,0.0933474,6.61557,0.187194,0.141536,775000,2046
-2.59694,-1.67542,-1.49745,-0.143991,-0.419288,-0.551636,-0.568906,-1.40555,0.0911049,6.67104,0.186715,0.139875,776000,2050
-2.7827,-1.74004,-1.56403,-0.131674,-0.331505,-0.505467,-0.279436,-1.47318,0.0917937,6.56496,0.187342,0.142575,777000,2053
-2.69908,-1.65538,-1.51035,-0.0710803,-0.440025,-0.544247,-0.636155,-1.33188,0.0933783,6.68315,0.184342,0.139741,778000,2055
-2.52882,-1.68189,-1.54166,-0.16663,-0.32738,-0.490434,-0.53167,-1.32383,0.0831976,6.64744,0.188288,0.140928,779000,2057
-2.67929,-1.83372,-1.69464,-0.122675,-0.188775,-0.374174,-0.332007,-1.34081,0.0831275,6.62249,0.18654,0.141712,780000,2060
-2.71777,-1.76809,-1.65465,0.0382132,-0.316055,-0.352933,-0.483028,-1.33082,0.0816488,6.56062,0.188856,0.140687,781000,2062
-2.72337,-1.738,-1.62902,-0.0880228,-0.293745,-0.448752,-0.51211,-1.35571,0.0914211,6.72377,0.186559,0.140228,782000,2065
-2.8071,-1.92493,-1.73551,0.0443794,-0.168771,-0.396159,-0.0700478,-1.28284,0.0888645,6.61289,0.186722,0.138838,783000,2068
-2.80881,-1.94721,-1.78422,0.0461398,-0.0970488,-0.385893,-0.0776412,-1.22955,0.0897253,6.67778,0.182877,0.140996,784000,2070
-2.79165,-1.86977,-1.74032,0.0664449,-0.214667,-0.344414,-0.121316,-1.30729,0.0894163,6.68368,0.185129,0.142468,785000,2073
-2.7638,-1.67064,-1.57198,-0.135843,-0.415755,-0.478956,-0.467913,-1.40942,0.0964662,6.66857,0.186136,0.140706,786000,2076
-2.66271,-1.76898,-1.59736,-0.187236,-0.197734,-0.490062,-0.402434,-1.3103,0.0842935,6.60693,0.185835,0.140107,787000,2078
-2.83302,-1.91126,-1.79425,0.177653,-0.177207,-0.335003,-0.111861,-1.2232,0.0839581,6.6827,0.186029,0.138305,788000,2081
-2.72682,-1.73559,-1.52553,-0.181568,-0.302415,-0.514441,-0.490638,-1.32326,0.0906082,6.6584,0.185216,0.142517,789000,2084
-2.64198,-1.92986,-1.76141,0.149857,-0.154003,-0.300145,-0.207031,-1.20978,0.0815083,6.77604,0.186134,0.140881,790000,2087
-2.68345,-1.87604,-1.72418,0.134352,-0.258245,-0.274868,-0.285009,-1.23577,0.0761896,6.69366,0.1882,0.142055,791000,2090
-2.57812,-1.83061,-1.68547,0.186578,-0.285761,-0.272922,-0.481613,-1.11745,0.0776852,6.55221,0.185474,0.142213,792000,2094
-2.55983,-1.72383,-1.59006,-0.0329019,-0.351107,-0.403258,-0.545337,-1.24068,0.0823943,6.81833,0.184833,0.143446,793000,2097
-2.41556,-1.60498,-1.47984,-0.0785368,-0.474573,-0.440227,-0.810895,-1.18455,0.0847856,6.76228,0.183748,0.144788,794000,2100
-2.43755,-1.5755,-1.46184,-0.163076,-0.502196,-0.482963,-0.857339,-1.37251,0.0822249,6.6397,0.188133,0.139908,795000,2103
-2.52629,-1.69449,-1.55918,-0.139651,-0.297065,-0.443734,-0.687931,-1.1764,0.0826851,6.74476,0.185898,0.143298,796000,2107
-2.70474,-1.86648,-1.68026,-0.0645294,-0.179125,-0.375963,-0.320648,-1.16985,0.0765909,6.70488,0.186665,0.141917,797000,2110
-2.76114,-1.71074,-1.5444,-0.160115,-0.328447,-0.525287,-0.356752,-1.48157,0.0907408,6.66723,0.18889,0.143042,798000,2113
-2.73534,-1.69424,-1.56718,-0.340603,-0.346221,-0.670038,-0.0623407,-1.59629,0.0888757,6.65323,0.185117,0.139318,799000,2116
-2.46426,-1.55926,-1.42182,-0.362114,-0.455675,-0.628641,-0.729321,-1.36645,0.0889944,6.68518,0.185442,0.141952,800000,2119
-2.54027,-1.71785,-1.58982,-0.201144,-0.289961,-0.426172,-0.595017,-1.25802,0.0789952,6.64618,0.187527,0.141108,801000,2121
-2.55347,-1.74687,-1.60854,0.0150446,-0.355591,-0.39587,-0.413441,-1.40796,0.0800961,6.73834,0.1855,0.143058,802000,2124
-2.67989,-1.69792,-1.55809,-0.163777,-0.304195,-0.551439,-0.4304,-1.35228,0.0915181,6.60758,0.190568,0.140599,803000,2127
-2.54287,-1.69784,-1.53417,-0.127398,-0.398844,-0.402299,-0.646447,-1.31208,0.0835373,6.70151,0.187473,0.140544,804000,2130
-2.53281,-1.6447,-1.51508,-0.0531764,-0.453309,-0.463257,-0.645817,-1.32197,0.0839432,6.63531,0.1866,0.141035,805000,2134
-2.64225,-1.64074,-1.46546,-0.246324,-0.426896,-0.497454,-0.669842,-1.40513,0.090365,6.60695,0.18492,0.142507,806000,2137
-2.80948,-1.7566,-1.6037,-0.0992136,-0.300749,-0.495865,-0.341139,-1.42661,0.0975524,6.58528,0.187683,0.143158,807000,2140
-2.51189,-1.54013,-1.41701,-0.178657,-0.572535,-0.533828,-0.905988,-1.28847,0.081462,6.54877,0.187243,0.142778,808000,2143
-2.74245,-1.82389,-1.67842,-0.0279646,-0.254715,-0.404675,-0.183772,-1.36342,0.0791536,6.58281,0.187106,0.139983,809000,2146
-2.7927,-1.92549,-1.77842,0.0930187,-0.135562,-0.379944,0.0952404,-1.32023,0.0866961,6.63599,0.18713,0.140459,810000,2149
-2.71349,-1.74295,-1.6201,-0.231807,-0.273777,-0.593964,-0.112609,-1.47362,0.0870171,6.69428,0.183107,0.140133,811000,2152
-2.77781,-1.99143,-1.82006,0.197006,-0.153705,-0.220383,-0.0268786,-1.24324,0.0849794,6.71751,0.188367,0.14118,812000,2154
-2.89953,-2.07644,-1.92504,0.269463,0.00961092,-0.230532,0.240345,-1.19855,0.0823603,6.54912,0.189578,0.142386,813000,2157
-3.06488,-2.12802,-2.03402,0.331017,0.109596,-0.218375,0.452151,-1.13365,0.0847785,6.6226,0.185734,0.142771,814000,2161
-2.95703,-2.06836,-1.93371,0.217886,-0.00935157,-0.254546,0.302472,-1.23974,0.0842905,6.72261,0.189186,0.140188,815000,2164
-2.84041,-2.02375,-1.90049,0.216134,-0.0336231,-0.243579,0.271492,-1.27229,0.0797643,6.51961,0.188083,0.143081,816000,2167
-2.81673,-2.01013,-1.89419,0.268514,-0.0899635,-0.124992,-0.0848487,-1.01603,0.0790981,6.67994,0.186519,0.140855,817000,2169
-2.53883,-1.93799,-1.76585,0.311116,-0.195491,-0.160675,-0.416595,-1.03655,0.0798016,6.67513,0.186366,0.141407,818000,2171
-2.63605,-1.82156,-1.6337,-0.0688929,-0.298832,-0.357219,-0.420944,-1.21207,0.0826546,6.53988,0.186464,0.140528,819000,2174
-2.61481,-1.72656,-1.52882,-0.0234709,-0.394057,-0.340887,-0.788886,-1.17325,0.0837027,6.73121,0.1873,0.142306,820000,2183
-2.37109,-1.51827,-1.36734,-0.286474,-0.528912,-0.574283,-0.955367,-1.3971,0.0858438,6.58286,0.189136,0.142885,821000,2186
-2.32675,-1.31934,-1.18638,-0.542343,-0.724984,-0.787132,-1.11017,-1.54415,0.0919417,6.73216,0.187748,0.143783,822000,2189
-2.58549,-1.66506,-1.53441,-0.155899,-0.483965,-0.450508,-0.518896,-1.40075,0.0888839,6.67233,0.187919,0.14173,823000,2192
-2.44782,-1.62054,-1.49037,-0.203748,-0.433166,-0.470845,-0.734582,-1.31306,0.0866728,6.66005,0.188454,0.141762,824000,2195
-2.63693,-1.74496,-1.64621,-0.0980857,-0.310623,-0.434478,-0.496643,-1.35705,0.0834387,6.60007,0.188638,0.137551,825000,2198
-2.67013,-1.58444,-1.47322,-0.250094,-0.460469,-0.626197,-0.554841,-1.55062,0.0967639,6.719,0.189871,0.140271,826000,2200
-2.52777,-1.56631,-1.44955,-0.25506,-0.477691,-0.603243,-0.748512,-1.31071,0.0933432,6.64984,0.186319,0.140288,827000,2203
-2.4666,-1.67329,-1.50215,-0.211881,-0.441631,-0.468424,-0.655184,-1.38098,0.0825159,6.84271,0.18659,0.141687,828000,2206
-2.76881,-1.83196,-1.6658,0.0451834,-0.270808,-0.347343,-0.351354,-1.31327,0.0850917,6.67518,0.186583,0.139216,829000,2210
-2.71784,-1.69431,-1.55786,-0.148736,-0.42366,-0.505014,-0.34479,-1.45473,0.0905286,6.65371,0.186528,0.139635,830000,2213
-2.68213,-1.93557,-1.76696,0.0829876,-0.150329,-0.248767,-0.163245,-1.34737,0.0827571,6.70801,0.188275,0.14134,831000,2215
-3.12727,-2.17153,-2.04455,0.271938,0.0991056,-0.265229,0.637417,-1.32624,0.0913512,6.78979,0.186657,0.140173,832000,2217
-2.95596,-2.12562,-2.00798,0.280892,0.0935392,-0.157454,0.279181,-1.1323,0.0846128,6.65349,0.18737,0.142763,833000,2221
-2.9691,-2.12062,-1.99969,0.267943,0.118884,-0.203581,0.30482,-1.17004,0.0819738,6.80056,0.186296,0.140152,834000,2224
-2.8697,-2.09628,-1.97777,0.359981,-0.0666745,-0.0891781,0.084888,-1.21079,0.0840339,6.60179,0.185586,0.138846,835000,2227
-2.79811,-2.01172,-1.86163,0.1296,-0.0856503,-0.227992,0.0221665,-1.15589,0.0820495,6.66222,0.187551,0.143938,836000,2231
-2.72991,-1.90522,-1.77177,0.0732003,-0.163438,-0.232746,-0.298385,-1.11199,0.0802828,6.55029,0.186248,0.142134,837000,2234
-2.68795,-1.89855,-1.72661,0.177251,-0.207239,-0.213115,-0.343361,-1.14051,0.0725817,6.65599,0.187086,0.14205,838000,2237
-2.90332,-2.06231,-1.95155,0.366719,-0.0245021,-0.134981,0.12405,-1.06058,0.0848443,6.71696,0.184383,0.140934,839000,2241
-2.69062,-1.82183,-1.74012,0.127438,-0.298765,-0.310048,-0.234589,-1.25355,0.0839453,6.65689,0.187689,0.142225,840000,2244
-2.51961,-1.666,-1.54998,-0.0347382,-0.427373,-0.439813,-0.622267,-1.30712,0.0825349,6.68991,0.187444,0.140505,841000,2246
-2.53126,-1.6094,-1.45499,-0.190399,-0.462557,-0.537242,-0.761968,-1.3795,0.0866105,6.7513,0.185415,0.140827,842000,2250
-2.49545,-1.58886,-1.42956,-0.171604,-0.533835,-0.490753,-0.889041,-1.26219,0.0861169,6.67713,0.185663,0.140359,843000,2253
-2.64763,-1.72694,-1.5556,0.0472551,-0.358649,-0.358043,-0.757534,-1.2161,0.0822888,6.53087,0.18845,0.140773,844000,2256
-2.50202,-1.66627,-1.51918,-0.0406976,-0.447852,-0.437615,-0.81511,-1.2331,0.084441,6.56961,0.187105,0.139751,845000,2260
-2.55308,-1.61871,-1.42934,-0.200855,-0.459156,-0.515066,-0.872258,-1.35399,0.0888794,6.58768,0.185608,0.141015,846000,2263
-2.22634,-1.45509,-1.28544,-0.430948,-0.61236,-0.573447,-1.15209,-1.3577,0.0834826,6.67249,0.187,0.142978,847000,2267
-2.36639,-1.33431,-1.16842,-0.451565,-0.770598,-0.665771,-1.29497,-1.50233,0.0866127,6.66175,0.185321,0.141986,848000,2270
-2.30045,-1.17242,-1.06019,-0.731236,-0.890963,-0.968509,-1.22938,-1.63947,0.0986151,6.6178,0.187649,0.140049,849000,2272
-2.22843,-1.47481,-1.28647,-0.309802,-0.648327,-0.525199,-1.34278,-1.21017,0.081288,6.76023,0.18864,0.140637,850000,2274
-2.16635,-1.3556,-1.18393,-0.515591,-0.751544,-0.717516,-1.29466,-1.44434,0.0866718,6.7449,0.19101,0.139042,851000,2278
-2.23774,-1.26318,-1.14661,-0.494323,-0.891485,-0.751214,-1.28248,-1.52026,0.0895555,6.63401,0.18664,0.142597,852000,2281
-2.42118,-1.24838,-1.09928,-0.758774,-0.797207,-0.870907,-1.27793,-1.58718,0.100369,6.59965,0.188171,0.14082,853000,2284
-2.24923,-1.44016,-1.26943,-0.382838,-0.627531,-0.562431,-1.29358,-1.29215,0.0772676,6.69962,0.187195,0.142962,854000,2287
-2.21586,-1.35761,-1.21074,-0.315116,-0.761531,-0.567254,-1.46032,-1.25278,0.082423,6.65317,0.186254,0.142289,855000,2289
-2.15527,-1.36854,-1.23417,-0.389055,-0.724116,-0.617882,-1.38226,-1.2745,0.0796514,6.78139,0.187309,0.139703,856000,2292
-2.37959,-1.53677,-1.38172,-0.237429,-0.54112,-0.539458,-0.958909,-1.31639,0.0844399,6.67769,0.186806,0.141436,857000,2295
-2.47194,-1.51145,-1.38508,-0.354773,-0.561318,-0.571636,-0.748869,-1.40851,0.0869229,6.696,0.188167,0.142548,858000,2299
-2.35102,-1.24395,-1.12193,-0.732974,-0.752761,-0.91147,-1.10497,-1.65109,0.0915293,6.66325,0.18844,0.14053,859000,2301
-2.19431,-1.1696,-1.02158,-0.644345,-0.914446,-0.807675,-1.4649,-1.52689,0.0891821,6.72988,0.187353,0.143387,860000,2303
-2.10819,-1.21124,-1.07178,-0.692315,-0.809278,-0.865477,-1.39547,-1.52241,0.0834831,6.74878,0.189195,0.141155,861000,2305
-2.30648,-1.36295,-1.21933,-0.467691,-0.702582,-0.698348,-1.22782,-1.46975,0.0880899,6.69016,0.185731,0.139874,862000,2308
-2.2258,-1.39829,-1.25018,-0.225196,-0.752807,-0.570768,-1.30836,-1.27765,0.0816511,6.72841,0.190558,0.142175,863000,2311
-2.39744,-1.44255,-1.25689,-0.576971,-0.598828,-0.762407,-0.735828,-1.58904,0.0913903,6.63309,0.189544,0.141565,864000,2314
-2.6357,-1.55189,-1.41479,-0.356318,-0.504925,-0.692485,-0.452953,-1.64167,0.0912562,6.60754,0.186984,0.140432,865000,2317
-2.76624,-1.54188,-1.42958,-0.380174,-0.494283,-0.694484,-0.496666,-1.65761,0.0972779,6.56257,0.19052,0.140983,866000,2320
-2.70724,-1.71465,-1.60171,-0.149049,-0.381737,-0.470601,-0.374161,-1.39371,0.0890435,6.60833,0.187041,0.141705,867000,2323
-2.33147,-1.44981,-1.32881,-0.397543,-0.529385,-0.712151,-0.887705,-1.48695,0.0795697,6.85029,0.187018,0.138694,868000,2326
-2.38993,-1.65195,-1.47765,-0.238102,-0.40785,-0.583243,-0.70206,-1.27755,0.0832195,6.56452,0.187538,0.139148,869000,2328
-2.46049,-1.51765,-1.37983,-0.322336,-0.564546,-0.567525,-0.907793,-1.40578,0.0864663,6.72985,0.186217,0.140891,870000,2331
-2.51334,-1.51378,-1.39574,-0.337545,-0.513144,-0.647842,-0.834796,-1.37666,0.0926168,6.67626,0.187684,0.142916,871000,2335
-2.50508,-1.42209,-1.28852,-0.555319,-0.624807,-0.694677,-0.822115,-1.52615,0.0910987,6.66249,0.186115,0.142327,872000,2337
-2.51272,-1.45926,-1.31602,-0.475249,-0.494145,-0.726491,-0.752856,-1.50671,0.0902497,6.6909,0.188684,0.143568,873000,2341
-2.47558,-1.39264,-1.26403,-0.474696,-0.593908,-0.725887,-0.963323,-1.5483,0.0897092,6.63134,0.187962,0.140898,874000,2344
-2.29242,-1.35507,-1.20594,-0.474055,-0.719504,-0.64796,-1.23063,-1.57337,0.087733,6.69766,0.185782,0.139959,875000,2347
-2.33739,-1.36797,-1.2644,-0.362238,-0.701479,-0.678082,-1.08064,-1.43547,0.0866763,6.66675,0.187694,0.141587,876000,2350
-2.34372,-1.51482,-1.35737,-0.237008,-0.609476,-0.500199,-1.09673,-1.30237,0.0855956,6.68442,0.18928,0.141786,877000,2353
-2.52332,-1.62586,-1.5044,-0.180144,-0.485362,-0.492349,-0.652494,-1.39408,0.0797474,6.78876,0.188397,0.140205,878000,2356
-2.44536,-1.61963,-1.46036,-0.136955,-0.481711,-0.48324,-0.814858,-1.2728,0.0801416,6.70658,0.18769,0.143063,879000,2358
-2.58452,-1.71118,-1.58704,-0.0542972,-0.353628,-0.462444,-0.455397,-1.36075,0.0801146,6.6438,0.184914,0.141219,880000,2361
-2.60234,-1.8129,-1.62303,-0.105401,-0.248662,-0.448842,-0.367092,-1.31817,0.0805713,6.7044,0.187779,0.14065,881000,2364
-2.65737,-1.82522,-1.71095,0.132756,-0.286773,-0.274761,-0.441934,-1.1619,0.0908019,6.63477,0.185429,0.143597,882000,2367
-2.49384,-1.59417,-1.46831,-0.293082,-0.456554,-0.596096,-0.599102,-1.32113,0.0833284,6.63422,0.18717,0.14099,883000,2371
-2.73905,-1.5715,-1.44532,-0.320885,-0.458453,-0.642916,-0.54189,-1.502,0.0959309,6.60514,0.186079,0.142575,884000,2374
-2.42024,-1.7652,-1.59687,-0.0314123,-0.288364,-0.375288,-0.610676,-1.1383,0.069979,6.58971,0.185951,0.139816,885000,2377
-2.58169,-1.63643,-1.47722,-0.097957,-0.499591,-0.465015,-0.728419,-1.34797,0.0899155,6.67379,0.184307,0.141172,886000,2381
-2.64047,-1.72452,-1.60243,-0.0450027,-0.338499,-0.450002,-0.515817,-1.18356,0.082791,6.67802,0.188907,0.139679,887000,2383
-2.59758,-1.73006,-1.59098,-0.186836,-0.371234,-0.43879,-0.47202,-1.30433,0.0843303,6.68834,0.189742,0.140034,888000,2385
-2.51698,-1.7108,-1.5473,-0.0448726,-0.407269,-0.423295,-0.728462,-1.20907,0.0860461,6.66194,0.187863,0.14129,889000,2388
-2.77286,-1.96075,-1.79521,-0.0482079,-0.000661372,-0.473448,0.129642,-1.26246,0.0842197,6.68649,0.188075,0.143228,890000,2390
-2.68858,-1.84926,-1.69238,-0.0911994,-0.229959,-0.392345,-0.143925,-1.46216,0.0859777,6.53519,0.190048,0.141702,891000,2392
-2.64831,-1.68903,-1.57726,-0.118805,-0.366666,-0.475891,-0.325387,-1.42434,0.0893792,6.79695,0.189218,0.141546,892000,2394
-2.52193,-1.51297,-1.40405,-0.278252,-0.504801,-0.667532,-0.64368,-1.48762,0.0903743,6.74451,0.19103,0.143803,893000,2396
-2.55554,-1.47926,-1.35904,-0.232493,-0.680132,-0.562333,-0.949744,-1.5248,0.0905272,6.63085,0.185938,0.141236,894000,2399
-2.24464,-1.37521,-1.24133,-0.3475,-0.770205,-0.584808,-1.31185,-1.42238,0.0827018,6.73113,0.185857,0.143347,895000,2402
-2.12467,-1.3882,-1.21078,-0.459533,-0.674468,-0.664311,-1.30922,-1.24731,0.0837163,6.66398,0.185734,0.142448,896000,2406
-2.03478,-1.07213,-0.9262,-0.707622,-1.01919,-0.859686,-1.79063,-1.56253,0.0880234,6.70466,0.189874,0.140371,897000,2408
-2.16913,-1.38661,-1.20553,-0.31494,-0.795426,-0.588206,-1.39443,-1.33648,0.079697,6.71513,0.186133,0.144325,898000,2410
-2.36593,-1.49766,-1.41474,-0.147769,-0.570381,-0.43996,-1.24398,-1.17952,0.0836225,6.56222,0.189675,0.141696,899000,2414
-2.35748,-1.51542,-1.37912,-0.181059,-0.519211,-0.573167,-0.922484,-1.26219,0.0822977,6.78119,0.187312,0.143489,900000,2417
-2.57802,-1.73022,-1.57345,0.00344813,-0.370028,-0.397811,-0.602359,-1.28477,0.0830871,6.62029,0.187167,0.141954,901000,2420
-2.37239,-1.50877,-1.33369,-0.361522,-0.536159,-0.6266,-0.999455,-1.293,0.0842161,6.48455,0.188041,0.143236,902000,2422
-2.46757,-1.46905,-1.30613,-0.343488,-0.6419,-0.617638,-1.00883,-1.36673,0.0893385,6.66701,0.187871,0.139858,903000,2425
-2.43727,-1.46605,-1.33473,-0.336764,-0.635557,-0.658889,-0.852799,-1.5058,0.0853211,6.69268,0.18636,0.141278,904000,2429
-2.35754,-1.51884,-1.41812,-0.216577,-0.545643,-0.528597,-0.985698,-1.28799,0.0816268,6.64298,0.187734,0.141624,905000,2431
-2.46401,-1.66331,-1.49539,-0.153773,-0.443521,-0.476927,-0.679525,-1.39587,0.0786978,6.61465,0.185779,0.140169,906000,2433
-2.48048,-1.63289,-1.44839,-0.241409,-0.438423,-0.552752,-0.664408,-1.40865,0.0783199,6.7605,0.189439,0.141992,907000,2437
-2.33571,-1.48797,-1.2983,-0.185624,-0.723086,-0.498262,-1.16304,-1.3875,0.0837505,6.70397,0.187339,0.14033,908000,2440
-2.45939,-1.54437,-1.40652,-0.295311,-0.476435,-0.548909,-0.920045,-1.38388,0.0827732,6.6954,0.185886,0.139016,909000,2443
-2.61043,-1.61414,-1.52983,-0.17358,-0.429568,-0.542905,-0.55465,-1.4352,0.0880774,6.6862,0.186182,0.142141,910000,2447
-2.38319,-1.52083,-1.37511,-0.281776,-0.566655,-0.472886,-1.06296,-1.27376,0.0856584,6.69128,0.189161,0.141732,911000,2450
-2.18986,-1.44811,-1.27785,-0.377218,-0.600185,-0.632478,-1.12118,-1.39287,0.0782922,6.81,0.186379,0.138883,912000,2453
-2.29225,-1.4517,-1.27737,-0.405919,-0.603241,-0.677543,-1.05061,-1.41674,0.0843283,6.68678,0.187361,0.141832,913000,2456
-2.38948,-1.54644,-1.3746,-0.242462,-0.545133,-0.534229,-1.02016,-1.33076,0.0849134,6.53467,0.187386,0.139631,914000,2458
-2.2627,-1.30083,-1.18315,-0.438443,-0.780723,-0.750689,-1.31461,-1.46751,0.0861893,6.68178,0.187299,0.139833,915000,2461
-2.16889,-1.12896,-0.977053,-0.796428,-0.85146,-0.976769,-1.4442,-1.64601,0.0931127,6.70355,0.186918,0.140527,916000,2464
-2.07381,-1.1625,-1.01442,-0.80462,-0.936839,-0.844646,-1.62777,-1.41072,0.0816124,6.72993,0.186166,0.140159,917000,2467
-2.20807,-1.33973,-1.20709,-0.405468,-0.740474,-0.648712,-1.40047,-1.45333,0.0858982,6.73281,0.185528,0.141207,918000,2471
-2.3486,-1.42299,-1.29028,-0.410617,-0.640389,-0.658297,-1.13633,-1.43261,0.084397,6.70111,0.186739,0.139202,919000,2473
-2.21825,-1.29576,-1.17324,-0.435755,-0.784655,-0.717217,-1.46554,-1.33402,0.0914653,6.72089,0.189478,0.140073,920000,2477
-2.19545,-1.17871,-1.02659,-0.8024,-0.893173,-0.864795,-1.44931,-1.59086,0.0925842,6.62349,0.189043,0.14058,921000,2480
-2.31726,-1.39497,-1.25856,-0.495909,-0.647132,-0.784674,-0.980031,-1.55897,0.0929247,6.64364,0.18543,0.142555,922000,2483
-2.46137,-1.30801,-1.14869,-0.605014,-0.706601,-0.827959,-1.16358,-1.58092,0.0927338,6.69895,0.185262,0.139719,923000,2486
-2.23111,-1.17835,-1.00613,-0.766289,-0.924545,-0.897153,-1.42703,-1.63563,0.0863336,6.64597,0.186833,0.137892,924000,2489
-2.1671,-1.19391,-1.05719,-0.478038,-0.962676,-0.735002,-1.6475,-1.46746,0.0879334,6.72463,0.186378,0.140352,925000,2491
-2.37836,-1.38545,-1.23865,-0.488807,-0.673804,-0.769428,-0.993826,-1.6183,0.094615,6.76132,0.184798,0.140508,926000,2494
-2.38262,-1.51275,-1.37634,-0.408534,-0.51738,-0.732856,-0.68369,-1.49061,0.0861319,6.62532,0.187844,0.139119,927000,2497
-2.60878,-1.45571,-1.33398,-0.490227,-0.592854,-0.848183,-0.666877,-1.5758,0.102642,6.6015,0.189943,0.138421,928000,2500
-2.41713,-1.49519,-1.3796,-0.3438,-0.534144,-0.600264,-0.871501,-1.4169,0.0865398,6.73347,0.1843,0.142387,929000,2503
-2.35005,-1.42752,-1.30857,-0.374088,-0.616883,-0.743644,-0.890703,-1.50579,0.0894912,6.68184,0.190835,0.14,930000,2505
-2.36407,-1.47722,-1.33717,-0.262406,-0.605002,-0.612607,-0.953098,-1.46697,0.0853455,6.71219,0.189584,0.141772,931000,2508
