BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.82024,-1.66463,-1.52696,-0.219056,-0.445752,-0.56503,-0.416908,-1.62351,0.0990492,6.65941,0.183824,0.136972,1761000,4908
-2.71837,-1.59207,-1.42715,-0.221096,-0.541527,-0.517877,-0.793613,-1.53753,0.0900703,6.70646,0.184927,0.140336,1762000,4910
-2.56129,-1.74185,-1.57328,-0.175942,-0.337674,-0.413026,-0.632098,-1.35926,0.0924649,6.72405,0.185574,0.137647,1763000,4913
-2.45706,-1.59353,-1.44538,-0.153963,-0.513589,-0.551766,-0.722491,-1.48875,0.0824199,6.6395,0.18366,0.13985,1764000,4916
-2.55444,-1.63305,-1.46776,-0.17168,-0.494434,-0.492328,-0.680961,-1.42852,0.0822589,6.72022,0.184325,0.138545,1765000,4918
-2.7706,-1.81259,-1.65685,0.110833,-0.340263,-0.277548,-0.541663,-1.40474,0.0933163,6.73775,0.186413,0.1382,1766000,4921
-2.6135,-1.67768,-1.51319,-0.0997038,-0.436078,-0.528938,-0.543347,-1.44046,0.0876336,6.60937,0.185917,0.138135,1767000,4924
-2.51937,-1.44606,-1.25533,-0.464764,-0.65669,-0.751645,-0.845284,-1.74169,0.0942913,6.75355,0.184683,0.13801,1768000,4928
-2.25301,-1.24704,-1.09187,-0.631768,-0.825403,-0.877416,-1.35955,-1.62896,0.0940552,6.73293,0.188112,0.138449,1769000,4931
-2.07656,-1.20153,-1.01735,-0.652554,-0.913578,-0.820384,-1.63886,-1.56651,0.088301,6.71455,0.187761,0.139003,1770000,4934
-2.22197,-1.10996,-0.913064,-0.794916,-1.05961,-0.927308,-1.64899,-1.84801,0.100546,6.61902,0.185854,0.136158,1771000,4936
-2.26593,-1.16317,-0.985968,-0.672967,-0.956402,-0.874231,-1.5841,-1.7441,0.0961725,6.61957,0.183772,0.140042,1772000,4939
-2.33224,-1.33067,-1.19659,-0.587515,-0.70195,-0.716153,-1.30112,-1.49713,0.0877381,6.75312,0.183404,0.136925,1773000,4942
-2.48612,-1.42645,-1.27942,-0.338808,-0.700915,-0.603003,-1.15494,-1.47558,0.0907675,6.52805,0.186334,0.138624,1774000,4945
-2.32492,-1.37905,-1.23045,-0.5046,-0.676328,-0.749041,-1.14698,-1.53514,0.0828708,6.76915,0.186674,0.13671,1775000,4949
-2.5748,-1.62213,-1.43723,-0.368162,-0.4149,-0.619106,-0.637434,-1.44493,0.0910304,6.67495,0.187653,0.137681,1776000,4952
-2.64167,-1.65463,-1.51844,-0.268295,-0.449473,-0.545941,-0.613101,-1.50482,0.101043,6.64271,0.186773,0.138747,1777000,4955
-2.61459,-1.77772,-1.60891,-0.24098,-0.258644,-0.484284,-0.343009,-1.36981,0.0815678,6.71111,0.184119,0.136886,1778000,4958
-2.6617,-1.91009,-1.7243,0.15989,-0.151038,-0.249462,-0.393376,-1.11723,0.0711863,6.55583,0.186702,0.140261,1779000,4961
-2.71528,-1.84517,-1.68304,0.00436894,-0.291913,-0.29,-0.5282,-1.30902,0.0850972,6.67924,0.188238,0.137768,1780000,4963
-2.89996,-1.96797,-1.81196,0.00263693,-0.0734013,-0.441566,0.123233,-1.42304,0.0915624,6.66643,0.183134,0.138577,1781000,4966
-3.07619,-2.16177,-2.01965,0.148694,0.146195,-0.25331,0.399966,-1.23948,0.086456,6.54403,0.183894,0.137737,1782000,4969
-2.93474,-1.99061,-1.85888,0.085864,-0.0869816,-0.335822,0.173918,-1.39259,0.0934709,6.52323,0.186295,0.137825,1783000,4972
-3.05021,-2.13914,-1.93197,0.155456,0.140639,-0.231366,0.17101,-1.18586,0.0926227,6.69641,0.185793,0.139318,1784000,4975
-2.91097,-2.00594,-1.85585,-0.0187812,0.0153674,-0.300627,0.102698,-1.32828,0.0829424,6.63111,0.186139,0.138527,1785000,4978
-2.99372,-2.06721,-1.87207,0.013631,0.0807204,-0.34813,0.416763,-1.41905,0.0831584,6.61871,0.18471,0.141629,1786000,4980
-2.98176,-1.94623,-1.77791,-0.107828,-0.0628307,-0.476444,0.270654,-1.51346,0.0947384,6.69731,0.184047,0.138229,1787000,4983
-2.779,-1.80775,-1.62157,-0.224252,-0.183991,-0.609509,-4.45854e-06,-1.47503,0.0935272,6.60511,0.185401,0.140894,1788000,4986
-2.79906,-1.70577,-1.55135,-0.337076,-0.283454,-0.576856,-0.315573,-1.617,0.0933,6.66795,0.184373,0.138797,1789000,4989
-2.66718,-1.79233,-1.6038,-0.144078,-0.247862,-0.538298,-0.267196,-1.41999,0.0850063,6.79816,0.187092,0.139152,1790000,4992
-2.7234,-1.76896,-1.61011,-0.138174,-0.251146,-0.551846,-0.307812,-1.35489,0.0921953,6.66064,0.185919,0.136702,1791000,4995
-2.7673,-1.90879,-1.73485,-0.0313594,-0.155061,-0.431831,-0.00828248,-1.38716,0.0826936,6.61443,0.183115,0.137837,1792000,4997
-2.7333,-1.80932,-1.68331,-0.164133,-0.175849,-0.449488,-0.122036,-1.53869,0.0877167,6.65026,0.185468,0.139454,1793000,4999
-2.87405,-1.71233,-1.56362,-0.30729,-0.29863,-0.629107,-0.238119,-1.60763,0.099417,6.73873,0.183668,0.140179,1794000,5002
-2.6166,-1.65431,-1.5247,-0.335223,-0.373629,-0.646443,-0.43403,-1.53484,0.0904773,6.79098,0.182555,0.139198,1795000,5005
-2.80666,-1.67599,-1.52545,-0.21573,-0.402488,-0.564543,-0.429308,-1.55925,0.0973206,6.59976,0.183077,0.139279,1796000,5008
-2.63296,-1.70179,-1.50206,-0.371962,-0.290049,-0.652544,-0.381265,-1.49436,0.0918574,6.65247,0.181226,0.138384,1797000,5011
-2.74351,-1.76991,-1.60875,-0.146609,-0.288165,-0.495283,-0.335563,-1.41475,0.0869862,6.66694,0.18597,0.139075,1798000,5014
-2.91891,-1.84763,-1.67043,-0.242726,-0.152926,-0.576933,0.106382,-1.6222,0.0903207,6.79096,0.185167,0.139659,1799000,5017
-2.93188,-1.8967,-1.76125,-0.0862998,-0.0601512,-0.47635,0.0735216,-1.49584,0.0925635,6.78851,0.18567,0.140835,1800000,5019
-3.14029,-2.02186,-1.84485,0.00564218,-0.00613998,-0.364594,0.313405,-1.57628,0.0964669,6.64489,0.183435,0.138196,1801000,5022
-3.103,-2.08151,-1.91498,0.15967,0.000466488,-0.238479,0.381029,-1.42113,0.0918675,6.71811,0.186271,0.142848,1802000,5024
-3.1297,-1.94699,-1.77402,-0.113969,-0.0803777,-0.479088,0.296023,-1.53495,0.0947117,6.67075,0.185617,0.138921,1803000,5027
-2.93138,-2.03803,-1.92631,0.142985,-0.0192345,-0.238705,0.166987,-1.2677,0.0879016,6.64127,0.183321,0.138232,1804000,5030
-2.75035,-1.91468,-1.7248,-0.066766,-0.118733,-0.352431,0.014007,-1.42529,0.0788233,6.652,0.183051,0.141807,1805000,5033
-2.80151,-1.85437,-1.66364,-0.150424,-0.20733,-0.459143,-0.181358,-1.38229,0.0917998,6.7906,0.184876,0.138957,1806000,5036
-2.72917,-1.75351,-1.57179,-0.253375,-0.28145,-0.522347,-0.316658,-1.52146,0.0948799,6.75018,0.18377,0.141042,1807000,5039
-2.87109,-1.81497,-1.6697,-0.132718,-0.229956,-0.514215,0.0597641,-1.61329,0.0897301,6.66854,0.184687,0.13947,1808000,5042
-2.6007,-1.79419,-1.65833,-0.0471341,-0.246181,-0.450232,-0.357066,-1.36444,0.0826496,6.62293,0.185265,0.139507,1809000,5044
-2.89217,-1.96416,-1.79909,-0.0218198,-0.0425374,-0.421871,0.102865,-1.32085,0.0850755,6.61062,0.181595,0.137441,1810000,5047
-2.9414,-1.96571,-1.81361,0.0476366,-0.0646643,-0.359605,-0.0141068,-1.35035,0.0944976,6.7125,0.182938,0.138318,1811000,5050
-2.87183,-1.95187,-1.77679,0.0572157,-0.125127,-0.383764,0.0709586,-1.39122,0.0885922,6.70008,0.184076,0.141144,1812000,5052
-2.83328,-1.92812,-1.78155,0.077155,-0.124387,-0.363452,-0.0271313,-1.41448,0.0843242,6.69045,0.185021,0.137367,1813000,5055
-2.91799,-2.03302,-1.84964,0.108025,0.0738648,-0.351512,0.137118,-1.25401,0.0883108,6.59975,0.180662,0.140242,1814000,5058
-2.90189,-2.05334,-1.85736,0.0792063,0.00497908,-0.331585,0.109799,-1.23895,0.0853293,6.61499,0.182567,0.13794,1815000,5061
-2.74337,-1.88244,-1.71384,0.0691847,-0.213412,-0.402904,-0.0141592,-1.41791,0.0878504,6.76324,0.187135,0.140916,1816000,5064
-2.7553,-1.87791,-1.71743,0.0930643,-0.232185,-0.364021,-0.288324,-1.29403,0.0874006,6.71129,0.184886,0.135342,1817000,5066
-2.71726,-1.87552,-1.71721,0.00697981,-0.23015,-0.364858,-0.245615,-1.3356,0.0839947,6.73486,0.184644,0.136772,1818000,5068
-2.64218,-1.75138,-1.58113,0.0131451,-0.367539,-0.420004,-0.650968,-1.26002,0.0849863,6.64308,0.186933,0.139041,1819000,5071
-2.76395,-1.70703,-1.56912,-0.184607,-0.302712,-0.61837,-0.41778,-1.40296,0.0921788,6.65765,0.186407,0.137986,1820000,5080
-2.5527,-1.66897,-1.4821,-0.124474,-0.436585,-0.506539,-0.799357,-1.413,0.0899432,6.72716,0.185934,0.139459,1821000,5083
-2.69023,-1.74198,-1.57372,-0.145462,-0.389614,-0.455187,-0.558159,-1.43642,0.0920078,6.63728,0.184423,0.138366,1822000,5087
-2.67361,-1.75218,-1.562,-0.284389,-0.320347,-0.517139,-0.419195,-1.46424,0.085876,6.72879,0.186403,0.137476,1823000,5090
-2.84055,-1.81025,-1.6357,-0.119436,-0.286197,-0.492517,-0.203304,-1.46225,0.0947238,6.74462,0.185394,0.139118,1824000,5092
-2.76124,-1.78675,-1.6051,-0.239936,-0.24311,-0.545321,-0.135243,-1.6568,0.0929053,6.69055,0.18695,0.140389,1825000,5096
-2.79617,-1.78368,-1.60452,-0.0972978,-0.299997,-0.435278,-0.263334,-1.47297,0.0862848,6.70518,0.185898,0.139175,1826000,5098
-2.52826,-1.86544,-1.73911,0.0136032,-0.196153,-0.25406,-0.522174,-1.12906,0.0719553,6.52376,0.189869,0.13685,1827000,5101
-2.70281,-1.80685,-1.64422,-0.0798362,-0.214089,-0.414512,-0.432078,-1.25075,0.0860381,6.74257,0.18586,0.14076,1828000,5103
-2.45043,-1.58001,-1.37484,-0.242402,-0.540818,-0.571679,-0.855428,-1.40113,0.0864562,6.71614,0.185348,0.138953,1829000,5106
-2.4333,-1.59007,-1.44374,-0.279012,-0.44824,-0.569711,-0.796157,-1.34025,0.0844556,6.59082,0.18715,0.139976,1830000,5109
-2.45268,-1.58112,-1.44057,-0.294852,-0.510966,-0.560631,-0.80723,-1.47624,0.0882267,6.6804,0.186915,0.137884,1831000,5112
-2.55021,-1.71259,-1.53619,-0.0910226,-0.41298,-0.433328,-0.707838,-1.31309,0.0834916,6.65968,0.184621,0.137206,1832000,5115
-2.71014,-1.57992,-1.40601,-0.314895,-0.442849,-0.616542,-0.728671,-1.50714,0.0932075,6.58766,0.185513,0.140542,1833000,5119
-2.55409,-1.63111,-1.45914,-0.196046,-0.427437,-0.513438,-0.811305,-1.3079,0.0872752,6.71111,0.185145,0.139153,1834000,5122
-2.69357,-1.62192,-1.46431,-0.301106,-0.456037,-0.62019,-0.598906,-1.48991,0.0888068,6.64212,0.185462,0.137978,1835000,5125
-2.58257,-1.73463,-1.58217,0.0272385,-0.442117,-0.361577,-0.748584,-1.20651,0.0873039,6.72242,0.184003,0.137843,1836000,5129
-2.41636,-1.52223,-1.35778,-0.460514,-0.490477,-0.661735,-0.89579,-1.57231,0.0870735,6.72786,0.18488,0.135754,1837000,5131
-2.57559,-1.71363,-1.52725,-0.132634,-0.373539,-0.455437,-0.614695,-1.40892,0.0811253,6.6947,0.186726,0.138114,1838000,5133
-2.55459,-1.57601,-1.45796,-0.348472,-0.491742,-0.569603,-0.929183,-1.41001,0.0928599,6.75027,0.183682,0.138598,1839000,5136
-2.3712,-1.47611,-1.31631,-0.461051,-0.591472,-0.715417,-0.886644,-1.53663,0.0854935,6.65293,0.185828,0.136905,1840000,5140
-2.28015,-1.30331,-1.16403,-0.570338,-0.730455,-0.841244,-1.20731,-1.56533,0.0905333,6.55436,0.185389,0.140233,1841000,5143
-2.23955,-1.39119,-1.19856,-0.427311,-0.676902,-0.647304,-1.25663,-1.48937,0.0830308,6.77191,0.186693,0.140016,1842000,5146
-2.44179,-1.38119,-1.23156,-0.509305,-0.733541,-0.759873,-1.1622,-1.61575,0.092438,6.73729,0.184956,0.136582,1843000,5150
-2.46723,-1.24266,-1.07951,-0.712864,-0.863021,-0.935316,-1.10457,-1.89548,0.100681,6.58633,0.179948,0.138679,1844000,5153
-2.3061,-1.35574,-1.1766,-0.411026,-0.731697,-0.703784,-1.39251,-1.43602,0.0857597,6.62678,0.185723,0.140671,1845000,5156
-2.2731,-1.35473,-1.19686,-0.257123,-0.794257,-0.642894,-1.54613,-1.43823,0.0915243,6.62645,0.183837,0.139085,1846000,5160
-2.42211,-1.38707,-1.20077,-0.403574,-0.785262,-0.652907,-1.21666,-1.55036,0.0897246,6.52393,0.180635,0.13735,1847000,5163
-2.34797,-1.18415,-1.02483,-0.793615,-0.862224,-0.920363,-1.49161,-1.64956,0.0933619,6.60333,0.181145,0.137453,1848000,5166
-2.21948,-1.30289,-1.13525,-0.466668,-0.776651,-0.774592,-1.42549,-1.49477,0.0895025,6.66821,0.183484,0.136308,1849000,5168
-2.28468,-1.36545,-1.17097,-0.427273,-0.758578,-0.696124,-1.29693,-1.5421,0.0867956,6.81909,0.186074,0.140301,1850000,5171
-2.5054,-1.55007,-1.38725,-0.334956,-0.521665,-0.642317,-0.698521,-1.56956,0.0919514,6.59817,0.185851,0.13909,1851000,5174
-2.33623,-1.39709,-1.22092,-0.402466,-0.754045,-0.615632,-1.2799,-1.6314,0.0961335,6.69893,0.18409,0.139238,1852000,5176
-2.37574,-1.37436,-1.1721,-0.383274,-0.769889,-0.683248,-1.35721,-1.51041,0.0912731,6.63171,0.184183,0.139476,1853000,5179
-2.27225,-1.12166,-0.958078,-0.667662,-0.962325,-0.854889,-1.58397,-1.75152,0.0951437,6.49576,0.181846,0.140354,1854000,5182
-2.3048,-1.30146,-1.15481,-0.481599,-0.795281,-0.66889,-1.45467,-1.46324,0.0877605,6.61347,0.181693,0.139109,1855000,5185
-2.37402,-1.40486,-1.20949,-0.537837,-0.690584,-0.71408,-1.02834,-1.63252,0.0875536,6.66047,0.184628,0.139739,1856000,5187
-2.49617,-1.5332,-1.33812,-0.446128,-0.504311,-0.612538,-0.909844,-1.56677,0.0930959,6.65482,0.184227,0.138031,1857000,5190
-2.58773,-1.60053,-1.49259,-0.220689,-0.537622,-0.527947,-0.719194,-1.50113,0.0937461,6.66671,0.182675,0.138364,1858000,5192
-2.64831,-1.72857,-1.57369,-0.0211587,-0.364625,-0.492122,-0.517475,-1.42149,0.0879735,6.66549,0.184998,0.135499,1859000,5195
-2.87401,-1.93436,-1.81244,0.123026,-0.208633,-0.281373,-0.028486,-1.39276,0.0884869,6.64448,0.181218,0.138142,1860000,5197
-2.82206,-1.90245,-1.74865,0.130003,-0.218821,-0.351506,-0.0165504,-1.46704,0.0849248,6.66171,0.18294,0.138923,1861000,5200
-2.79967,-1.91142,-1.7671,0.145045,-0.20956,-0.211038,-0.342094,-1.20479,0.090525,6.67999,0.182691,0.138983,1862000,5202
-2.87463,-1.98977,-1.85127,0.160782,-0.0732302,-0.22384,-0.105994,-1.21824,0.0846465,6.60907,0.181369,0.140122,1863000,5205
-2.74989,-1.96597,-1.78783,0.135044,-0.0814259,-0.253941,-0.255227,-1.20448,0.0766187,6.68504,0.181397,0.13761,1864000,5207
-2.90505,-2.00796,-1.863,0.12815,-0.0725826,-0.233617,-0.0830834,-1.29879,0.0825844,6.85027,0.184905,0.137303,1865000,5211
-3.01816,-2.09702,-1.88726,0.0402462,0.0426119,-0.299862,0.348765,-1.3877,0.0850545,6.61483,0.186585,0.138222,1866000,5214
-2.91803,-2.04434,-1.87608,-0.0387734,-0.0173831,-0.358883,0.384774,-1.47828,0.088168,6.59051,0.186038,0.141161,1867000,5216
-3.14005,-2.21286,-2.03952,0.217415,0.184403,-0.213748,0.514909,-1.32336,0.0866822,6.68044,0.18185,0.138235,1868000,5218
-3.04915,-2.20177,-2.01226,0.268963,0.127835,-0.149246,0.449061,-1.25377,0.0799157,6.69912,0.182717,0.137237,1869000,5220
-2.89278,-1.98587,-1.81922,0.0802271,-0.0963101,-0.290676,-0.0671342,-1.36824,0.0927837,6.65866,0.182998,0.139267,1870000,5223
-2.97616,-2.03208,-1.89087,0.161368,-0.0387055,-0.280351,0.251425,-1.423,0.0935426,6.67231,0.181955,0.138677,1871000,5226
-2.86875,-1.78332,-1.61306,-0.176533,-0.263801,-0.54301,-0.0836324,-1.63161,0.0874493,6.61254,0.185188,0.138727,1872000,5229
-2.74668,-1.85342,-1.71291,-0.0318765,-0.251097,-0.374449,-0.193556,-1.47776,0.09306,6.60094,0.184622,0.13711,1873000,5232
-2.88389,-1.8872,-1.74365,-0.128605,-0.0848858,-0.419897,-0.0552341,-1.41415,0.0908407,6.7003,0.183971,0.139973,1874000,5235
-2.5344,-1.65026,-1.47131,-0.174777,-0.419065,-0.530754,-0.74907,-1.45465,0.0841817,6.70725,0.184547,0.138638,1875000,5238
-2.55185,-1.53865,-1.38225,-0.374477,-0.522135,-0.64096,-0.635566,-1.61856,0.0920397,6.66396,0.185468,0.139169,1876000,5242
-2.68263,-1.73445,-1.5664,-0.236414,-0.348741,-0.502466,-0.572554,-1.33875,0.0938309,6.83998,0.183851,0.138573,1877000,5244
-2.69658,-1.56584,-1.43741,-0.316118,-0.434618,-0.555728,-0.862869,-1.36737,0.0917084,6.76182,0.186529,0.13636,1878000,5246
-2.76542,-1.63478,-1.47106,-0.298267,-0.430462,-0.583373,-0.57563,-1.58792,0.0952014,6.74316,0.185287,0.138051,1879000,5249
-2.43717,-1.40938,-1.27004,-0.432286,-0.645592,-0.720252,-1.03957,-1.61968,0.0885651,6.63301,0.186353,0.138347,1880000,5251
-2.42707,-1.38999,-1.22978,-0.529867,-0.587708,-0.703342,-1.23935,-1.48066,0.0946523,6.76864,0.179225,0.139982,1881000,5255
-2.55536,-1.41439,-1.26687,-0.486214,-0.655991,-0.731429,-0.919439,-1.69172,0.0971025,6.75036,0.18524,0.140146,1882000,5258
-2.49909,-1.3314,-1.17004,-0.458073,-0.810227,-0.662487,-1.34574,-1.50364,0.0988277,6.66335,0.181752,0.138968,1883000,5261
-2.37576,-1.42359,-1.27084,-0.306723,-0.701506,-0.558499,-1.26283,-1.36996,0.0892967,6.61846,0.184407,0.140889,1884000,5265
-2.35526,-1.31351,-1.13037,-0.525962,-0.815871,-0.74019,-1.32617,-1.65509,0.0933444,6.69576,0.18224,0.140117,1885000,5268
-2.39601,-1.30127,-1.16398,-0.449941,-0.790825,-0.726093,-1.45668,-1.49899,0.0845112,6.72146,0.18281,0.13885,1886000,5271
-2.33662,-1.23964,-1.08376,-0.466891,-0.904291,-0.65646,-1.67873,-1.56805,0.0919942,6.67358,0.181346,0.138971,1887000,5274
-2.16722,-1.10723,-0.991636,-0.631769,-0.982697,-0.824591,-1.7425,-1.60977,0.0931955,6.77596,0.185131,0.138203,1888000,5276
-2.17416,-1.4393,-1.23283,-0.334079,-0.781801,-0.593532,-1.42572,-1.42533,0.0920942,6.60115,0.184593,0.138092,1889000,5279
-2.22326,-1.26474,-1.11175,-0.369337,-0.906329,-0.612609,-1.64496,-1.48305,0.0883793,6.66338,0.184508,0.138569,1890000,5282
-2.38473,-1.44932,-1.31392,-0.355025,-0.637421,-0.583051,-1.1827,-1.44276,0.0889552,6.71354,0.188767,0.139263,1891000,5284
-2.51806,-1.59045,-1.42994,-0.137929,-0.51616,-0.443727,-1.00681,-1.38345,0.0881468,6.61387,0.18565,0.139537,1892000,5287
-2.49486,-1.53233,-1.35332,-0.197765,-0.572554,-0.562658,-1.028,-1.41236,0.089741,6.80425,0.184179,0.138542,1893000,5290
-2.28444,-1.40103,-1.2328,-0.282894,-0.794623,-0.492573,-1.59853,-1.30665,0.0847665,6.655,0.182445,0.138083,1894000,5294
-2.45083,-1.67188,-1.53527,-0.0337145,-0.508382,-0.345654,-0.904039,-1.41084,0.0829171,6.65485,0.185672,0.137607,1895000,5296
-2.73718,-1.63739,-1.4953,-0.197991,-0.411534,-0.532639,-0.51361,-1.59415,0.0831633,6.78589,0.18351,0.138322,1896000,5299
-2.78101,-1.72369,-1.56741,-0.100472,-0.4206,-0.503175,-0.449691,-1.51014,0.0943425,6.7009,0.184573,0.137428,1897000,5302
-2.70366,-1.67751,-1.55172,-0.108698,-0.421527,-0.491162,-0.55594,-1.52201,0.0971452,6.68487,0.184415,0.139555,1898000,5305
-2.67304,-1.79405,-1.62685,-0.0539097,-0.307112,-0.473486,-0.33537,-1.44225,0.0855862,6.64272,0.184453,0.13728,1899000,5307
-2.65088,-1.92164,-1.72358,0.121117,-0.244308,-0.230417,-0.372822,-1.27702,0.0813971,6.73875,0.186176,0.137398,1900000,5310
-2.74446,-1.91315,-1.73861,0.042055,-0.194178,-0.338718,-0.199988,-1.29464,0.0834898,6.59354,0.186602,0.137453,1901000,5313
-2.88509,-1.95724,-1.79125,-0.0428835,-0.0703727,-0.348314,-0.100363,-1.29543,0.0831054,6.74293,0.184471,0.135574,1902000,5316
-2.71574,-1.80172,-1.68862,-0.0891658,-0.237597,-0.400681,-0.284608,-1.34261,0.085108,6.71904,0.182986,0.138143,1903000,5318
-2.691,-1.70136,-1.56249,-0.131099,-0.345349,-0.52454,-0.655425,-1.38199,0.0870229,6.79673,0.186907,0.136031,1904000,5320
-2.57479,-1.76254,-1.58457,-0.0666165,-0.376899,-0.372174,-0.715632,-1.2057,0.0813545,6.73776,0.183927,0.138174,1905000,5323
-2.67743,-1.81217,-1.64275,-0.127779,-0.288862,-0.379693,-0.420632,-1.44398,0.0870672,6.65794,0.184661,0.139882,1906000,5326
-2.76569,-1.79385,-1.64825,-0.207695,-0.221878,-0.486259,-0.158276,-1.48845,0.086938,6.73576,0.182715,0.140116,1907000,5329
-2.78466,-1.88964,-1.76268,-0.0156586,-0.188248,-0.342191,-0.14554,-1.51023,0.0945398,6.61773,0.184524,0.140321,1908000,5332
-2.62294,-1.75476,-1.55213,-0.106897,-0.308925,-0.420711,-0.607414,-1.34702,0.0884121,6.68738,0.181918,0.139427,1909000,5334
-2.6158,-1.73153,-1.54381,-0.0719388,-0.385199,-0.403433,-0.637951,-1.39703,0.0862951,6.67221,0.181603,0.139624,1910000,5337
-2.68978,-1.79111,-1.62682,-0.0860403,-0.302357,-0.400083,-0.455801,-1.27999,0.0860469,6.76152,0.181607,0.136455,1911000,5339
-2.76941,-1.94108,-1.77833,0.0616407,-0.116405,-0.28088,-0.324852,-1.17743,0.085192,6.8552,0.184931,0.139437,1912000,5341
-2.72827,-1.83339,-1.71718,0.0599641,-0.297899,-0.326951,-0.282833,-1.4306,0.0914653,6.63036,0.187103,0.138885,1913000,5344
-2.62497,-1.80337,-1.60603,-0.0461791,-0.294181,-0.390843,-0.625017,-1.18688,0.0851976,6.60105,0.185824,0.137779,1914000,5346
-2.88256,-1.84384,-1.69157,-0.0695558,-0.269915,-0.451497,0.0776205,-1.66796,0.0934625,6.64466,0.18577,0.140368,1915000,5349
-2.72152,-1.77241,-1.58156,-0.0455299,-0.383019,-0.3981,-0.481738,-1.4941,0.0884648,6.77842,0.183567,0.139117,1916000,5353
-2.75225,-1.77804,-1.59711,-0.130284,-0.342609,-0.4414,-0.44707,-1.39767,0.0928208,6.73538,0.18248,0.136871,1917000,5356
-2.60375,-1.71381,-1.51455,-0.215273,-0.301325,-0.512591,-0.584623,-1.38688,0.0887955,6.66414,0.183814,0.139583,1918000,5359
-2.61932,-1.72338,-1.54847,-0.18995,-0.359963,-0.477426,-0.632837,-1.33425,0.0921695,6.66859,0.182612,0.137292,1919000,5362
-2.46656,-1.55997,-1.38318,-0.241203,-0.536977,-0.601386,-0.915394,-1.5944,0.0933059,6.66863,0.184933,0.138875,1920000,5377
-2.33324,-1.44087,-1.26805,-0.40879,-0.655142,-0.663577,-1.0821,-1.54563,0.0864108,6.5642,0.182849,0.13981,1921000,5381
-2.36426,-1.51335,-1.33756,-0.211874,-0.596543,-0.614747,-1.00972,-1.43686,0.0876083,6.59842,0.182184,0.139776,1922000,5384
-2.46498,-1.73522,-1.58017,0.041158,-0.320184,-0.429319,-0.650221,-1.25935,0.0804468,6.79792,0.181891,0.139941,1923000,5387
-2.59651,-1.63649,-1.48051,-0.153606,-0.484058,-0.453186,-0.815627,-1.41109,0.0917714,6.61665,0.184681,0.13837,1924000,5389
-2.46666,-1.5495,-1.40474,-0.236706,-0.578095,-0.515295,-0.928863,-1.46286,0.0913958,6.68244,0.183422,0.137722,1925000,5391
-2.39552,-1.32542,-1.17114,-0.466461,-0.7972,-0.757185,-1.09471,-1.76634,0.0960443,6.66875,0.183266,0.139611,1926000,5393
-2.48283,-1.63353,-1.4337,-0.216434,-0.492423,-0.541007,-0.796416,-1.43367,0.0864614,6.69025,0.184336,0.138341,1927000,5396
-2.60699,-1.68965,-1.53341,-0.0848078,-0.399911,-0.414095,-0.860744,-1.30281,0.0884692,6.59917,0.183244,0.136863,1928000,5400
-2.52915,-1.65312,-1.48699,-0.221181,-0.478814,-0.512308,-0.721669,-1.44569,0.0923288,6.60728,0.184502,0.139098,1929000,5403
-2.45853,-1.46155,-1.30637,-0.39397,-0.649142,-0.714225,-0.887298,-1.5259,0.0918024,6.75624,0.185884,0.139746,1930000,5406
-2.22646,-1.23271,-1.03956,-0.674101,-0.860444,-0.909052,-1.43527,-1.67853,0.0975738,6.6835,0.18466,0.137969,1931000,5410
-2.14095,-1.174,-0.994745,-0.586777,-0.944427,-0.790458,-1.8087,-1.57095,0.0877102,6.72573,0.183188,0.138072,1932000,5412
-2.1875,-1.24769,-1.05829,-0.619611,-0.871176,-0.783813,-1.42443,-1.58664,0.0911241,6.62735,0.186366,0.140429,1933000,5414
-2.20056,-1.28237,-1.16338,-0.56552,-0.744813,-0.761204,-1.40876,-1.58874,0.0940615,6.73158,0.184147,0.140229,1934000,5417
-2.09233,-1.07614,-0.943715,-0.684154,-0.965312,-0.912987,-1.78642,-1.64667,0.0889067,6.64949,0.187114,0.137635,1935000,5419
-2.2685,-1.22308,-1.07357,-0.707887,-0.872808,-0.736994,-1.52714,-1.57669,0.0900218,6.73994,0.184078,0.140361,1936000,5421
-2.24188,-1.03581,-0.904936,-0.886715,-1.03243,-0.969593,-1.57425,-1.84039,0.0979022,6.7292,0.186461,0.138588,1937000,5424
-2.21491,-1.24977,-1.05404,-0.529445,-0.829326,-0.801455,-1.53583,-1.56187,0.0906203,6.72758,0.185099,0.137037,1938000,5427
-2.4008,-1.311,-1.17272,-0.457375,-0.729121,-0.721775,-1.34848,-1.56062,0.0935256,6.65796,0.186651,0.14022,1939000,5430
-2.5552,-1.48328,-1.31987,-0.401614,-0.55389,-0.691995,-0.968477,-1.54652,0.10037,6.71357,0.183026,0.138133,1940000,5434
-2.45165,-1.5039,-1.32216,-0.215745,-0.649326,-0.558343,-1.11452,-1.50434,0.0878794,6.68092,0.183102,0.138227,1941000,5437
-2.57277,-1.60218,-1.46221,-0.158795,-0.476323,-0.487141,-0.747253,-1.48068,0.0846386,6.69864,0.183737,0.140669,1942000,5440
-2.67009,-1.72136,-1.50363,-0.217745,-0.381372,-0.509534,-0.46671,-1.54075,0.0927227,6.65893,0.183479,0.13626,1943000,5442
