BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.35904,-1.59604,-1.37402,-0.18786,-1.07504,-0.858784,0.0154206,0.0695941,0.00113458,6.76418,0.192885,0.143035,668000,1724
-2.28146,-1.69514,-1.53739,-0.138264,-0.753479,-0.890224,0.00955204,0.0749002,0.00189391,6.39292,0.188599,0.142053,669000,1727
-2.09565,-1.29301,-1.10145,-0.263123,-1.73079,-0.969579,0.0074361,0.088391,0.00210726,6.72031,0.187263,0.143471,670000,1729
-2.00121,-1.26158,-1.06736,-0.315546,-1.77907,-0.920249,0.0171525,0.0690578,0.00439863,6.77212,0.187853,0.141168,671000,1733
-2.13149,-1.34758,-1.12597,-0.302845,-1.56302,-0.998522,0.0143371,0.0698669,0.000110824,6.77582,0.187398,0.140588,672000,1735
-2.27175,-1.66146,-1.4427,-0.0884288,-1.0075,-0.936962,0.0154759,0.0619233,0.00132886,6.70353,0.188519,0.142244,673000,1737
-2.23926,-1.58977,-1.41711,-0.236016,-0.935476,-0.900457,0.0140662,0.0703478,0.000788473,6.60414,0.186994,0.143387,674000,1739
-2.14305,-1.39991,-1.20858,-0.290874,-1.47403,-0.972571,0.0120912,0.0860039,0.00549785,6.68373,0.18689,0.141237,675000,1743
-2.25377,-1.56159,-1.38309,-0.205033,-1.1021,-0.92068,0.0224083,0.0572009,0.00209358,6.80889,0.188384,0.141434,676000,1746
-2.32025,-1.52344,-1.33655,-0.200646,-1.18888,-0.912965,0.0224366,0.0687383,0.00273683,6.72044,0.187236,0.138815,677000,1749
-2.19291,-1.37279,-1.15232,-0.394102,-1.43261,-1.00452,0.0166526,0.0696715,0.000586228,6.7236,0.185576,0.140364,678000,1752
-2.30433,-1.57146,-1.35404,-0.281494,-1.02799,-0.908312,0.0144493,0.0697877,0.00518393,6.73146,0.188397,0.142144,679000,1754
-2.20263,-1.55515,-1.33039,-0.165507,-1.19193,-0.907277,0.0139116,0.0720784,0.0016237,6.76297,0.191219,0.142439,680000,1757
-2.48679,-1.65279,-1.49003,-0.171515,-0.819794,-0.947201,0.0103263,0.0794679,0.00189619,6.61723,0.187131,0.142357,681000,1760
-2.41395,-1.73817,-1.55109,-0.139794,-0.730358,-0.883674,0.0243276,0.0537125,0.00338538,6.78294,0.188473,0.141082,682000,1762
-2.44545,-1.82051,-1.65454,0.0564204,-0.627963,-0.845948,0.0126336,0.0668784,0.00335388,6.64696,0.190728,0.142864,683000,1765
-2.40364,-1.75205,-1.54617,0.013152,-0.838429,-0.855478,0.017602,0.0622326,0.00047034,6.71494,0.189567,0.141023,684000,1768
-2.31826,-1.77666,-1.57227,0.0511513,-0.821837,-0.778934,0.00675311,0.0708095,0.000101605,6.68745,0.184964,0.142306,685000,1771
-2.18517,-1.4724,-1.34407,-0.284477,-1.16897,-0.936196,0.00344226,0.0842939,0.00100584,6.6463,0.186384,0.142129,686000,1775
-2.32027,-1.58049,-1.3997,-0.166964,-1.05857,-0.940232,0.0155189,0.0640258,0.00191479,6.64072,0.188304,0.140968,687000,1778
-2.06658,-1.36971,-1.17202,-0.265298,-1.57205,-1.0055,0.0171384,0.064641,0.000269454,6.57673,0.186077,0.14143,688000,1780
-2.34935,-1.66364,-1.45524,-0.196095,-0.899806,-0.899913,0.0113946,0.0709532,0.00372291,6.58409,0.188939,0.141096,689000,1783
-2.2932,-1.71933,-1.49477,-0.0850901,-0.947584,-0.833571,0.00774278,0.0765095,0.00106369,6.72421,0.189219,0.140134,690000,1786
-2.22838,-1.47896,-1.29829,-0.289347,-1.16547,-0.923571,0.0149314,0.0724234,0.00258467,6.73528,0.188951,0.142208,691000,1789
-2.10751,-1.5649,-1.37843,-0.232699,-1.15724,-0.938556,0.00209045,0.0848444,0.000720845,6.67463,0.189388,0.139686,692000,1791
-2.19987,-1.35282,-1.17637,-0.438082,-1.37808,-1.02047,0.0193325,0.0770698,0.00293699,6.62332,0.187477,0.14328,693000,1794
-2.03341,-1.44882,-1.24167,-0.184537,-1.4413,-0.915772,0.00363214,0.0817533,0.000797458,6.75841,0.189141,0.139641,694000,1797
-2.03257,-1.55505,-1.36295,-0.0883956,-1.2836,-0.883323,0.00691771,0.0658658,0.000758199,6.7005,0.185492,0.140566,695000,1800
-2.19166,-1.38658,-1.2183,-0.293861,-1.42304,-1.0064,0.0164082,0.0780635,0.0010981,6.62191,0.188009,0.142026,696000,1804
-2.18172,-1.36598,-1.1801,-0.2668,-1.54923,-1.01537,0.0177204,0.068072,0.00544294,6.5884,0.190653,0.141568,697000,1806
-2.29809,-1.47693,-1.29295,-0.207432,-1.34293,-0.863621,0.0168515,0.0700428,0.00300732,6.5909,0.186659,0.143192,698000,1809
-2.07991,-1.32409,-1.11814,-0.327764,-1.57039,-1.06393,0.0133875,0.0709041,0.00280032,6.80592,0.186778,0.140928,699000,1811
-2.02362,-1.36564,-1.14061,-0.278327,-1.58817,-0.983583,0.0173129,0.0581129,0.00431086,6.66419,0.187374,0.144609,700000,1813
-2.11485,-1.3479,-1.13496,-0.28546,-1.56626,-0.987471,0.0222102,0.0659876,0.000303104,6.69759,0.190561,0.145519,701000,1816
-2.28713,-1.44737,-1.24001,-0.280829,-1.37591,-0.938908,0.0176498,0.078911,0.00165361,6.69277,0.185321,0.140455,702000,1819
-2.3332,-1.62061,-1.41496,-0.197369,-0.973585,-0.912164,0.0166782,0.070956,0.000990186,6.7533,0.188221,0.140241,703000,1822
-2.33014,-1.40264,-1.20054,-0.314291,-1.45702,-0.965399,0.0223556,0.0812121,0.00340036,6.78549,0.185285,0.141486,704000,1825
-2.27591,-1.44677,-1.28062,-0.231264,-1.34566,-0.917656,0.0123094,0.0755408,0.000887625,6.64531,0.184617,0.138695,705000,1828
-2.16068,-1.52833,-1.28655,-0.13982,-1.28723,-0.922013,0.0112637,0.0726939,0.000315553,6.75951,0.190289,0.141753,706000,1830
-2.10065,-1.42941,-1.22027,-0.303019,-1.38557,-0.968424,0.00987674,0.085161,0.0068414,6.65147,0.18555,0.14167,707000,1833
-2.2674,-1.58931,-1.38502,-0.224186,-1.04133,-0.947341,0.0168686,0.0698041,0.00593079,6.62608,0.186553,0.140562,708000,1835
-2.29082,-1.52177,-1.34628,-0.195783,-1.25618,-0.818707,0.0259512,0.058086,0.00523515,6.64868,0.18789,0.143595,709000,1837
-2.2084,-1.49073,-1.32885,-0.116495,-1.3669,-0.870627,0.0125355,0.0770517,0.00292356,6.5577,0.187592,0.14095,710000,1840
-2.31691,-1.58343,-1.39084,-0.187572,-1.08882,-0.924589,0.0144842,0.0691023,0.00650706,6.77287,0.187134,0.141397,711000,1844
-2.24577,-1.58617,-1.39237,-0.185005,-1.07931,-0.928183,0.0166927,0.064719,0.00257393,6.66617,0.187266,0.142935,712000,1847
-2.25008,-1.57035,-1.36388,-0.187679,-1.10919,-0.916747,0.0122094,0.0768945,0.00547917,6.64183,0.18486,0.14027,713000,1850
-2.21914,-1.6078,-1.42272,-0.103889,-1.15382,-0.879245,0.0145654,0.0686061,0.00684713,6.71013,0.187235,0.138827,714000,1854
-2.2316,-1.51461,-1.34472,-0.155214,-1.26385,-0.867264,0.00733919,0.0853885,0.00116225,6.81008,0.188037,0.142633,715000,1857
-2.06018,-1.43044,-1.23808,-0.236256,-1.40327,-0.982218,0.0160455,0.0669962,0.00138016,6.6749,0.187435,0.140922,716000,1860
-2.1784,-1.53265,-1.33128,-0.176007,-1.31586,-0.872904,0.00690185,0.0770698,0.00746351,6.58029,0.185509,0.140989,717000,1864
-2.19208,-1.61226,-1.41355,-0.107339,-1.12004,-0.889429,0.00910908,0.0703275,0.00302017,6.7951,0.185966,0.140137,718000,1866
-2.17406,-1.58473,-1.37892,-0.112807,-1.18991,-0.883526,0.00825259,0.0738547,0.00229515,6.75276,0.18872,0.142141,719000,1869
-2.17648,-1.55514,-1.36293,-0.181415,-1.17441,-0.934336,0.0165762,0.0588976,0.00950104,6.60454,0.188753,0.141522,720000,1875
-2.36786,-1.63179,-1.48029,-0.145639,-0.995727,-0.852377,0.0238133,0.0641443,0.00390142,6.75127,0.186981,0.141911,721000,1879
-2.31428,-1.74353,-1.56917,-0.00992914,-0.815069,-0.856103,0.0113633,0.0690858,0.00273452,6.56891,0.185028,0.141959,722000,1882
-2.61443,-1.81646,-1.62755,-0.0919911,-0.52186,-0.847141,0.0192085,0.0723683,0.00832204,6.65662,0.186098,0.142686,723000,1885
-2.45911,-1.8736,-1.68893,-0.0264349,-0.448384,-0.859873,0.0135715,0.062552,0.0015816,6.67656,0.184804,0.140308,724000,1889
-2.29517,-1.78418,-1.60539,-0.104183,-0.673683,-0.820232,0.011447,0.0634359,0.00656139,6.73301,0.184828,0.140263,725000,1892
-2.30802,-1.57914,-1.49488,-0.22671,-0.966445,-0.915166,0.0172031,0.0686423,0.00241901,6.6375,0.185631,0.142057,726000,1895
-2.29969,-1.52933,-1.30435,-0.20289,-1.25328,-0.931428,0.0158084,0.0641751,0.00344793,6.64746,0.187738,0.140849,727000,1898
-2.09245,-1.54434,-1.32665,-0.231384,-1.148,-0.968691,0.0135618,0.0579889,0.000589261,6.76655,0.185963,0.142352,728000,1900
-2.25014,-1.47964,-1.28844,-0.310023,-1.2201,-0.960361,0.0180805,0.0712181,0.00065824,6.75476,0.185789,0.141147,729000,1902
-2.10395,-1.39558,-1.1999,-0.275926,-1.48099,-0.987895,0.0217415,0.06432,0.00120336,6.64084,0.187288,0.141127,730000,1904
-2.14848,-1.30023,-1.15481,-0.326685,-1.70964,-0.971738,0.0232146,0.0641956,0.00407924,6.777,0.184527,0.140314,731000,1907
-1.96576,-1.19831,-0.979667,-0.359687,-1.95903,-1.00192,0.0176435,0.0719414,0.00827231,6.59452,0.187851,0.144261,732000,1910
-1.84773,-1.17026,-0.983531,-0.420905,-1.95291,-1.05335,0.0271476,0.0518839,0.00334611,6.71844,0.186277,0.141997,733000,1912
-2.07039,-1.08427,-0.862118,-0.570058,-2.03234,-1.11056,0.0265376,0.0638106,0.00544597,6.62915,0.187038,0.14085,734000,1914
-2.09046,-1.10124,-0.929521,-0.520181,-1.97201,-1.03242,0.0254245,0.0750077,0.0026822,6.78251,0.18926,0.142253,735000,1917
-1.86355,-0.919544,-0.698267,-0.629331,-2.39674,-1.13206,0.0200685,0.0723658,0.00561378,6.57779,0.189047,0.143702,736000,1920
-2.02904,-1.36896,-1.1481,-0.275472,-1.60771,-1.01839,0.0117457,0.0818732,0.00158183,6.66495,0.186925,0.142174,737000,1923
-2.08933,-1.3071,-1.12523,-0.357704,-1.65202,-0.991248,0.0217623,0.0622376,0.00316746,6.73487,0.186783,0.140617,738000,1926
-2.03227,-1.33008,-1.12946,-0.295197,-1.6866,-0.939953,0.029197,0.0462796,0.00596309,6.71565,0.186934,0.142487,739000,1928
-2.23685,-1.51245,-1.32422,-0.226755,-1.22437,-0.96278,0.0177437,0.0728926,0.00655225,6.64158,0.184817,0.139949,740000,1931
-2.17562,-1.42445,-1.18897,-0.265833,-1.50368,-0.93547,0.0270927,0.0586448,0.000806742,6.55557,0.188407,0.139335,741000,1934
-2.14142,-1.35542,-1.14068,-0.368554,-1.56934,-0.967282,0.0229612,0.0643524,0.00404175,6.66214,0.187365,0.139567,742000,1936
-2.13424,-1.36047,-1.19676,-0.308606,-1.61085,-0.954887,0.0235526,0.0611684,0.00581969,6.67688,0.187508,0.139473,743000,1938
-2.15032,-1.42049,-1.22731,-0.304003,-1.35632,-0.956618,0.0155363,0.0675996,0.00131951,6.57477,0.18721,0.143583,744000,1941
-2.05091,-1.15631,-0.98826,-0.464301,-1.84955,-1.10609,0.0333745,0.0507453,0.00190202,6.60446,0.187032,0.142259,745000,1943
-2.02508,-1.20837,-1.00692,-0.426879,-1.834,-1.03092,0.0226691,0.0673874,0.00207041,6.63406,0.187725,0.142268,746000,1947
-1.96067,-1.24919,-1.01848,-0.379178,-1.81318,-1.01876,0.0229496,0.0622261,0.00596982,6.74325,0.183104,0.143468,747000,1949
-2.11145,-1.25897,-1.04582,-0.41564,-1.70853,-1.09124,0.0263823,0.0626337,0.00863934,6.67246,0.188456,0.142513,748000,1951
-2.05924,-1.29681,-1.08385,-0.290995,-1.7176,-0.957673,0.0245688,0.0590603,0.00164002,6.75806,0.185147,0.142374,749000,1954
-2.06924,-1.42257,-1.21973,-0.237438,-1.44764,-0.906248,0.0057982,0.078724,0.000183073,6.6923,0.188122,0.141974,750000,1957
-2.11289,-1.33926,-1.13358,-0.34554,-1.6287,-0.989128,0.0160001,0.0786188,0.000424223,6.72435,0.190164,0.140471,751000,1959
-1.8317,-1.1763,-0.976571,-0.340575,-1.96749,-1.0092,0.0103444,0.0763482,0.0002832,6.56982,0.185168,0.141926,752000,1962
-1.9182,-1.22033,-1.05304,-0.416608,-1.8273,-1.02098,0.0153602,0.0661367,0.00587222,6.70142,0.188608,0.140443,753000,1964
-2.09097,-1.27052,-1.08284,-0.338737,-1.72126,-1.0047,0.0195927,0.068907,0.00368464,6.56645,0.183157,0.142132,754000,1967
-2.24652,-1.43226,-1.24548,-0.295819,-1.35283,-0.867376,0.0179743,0.0756054,0.0014086,6.66699,0.185822,0.143287,755000,1970
-2.17616,-1.60006,-1.38053,-0.265713,-1.00258,-0.951384,0.010929,0.0639086,0.00708143,6.73194,0.186655,0.142526,756000,1973
-2.17872,-1.59334,-1.38036,-0.314108,-0.932978,-0.974159,0.0139323,0.0630887,9.01843e-05,6.70239,0.187087,0.141392,757000,1976
-2.16581,-1.43595,-1.24522,-0.244849,-1.39341,-0.952825,0.0213083,0.0683836,0.00335847,6.67408,0.187179,0.145169,758000,1979
-2.25217,-1.56869,-1.35714,-0.0843429,-1.28656,-0.868569,0.0215034,0.0616015,0.000279785,6.61539,0.185554,0.139296,759000,1982
-2.15377,-1.46393,-1.28154,-0.328022,-1.26894,-0.983247,0.022258,0.057775,0.00316082,6.56063,0.183044,0.141453,760000,1984
-2.17594,-1.4925,-1.32688,-0.240515,-1.20661,-0.941638,0.0199048,0.0623807,0.00373622,6.60328,0.186406,0.143107,761000,1986
-2.31077,-1.57807,-1.37441,-0.22665,-1.07377,-0.920208,0.0159479,0.0639564,0.0106555,6.7028,0.186069,0.138672,762000,1988
-1.93093,-1.24943,-1.05944,-0.315664,-1.8605,-0.999432,0.0179812,0.0643663,0.00291096,6.66127,0.187826,0.142436,763000,1991
-1.90466,-1.24826,-1.05695,-0.421494,-1.75117,-1.03941,0.0140165,0.0641428,0.00215929,6.76173,0.186342,0.141717,764000,1994
-1.92666,-1.10795,-0.90083,-0.498893,-1.98984,-1.08195,0.0169566,0.0664864,0.00135514,6.7584,0.186292,0.143506,765000,1997
-2.00308,-1.30897,-1.11564,-0.366138,-1.55711,-1.02929,0.0142042,0.0665525,0.00217924,6.56183,0.181481,0.144569,766000,1999
-1.97008,-1.30882,-1.07911,-0.322014,-1.82683,-0.962807,0.0144388,0.0665369,0.00145318,6.67995,0.188789,0.139786,767000,2002
-2.12927,-1.33399,-1.13382,-0.35001,-1.60796,-0.996674,0.0202646,0.0715992,0.00151079,6.60257,0.186188,0.139853,768000,2004
-1.99707,-1.22502,-1.03058,-0.42974,-1.78982,-1.00085,0.0212467,0.0660283,0.00328201,6.58468,0.187922,0.143065,769000,2006
-2.05312,-1.07631,-0.890424,-0.529207,-1.98657,-1.10096,0.0275214,0.061166,0.00134389,6.62587,0.186842,0.140185,770000,2009
-1.81289,-1.00497,-0.811008,-0.577472,-2.23648,-1.1016,0.014166,0.079956,0.00426302,6.69556,0.187078,0.14071,771000,2012
-1.9405,-1.17509,-0.97352,-0.389008,-2.02701,-0.933349,0.019722,0.0622883,0.00163513,6.64863,0.185337,0.140145,772000,2015
-2.0733,-1.30629,-1.07906,-0.309932,-1.7223,-1.04162,0.0101612,0.076314,0.00124694,6.65996,0.186975,0.141263,773000,2019
-2.04226,-1.25297,-1.05983,-0.421724,-1.66018,-1.05471,0.0185402,0.0640899,0.000365396,6.72102,0.186837,0.141658,774000,2022
-2.12929,-1.40227,-1.19277,-0.321012,-1.41227,-1.05961,0.017537,0.0611073,0.000933702,6.66912,0.186073,0.139204,775000,2025
-2.17328,-1.55204,-1.37823,-0.24673,-1.1163,-0.935155,0.0104462,0.0775615,0.000729457,6.70208,0.185736,0.140424,776000,2029
-2.1802,-1.58507,-1.39192,-0.157396,-1.17745,-0.869208,0.0141774,0.0646639,0.00689115,6.67841,0.184553,0.14105,777000,2031
-2.10505,-1.38172,-1.12241,-0.291393,-1.57204,-1.0156,0.0172414,0.0658733,0.000981612,6.64133,0.185377,0.141677,778000,2034
-1.94076,-1.34069,-1.11353,-0.39666,-1.58078,-0.966807,0.00974447,0.0785627,0.0012178,6.56303,0.184221,0.142457,779000,2038
-2.04811,-1.44898,-1.25184,-0.294351,-1.33023,-0.926677,0.0162816,0.0578277,0.000853598,6.57384,0.186333,0.139716,780000,2041
-2.30786,-1.64138,-1.44951,-0.10298,-0.976799,-0.915903,0.0156948,0.0632731,0.00107849,6.67565,0.186421,0.141968,781000,2044
-2.35017,-1.6968,-1.47215,-0.203841,-0.777399,-0.846447,0.0228845,0.0562915,0.00299792,6.70716,0.185204,0.142958,782000,2047
-2.57462,-1.94979,-1.741,0.0410088,-0.331573,-0.892365,0.0162084,0.0716292,0.00234373,6.61998,0.18514,0.141555,783000,2050
-2.38217,-1.85398,-1.6496,-0.00262809,-0.576379,-0.87733,0.0114662,0.0736384,0.000843643,6.71049,0.187783,0.140001,784000,2054
-2.40908,-1.74386,-1.56692,-0.17069,-0.707158,-0.870608,0.0116192,0.0738969,0.00720729,6.66064,0.187111,0.138908,785000,2057
-2.28293,-1.56641,-1.38919,-0.17789,-1.10225,-0.946162,0.0164487,0.0649308,0.00434767,6.63067,0.185412,0.141484,786000,2060
-2.12439,-1.57631,-1.35335,-0.198933,-1.17579,-0.877177,0.00573569,0.0763274,0.00156098,6.88726,0.186313,0.13959,787000,2063
-2.19371,-1.53699,-1.31775,-0.183959,-1.29449,-0.922875,0.0072807,0.082754,0.0021237,6.69797,0.187201,0.140492,788000,2065
-2.14072,-1.4218,-1.23592,-0.305798,-1.41389,-1.05839,0.0160747,0.0686168,0.00256448,6.63718,0.187452,0.137937,789000,2068
-2.14247,-1.31347,-1.10575,-0.36582,-1.63968,-0.942408,0.0271511,0.0598386,0.00112362,6.6335,0.186717,0.140875,790000,2071
-1.96681,-1.2023,-1.00696,-0.374021,-1.91336,-0.987776,0.0276141,0.0691715,0.0032872,6.65673,0.187499,0.142095,791000,2074
-2.00891,-1.09081,-0.889661,-0.523105,-2.00308,-1.0849,0.0184859,0.0731767,0.00730106,6.65418,0.185422,0.143346,792000,2076
-2.16271,-1.45137,-1.22785,-0.250721,-1.40844,-0.970623,0.0118203,0.0758436,0.00283489,6.62427,0.185968,0.141383,793000,2078
-2.09074,-1.56561,-1.35735,-0.142747,-1.2034,-0.916178,0.00734538,0.0708057,0.00359404,6.60698,0.185605,0.14129,794000,2081
-2.10225,-1.558,-1.37252,-0.179155,-1.18629,-0.879007,0.0131134,0.0648154,4.27936e-05,6.66974,0.188002,0.142344,795000,2083
-2.23922,-1.61817,-1.44077,-0.163015,-0.954532,-0.933682,0.0093739,0.0710649,0.00425497,6.69593,0.186212,0.142244,796000,2086
-2.42154,-1.78599,-1.59691,-0.00448054,-0.709837,-0.889436,0.0161323,0.0683791,0.00147756,6.64767,0.186779,0.142024,797000,2090
-2.35121,-1.68434,-1.50286,-0.129234,-0.870645,-0.914918,0.0100901,0.0705926,0.00052351,6.63975,0.185314,0.139658,798000,2093
-2.27232,-1.71168,-1.50614,-0.128033,-0.860872,-0.888452,0.0158946,0.0553689,0.00936967,6.71397,0.18601,0.139541,799000,2096
-2.45811,-1.73185,-1.58195,-0.0428303,-0.839534,-0.836902,0.0155886,0.0733467,0.00216844,6.58841,0.186488,0.140992,800000,2099
-2.45482,-1.82587,-1.59174,-0.0282093,-0.661529,-0.816189,0.00930112,0.0700851,0.000880372,6.60386,0.187842,0.140307,801000,2102
-2.6542,-1.8376,-1.67494,-0.0258161,-0.555109,-0.833166,0.0246469,0.0680348,0.00325773,6.69285,0.186424,0.140601,802000,2104
-2.33082,-1.63116,-1.43363,-0.121099,-1.03769,-0.933195,0.0179336,0.0719342,0.00195002,6.7345,0.184987,0.141668,803000,2107
-2.40339,-1.50021,-1.3074,-0.31139,-1.1693,-0.949607,0.0175419,0.0787678,0.00257734,6.54965,0.189106,0.14157,804000,2109
-2.1974,-1.53223,-1.32242,-0.187459,-1.23918,-0.945211,0.0101686,0.0760274,0.00159939,6.64785,0.183726,0.141759,805000,2111
-2.22774,-1.52056,-1.29714,-0.165538,-1.24841,-0.914644,0.023208,0.0599271,0.00202655,6.64183,0.185079,0.140806,806000,2113
-2.36049,-1.57572,-1.36046,-0.226091,-1.05887,-0.975427,0.022432,0.0657825,0.0021523,6.65285,0.185356,0.139953,807000,2117
-2.19547,-1.57745,-1.37701,-0.126459,-1.17425,-0.871952,0.0165452,0.0563253,0.00285049,6.58828,0.186253,0.139932,808000,2120
-2.42164,-1.52675,-1.32416,-0.210915,-1.25457,-0.965287,0.0175504,0.0774335,0.00416005,6.68809,0.188105,0.138863,809000,2123
-2.25014,-1.36786,-1.16489,-0.373452,-1.51122,-0.998988,0.0259353,0.0661822,0.000609812,6.71543,0.187688,0.138109,810000,2126
-2.30228,-1.43247,-1.25112,-0.282859,-1.37137,-0.981767,0.0150025,0.0825653,0.00605186,6.58473,0.186788,0.141998,811000,2129
-2.01997,-1.22347,-1.00178,-0.429884,-1.82693,-1.04981,0.0234075,0.0667074,0.00471298,6.76802,0.188736,0.140477,812000,2131
-2.07492,-1.24578,-1.02507,-0.433072,-1.80592,-0.99335,0.0252189,0.0661345,0.00142055,6.6597,0.187257,0.141102,813000,2133
-2.18254,-1.33692,-1.13428,-0.360968,-1.60802,-1.04014,0.0288419,0.0650321,0.00650004,6.57491,0.184827,0.141342,814000,2136
-1.87499,-1.14168,-0.927867,-0.414156,-2.04185,-1.01015,0.0130609,0.0717437,0.00332656,6.64089,0.188525,0.139744,815000,2139
-2.1244,-1.34719,-1.12555,-0.301673,-1.54386,-1.0184,0.0206639,0.0678532,0.0054829,6.71574,0.188014,0.142205,816000,2142
-2.27332,-1.61574,-1.40063,-0.153602,-1.0879,-0.860775,0.0134197,0.0757004,0.00283455,6.83306,0.184382,0.1385,817000,2144
-2.41847,-1.72142,-1.51489,-0.033959,-0.962207,-0.828025,0.016077,0.0780517,0.0126844,6.64534,0.187398,0.140096,818000,2147
-2.2834,-1.51679,-1.34356,-0.283442,-1.08414,-0.990722,0.0164674,0.0747622,0.00388042,6.63046,0.186757,0.14119,819000,2150
-2.26003,-1.60826,-1.43604,-0.174531,-0.989034,-0.915228,0.0102079,0.077985,0.000727061,6.71045,0.186839,0.141038,820000,2165
-2.25467,-1.55273,-1.34635,-0.208246,-1.17327,-0.884871,0.0131312,0.0802459,0.00117357,6.63157,0.18818,0.140568,821000,2168
-2.34398,-1.63708,-1.48573,-0.153414,-0.979412,-0.854208,0.0212408,0.0636792,0.00239048,6.67389,0.187553,0.140892,822000,2172
-2.38386,-1.83615,-1.64892,0.0626087,-0.672487,-0.824285,0.00939359,0.0710684,0.00413182,6.65261,0.188152,0.142484,823000,2175
-2.36031,-1.67895,-1.46089,-0.126044,-0.941762,-0.905776,0.0192249,0.0630501,0.00111277,6.75559,0.185102,0.140111,824000,2178
-2.36074,-1.64653,-1.47982,-0.132679,-0.962612,-0.916661,0.0119758,0.0772757,0.00491688,6.65847,0.18661,0.141444,825000,2180
-2.18242,-1.50368,-1.2847,-0.151887,-1.40452,-0.901774,0.0131232,0.0716166,0.00477632,6.66034,0.188725,0.140582,826000,2183
-2.28909,-1.62462,-1.41609,-0.137345,-1.0954,-0.866142,0.0181777,0.0668565,0.00104059,6.54337,0.190947,0.13968,827000,2186
-2.16217,-1.45203,-1.24683,-0.271109,-1.36956,-0.966999,0.0163577,0.0739182,0.0029781,6.66809,0.185008,0.142225,828000,2189
-2.22222,-1.58667,-1.38762,-0.209423,-1.05006,-0.909277,0.0145231,0.0676984,0.00013348,6.54027,0.187911,0.140479,829000,2191
-2.29304,-1.62612,-1.40998,-0.117637,-1.06797,-0.865056,0.01857,0.0691995,0.00026171,6.69773,0.186879,0.143964,830000,2194
-2.1826,-1.57056,-1.37492,-0.171398,-1.11577,-0.949652,0.0142764,0.0640169,0.00134982,6.75627,0.187873,0.141404,831000,2198
-2.3507,-1.68596,-1.47476,-0.171887,-0.777093,-0.922508,0.011491,0.0823967,0.000661787,6.69147,0.186413,0.142699,832000,2201
-2.33813,-1.6937,-1.47516,-0.0796773,-0.932466,-0.870013,0.0199288,0.0648358,0.00160443,6.60716,0.187238,0.142269,833000,2204
-2.31279,-1.67168,-1.51519,-0.0662012,-0.91237,-0.817051,0.0190615,0.0578299,0.00229564,6.68346,0.186971,0.139872,834000,2208
-2.29553,-1.63959,-1.42583,-0.154815,-1.03227,-0.939904,0.017079,0.0609489,0.00278388,6.70686,0.187583,0.139571,835000,2211
-2.18153,-1.45407,-1.25856,-0.263117,-1.35987,-0.970489,0.0182978,0.0653297,0.00180239,6.70427,0.186425,0.141634,836000,2214
-2.10732,-1.39344,-1.19098,-0.356478,-1.45767,-0.99373,0.0221906,0.0550311,0.0011368,6.65267,0.192443,0.138771,837000,2218
-2.14269,-1.50792,-1.32988,-0.234792,-1.29748,-0.92146,0.0144503,0.0697112,0.000893422,6.70738,0.188863,0.136102,838000,2221
-2.05506,-1.32892,-1.12903,-0.336421,-1.5946,-1.00258,0.0199561,0.0642439,0.00140576,6.58791,0.188591,0.142622,839000,2224
-2.18203,-1.3456,-1.15331,-0.295709,-1.63021,-1.00438,0.0239189,0.0657981,0.00121966,6.61197,0.186885,0.139767,840000,2227
-2.0353,-1.27794,-1.08628,-0.332051,-1.72854,-0.976241,0.0184487,0.0674992,0.00046201,6.83432,0.189493,0.144297,841000,2230
-2.09563,-1.3039,-1.09459,-0.344738,-1.72048,-1.00411,0.0147777,0.0789374,0.00118281,6.67231,0.186005,0.13963,842000,2234
-1.97361,-1.25148,-0.997795,-0.342956,-1.85529,-1.00816,0.013832,0.0747456,0.000587724,6.76212,0.188018,0.142103,843000,2237
-2.05491,-1.24266,-1.03461,-0.421945,-1.71642,-1.00774,0.0168157,0.0668325,0.00852796,6.50591,0.190587,0.144443,844000,2240
-2.0836,-1.31785,-1.12019,-0.351333,-1.6248,-0.977511,0.0176142,0.0689398,0.000225536,6.56291,0.188069,0.142574,845000,2244
-2.01611,-1.28328,-1.06677,-0.344184,-1.73519,-1.03096,0.0209436,0.0669181,0.00303183,6.63956,0.184054,0.141287,846000,2247
-1.90978,-1.11061,-0.881926,-0.405736,-2.17084,-1.08049,0.019685,0.0668543,0.00188918,6.63816,0.187645,0.141218,847000,2250
-2.19643,-1.42146,-1.23294,-0.209233,-1.4326,-0.973286,0.0176597,0.0666115,0.00210085,6.68674,0.188223,0.142587,848000,2254
-2.11924,-1.3554,-1.12477,-0.339708,-1.58128,-1.01626,0.022598,0.0655143,0.00105611,6.65244,0.188655,0.140978,849000,2257
-2.30845,-1.57364,-1.32733,-0.131322,-1.23868,-0.950264,0.0180017,0.0700617,0.00267152,6.63665,0.188106,0.143293,850000,2260
-2.19709,-1.47263,-1.27623,-0.150372,-1.3894,-0.946436,0.00934722,0.0801237,0.000602866,6.7835,0.183356,0.143989,851000,2264
-2.24951,-1.58363,-1.40956,-0.167742,-1.05179,-0.895382,0.0183021,0.0621571,0.00487118,6.74065,0.185272,0.144524,852000,2267
