BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.3126,-1.80137,-1.55667,-0.0763487,-0.736378,-0.908307,0.0100536,0.062178,0.00464851,6.71772,0.181936,0.137994,2124000,5927
-2.35963,-1.73871,-1.53498,-0.0704794,-0.861549,-0.942936,0.0169816,0.058669,0.00345173,6.59668,0.182091,0.138483,2125000,5931
-2.36412,-1.81,-1.5994,-0.0377905,-0.758481,-0.871497,0.00941118,0.0704061,0.00471875,6.65158,0.184932,0.137776,2126000,5933
-2.27021,-1.67784,-1.46102,-0.133675,-1.04164,-0.904333,0.00936304,0.0716826,0.00887955,6.66978,0.185803,0.136591,2127000,5936
-2.34062,-1.79829,-1.58653,0.00763722,-0.826439,-0.905516,0.00596378,0.0780251,0.000405918,6.74389,0.185352,0.13827,2128000,5940
-2.33461,-1.65087,-1.40551,-0.193886,-1.08441,-0.945819,0.0211764,0.0661699,0.000446388,6.65435,0.184634,0.134992,2129000,5943
-2.29195,-1.62277,-1.38605,-0.105634,-1.12071,-0.968592,0.00803725,0.0739981,0.00315647,6.7436,0.182233,0.1387,2130000,5946
-2.29535,-1.60116,-1.39557,-0.188453,-1.02809,-0.999476,0.0148871,0.0660325,0.00623866,6.64047,0.185194,0.139728,2131000,5950
-2.24253,-1.72054,-1.51057,-0.0867347,-0.952688,-0.963115,0.0010109,0.0771708,0.00501484,6.75162,0.182391,0.136487,2132000,5953
-2.39699,-1.78872,-1.59136,-0.0260391,-0.785941,-0.857475,0.00584534,0.0815756,0.00267264,6.64737,0.182527,0.138376,2133000,5955
-2.21391,-1.68054,-1.47822,-0.0879686,-0.95041,-0.945449,0.00888044,0.0783009,0.000808832,6.59534,0.183089,0.139748,2134000,5957
-2.51239,-2.00736,-1.79811,0.175011,-0.365198,-0.795822,0.00800651,0.0715572,0.00215967,6.64289,0.181567,0.141389,2135000,5959
-2.37661,-1.86366,-1.62832,-0.122339,-0.5244,-0.900876,0.0228204,0.0496823,0.00801453,6.59195,0.183152,0.138718,2136000,5961
-2.4142,-1.79268,-1.57655,-0.0176961,-0.79662,-0.865381,0.00957294,0.0774667,0.00235334,6.65719,0.181701,0.13735,2137000,5963
-2.36441,-1.69327,-1.48051,-0.0977072,-0.952036,-0.924705,0.0154288,0.0711629,0.000355998,6.65292,0.185731,0.138942,2138000,5965
-2.37539,-1.66584,-1.43061,-0.219325,-0.955525,-0.994434,0.00618885,0.084341,0.00246319,6.69953,0.181389,0.136378,2139000,5967
-2.19552,-1.58845,-1.36031,-0.0931521,-1.29627,-0.910097,0.0101227,0.0766353,0.00303168,6.76093,0.181428,0.137374,2140000,5970
-2.2791,-1.56942,-1.36994,-0.211854,-1.13113,-1.03503,0.0111122,0.0717238,0.00447538,6.60925,0.181441,0.138008,2141000,5972
-2.15958,-1.41577,-1.21218,-0.220624,-1.48507,-1.08153,0.0159419,0.0644554,0.00334982,6.67643,0.180151,0.138792,2142000,5974
-2.26702,-1.61249,-1.36897,-0.130828,-1.19809,-0.891832,0.0110056,0.0724384,0.00714563,6.59652,0.180978,0.138316,2143000,5978
-2.19133,-1.47041,-1.20399,-0.226904,-1.41338,-1.05825,0.00699233,0.0815741,0.000501833,6.57801,0.181763,0.138678,2144000,5981
-2.22385,-1.70909,-1.47536,-0.0871978,-0.985021,-0.973021,0.0158559,0.0675548,0.00431578,6.76159,0.182513,0.137486,2145000,5984
-2.31114,-1.78594,-1.55634,0.00435836,-0.881446,-0.848265,0.0117077,0.0718392,0.0034279,6.73656,0.182012,0.137872,2146000,5986
-2.27254,-1.68026,-1.40912,-0.125601,-1.06798,-0.937531,0.00780005,0.0806551,0.0119053,6.64637,0.184452,0.139491,2147000,5990
-2.28518,-1.61795,-1.37072,-0.141098,-1.0777,-1.01703,0.0217854,0.0641004,0.00243848,6.71054,0.181436,0.14026,2148000,5993
-2.40175,-1.69506,-1.44311,-0.169949,-0.912543,-0.948042,0.0153151,0.0756331,0.00152248,6.69752,0.18219,0.137178,2149000,5995
-2.30047,-1.70196,-1.47175,-0.0847689,-0.918918,-0.947729,0.00843591,0.0699487,0.0100317,6.7229,0.181786,0.138253,2150000,5998
-2.28797,-1.72195,-1.48252,-0.0477579,-1.00044,-0.882813,0.0131816,0.0622656,0.00161823,6.60698,0.182781,0.138161,2151000,6001
-2.32464,-1.85215,-1.65097,-0.00425494,-0.633481,-0.795852,0.00501861,0.0698403,0.00861866,6.61109,0.183926,0.140953,2152000,6004
-2.32074,-1.83213,-1.61106,0.0384639,-0.720108,-0.830637,0.0125155,0.0607233,0.00498535,6.79117,0.185499,0.139379,2153000,6006
-2.42617,-1.83305,-1.60248,0.0235885,-0.773865,-0.864171,0.0146311,0.0690641,0.00188457,6.67843,0.181862,0.135225,2154000,6009
-2.33134,-1.82729,-1.58343,-0.00706474,-0.719899,-0.924266,0.005574,0.0724797,1.73752e-05,6.71416,0.180322,0.138972,2155000,6012
-2.38181,-1.9117,-1.67466,0.0134819,-0.537298,-0.853501,0.00450887,0.0671489,0.0035248,6.66102,0.183052,0.138865,2156000,6015
-2.49844,-1.89881,-1.6818,0.0307039,-0.540264,-0.874239,0.0159201,0.0618168,0.00102036,6.661,0.182054,0.137656,2157000,6017
-2.42716,-1.98808,-1.73779,0.0715273,-0.369064,-0.843062,0.00332724,0.0689334,0.0028084,6.74515,0.185389,0.141434,2158000,6020
-2.30146,-1.84587,-1.59866,0.00495288,-0.646301,-0.885071,0.0190493,0.0524226,0.00214552,6.8257,0.18782,0.139498,2159000,6023
-2.48355,-1.82009,-1.59276,-0.0172668,-0.678149,-0.878476,0.00728544,0.0786564,0.00664441,6.56773,0.180754,0.138364,2160000,6027
-2.4784,-1.92682,-1.64164,0.0502248,-0.584137,-0.807092,0.0096069,0.065234,0.00560009,6.66286,0.186411,0.138855,2161000,6030
-2.58173,-1.93093,-1.7437,0.0469868,-0.360761,-0.854088,0.0170015,0.0636645,0.00459781,6.71642,0.184138,0.140029,2162000,6033
-2.53946,-2.05811,-1.8163,0.208071,-0.370999,-0.793052,0.00458267,0.0725119,0.00203345,6.69083,0.183181,0.138696,2163000,6035
-2.40744,-1.75732,-1.52235,-0.0192674,-0.802213,-0.936718,0.0109434,0.0643274,0.00029886,6.6912,0.183988,0.13859,2164000,6038
-2.21601,-1.53518,-1.31951,-0.277831,-1.22894,-1.00874,0.0121489,0.0780767,0.00237225,6.6284,0.182799,0.138119,2165000,6041
-2.2721,-1.66862,-1.44525,-0.180482,-0.931404,-0.939787,0.00325955,0.0836518,0.00543497,6.66145,0.184171,0.139431,2166000,6043
-2.29277,-1.66383,-1.47048,-0.0952775,-1.00902,-0.951985,0.0178208,0.0624222,0.000241082,6.74071,0.182404,0.137159,2167000,6046
-2.29208,-1.54249,-1.31004,-0.158133,-1.26228,-0.966927,0.0206403,0.0689304,0.00153339,6.54877,0.182391,0.138573,2168000,6049
-2.22436,-1.73318,-1.51813,-0.0460219,-0.886807,-0.877502,0.0025605,0.0722069,4.30942e-05,6.61359,0.184648,0.138042,2169000,6051
-2.26212,-1.78745,-1.58378,-0.0307335,-0.778324,-0.914611,0.00585134,0.0657982,0.00561585,6.61338,0.183246,0.139603,2170000,6054
-2.41291,-1.79027,-1.58268,-0.109019,-0.694252,-0.91827,0.0210166,0.0673191,0.00215934,6.6717,0.184403,0.137279,2171000,6056
-2.29191,-1.57877,-1.39607,-0.134603,-1.18115,-0.963314,0.0201468,0.059124,0.00367111,6.70023,0.184681,0.137238,2172000,6059
-2.10619,-1.49506,-1.23676,-0.243588,-1.27845,-1.0541,0.0210177,0.0531775,0.00185721,6.67643,0.180249,0.137933,2173000,6062
-2.1521,-1.56116,-1.34424,-0.17864,-1.21753,-0.992133,0.0102916,0.0738466,0.0103024,6.63948,0.184581,0.139318,2174000,6064
-2.3807,-1.72612,-1.49886,-0.101585,-0.836002,-1.02662,0.018968,0.0634856,0.00200844,6.69285,0.181943,0.138864,2175000,6067
-2.34619,-1.64555,-1.45137,-0.100563,-1.02215,-0.94123,0.0111234,0.072292,0.00138298,6.66646,0.184896,0.140767,2176000,6070
-2.18089,-1.54395,-1.3383,-0.198616,-1.19545,-0.99201,0.0112993,0.0743303,0.00639177,6.69423,0.183648,0.138933,2177000,6074
-2.37119,-1.71571,-1.51063,-0.0797705,-0.882784,-0.93319,0.00650475,0.0844601,0.0107842,6.6222,0.181359,0.140707,2178000,6077
-2.39954,-1.82078,-1.61579,0.101319,-0.789014,-0.77736,0.0156328,0.0617909,0.00168736,6.62478,0.181852,0.139332,2179000,6080
-2.36888,-1.72009,-1.52952,-0.140084,-0.830676,-0.975229,0.0128295,0.0742369,0.0115503,6.58043,0.185564,0.138546,2180000,6083
-2.40137,-1.78546,-1.55315,-0.0509633,-0.730687,-0.884468,0.0126753,0.0646525,0.00299449,6.65432,0.181008,0.138614,2181000,6085
-2.35024,-1.70159,-1.47915,-0.0971866,-0.933246,-0.87672,0.0118119,0.076872,0.000598199,6.6497,0.183878,0.137748,2182000,6087
-2.27034,-1.59934,-1.37758,-0.186126,-1.13999,-0.983906,0.0158726,0.0670941,0.00485007,6.64866,0.184378,0.138897,2183000,6089
-2.18088,-1.53772,-1.3149,-0.130391,-1.31618,-0.986782,0.0160475,0.0657423,0.00266771,6.6796,0.179048,0.138335,2184000,6093
-2.06334,-1.48188,-1.26675,-0.256288,-1.41906,-1.00809,0.0155487,0.0619658,0.00184198,6.75997,0.181309,0.13829,2185000,6096
-2.38882,-1.70144,-1.48349,-0.0835171,-0.926611,-0.894377,0.0192234,0.066083,1.37789e-05,6.71243,0.179147,0.138721,2186000,6098
-2.32178,-1.78448,-1.58956,-0.0816831,-0.660245,-0.957976,0.0100678,0.0694441,0.00227204,6.64707,0.183751,0.139299,2187000,6101
-2.5693,-2.04795,-1.82979,0.154363,-0.235639,-0.852452,0.00794211,0.0742331,0.000196119,6.6871,0.182988,0.140764,2188000,6103
-2.46873,-1.98356,-1.70999,0.131011,-0.434196,-0.821134,0.00719478,0.0683644,0.00237389,6.69626,0.183759,0.139666,2189000,6105
-2.28613,-1.78033,-1.57855,-0.0253451,-0.821893,-0.89441,0.00887733,0.0739451,2.15275e-05,6.63049,0.18055,0.138446,2190000,6108
-2.56179,-1.75476,-1.55077,-0.0933314,-0.766824,-0.93408,0.0172245,0.0781063,0.00149151,6.61449,0.183203,0.137399,2191000,6112
-2.40551,-1.9578,-1.72846,0.147275,-0.554977,-0.807323,0.00342526,0.0725895,0.0028412,6.68508,0.183437,0.13787,2192000,6115
-2.51112,-1.93741,-1.75479,0.105371,-0.436647,-0.758081,0.00488766,0.0736531,2.78789e-05,6.53792,0.183167,0.139875,2193000,6118
-2.38804,-1.80544,-1.578,-0.0571033,-0.698132,-0.929282,0.00527211,0.0762272,0.00799723,6.60439,0.183512,0.138023,2194000,6122
-2.21751,-1.68078,-1.43142,-0.0221283,-1.10591,-0.956083,0.00842954,0.0693512,0.00416821,6.6404,0.184011,0.138861,2195000,6124
-2.25648,-1.7141,-1.49848,-0.0113416,-0.970098,-0.859635,0.00297657,0.0754549,0.00223028,6.58973,0.183164,0.138662,2196000,6126
-2.36947,-1.8932,-1.66329,0.0603589,-0.638989,-0.857937,0.00658005,0.0718973,3.407e-05,6.69706,0.179667,0.140799,2197000,6129
-2.34879,-1.63797,-1.47086,-0.0967607,-1.01797,-0.953915,0.0158561,0.0729907,0.00587331,6.69658,0.179293,0.1411,2198000,6132
-2.26114,-1.74895,-1.53156,-0.0356557,-0.875226,-0.925667,0.00698889,0.0654911,0.00166616,6.60818,0.181502,0.139464,2199000,6136
-2.53992,-1.92067,-1.66606,0.0513358,-0.505402,-0.840988,0.0120344,0.0707856,0.000335399,6.75358,0.18258,0.137926,2200000,6139
-2.20249,-1.60008,-1.38936,-0.063876,-1.24372,-0.946501,0.0124205,0.0714564,0.00386278,6.6793,0.182365,0.138852,2201000,6141
-2.17251,-1.48712,-1.26871,-0.211759,-1.39147,-1.03111,0.0189264,0.0675973,0.000525434,6.63286,0.179645,0.13927,2202000,6145
-2.25898,-1.57754,-1.3447,-0.147777,-1.24272,-0.967612,0.0240274,0.0584714,0.00396688,6.71689,0.183628,0.137968,2203000,6148
-2.24045,-1.74631,-1.50574,-0.102928,-0.868589,-0.919845,0.0127036,0.0619399,0.00477704,6.70671,0.182192,0.137203,2204000,6151
-2.36609,-1.65065,-1.44638,0.00935077,-1.12734,-0.890115,0.0131445,0.0726254,0.00199135,6.60021,0.181585,0.13945,2205000,6153
-2.24025,-1.59599,-1.37461,-0.240897,-1.10963,-1.00426,0.0166892,0.068176,8.98327e-05,6.66013,0.181274,0.136476,2206000,6156
-2.32507,-1.57275,-1.36693,-0.208705,-1.14507,-0.986089,0.0214258,0.0637779,0.00305683,6.60285,0.185186,0.137807,2207000,6158
-2.24251,-1.42407,-1.20408,-0.172185,-1.55784,-0.980591,0.0212403,0.0700572,0.00116879,6.67595,0.180921,0.140275,2208000,6162
-2.24217,-1.50331,-1.29104,-0.214221,-1.32713,-0.969097,0.011914,0.0751106,0.00163327,6.62241,0.183594,0.138464,2209000,6164
-2.16284,-1.43141,-1.2208,-0.272702,-1.45327,-1.00717,0.0160482,0.069756,0.00422376,6.62402,0.183095,0.141096,2210000,6167
-2.01695,-1.34402,-1.15301,-0.336852,-1.60776,-1.02636,0.0192913,0.0652623,0.00639767,6.65112,0.182547,0.139137,2211000,6170
-2.31177,-1.58289,-1.3753,-0.149573,-1.24374,-0.970291,0.0265791,0.0608778,0.00233581,6.72149,0.180442,0.137857,2212000,6172
-2.07584,-1.43945,-1.2498,-0.182062,-1.52897,-0.953488,0.00759633,0.0781516,0.0069213,6.57036,0.18401,0.139771,2213000,6175
-2.18801,-1.57435,-1.35296,-0.148279,-1.21214,-0.980676,0.0167422,0.0531906,4.90287e-05,6.58796,0.182777,0.137807,2214000,6177
-2.12079,-1.26325,-1.06745,-0.390622,-1.7618,-1.12778,0.0184726,0.0741593,0.00199525,6.60484,0.181074,0.136435,2215000,6181
-2.15168,-1.43425,-1.2029,-0.266453,-1.45029,-1.07236,0.0139538,0.0754695,0.00199947,6.64362,0.18272,0.140847,2216000,6183
-2.16233,-1.59517,-1.33502,-0.189523,-1.23707,-0.941508,0.00707432,0.0755494,0.0159608,6.79356,0.181734,0.136554,2217000,6186
-2.1632,-1.62533,-1.38581,-0.124556,-1.13191,-0.972574,0.0124377,0.0669173,0.00488064,6.72327,0.184393,0.138301,2218000,6189
-2.29683,-1.63382,-1.39791,-0.0329223,-1.18686,-0.920884,0.0102294,0.0827515,0.00106383,6.58483,0.187425,0.137389,2219000,6191
-2.27035,-1.63868,-1.42118,-0.0944522,-1.11479,-0.999797,0.0122955,0.071872,0.00821827,6.59123,0.184793,0.137327,2220000,6202
-2.26827,-1.69514,-1.45568,-0.112836,-0.980733,-0.911409,0.00924156,0.0750755,0.00226379,6.66181,0.1836,0.139801,2221000,6205
-2.22045,-1.61628,-1.41834,-0.196928,-1.06746,-0.918488,0.0139276,0.0671738,0.00364446,6.67927,0.18346,0.139275,2222000,6208
-2.24261,-1.53425,-1.31232,-0.273124,-1.27433,-0.995378,0.0221871,0.0653274,0.0094652,6.76534,0.18181,0.138222,2223000,6210
-2.11142,-1.45515,-1.27886,-0.178655,-1.47531,-0.982049,0.0179185,0.0732126,0.00263002,6.74245,0.183128,0.140076,2224000,6214
-2.09593,-1.40091,-1.1905,-0.187681,-1.60581,-0.977856,0.0168217,0.0671539,0.000707921,6.63588,0.185591,0.141985,2225000,6217
-2.18932,-1.41912,-1.21717,-0.279335,-1.50782,-0.999894,0.0133702,0.0767446,0.00270312,6.70467,0.184545,0.13899,2226000,6220
-2.04836,-1.3354,-1.12389,-0.253042,-1.73818,-1.00384,0.0128862,0.0768038,0.00323402,6.61491,0.182737,0.140038,2227000,6222
-2.16334,-1.61608,-1.36278,-0.0691511,-1.1842,-0.958362,0.00750233,0.0736938,0.000512096,6.71598,0.183684,0.14077,2228000,6225
-2.27115,-1.48804,-1.27528,-0.2231,-1.37441,-0.963932,0.0194364,0.0699885,0.00623181,6.6664,0.180174,0.140246,2229000,6227
-2.127,-1.43765,-1.25357,-0.236682,-1.4667,-1.04942,0.0161203,0.07137,0.00618966,6.70716,0.181293,0.139039,2230000,6230
-2.09439,-1.53413,-1.34015,-0.153469,-1.27979,-1.02307,0.00704482,0.0803398,0.000602418,6.69085,0.181536,0.140973,2231000,6233
-2.2302,-1.58141,-1.33712,-0.00501694,-1.3545,-0.946354,0.0117209,0.0668726,0.000120244,6.6317,0.183823,0.138901,2232000,6236
-2.18867,-1.61113,-1.42757,-0.058773,-1.18041,-0.944816,0.00419563,0.083001,0.00899909,6.60204,0.184509,0.139123,2233000,6240
-2.1904,-1.68969,-1.47378,-0.0448247,-0.97586,-0.912674,0.00957997,0.0674112,0.00305516,6.69673,0.186846,0.138226,2234000,6243
-2.26619,-1.6784,-1.46159,-0.13191,-0.932054,-0.970778,0.0139999,0.0558446,0.00369684,6.51637,0.182221,0.138294,2235000,6246
-2.27938,-1.66516,-1.43454,-0.0612611,-1.01647,-0.971895,0.012331,0.0663575,0.000993651,6.61962,0.182449,0.138814,2236000,6249
-2.07142,-1.38546,-1.13952,-0.260167,-1.63596,-1.03686,0.0156436,0.0718852,0.00130278,6.75053,0.181819,0.138636,2237000,6251
-2.1875,-1.48395,-1.2374,-0.202189,-1.42678,-0.981854,0.0107879,0.0764026,0.000204408,6.64278,0.184624,0.139171,2238000,6253
-2.34318,-1.64835,-1.41702,-0.0910049,-1.14578,-0.937199,0.00589767,0.0862771,0.00456214,6.7704,0.183886,0.13997,2239000,6255
-2.25928,-1.54433,-1.30169,-0.228439,-1.21642,-0.977068,0.0140772,0.0640073,0.000888128,6.72486,0.183649,0.138315,2240000,6257
-2.17626,-1.64655,-1.40422,-0.0582681,-1.16032,-0.866916,0.0118453,0.068198,0.00153505,6.60622,0.180251,0.137695,2241000,6260
-2.39918,-1.93925,-1.71708,0.190939,-0.59916,-0.79127,0.00568715,0.0648718,0.00630361,6.63751,0.182188,0.138765,2242000,6262
-2.50621,-1.95327,-1.75687,0.179897,-0.528427,-0.811738,0.0075968,0.0687323,1.97926e-05,6.65232,0.185218,0.137335,2243000,6265
-2.32563,-1.79988,-1.56831,0.0312583,-0.840053,-0.871248,0.00343777,0.0808786,0.00329784,6.63803,0.182868,0.137,2244000,6268
-2.06941,-1.54633,-1.33326,-0.133733,-1.20759,-0.978047,0.00961712,0.0649528,0.00102899,6.64039,0.182136,0.14,2245000,6271
-2.16544,-1.58015,-1.3411,-0.137365,-1.27007,-0.965413,0.00645421,0.0819643,0.000340473,6.74567,0.184328,0.137736,2246000,6273
-2.18155,-1.53206,-1.34722,-0.180288,-1.27103,-0.97443,0.0193,0.0720463,0.00299766,6.71275,0.184291,0.136847,2247000,6277
-2.15476,-1.56114,-1.35059,-0.151889,-1.24094,-0.934244,0.00885807,0.0727774,0.000266375,6.69786,0.184358,0.139336,2248000,6279
-2.07073,-1.46985,-1.24392,-0.216878,-1.41173,-1.04519,0.00945002,0.072593,0.00531384,6.64915,0.181405,0.139047,2249000,6282
-2.16057,-1.60912,-1.38281,-0.0881322,-1.18435,-0.910586,0.00767343,0.071764,0.00547437,6.73008,0.182426,0.140103,2250000,6284
-2.15668,-1.36871,-1.12673,-0.22724,-1.69423,-1.0299,0.0137746,0.0776725,2.72225e-05,6.7179,0.180829,0.137858,2251000,6287
-1.99564,-1.29518,-1.09701,-0.355576,-1.67662,-1.10213,0.0110063,0.077503,0.00131612,6.74511,0.1827,0.137707,2252000,6290
-1.93678,-1.31903,-1.08296,-0.282342,-1.73042,-1.0534,0.0163291,0.0633396,0.00168717,6.61243,0.183862,0.141132,2253000,6293
-2.18066,-1.51903,-1.25797,-0.155196,-1.36637,-0.966029,0.0139924,0.0639445,0.00157867,6.67598,0.181548,0.139961,2254000,6295
-2.1005,-1.46699,-1.21776,-0.25611,-1.49766,-0.982153,0.00790381,0.0792592,0.00117283,6.59807,0.184542,0.137456,2255000,6298
-2.12645,-1.5441,-1.33579,-0.0796748,-1.36922,-0.945585,0.00808361,0.073462,0.00667235,6.7541,0.182103,0.138988,2256000,6301
-2.08681,-1.48876,-1.28998,-0.161615,-1.39812,-0.959982,0.00980952,0.0713453,0.00151762,6.67358,0.180611,0.139078,2257000,6304
-2.2204,-1.5037,-1.27423,-0.225323,-1.34399,-1.00936,0.0148736,0.0736643,5.25975e-05,6.77317,0.183985,0.136706,2258000,6306
-2.15105,-1.33203,-1.12184,-0.30434,-1.72484,-1.03108,0.0157085,0.0794279,0.00205108,6.66057,0.182282,0.136843,2259000,6308
-2.05265,-1.55218,-1.31579,-0.172534,-1.26778,-0.96337,0.00288999,0.0734397,0.000587745,6.68707,0.183196,0.140256,2260000,6311
-2.29935,-1.55181,-1.35546,-0.165635,-1.18686,-0.968377,0.0138852,0.0720093,0.0034312,6.6865,0.18202,0.13847,2261000,6314
-2.29601,-1.70888,-1.46378,-0.119062,-0.907759,-0.922603,0.0103522,0.0742507,0.00659395,6.72767,0.18225,0.138538,2262000,6318
-2.06966,-1.57413,-1.37278,-0.228074,-1.17528,-0.954677,0.00808929,0.0725731,0.0205694,6.73111,0.182608,0.138969,2263000,6320
-1.98788,-1.32994,-1.09738,-0.239175,-1.78924,-1.02421,0.0189088,0.0599589,0.0114293,6.67935,0.183281,0.13912,2264000,6322
-2.16954,-1.30212,-1.08345,-0.288987,-1.7376,-1.01676,0.0222505,0.07092,0.00165304,6.65135,0.181954,0.140635,2265000,6324
-2.07608,-1.29142,-1.04392,-0.387722,-1.74024,-1.04096,0.0063146,0.082012,0.000254378,6.66168,0.184462,0.140017,2266000,6326
-1.91368,-1.18753,-0.980863,-0.371755,-2.0111,-1.05839,0.0197134,0.0617103,0.00631764,6.62564,0.181968,0.137414,2267000,6329
-2.2244,-1.43985,-1.20109,-0.206053,-1.57221,-0.948015,0.0138676,0.0782741,0.00143566,6.61651,0.18568,0.139109,2268000,6331
-2.14135,-1.44933,-1.22232,-0.210739,-1.48134,-1.00031,0.0128708,0.074547,0.00245663,6.70332,0.183741,0.14,2269000,6333
-2.19993,-1.55019,-1.30256,-0.169094,-1.30255,-1.00261,0.00944965,0.0654647,0.00635136,6.67726,0.186046,0.138202,2270000,6336
-2.07622,-1.5035,-1.29445,-0.143098,-1.40291,-0.994724,0.00959121,0.0682093,0.00818002,6.65442,0.183908,0.138599,2271000,6339
-2.03105,-1.43957,-1.18568,-0.232069,-1.50825,-0.992518,0.00971824,0.0719084,0.000496478,6.69746,0.185493,0.138366,2272000,6341
-2.08711,-1.3714,-1.1327,-0.274253,-1.68814,-1.037,0.00982661,0.0862144,0.00474077,6.65942,0.184683,0.138608,2273000,6345
-2.17732,-1.55883,-1.31869,-0.163437,-1.27791,-0.978442,0.0175579,0.0587743,0.00107092,6.59715,0.181969,0.138004,2274000,6347
-2.10546,-1.56131,-1.34268,-0.204378,-1.13239,-0.979788,0.00868748,0.0674554,0.00400646,6.64039,0.18606,0.139685,2275000,6349
-2.11055,-1.64058,-1.3778,-0.13946,-1.12483,-0.872004,0.00486422,0.0745603,0.00212496,6.64562,0.179256,0.137611,2276000,6353
-2.14693,-1.51615,-1.32302,-0.211248,-1.32311,-0.990189,0.0196888,0.055456,0.00125774,6.4976,0.179559,0.13722,2277000,6356
-2.28969,-1.47347,-1.26007,-0.273738,-1.31384,-1.00759,0.0238464,0.0676217,0.0108474,6.64956,0.182172,0.140612,2278000,6359
-2.19784,-1.45088,-1.24552,-0.306383,-1.45114,-1.07209,0.0231894,0.0741694,0.00653952,6.61673,0.181866,0.136626,2279000,6362
-2.14435,-1.45248,-1.29121,-0.257047,-1.40742,-0.985836,0.0197267,0.0670397,0.00678574,6.65884,0.183278,0.139594,2280000,6364
-2.38881,-1.69923,-1.51478,-0.19235,-0.835727,-0.987511,0.0186329,0.0666473,0.00778063,6.63272,0.182263,0.138756,2281000,6367
-2.28777,-1.7622,-1.5018,-0.0937655,-0.90003,-0.895924,0.00858298,0.0681632,0.00472711,6.57475,0.185714,0.138328,2282000,6370
-2.22801,-1.65308,-1.423,-0.0643497,-1.09368,-0.901882,0.00317299,0.0786706,0.00347888,6.70365,0.183819,0.139348,2283000,6374
-2.3382,-1.66762,-1.4709,-0.169062,-0.954153,-0.954157,0.00678575,0.0786283,0.00195387,6.6897,0.181337,0.136603,2284000,6377
-2.20978,-1.66813,-1.44156,-0.107369,-1.0164,-0.906883,0.0125347,0.071802,0.00600162,6.71907,0.182133,0.138172,2285000,6380
-2.31764,-1.64247,-1.41129,-0.18611,-1.01546,-0.979148,0.0167034,0.0666137,0.00368533,6.5168,0.184542,0.137282,2286000,6384
-2.30268,-1.6336,-1.40921,-0.101197,-1.08281,-0.878545,0.0234208,0.0559856,0.000601583,6.70312,0.182967,0.139207,2287000,6386
-2.35208,-1.67678,-1.43207,-0.183781,-0.915106,-0.925705,0.0142282,0.067648,0.00350016,6.67996,0.181787,0.140002,2288000,6389
-2.35454,-1.6267,-1.42562,-0.201015,-1.01161,-0.991126,0.0176041,0.0752146,0.00699198,6.69833,0.184711,0.137928,2289000,6392
-2.28949,-1.69226,-1.46832,-0.146888,-0.877587,-0.88267,0.0153356,0.0597383,0.000214989,6.61386,0.183071,0.138315,2290000,6396
-2.07644,-1.55096,-1.33392,-0.281992,-1.16115,-0.976629,0.00467703,0.0663325,0.000877917,6.72842,0.183306,0.13941,2291000,6399
-2.27881,-1.66455,-1.43502,-0.196962,-0.966295,-0.989473,0.00736414,0.0801729,0.00542169,6.65968,0.183773,0.13879,2292000,6402
-2.33178,-1.85544,-1.57988,-0.0195,-0.707613,-0.831381,0.0108024,0.0648174,0.00953632,6.64452,0.185357,0.140088,2293000,6404
-2.34183,-1.65631,-1.44693,-0.164684,-0.997466,-0.906146,0.00814743,0.0834077,0.00328054,6.67131,0.185931,0.137798,2294000,6407
-2.19301,-1.68032,-1.44775,-0.204398,-0.942396,-0.895262,0.00264833,0.0718125,0.00615327,6.67317,0.184235,0.138966,2295000,6409
-2.39115,-1.7777,-1.57467,0.00253552,-0.863229,-0.898929,0.0112052,0.0743183,0.0179877,6.67827,0.183826,0.13952,2296000,6412
-2.29956,-1.74494,-1.49889,-0.102207,-0.820919,-0.958995,0.00910114,0.0701996,0.000942315,6.6112,0.18109,0.137682,2297000,6415
-2.12386,-1.59652,-1.36009,-0.0956121,-1.2089,-0.93661,0.00840646,0.0720179,0.000555074,6.58885,0.183889,0.138397,2298000,6419
-2.22891,-1.73226,-1.52925,-0.161657,-0.875962,-0.867847,0.00661859,0.0756736,0.00988156,6.57501,0.183984,0.140971,2299000,6422
-2.2774,-1.66096,-1.4397,-0.183187,-0.972526,-0.943604,0.012985,0.0714499,0.000665076,6.63797,0.182518,0.138299,2300000,6425
-2.26335,-1.47176,-1.25122,-0.257043,-1.35869,-0.937872,0.017677,0.0733767,0.00600553,6.61729,0.182424,0.139776,2301000,6429
-2.11243,-1.5092,-1.30896,-0.239017,-1.27223,-0.940155,0.00608056,0.0767093,0.013714,6.60786,0.183727,0.137895,2302000,6432
-2.29571,-1.66957,-1.49368,-0.0921594,-0.998175,-0.887038,0.00692106,0.0779915,0.00261765,6.63911,0.182974,0.137876,2303000,6435
-2.45718,-1.7804,-1.56508,-0.0415502,-0.834135,-0.967041,0.0193539,0.0626279,0.00430381,6.63921,0.185758,0.137253,2304000,6439
-2.20391,-1.61907,-1.41027,-0.0802702,-1.16761,-0.946671,0.00721629,0.0707888,0.000844058,6.68346,0.184679,0.139713,2305000,6442
