BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.72302,-1.90881,-1.67195,0.0154559,-1.05516,-1.10412,0.0301575,0.0645323,0.0738246,6.59993,0.201295,0.140725,90100,48
-2.74,-1.9272,-1.71517,0.0813122,-1.06348,-1.12103,0.0319871,0.0689214,0.0790119,6.5626,0.202692,0.138844,90200,48
-2.72113,-1.928,-1.71709,0.138322,-1.11283,-1.1167,0.027405,0.0639768,0.083863,6.56829,0.202588,0.138344,90300,48
-2.68508,-1.93813,-1.70938,0.0899599,-1.04477,-1.16844,0.0316289,0.0627458,0.0728812,6.67856,0.201444,0.139913,90400,48
-2.71303,-1.94986,-1.72175,0.0918571,-0.984588,-1.1352,0.0346624,0.0628019,0.0806613,6.66941,0.201748,0.140106,90500,48
-2.69112,-1.89122,-1.68105,-0.00306943,-1.05833,-1.17565,0.031951,0.0666026,0.0768469,6.68305,0.200338,0.139218,90600,48
-2.77871,-1.91521,-1.6819,0.0745309,-1.06036,-1.10502,0.028533,0.0685929,0.0778777,6.69511,0.199221,0.137471,90700,48
-2.72583,-1.89019,-1.67501,0.0342225,-1.14738,-1.09833,0.0371398,0.054349,0.0681434,6.67225,0.203079,0.14024,90800,49
-2.6646,-1.85491,-1.64854,-0.0134596,-1.1954,-1.11892,0.0372289,0.0571688,0.0916024,6.72793,0.202899,0.138448,90900,49
-2.66549,-1.86241,-1.64538,-0.0220228,-1.15908,-1.12339,0.0386467,0.0519192,0.0896646,6.66479,0.200415,0.140729,91000,49
-2.66028,-1.82552,-1.64294,-0.053252,-1.17706,-1.135,0.0376912,0.0593705,0.0776814,6.60326,0.203933,0.140326,91100,49
-2.6838,-1.82117,-1.62771,0.0256098,-1.25697,-1.0916,0.037205,0.0464238,0.0754784,6.57863,0.199846,0.138133,91200,49
-2.63325,-1.90358,-1.68025,0.0838492,-1.12463,-1.07054,0.0303504,0.0614919,0.0590563,6.59397,0.203906,0.140065,91300,49
-2.62934,-1.97285,-1.74313,0.164665,-1.07273,-1.1003,0.033285,0.0561749,0.0809773,6.77542,0.200869,0.141612,91400,49
-2.58422,-1.86496,-1.66183,0.00854848,-1.16061,-1.08042,0.0316171,0.0581121,0.0830111,6.71523,0.20121,0.140071,91500,49
-2.64856,-1.82705,-1.62507,-0.0445263,-1.22282,-1.1341,0.0321569,0.0575297,0.0928755,6.7555,0.202318,0.141403,91600,49
-2.72807,-1.88442,-1.70233,-0.0189786,-1.07154,-1.09953,0.0362342,0.0660593,0.0875323,6.74367,0.203382,0.139391,91700,49
-2.70029,-1.96318,-1.72305,0.0559915,-1.01162,-1.10645,0.0374124,0.0635009,0.084063,6.63735,0.199183,0.141094,91800,49
-2.81051,-1.93738,-1.71806,0.118534,-1.09916,-1.08414,0.0333266,0.0577274,0.0810892,6.61653,0.197868,0.139114,91900,49
-2.8576,-1.98051,-1.74786,0.124249,-0.959244,-1.10348,0.0295877,0.0698246,0.0689355,6.65624,0.198891,0.140277,92000,49
-2.76552,-1.95887,-1.7495,0.0236702,-0.920358,-1.08454,0.0385463,0.050594,0.0729383,6.62635,0.20063,0.139112,92100,49
-2.86731,-1.92504,-1.71637,0.0263817,-0.977168,-1.18859,0.0296383,0.0758261,0.0686137,6.63856,0.204801,0.137041,92200,49
-2.68069,-1.92891,-1.71755,-0.00720934,-0.994094,-1.11668,0.0365117,0.0470318,0.0908812,6.72611,0.200064,0.138583,92300,49
-2.7653,-1.92082,-1.69949,0.0748773,-1.08567,-1.14141,0.0368066,0.065161,0.079453,6.62742,0.199879,0.138233,92400,49
-2.67661,-1.91846,-1.67315,0.108507,-1.11617,-1.13125,0.0272497,0.0717055,0.0730446,6.62676,0.201478,0.140238,92500,49
-2.69839,-1.92371,-1.71171,0.0198716,-0.964932,-1.17172,0.0391577,0.0495415,0.072065,6.61419,0.200726,0.137907,92600,49
-2.59697,-1.93884,-1.72171,0.0342828,-1.04479,-1.0514,0.0360169,0.051469,0.0924486,6.65735,0.200773,0.140877,92700,49
-2.67697,-1.89378,-1.71877,0.069605,-1.0942,-1.10096,0.0326635,0.0577196,0.0953325,6.64815,0.204066,0.139761,92800,49
-2.65122,-1.88377,-1.69162,-0.009647,-1.03053,-1.0883,0.0343744,0.0582019,0.0837187,6.63364,0.203372,0.14153,92900,49
-2.71792,-1.85165,-1.66391,0.0144395,-1.14146,-1.1041,0.0381417,0.0530708,0.0851723,6.68827,0.199374,0.140965,93000,49
-2.7348,-1.87793,-1.66166,0.0116298,-1.09638,-1.17496,0.0359198,0.065355,0.069185,6.77842,0.202552,0.141145,93100,49
-2.7674,-1.95145,-1.77065,-0.0322286,-0.846267,-1.12282,0.0332459,0.067311,0.0894909,6.63288,0.200163,0.140006,93200,50
-2.7097,-1.91717,-1.77448,-0.0129126,-0.882078,-1.09191,0.0371874,0.0470365,0.0891355,6.6306,0.201528,0.14296,93300,50
-2.74352,-1.94833,-1.78784,0.00822502,-0.908737,-1.13354,0.0295931,0.0726454,0.0960935,6.71439,0.201254,0.143409,93400,50
-2.76178,-2.00279,-1.80903,0.0347168,-0.826349,-1.12365,0.0417518,0.0489629,0.0974473,6.50826,0.199702,0.143073,93500,50
-2.78157,-1.95703,-1.74649,0.116195,-0.994212,-1.11069,0.0358877,0.0603155,0.081141,6.62167,0.201852,0.142265,93600,50
-2.72225,-2.01861,-1.81169,0.117082,-0.884046,-1.07028,0.0292383,0.0642027,0.0826204,6.64958,0.203295,0.141658,93700,50
-2.70178,-1.96819,-1.73721,0.104825,-1.02035,-1.10582,0.039814,0.053413,0.0815235,6.53403,0.201257,0.141731,93800,50
-2.75483,-1.96202,-1.7799,0.147385,-1.00541,-1.04211,0.0292665,0.0673852,0.0884871,6.65282,0.200413,0.143102,93900,50
-2.74925,-1.95861,-1.76119,0.0955909,-0.937623,-1.10739,0.0318705,0.0660927,0.0793417,6.62876,0.202322,0.140523,94000,50
-2.76267,-1.98416,-1.75822,0.153852,-0.967665,-1.03544,0.0344713,0.0603637,0.0696514,6.56538,0.200768,0.142184,94100,50
-2.87603,-1.93189,-1.71394,0.0726903,-0.962862,-1.10659,0.039979,0.0550206,0.0661285,6.70803,0.200529,0.14024,94200,50
-2.75118,-1.94465,-1.72205,0.0804062,-0.970208,-1.12957,0.0367885,0.0585645,0.0733737,6.66489,0.202368,0.141113,94300,50
-2.6861,-1.92514,-1.70374,0.012052,-0.993205,-1.13041,0.0325893,0.0633349,0.0834767,6.79568,0.19812,0.143127,94400,50
-2.67737,-1.93615,-1.74524,0.0889319,-0.92657,-1.06992,0.0294326,0.0577897,0.0582382,6.66117,0.200356,0.140472,94500,50
-2.80902,-1.9764,-1.74264,0.143403,-0.958519,-1.03578,0.0287726,0.0642181,0.0837009,6.70317,0.200556,0.14081,94600,50
-2.8471,-2.02816,-1.77006,0.133214,-0.877621,-1.09033,0.0300411,0.07076,0.0854759,6.72543,0.201411,0.142379,94700,50
-2.81877,-1.97039,-1.77181,0.103656,-0.94894,-1.08442,0.0328655,0.0655193,0.0885026,6.62371,0.203204,0.142771,94800,50
-2.71467,-2.06937,-1.82261,0.148528,-0.764806,-1.00835,0.0301389,0.0619434,0.076594,6.67219,0.201839,0.141593,94900,50
-2.76142,-2.09401,-1.88034,0.191901,-0.692869,-1.03622,0.0352735,0.0486865,0.0830748,6.69863,0.203448,0.143155,95000,50
-2.80957,-2.13033,-1.89103,0.261337,-0.676838,-1.03069,0.0195349,0.0753353,0.0720601,6.66809,0.202451,0.141396,95100,50
-2.92065,-2.17251,-1.93738,0.317304,-0.660973,-0.954085,0.0275721,0.0686846,0.0738722,6.62635,0.204871,0.14347,95200,50
-2.7753,-2.18924,-1.93493,0.289119,-0.636289,-0.988063,0.0290325,0.060739,0.0833196,6.69101,0.202858,0.142254,95300,50
-2.83646,-2.18931,-1.96317,0.228141,-0.525998,-1.00662,0.0322365,0.0516049,0.0740077,6.69387,0.203822,0.142422,95400,50
-2.7365,-2.1069,-1.88715,0.179745,-0.678525,-1.07355,0.0315725,0.0614528,0.0758843,6.59613,0.202375,0.140296,95500,50
-2.89791,-2.11911,-1.92001,0.127388,-0.585162,-1.04066,0.0365389,0.0604879,0.0891477,6.59394,0.204461,0.141468,95600,51
-2.96425,-2.11754,-1.90331,0.198421,-0.636016,-1.07785,0.0311708,0.0587157,0.0822129,6.71399,0.203315,0.140541,95700,51
-2.86258,-2.13715,-1.95565,0.202757,-0.628855,-1.01171,0.0294445,0.0617559,0.0873053,6.73592,0.206245,0.139925,95800,51
-2.8882,-2.14748,-1.93867,0.195044,-0.582249,-1.04089,0.0290244,0.0610471,0.0749396,6.6792,0.200349,0.138965,95900,51
-2.86276,-2.16737,-1.96462,0.208502,-0.524445,-1.09149,0.0376411,0.0512917,0.0715489,6.7052,0.200072,0.140335,96000,51
-2.91956,-2.15543,-1.92221,0.202167,-0.556132,-1.05371,0.0276809,0.0674138,0.0733944,6.74446,0.20369,0.138143,96100,51
-2.80169,-2.12006,-1.95546,0.133695,-0.542842,-1.08205,0.0299446,0.0627176,0.0812483,6.67692,0.203677,0.138926,96200,51
-2.92806,-2.18811,-1.96508,0.223253,-0.531936,-1.06637,0.0249238,0.0642624,0.0724,6.65308,0.203988,0.139656,96300,51
-2.84408,-2.13735,-1.93516,0.174325,-0.572131,-1.11923,0.0285843,0.0682473,0.0870228,6.61626,0.2029,0.141311,96400,51
-2.85774,-2.0234,-1.81961,0.0477222,-0.710769,-1.15412,0.037565,0.0537399,0.0810114,6.75204,0.203324,0.13998,96500,51
-2.74608,-2.03869,-1.82791,0.114737,-0.69598,-1.08975,0.0311702,0.0528544,0.0673642,6.69468,0.200362,0.13961,96600,51
-2.75273,-2.1258,-1.90053,0.245753,-0.721139,-0.977014,0.0318894,0.0518542,0.064831,6.72495,0.203537,0.14235,96700,51
-2.73714,-2.14538,-1.97451,0.192468,-0.631457,-0.977648,0.0263781,0.0580916,0.0834086,6.75659,0.202269,0.138994,96800,51
-2.77031,-2.13219,-1.89613,0.231773,-0.687055,-1.01778,0.0267726,0.0701035,0.0773696,6.6422,0.200865,0.140515,96900,51
-2.89334,-2.13188,-1.97795,0.196002,-0.565318,-1.0355,0.031253,0.0668622,0.0944157,6.81323,0.200639,0.141529,97000,51
-2.82381,-2.14846,-1.96594,0.17918,-0.609506,-0.988919,0.0277633,0.0620994,0.0927933,6.68266,0.202046,0.14048,97100,51
-2.81185,-2.21499,-1.92151,0.288343,-0.616289,-1.02337,0.0296159,0.0576017,0.082713,6.64403,0.202738,0.141063,97200,51
-2.81729,-2.15104,-1.94643,0.23043,-0.635227,-0.983901,0.0328015,0.0546152,0.0678057,6.61571,0.202253,0.140838,97300,51
-2.96589,-2.1503,-1.94463,0.240076,-0.601604,-1.04854,0.0339105,0.0645279,0.0781231,6.62055,0.205155,0.140147,97400,52
-2.82747,-2.17025,-1.93619,0.202979,-0.524972,-1.07877,0.0268604,0.0621495,0.0833357,6.67242,0.2022,0.141125,97500,52
-2.81781,-2.13049,-1.90654,0.185334,-0.585914,-1.0163,0.0286336,0.0658583,0.0695446,6.62777,0.202859,0.139041,97600,52
-2.79154,-2.20648,-2.00338,0.249867,-0.493853,-0.999196,0.0267089,0.0597399,0.0837581,6.6768,0.201649,0.140187,97700,52
-2.79878,-2.17101,-1.93848,0.186871,-0.473334,-1.08483,0.0332708,0.0541751,0.0662812,6.64649,0.204099,0.140554,97800,52
-2.81046,-2.17568,-1.94897,0.161752,-0.482832,-1.05404,0.0316414,0.0633266,0.0822929,6.77068,0.202667,0.142186,97900,52
-2.79766,-2.14568,-1.92477,0.311314,-0.692917,-0.966023,0.0247064,0.0593539,0.0701276,6.56591,0.203548,0.14013,98000,52
-2.77905,-2.09432,-1.90357,0.24919,-0.748724,-1.01237,0.0284049,0.0608759,0.0792598,6.59254,0.200307,0.14054,98100,52
-2.82487,-2.12793,-1.94368,0.193776,-0.616284,-1.02253,0.0236309,0.0632142,0.0914705,6.7559,0.200295,0.141864,98200,52
-2.78955,-2.22078,-2.01904,0.318344,-0.489187,-0.999884,0.0247423,0.0692941,0.0699303,6.6818,0.197933,0.140121,98300,52
-2.78385,-2.19103,-1.99168,0.203673,-0.52319,-0.984993,0.0284148,0.0641638,0.0838304,6.57949,0.199382,0.138643,98400,52
-2.82194,-2.14016,-1.91034,0.155539,-0.542522,-1.02088,0.0292936,0.049626,0.0588079,6.68026,0.204236,0.140857,98500,52
-2.83909,-2.15925,-1.9312,0.242845,-0.539884,-1.04686,0.0279709,0.0671908,0.0624666,6.69734,0.200487,0.140184,98600,52
-2.89066,-2.16951,-1.97866,0.196557,-0.461556,-1.05375,0.0321418,0.0558574,0.0698095,6.76265,0.199481,0.141546,98700,52
-2.83913,-2.11859,-1.92298,0.21089,-0.622169,-1.06342,0.0275505,0.0676503,0.0675963,6.65435,0.204929,0.141732,98800,52
-2.8221,-2.10892,-1.90379,0.26297,-0.660758,-1.07511,0.0263572,0.0695185,0.068054,6.68447,0.204177,0.141358,98900,52
-2.75748,-2.12225,-1.89736,0.195606,-0.676175,-1.01876,0.031912,0.056702,0.0778723,6.62354,0.201598,0.14088,99000,52
-2.74496,-2.05148,-1.84178,0.130519,-0.700886,-1.06748,0.0294052,0.0616366,0.0601805,6.65811,0.202394,0.142654,99100,52
-2.71264,-2.08255,-1.88448,0.167102,-0.730348,-1.03784,0.0268392,0.0593373,0.0737202,6.581,0.200736,0.141115,99200,52
-2.68697,-2.0326,-1.82406,0.0783919,-0.725942,-1.09995,0.0269873,0.0535819,0.0863498,6.6544,0.203192,0.142364,99300,52
-2.76501,-1.95674,-1.78242,0.0247359,-0.842286,-1.10474,0.0358504,0.063966,0.0739663,6.76393,0.199192,0.141548,99400,52
-2.6792,-1.93085,-1.72461,0.0785303,-0.989206,-1.10821,0.0241907,0.0658003,0.0851202,6.71253,0.198209,0.142008,99500,52
-2.62407,-1.87404,-1.6446,-0.018396,-1.093,-1.17514,0.0329811,0.0621187,0.0817083,6.70577,0.19935,0.142094,99600,52
-2.64688,-1.84548,-1.61235,0.0461497,-1.21217,-1.15225,0.0329756,0.0611751,0.0911982,6.73738,0.200177,0.142699,99700,52
-2.70849,-1.83304,-1.60137,0.0259043,-1.2507,-1.11398,0.0335556,0.065157,0.0842259,6.70418,0.200462,0.140907,99800,53
-2.55518,-1.80755,-1.58149,0.0106459,-1.25172,-1.13774,0.0259262,0.0709113,0.0679028,6.6377,0.19914,0.140899,99900,53
-2.67565,-1.76769,-1.57745,-0.0770751,-1.24557,-1.17453,0.0313335,0.0667432,0.0767594,6.6363,0.201669,0.142341,100000,53
-2.58603,-1.85676,-1.60424,-0.00844807,-1.19422,-1.15732,0.0271149,0.0676851,0.0753654,6.70533,0.202883,0.140696,100100,53
-2.6272,-1.79638,-1.629,-0.0113244,-1.28345,-1.13475,0.0316558,0.0682021,0.0874935,6.6416,0.200003,0.140882,100200,53
-2.58888,-1.81898,-1.57246,0.0390059,-1.26418,-1.14925,0.0263802,0.0722696,0.0733689,6.70606,0.20445,0.141513,100300,53
-2.65065,-1.84613,-1.63767,0.00633466,-1.18667,-1.15001,0.0329652,0.0597545,0.0836277,6.6056,0.198219,0.141286,100400,53
-2.70945,-1.86983,-1.67908,0.020757,-1.16235,-1.13611,0.0295551,0.0707195,0.0892473,6.60736,0.203112,0.140039,100500,53
-2.7051,-1.81845,-1.58671,-0.0962897,-1.19742,-1.19922,0.0369085,0.0618,0.081864,6.48032,0.199965,0.141507,100600,53
-2.73009,-1.82695,-1.63331,-0.00698349,-1.19552,-1.11473,0.0302258,0.0692701,0.0691302,6.69298,0.197406,0.140099,100700,53
-2.64558,-1.88349,-1.63031,0.094708,-1.2223,-1.09031,0.0306089,0.0595332,0.074154,6.50173,0.201849,0.140232,100800,53
-2.62812,-1.86247,-1.63028,0.0739386,-1.24567,-1.08816,0.033768,0.0619429,0.0748393,6.7722,0.201033,0.14102,100900,53
-2.70782,-1.84965,-1.62901,0.0825746,-1.22697,-1.16007,0.0323254,0.0666231,0.064343,6.72505,0.202471,0.141717,101000,53
-2.633,-1.86985,-1.64564,0.073228,-1.17934,-1.08226,0.0371883,0.059716,0.0762011,6.63576,0.200744,0.140462,101100,53
-2.62264,-1.88453,-1.62663,0.0905993,-1.19636,-1.11045,0.0345084,0.0590135,0.0637622,6.63096,0.198948,0.14217,101200,53
-2.69703,-1.82803,-1.5889,0.0422899,-1.30826,-1.12873,0.0359425,0.0610967,0.0675132,6.74392,0.199416,0.140051,101300,53
-2.71926,-1.86056,-1.61183,0.0801777,-1.21532,-1.10649,0.0334074,0.0624738,0.0663541,6.69236,0.200895,0.138072,101400,53
-2.64115,-1.95396,-1.73232,0.061125,-1.00752,-1.10439,0.0283609,0.0589803,0.0872412,6.70054,0.201365,0.14005,101500,53
-2.73157,-1.89959,-1.68771,0.0296698,-1.05721,-1.1115,0.0360887,0.0558467,0.087993,6.79439,0.201103,0.138688,101600,53
-2.74062,-1.93139,-1.70297,0.0992453,-1.022,-1.09545,0.0277348,0.0649433,0.063922,6.58322,0.199797,0.140458,101700,53
-2.70446,-1.94866,-1.73561,0.0612009,-0.964581,-1.11184,0.0252562,0.0689178,0.0760014,6.7371,0.2025,0.139566,101800,53
-2.63953,-1.84573,-1.65133,0.0386654,-1.17311,-1.10364,0.0281405,0.0677187,0.0682695,6.60474,0.201213,0.140125,101900,53
-2.64521,-1.83694,-1.66935,-0.0621408,-1.06761,-1.15786,0.0290725,0.0698978,0.0809729,6.79057,0.201596,0.139549,102000,53
-2.6422,-1.88503,-1.69534,0.0426727,-1.07808,-1.17279,0.0282397,0.0636536,0.0790034,6.70988,0.202937,0.142742,102100,53
-2.66546,-1.87866,-1.6822,0.0698896,-1.12902,-1.08866,0.0340608,0.065559,0.0742435,6.63301,0.199763,0.139565,102200,54
-2.64872,-1.87622,-1.70233,0.0547351,-1.10647,-1.05931,0.035619,0.060885,0.0725053,6.55625,0.202788,0.140936,102300,54
-2.7744,-1.94978,-1.7529,0.124483,-0.992797,-1.05,0.024628,0.0717343,0.0672498,6.70202,0.198701,0.142278,102400,54
-2.7227,-2.03709,-1.81437,0.167346,-0.837717,-1.07037,0.0273241,0.0597179,0.0782195,6.6817,0.19825,0.142331,102500,54
-2.83314,-2.11997,-1.89416,0.171915,-0.660795,-1.04673,0.0326834,0.0656835,0.0823117,6.72363,0.198846,0.141742,102600,54
-2.86831,-2.17041,-1.92103,0.168141,-0.547826,-1.00936,0.032988,0.0548322,0.0721124,6.70802,0.197184,0.14005,102700,54
-2.90011,-2.12404,-1.87544,0.238918,-0.682117,-1.04577,0.030406,0.0731963,0.0670247,6.68779,0.194258,0.141679,102800,54
-2.74929,-2.1776,-1.95944,0.217008,-0.600931,-0.95792,0.0202419,0.0682761,0.0885379,6.71017,0.199966,0.140294,102900,54
-2.72466,-2.10027,-1.86762,0.151809,-0.744396,-1.0541,0.0246088,0.0659656,0.0919633,6.64398,0.197422,0.140334,103000,54
-2.73884,-2.03782,-1.82758,0.10866,-0.765338,-1.08047,0.0326432,0.0505214,0.0886293,6.67153,0.197273,0.141102,103100,54
-2.74415,-1.95789,-1.7331,0.120891,-0.967136,-1.07007,0.030724,0.063254,0.061483,6.71856,0.19521,0.139589,103200,54
-2.78672,-2.00105,-1.7589,0.162941,-0.8915,-1.07497,0.0276073,0.0666539,0.0638905,6.71247,0.199589,0.142391,103300,54
-2.85971,-2.00056,-1.76459,0.162638,-0.846509,-1.085,0.0282033,0.0687432,0.0559409,6.80383,0.201589,0.14221,103400,54
-2.68465,-1.9851,-1.80048,0.195828,-0.954277,-1.08388,0.0287625,0.0649009,0.0916514,6.63021,0.200568,0.141589,103500,54
-2.67931,-1.99684,-1.80109,0.166709,-0.854352,-1.08866,0.0234705,0.0684046,0.0666882,6.74933,0.204124,0.143424,103600,54
-2.77915,-2.01096,-1.83699,0.123984,-0.807077,-1.12549,0.0274128,0.0653704,0.0804456,6.66463,0.203934,0.14038,103700,54
-2.7411,-2.01781,-1.80552,0.19042,-0.935746,-1.04139,0.0242588,0.0690393,0.0857956,6.65818,0.200177,0.14227,103800,54
-2.89472,-2.01068,-1.80366,0.0898863,-0.78442,-1.07705,0.0250153,0.0709469,0.0729833,6.57895,0.1991,0.142259,103900,54
-2.85479,-2.07306,-1.85102,0.147542,-0.720413,-1.05282,0.0274711,0.0750408,0.07894,6.60249,0.202948,0.141503,104000,54
-2.79415,-2.05097,-1.8443,0.14419,-0.769804,-1.06769,0.034896,0.0579519,0.0857861,6.70921,0.20172,0.142106,104100,54
-2.73214,-2.03826,-1.83846,0.154126,-0.794334,-1.07414,0.0280488,0.0664971,0.0861713,6.61504,0.200615,0.142425,104200,54
-2.78029,-2.05986,-1.81209,0.149761,-0.790126,-1.01696,0.0320599,0.0666047,0.0775295,6.80832,0.201708,0.142108,104300,54
-2.85865,-2.07478,-1.88154,0.197494,-0.71608,-1.05117,0.0267551,0.0692184,0.072517,6.62976,0.199192,0.142457,104400,54
-2.87778,-2.09318,-1.88459,0.15813,-0.669767,-1.06325,0.0295104,0.0665784,0.0710744,6.70653,0.201292,0.141288,104500,54
-2.82678,-2.14855,-1.96559,0.26939,-0.631032,-1.04277,0.0252774,0.0689631,0.0879542,6.45358,0.202142,0.139962,104600,55
-2.86028,-2.13204,-1.89783,0.233007,-0.623869,-1.03393,0.0357191,0.0547913,0.0790443,6.6028,0.200506,0.142972,104700,55
-2.93627,-2.19503,-1.96423,0.29506,-0.517792,-1.02494,0.0237277,0.0739564,0.058778,6.75307,0.201713,0.139773,104800,55
-2.85985,-2.16203,-1.95232,0.293994,-0.626036,-0.990837,0.0343822,0.0576016,0.0741958,6.6734,0.200905,0.138737,104900,55
-2.82085,-2.11639,-1.89692,0.300579,-0.751768,-0.981304,0.0271576,0.0654398,0.0746533,6.79281,0.200349,0.141563,105000,55
-2.79632,-2.0728,-1.85182,0.172498,-0.701713,-1.0199,0.0268895,0.0651527,0.0636609,6.67681,0.200761,0.14136,105100,55
-2.81288,-2.0446,-1.82659,0.0922761,-0.761114,-1.01642,0.0285098,0.0627445,0.0867897,6.59703,0.198965,0.142077,105200,55
-2.77345,-2.06423,-1.85766,0.162983,-0.767047,-1.04078,0.0282752,0.0677947,0.0771987,6.56456,0.200246,0.142093,105300,55
-2.82932,-2.1126,-1.89233,0.198594,-0.692674,-1.02691,0.0264492,0.0690173,0.0898602,6.72628,0.199185,0.140509,105400,55
-2.92451,-2.15548,-1.89508,0.184244,-0.554033,-1.0463,0.0223942,0.0705906,0.0663945,6.6239,0.2005,0.142981,105500,55
-3.01522,-2.16628,-1.96026,0.226606,-0.547023,-1.01594,0.0318562,0.0701394,0.066212,6.67582,0.19868,0.141573,105600,55
-2.98148,-2.15004,-1.9211,0.22491,-0.621216,-0.980425,0.0299674,0.0675073,0.0796203,6.5795,0.200592,0.140742,105700,55
-2.78986,-2.12185,-1.93898,0.171375,-0.584349,-1.02321,0.0274454,0.0588115,0.0788034,6.61862,0.199398,0.140018,105800,55
-2.89803,-2.1693,-1.93835,0.282963,-0.666042,-0.979714,0.0328127,0.0579248,0.088514,6.64853,0.200142,0.140915,105900,55
-2.77365,-2.10947,-1.89991,0.237466,-0.725769,-1.03113,0.02551,0.0612271,0.066265,6.54516,0.200235,0.139219,106000,55
-2.86172,-2.07293,-1.82224,0.178711,-0.738998,-1.08575,0.0275207,0.0680912,0.072913,6.59635,0.200888,0.139837,106100,55
-2.76566,-2.06985,-1.81334,0.182491,-0.801229,-1.10149,0.0296535,0.0620838,0.0831,6.61056,0.200778,0.139101,106200,55
-2.85629,-2.1367,-1.92185,0.274283,-0.698808,-1.01182,0.0262389,0.0656857,0.0766549,6.52624,0.200027,0.140144,106300,55
-2.84103,-2.18216,-1.9749,0.234878,-0.512802,-1.0054,0.0318965,0.0618195,0.06654,6.59803,0.200655,0.140089,106400,56
-2.76487,-2.16876,-1.92161,0.25125,-0.63476,-0.978534,0.0277312,0.0509671,0.079783,6.59079,0.197448,0.14067,106500,56
-2.82313,-2.06325,-1.84802,0.196934,-0.787504,-1.03024,0.0254966,0.0640515,0.0734257,6.75624,0.197592,0.139993,106600,56
-2.8526,-2.05807,-1.85251,0.157708,-0.702283,-1.06814,0.0256359,0.0753816,0.0635886,6.71199,0.198213,0.14137,106700,56
-2.80683,-2.10118,-1.87617,0.164192,-0.63986,-1.05798,0.0294657,0.0621903,0.0670887,6.62403,0.196997,0.141092,106800,56
-2.81597,-2.14426,-1.90876,0.26379,-0.696652,-1.01361,0.0250123,0.0696727,0.0710384,6.78697,0.197925,0.139664,106900,56
-2.83258,-2.09059,-1.89258,0.217787,-0.66492,-1.07992,0.0288624,0.0622613,0.0622458,6.58199,0.19868,0.138544,107000,56
-2.83256,-2.03103,-1.85145,0.125857,-0.741035,-1.09552,0.0249004,0.0707077,0.0725578,6.65223,0.198691,0.139903,107100,56
-2.75866,-2.13971,-1.92408,0.257175,-0.651969,-1.019,0.0187319,0.0681742,0.0701021,6.72649,0.198145,0.14045,107200,56
-2.77253,-2.11818,-1.92272,0.201695,-0.621357,-1.05649,0.0269617,0.0661455,0.0705273,6.54541,0.198286,0.13932,107300,56
-2.80424,-2.1119,-1.93258,0.205637,-0.629508,-1.05915,0.0305836,0.0612413,0.0780974,6.68869,0.19773,0.137951,107400,56
-2.88359,-2.08269,-1.85691,0.180017,-0.741293,-1.07393,0.0217635,0.078718,0.0743445,6.64944,0.197013,0.141489,107500,56
-2.7427,-1.99463,-1.77547,0.15443,-0.892568,-1.05102,0.0215323,0.0725422,0.0716739,6.5237,0.197803,0.140391,107600,56
-2.66931,-1.93622,-1.69694,0.0964194,-1.01976,-1.13738,0.0241756,0.0718399,0.0658161,6.77765,0.198302,0.138226,107700,56
-2.71515,-1.93509,-1.68364,0.0973214,-1.05247,-1.09603,0.0304303,0.0670809,0.0702615,6.64993,0.198138,0.141315,107800,56
-2.65331,-1.93455,-1.71131,0.0641693,-0.953215,-1.12025,0.0250515,0.0599438,0.0758887,6.70573,0.196119,0.14039,107900,56
-2.69472,-1.91208,-1.71079,0.104237,-1.03502,-1.11518,0.0293828,0.06581,0.0652699,6.74151,0.195896,0.140619,108000,56
-2.7058,-1.97523,-1.78873,0.0558988,-0.833665,-1.10537,0.0346526,0.0550407,0.07494,6.58314,0.200639,0.1405,108100,56
-2.75987,-2.06062,-1.87235,0.183414,-0.786427,-1.05858,0.0254203,0.0695756,0.077799,6.66533,0.198043,0.14183,108200,56
-2.70103,-2.068,-1.84879,0.142729,-0.697374,-1.06941,0.0237888,0.0702746,0.0661283,6.68949,0.196012,0.140926,108300,56
-2.84574,-2.08823,-1.89205,0.119055,-0.601683,-1.05639,0.0323161,0.0540788,0.0692763,6.58321,0.198714,0.139748,108400,56
-2.8519,-2.13381,-1.91825,0.125892,-0.586624,-1.04318,0.0266492,0.0657566,0.0738359,6.61859,0.198392,0.139436,108500,56
-2.79837,-2.0279,-1.84717,0.0602821,-0.685692,-1.10364,0.0288873,0.0643738,0.0743157,6.66586,0.196472,0.13954,108600,56
-2.84186,-2.08234,-1.874,0.164553,-0.694018,-1.03029,0.0268826,0.0736694,0.0710786,6.74184,0.199292,0.140625,108700,56
-2.84586,-2.05121,-1.81723,0.113909,-0.778801,-1.06064,0.0341528,0.06019,0.0671143,6.71995,0.199394,0.140954,108800,57
-2.79009,-2.05256,-1.81084,0.064996,-0.708135,-1.08321,0.0250625,0.0640498,0.062073,6.59011,0.197165,0.138708,108900,57
-2.79539,-2.0073,-1.81111,0.0964111,-0.800321,-1.09498,0.0245063,0.0692245,0.0719747,6.66419,0.195542,0.138923,109000,57
