BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.75348,-1.83531,-1.64713,-0.0646901,-0.148022,-0.278629,-0.379607,-1.12142,0.0266367,0.0675884,0.000644336,6.65509,0.191451,0.144523,453000,1091
-2.61239,-1.67225,-1.51861,-0.170924,-0.291634,-0.556703,-0.385133,-1.25815,0.0272399,0.0638227,0.00301955,6.66083,0.19134,0.141874,454000,1094
-2.60945,-1.72965,-1.54868,-0.154875,-0.220147,-0.513941,-0.343314,-1.13789,0.0262893,0.0608512,0.00620248,6.74073,0.190638,0.142001,455000,1097
-2.74263,-1.69695,-1.54115,-0.165606,-0.279802,-0.525269,-0.254124,-1.36767,0.0363368,0.0572769,0.0100326,6.65061,0.189789,0.144943,456000,1101
-2.45973,-1.6135,-1.43879,-0.10205,-0.419352,-0.424066,-0.834465,-1.20872,0.0263475,0.0604458,0.00281802,6.61524,0.188414,0.143705,457000,1104
-2.5058,-1.55507,-1.43235,-0.0653197,-0.478076,-0.427619,-0.753675,-1.24533,0.036112,0.0539514,0.000722494,6.54299,0.190204,0.148589,458000,1107
-2.2504,-1.42721,-1.29018,-0.233381,-0.584412,-0.520271,-1.30563,-1.10854,0.0258003,0.0624259,0.00622292,6.67226,0.191469,0.143014,459000,1110
-2.30906,-1.25358,-1.11607,-0.614804,-0.732923,-0.713736,-1.23709,-1.46856,0.0314532,0.0680907,0.00370841,6.67429,0.191129,0.145916,460000,1113
-2.36881,-1.53787,-1.36808,-0.312475,-0.483301,-0.529775,-0.874005,-1.23159,0.0251401,0.0616299,0.00258204,6.57121,0.193119,0.143307,461000,1116
-2.10573,-1.23718,-1.08713,-0.577765,-0.728407,-0.775351,-1.34926,-1.36163,0.025602,0.062985,0.00167755,6.68918,0.192731,0.145533,462000,1119
-2.25794,-1.22994,-1.08311,-0.463625,-0.864477,-0.680704,-1.39113,-1.42329,0.0271328,0.0670247,0.00456167,6.67795,0.189667,0.141958,463000,1122
-2.17168,-1.28994,-1.17379,-0.449932,-0.767407,-0.573169,-1.28333,-1.46159,0.0207837,0.0753425,0.000241691,6.731,0.192089,0.145556,464000,1126
-2.04597,-1.16007,-0.980105,-0.603708,-0.925281,-0.781851,-1.58883,-1.45844,0.0302282,0.0611924,0.00153803,6.62246,0.190884,0.142846,465000,1129
-1.99565,-1.08857,-0.909839,-0.749629,-0.940625,-0.826027,-1.77964,-1.36603,0.0274335,0.0606366,0.00015146,6.64634,0.190076,0.142284,466000,1132
-2.09797,-1.16037,-0.962864,-0.624013,-0.835592,-0.812702,-1.60806,-1.26026,0.0292215,0.0579705,0.000708613,6.77487,0.18759,0.14341,467000,1135
-1.99428,-1.16413,-0.983248,-0.696721,-0.834704,-0.750424,-1.64819,-1.28736,0.0239099,0.066398,0.00152453,6.62634,0.192116,0.147098,468000,1138
-1.97552,-1.23278,-1.02719,-0.59247,-0.802153,-0.625561,-1.76641,-1.22446,0.0237194,0.059502,0.00248963,6.68431,0.190879,0.144762,469000,1140
-2.08475,-1.26542,-1.06083,-0.510889,-0.755888,-0.66226,-1.52443,-1.21771,0.0285833,0.0514789,0.00613569,6.67679,0.192306,0.145095,470000,1143
-2.26276,-1.33501,-1.19226,-0.387146,-0.662975,-0.666074,-1.17109,-1.36662,0.0245513,0.0712473,0.00134061,6.7005,0.191169,0.144287,471000,1146
-2.2987,-1.46226,-1.27885,-0.231208,-0.58896,-0.52462,-1.18452,-1.22753,0.0229119,0.0678171,0.00138029,6.6179,0.191117,0.142165,472000,1149
-2.16805,-1.35577,-1.22774,-0.355482,-0.693108,-0.601237,-1.24794,-1.30164,0.019544,0.0731447,0.00622858,6.67568,0.192486,0.141569,473000,1152
-2.23938,-1.33068,-1.17431,-0.471833,-0.651416,-0.772833,-0.970322,-1.4733,0.0235711,0.0645272,0.00626489,6.62127,0.192412,0.143596,474000,1154
-2.33182,-1.50783,-1.37011,-0.296189,-0.42883,-0.598997,-0.777438,-1.37724,0.0248532,0.0635814,0.00134141,6.62721,0.192346,0.145637,475000,1157
-2.38307,-1.64603,-1.48207,-0.146197,-0.370645,-0.372016,-0.780575,-1.13552,0.0266029,0.053078,0.0069387,6.57438,0.192591,0.143023,476000,1161
-2.12901,-1.43071,-1.30699,-0.175208,-0.672403,-0.436015,-1.29405,-1.10149,0.022141,0.0620574,0.00172434,6.571,0.188917,0.144121,477000,1164
-2.15859,-1.48581,-1.28768,-0.34391,-0.508007,-0.549751,-1.1116,-1.15914,0.0167138,0.0573132,0.00186333,6.6852,0.188477,0.144144,478000,1167
-2.2959,-1.47103,-1.31126,-0.248368,-0.585313,-0.561339,-1.10638,-1.19187,0.0260153,0.0613494,0.00203241,6.59805,0.191747,0.141736,479000,1169
-2.4947,-1.54565,-1.39647,-0.242178,-0.488913,-0.561266,-0.725297,-1.27802,0.0278036,0.0665924,0.00092452,6.63463,0.18978,0.142693,480000,1172
-2.39335,-1.60875,-1.45325,-0.188885,-0.41766,-0.455977,-0.692842,-1.24962,0.0234117,0.0589769,0.00137148,6.63132,0.19373,0.14252,481000,1176
-2.3772,-1.47652,-1.33391,-0.310634,-0.51283,-0.575312,-1.04106,-1.23915,0.0280547,0.066172,0.0184131,6.50042,0.191967,0.142524,482000,1179
-2.37554,-1.58207,-1.46544,-0.119403,-0.416308,-0.39434,-0.802525,-1.28847,0.0228945,0.0662003,0.00383587,6.6016,0.189591,0.144533,483000,1182
-2.50007,-1.71099,-1.55122,-0.0743071,-0.356447,-0.376347,-0.619876,-1.06774,0.0227833,0.0691662,0.00355339,6.65952,0.191744,0.142886,484000,1186
-2.46829,-1.72216,-1.56728,-0.0699804,-0.304569,-0.384862,-0.52689,-1.24498,0.0176773,0.0722754,0.00586924,6.66462,0.192699,0.139962,485000,1189
-2.61156,-1.79987,-1.61537,0.038242,-0.239153,-0.344428,-0.452938,-1.12711,0.0281318,0.0588242,0.00345406,6.65447,0.188236,0.143342,486000,1192
-2.6189,-1.98016,-1.81584,0.189268,-0.00660951,-0.150687,-0.204859,-0.969792,0.0238682,0.0562663,0.00118213,6.63474,0.189956,0.145341,487000,1196
-2.50005,-1.95155,-1.77247,0.191227,-0.0918515,-0.0967862,-0.390671,-0.900322,0.0175335,0.0541525,0.000670815,6.70306,0.19409,0.143408,488000,1198
-2.45998,-1.79326,-1.59739,-0.113427,-0.20695,-0.376773,-0.473383,-1.12231,0.028911,0.0473915,0.00263567,6.49466,0.191598,0.143276,489000,1201
-2.47887,-1.68888,-1.52796,-0.100058,-0.357828,-0.368064,-0.676962,-1.12568,0.0282368,0.0531937,0.0120477,6.65415,0.19084,0.141904,490000,1204
-2.69301,-1.92635,-1.73944,0.0907338,-0.150892,-0.161465,-0.271797,-1.0973,0.0240912,0.0709085,0.00167654,6.5583,0.193992,0.141739,491000,1207
-2.65982,-1.81288,-1.63759,-0.0348435,-0.168006,-0.442927,-0.272631,-1.20504,0.032654,0.0526616,0.00346316,6.50903,0.19101,0.14353,492000,1210
-2.51239,-1.56157,-1.40304,-0.347533,-0.406984,-0.626601,-0.567575,-1.39481,0.0265742,0.0698473,0.00582509,6.66997,0.190896,0.143604,493000,1213
-2.49622,-1.56403,-1.38988,-0.412864,-0.402722,-0.580068,-0.59101,-1.4418,0.0250679,0.0706554,0.00530857,6.53945,0.193278,0.144488,494000,1215
-2.70421,-1.67686,-1.53614,-0.222811,-0.311101,-0.506862,-0.321497,-1.36982,0.0382902,0.0576703,0.000782215,6.64096,0.19317,0.143606,495000,1218
-2.66488,-1.76345,-1.57867,-0.0466469,-0.224305,-0.410259,-0.306616,-1.21672,0.0369179,0.0493771,0.00369788,6.60215,0.190525,0.145055,496000,1221
-2.64243,-1.7544,-1.56577,-0.0697294,-0.253861,-0.393647,-0.370251,-1.25386,0.0318971,0.0606804,0.00289325,6.64704,0.192916,0.144495,497000,1223
-2.55483,-1.78996,-1.64414,0.0264681,-0.27839,-0.33493,-0.413144,-1.20378,0.0253859,0.0620284,0.00154351,6.62814,0.189418,0.142681,498000,1226
-2.55564,-1.74578,-1.60769,0.0818476,-0.280899,-0.183399,-0.775051,-0.990751,0.0332401,0.0565044,0.00169295,6.7411,0.193881,0.144501,499000,1229
-2.33237,-1.58684,-1.40445,-0.0183414,-0.532944,-0.30152,-0.976135,-1.15969,0.0269823,0.0589537,0.00447618,6.62995,0.18943,0.145616,500000,1231
-2.29412,-1.71622,-1.54076,0.0557317,-0.355304,-0.237104,-0.815138,-1.04153,0.0150134,0.0593866,0.000763971,6.62609,0.192328,0.143253,501000,1233
-2.24725,-1.41347,-1.25382,-0.286403,-0.669681,-0.533332,-1.19405,-1.25985,0.0271049,0.0620021,0.0140271,6.74813,0.192464,0.142777,502000,1236
-2.05734,-1.27293,-1.13259,-0.477569,-0.726662,-0.651143,-1.46793,-1.21604,0.0273059,0.048965,0.00303114,6.71284,0.19263,0.144473,503000,1239
-2.298,-1.36482,-1.20541,-0.323985,-0.739476,-0.538522,-1.30283,-1.36051,0.0262685,0.0693997,0.0059104,6.54715,0.187864,0.140579,504000,1241
-2.31413,-1.59507,-1.43181,-0.0706449,-0.464728,-0.329698,-1.09385,-1.10177,0.0259003,0.0633913,0.00129959,6.75157,0.191519,0.143648,505000,1244
-2.48876,-1.65006,-1.44682,-0.109469,-0.435082,-0.318503,-0.905271,-1.21556,0.026299,0.0613517,0.00235655,6.78551,0.190546,0.144104,506000,1247
-2.43038,-1.47702,-1.29056,-0.312373,-0.508063,-0.642084,-0.941863,-1.27337,0.0352739,0.0505674,0.000967194,6.71739,0.19095,0.143166,507000,1249
-2.57523,-1.43028,-1.24407,-0.382845,-0.623964,-0.663243,-0.843921,-1.44283,0.0372896,0.0650303,0.00102189,6.61846,0.191457,0.142382,508000,1252
-2.47381,-1.51146,-1.33795,-0.264303,-0.530914,-0.484146,-1.05706,-1.24326,0.0249201,0.0742365,0.00252391,6.62442,0.19372,0.142965,509000,1255
-2.31408,-1.59896,-1.41837,-0.147935,-0.431344,-0.422621,-0.903517,-1.12114,0.0226695,0.0603464,0.00547576,6.71948,0.191748,0.145639,510000,1257
-2.38801,-1.6137,-1.45042,-0.112884,-0.494564,-0.363125,-0.87179,-1.18386,0.023327,0.0628454,2.23094e-05,6.5584,0.189521,0.14179,511000,1259
-2.48787,-1.60008,-1.45987,-0.226625,-0.426469,-0.451554,-0.782852,-1.2902,0.0263284,0.0690043,0.00705902,6.70774,0.1911,0.142695,512000,1261
-2.57467,-1.70895,-1.51069,-0.282805,-0.297767,-0.436943,-0.546674,-1.30826,0.0338022,0.0597028,0.00176296,6.56971,0.192701,0.141484,513000,1263
-2.59623,-1.70603,-1.55067,-0.0749701,-0.352743,-0.342424,-0.630389,-1.18635,0.0288745,0.060524,0.00302042,6.58849,0.192967,0.142045,514000,1265
-2.56759,-1.69088,-1.52139,-0.0387197,-0.427755,-0.351145,-0.666185,-1.12549,0.0256169,0.0699248,0.00310251,6.62207,0.189158,0.142455,515000,1268
-2.69357,-1.86919,-1.70856,-0.0612605,-0.112072,-0.343034,-0.267693,-1.15738,0.0218972,0.0666416,0.00864978,6.62758,0.190612,0.140489,516000,1270
-2.67393,-1.92017,-1.69326,0.104361,-0.105863,-0.245284,-0.261522,-0.978497,0.0207797,0.0683181,0.00111,6.69054,0.189771,0.14263,517000,1272
-2.56476,-1.9241,-1.7391,0.105951,-0.0664377,-0.230223,-0.296327,-1.04088,0.0199711,0.0598972,0.00150416,6.74499,0.192661,0.142299,518000,1274
-2.63993,-1.92323,-1.74719,0.170223,-0.121346,-0.205112,-0.262707,-1.0212,0.0207711,0.0590719,0.0020221,6.59133,0.189729,0.144083,519000,1276
-2.74962,-1.82459,-1.64641,-0.032839,-0.171174,-0.334679,-0.228627,-1.23655,0.0273933,0.0579968,0.00090416,6.65778,0.194005,0.143356,520000,1292
-2.76024,-1.8736,-1.70953,0.0434524,-0.16805,-0.242104,-0.218849,-1.22314,0.0216787,0.0587252,0.00290071,6.67123,0.188911,0.142618,521000,1295
-2.97457,-2.07846,-1.8814,0.285091,-0.044675,-0.0491197,0.0953504,-1.09718,0.0318744,0.0578651,0.000774194,6.54727,0.191322,0.140242,522000,1299
-2.7338,-2.10556,-1.92292,0.323856,0.0629007,-0.0288503,-0.126233,-0.961079,0.0182235,0.0618036,0.00636267,6.78883,0.192293,0.141448,523000,1302
-2.63073,-2.11956,-1.95523,0.369008,0.0273383,-0.0246981,0.0149724,-0.933647,0.0128785,0.0615551,0.00019272,6.66884,0.190505,0.141517,524000,1305
-2.79815,-2.0434,-1.86789,0.251366,0.0738008,-0.106636,-0.0029932,-1.08021,0.0151353,0.0662514,0.00156789,6.71176,0.194989,0.14271,525000,1308
-2.66786,-1.83442,-1.66388,0.0242902,-0.208792,-0.307081,-0.23178,-1.25355,0.019586,0.0668616,0.00266893,6.59607,0.19239,0.142252,526000,1310
-2.7719,-1.9164,-1.71591,0.0424394,-0.116718,-0.368841,-0.0136615,-1.25384,0.0249111,0.0669617,0.00962559,6.67244,0.192365,0.142313,527000,1313
-2.7555,-1.83979,-1.62121,-0.0500399,-0.184401,-0.299653,-0.43315,-1.16985,0.0287918,0.0562909,0.0047507,6.67269,0.192491,0.141689,528000,1317
-2.77251,-1.69497,-1.53244,-0.192762,-0.289636,-0.500115,-0.241394,-1.37794,0.0330061,0.0611203,0.000223849,6.6827,0.191228,0.143363,529000,1320
-2.81805,-1.86099,-1.69573,0.121253,-0.170323,-0.325217,-0.249296,-1.13001,0.0261207,0.0721013,0.00616367,6.65106,0.193955,0.142474,530000,1322
-2.61271,-1.79298,-1.61908,-0.0886455,-0.160523,-0.426088,-0.316991,-1.17985,0.0266767,0.0588236,0.00359322,6.70704,0.191547,0.142744,531000,1326
-2.49268,-1.66291,-1.46686,-0.27436,-0.295986,-0.48904,-0.666108,-1.25123,0.0349013,0.0525857,0.000727696,6.77234,0.189171,0.143287,532000,1329
-2.66137,-1.77879,-1.58234,-0.0961112,-0.254585,-0.449904,-0.29944,-1.34896,0.0265882,0.0612123,0.00448065,6.65689,0.19327,0.141579,533000,1332
-2.66258,-1.65038,-1.45787,-0.222683,-0.34637,-0.486116,-0.502672,-1.35813,0.0251206,0.0695642,0.00854268,6.72223,0.189269,0.142083,534000,1336
-2.55292,-1.51798,-1.3853,-0.230954,-0.557589,-0.576386,-0.786693,-1.40339,0.0344529,0.0650533,0.0123024,6.60172,0.191246,0.140587,535000,1339
-2.4559,-1.53156,-1.35201,-0.260147,-0.405934,-0.604392,-0.929035,-1.20204,0.0191945,0.0709823,0.00352368,6.58574,0.192187,0.141267,536000,1341
-2.37631,-1.4939,-1.32942,-0.316091,-0.522219,-0.522532,-0.979078,-1.29983,0.0232061,0.0663309,0.00190955,6.70465,0.193373,0.142913,537000,1344
-2.36706,-1.47904,-1.29628,-0.275583,-0.540717,-0.56187,-0.972927,-1.27535,0.0221824,0.0648669,0.00405705,6.62933,0.19429,0.142765,538000,1346
-2.56918,-1.60699,-1.44833,-0.177869,-0.422167,-0.586296,-0.53694,-1.34937,0.0238408,0.0672043,0.00149058,6.61604,0.19571,0.141169,539000,1349
-2.63128,-1.66792,-1.48333,-0.256586,-0.276823,-0.452871,-0.557206,-1.26181,0.0251715,0.0706634,0.00217381,6.855,0.191499,0.144544,540000,1351
-2.60476,-1.60809,-1.44228,-0.21906,-0.432883,-0.443221,-0.719952,-1.31765,0.0333683,0.056023,0.00202253,6.76069,0.192403,0.142802,541000,1354
-2.44846,-1.63533,-1.42785,-0.207005,-0.362891,-0.482546,-0.821776,-1.19907,0.0217978,0.0665186,0.00361614,6.64272,0.189168,0.142953,542000,1356
-2.40396,-1.42295,-1.24503,-0.227703,-0.657498,-0.568492,-1.21512,-1.26108,0.0328885,0.0611594,0.00436919,6.55302,0.190222,0.141188,543000,1359
-2.48659,-1.69036,-1.511,0.00534686,-0.374888,-0.400703,-0.594515,-1.18217,0.0240587,0.0606356,0.000145886,6.60371,0.192515,0.145341,544000,1362
-2.53212,-1.64984,-1.50773,-0.0685284,-0.394003,-0.453834,-0.604808,-1.21747,0.0272224,0.0595584,0.00283429,6.58137,0.189982,0.143121,545000,1365
-2.45839,-1.50567,-1.31873,-0.300623,-0.49579,-0.579206,-0.847624,-1.37647,0.0312627,0.0602159,0.00399445,6.6743,0.190621,0.144449,546000,1368
-2.54116,-1.54379,-1.40417,-0.294766,-0.431801,-0.602645,-0.514838,-1.48963,0.0244473,0.0781685,0.00206235,6.71422,0.194992,0.142873,547000,1370
-2.52392,-1.56171,-1.4014,-0.339133,-0.40636,-0.551586,-0.606323,-1.43783,0.0283101,0.0634544,0.00356729,6.61968,0.188864,0.142101,548000,1373
-2.44597,-1.54196,-1.33915,-0.342834,-0.389143,-0.612868,-0.737618,-1.28082,0.0236986,0.0725762,0.00371665,6.69051,0.191163,0.145041,549000,1376
-2.5354,-1.52684,-1.33632,-0.365114,-0.457542,-0.58861,-0.898828,-1.31015,0.0297682,0.0684738,0.00839984,6.80101,0.189937,0.143564,550000,1379
-2.48253,-1.61845,-1.42303,-0.0972712,-0.389057,-0.474486,-0.843208,-1.13826,0.0231463,0.0653963,0.00167677,6.63138,0.191702,0.143728,551000,1382
-2.40879,-1.62373,-1.4327,-0.242376,-0.366026,-0.457156,-0.750107,-1.24262,0.0175827,0.0732886,0.000292285,6.64327,0.188828,0.142552,552000,1385
-2.31019,-1.54367,-1.37689,-0.22803,-0.509093,-0.486312,-0.987158,-1.16486,0.0218278,0.0645283,0.000128243,6.5904,0.187658,0.144842,553000,1388
-2.27998,-1.58665,-1.40066,-0.248483,-0.356428,-0.481886,-0.998297,-1.13619,0.0194969,0.058941,0.000773537,6.66859,0.191172,0.14238,554000,1392
-2.19952,-1.52141,-1.31096,-0.410651,-0.469695,-0.560487,-1.00264,-1.22284,0.0166364,0.0613116,0.000690543,6.59751,0.191835,0.139654,555000,1395
-2.25624,-1.42833,-1.27163,-0.25989,-0.614511,-0.572798,-1.24647,-1.18246,0.0202098,0.0734583,0.00611534,6.62474,0.1874,0.141074,556000,1399
-2.20661,-1.39395,-1.26322,-0.451414,-0.617577,-0.58105,-1.09599,-1.34055,0.0198961,0.0726176,0.000780834,6.64392,0.188415,0.145741,557000,1402
-2.42634,-1.58274,-1.40651,-0.218562,-0.425787,-0.5039,-0.789322,-1.32461,0.0221166,0.0663441,0.00158422,6.72646,0.188799,0.143001,558000,1405
-2.52032,-1.84872,-1.64446,0.029519,-0.133204,-0.33442,-0.400236,-1.11347,0.0235716,0.0598116,0.000414923,6.73797,0.185853,0.144193,559000,1409
-2.60546,-1.76581,-1.61064,-0.117579,-0.19303,-0.377826,-0.320344,-1.26405,0.0180888,0.0749919,0.00195064,6.64908,0.19042,0.143357,560000,1412
-2.66549,-1.73376,-1.54195,-0.243645,-0.262759,-0.521292,-0.280638,-1.36565,0.0249828,0.0706538,0.00912116,6.69709,0.191718,0.142542,561000,1415
-2.52668,-1.661,-1.47168,-0.119648,-0.368771,-0.487673,-0.455546,-1.35357,0.0231956,0.0648422,0.00315902,6.62303,0.189854,0.143817,562000,1418
-2.65885,-1.67605,-1.53135,-0.191667,-0.257152,-0.515134,-0.546085,-1.18389,0.0296618,0.0700341,0.00291523,6.63409,0.188198,0.142235,563000,1421
-2.53692,-1.60695,-1.48363,-0.184799,-0.343233,-0.57413,-0.518583,-1.27624,0.0241281,0.0603327,0.0147743,6.67709,0.19254,0.142375,564000,1424
-2.5398,-1.64438,-1.47959,-0.370628,-0.260484,-0.560785,-0.406417,-1.42948,0.0294591,0.0616407,0.00869856,6.61783,0.193137,0.144991,565000,1427
-2.34742,-1.5135,-1.32672,-0.273768,-0.486394,-0.550225,-0.957316,-1.33249,0.0267561,0.0601305,0.00155177,6.76778,0.190488,0.144079,566000,1430
-2.22504,-1.50233,-1.33438,-0.354812,-0.488114,-0.481121,-1.16912,-1.1025,0.0271443,0.0573868,0.00409044,6.63232,0.19157,0.142883,567000,1432
-2.27577,-1.59703,-1.4177,-0.168155,-0.44399,-0.402423,-0.968794,-1.17871,0.0103555,0.0726825,0.0112573,6.77058,0.1893,0.144301,568000,1434
-2.38023,-1.62503,-1.45554,-0.192881,-0.382995,-0.485507,-0.761373,-1.26227,0.0217369,0.0594073,0.0015514,6.60917,0.187503,0.14137,569000,1437
-2.48883,-1.62662,-1.4412,-0.161471,-0.413135,-0.509893,-0.62969,-1.27145,0.0269422,0.0544894,0.00209892,6.68738,0.188663,0.140981,570000,1440
-2.70526,-1.84629,-1.68851,0.0544585,-0.153431,-0.239886,-0.429585,-1.0994,0.0283515,0.0570469,0.000686248,6.67854,0.189887,0.143877,571000,1444
-2.73759,-1.89927,-1.70993,0.0819295,-0.0620399,-0.295843,-0.212195,-1.08354,0.0191143,0.0762572,0.00420181,6.69442,0.189085,0.142807,572000,1447
-2.70081,-1.77236,-1.62565,-0.0836824,-0.163473,-0.506496,-0.20754,-1.20954,0.0330159,0.0523441,0.000777446,6.61872,0.188109,0.142116,573000,1450
-2.79216,-2.01411,-1.84211,0.207896,-0.0203766,-0.217561,0.0276502,-1.07606,0.0217299,0.0656983,0.00734276,6.79004,0.191101,0.14298,574000,1452
-2.74507,-2.01462,-1.84622,0.215418,0.0105299,-0.173993,0.0119009,-1.03803,0.0234169,0.0549175,0.000751818,6.71076,0.18778,0.141462,575000,1456
-2.58843,-1.88445,-1.68019,-0.0129366,-0.104803,-0.375,-0.00712716,-1.26141,0.0210607,0.0570215,0.00398419,6.6194,0.187801,0.142241,576000,1459
-2.70337,-1.78315,-1.59949,-0.0609379,-0.16594,-0.415402,-0.391795,-1.13111,0.0214928,0.0690168,0.00507156,6.69078,0.18826,0.143676,577000,1462
-2.56166,-1.66976,-1.50005,-0.207565,-0.317401,-0.523651,-0.485566,-1.30808,0.0298675,0.0555464,0.0024637,6.74428,0.188346,0.141302,578000,1464
-2.50772,-1.55205,-1.39205,-0.249417,-0.451702,-0.498518,-0.81819,-1.28878,0.0315518,0.0527942,0.00442848,6.75827,0.189123,0.14239,579000,1467
-2.3672,-1.4178,-1.23831,-0.492367,-0.494141,-0.679027,-1.06242,-1.38144,0.0224819,0.0759603,0.00346651,6.65793,0.187958,0.140709,580000,1471
-2.60732,-1.5691,-1.40268,-0.300066,-0.432511,-0.550241,-0.658325,-1.38747,0.0314255,0.0651615,0.00240101,6.59026,0.191347,0.145235,581000,1474
-2.43373,-1.55518,-1.42636,-0.238716,-0.377895,-0.507986,-0.75883,-1.26526,0.0192927,0.0739569,0.00787957,6.62935,0.19027,0.143836,582000,1477
-2.52326,-1.55521,-1.36107,-0.366313,-0.491358,-0.629411,-0.598349,-1.50749,0.0324243,0.0627969,0.00170004,6.67287,0.187421,0.143365,583000,1480
-2.44173,-1.45585,-1.28975,-0.459445,-0.475979,-0.675021,-0.845507,-1.49759,0.0302473,0.0614415,0.009471,6.69534,0.185132,0.14288,584000,1484
-2.1982,-1.33797,-1.17832,-0.450387,-0.657043,-0.651525,-1.29692,-1.33926,0.0240284,0.0639325,0.0071479,6.63941,0.18955,0.141668,585000,1487
-2.28985,-1.43278,-1.30528,-0.236563,-0.628466,-0.503846,-1.2626,-1.19846,0.0274897,0.060351,0.00022588,6.57208,0.189311,0.142885,586000,1490
-2.18517,-1.35354,-1.19245,-0.350964,-0.617906,-0.593,-1.46346,-1.18675,0.022757,0.0682932,0.00221327,6.71124,0.18979,0.143938,587000,1493
-2.53436,-1.4283,-1.26104,-0.431231,-0.552246,-0.60138,-1.04294,-1.2807,0.0292505,0.0699444,0.00182827,6.56159,0.189516,0.142377,588000,1496
-2.37916,-1.43281,-1.2644,-0.377068,-0.613619,-0.612029,-0.997685,-1.46458,0.0303141,0.0580795,0.00173257,6.7088,0.187525,0.14213,589000,1499
-2.25416,-1.26628,-1.13086,-0.473869,-0.750482,-0.705999,-1.36805,-1.32879,0.0190725,0.0751111,0.0039577,6.62832,0.188772,0.142365,590000,1502
-2.19168,-1.19067,-0.992691,-0.701442,-0.832499,-0.886982,-1.38282,-1.49697,0.0314813,0.0602973,0.00369276,6.58932,0.186349,0.14232,591000,1505
-2.38735,-1.59639,-1.47738,-0.280242,-0.462488,-0.4617,-0.687337,-1.38845,0.0301669,0.0648219,0.0011537,6.64238,0.192129,0.140531,592000,1508
-2.49236,-1.72754,-1.54644,-0.200063,-0.274411,-0.414901,-0.424165,-1.38157,0.0235454,0.0581059,0.000514175,6.69411,0.188334,0.139824,593000,1511
-2.54488,-1.68477,-1.49319,-0.131917,-0.342495,-0.530633,-0.458862,-1.30181,0.026995,0.0664605,0.00290133,6.60122,0.18735,0.142346,594000,1515
-2.49355,-1.74901,-1.58492,-0.0864593,-0.278982,-0.328409,-0.620399,-1.05949,0.019346,0.0673081,0.00117107,6.83493,0.191339,0.14335,595000,1518
-2.48628,-1.89075,-1.70971,0.0922655,-0.145331,-0.321488,-0.176521,-1.09592,0.0165573,0.05812,0.0106228,6.68004,0.187962,0.142789,596000,1521
-2.79522,-1.92818,-1.7663,0.0212222,-0.0519404,-0.28287,-0.0449133,-1.16109,0.0199575,0.0736128,0.00929037,6.7942,0.190207,0.141771,597000,1525
-2.80203,-1.99928,-1.8135,0.0465832,0.0441596,-0.294505,0.150216,-1.20116,0.0216813,0.0613677,0.00351588,6.62954,0.186653,0.13995,598000,1528
-2.90975,-2.03897,-1.86261,0.264995,0.0189283,-0.241254,0.181562,-1.19495,0.0216582,0.0703358,0.000702369,6.69043,0.190435,0.142645,599000,1530
-2.83673,-2.01675,-1.82721,0.165823,0.00103652,-0.23304,0.0879391,-1.21237,0.0210969,0.0640335,0.00229936,6.62855,0.187853,0.14211,600000,1533
-2.78696,-1.99567,-1.79362,0.143489,-0.0333359,-0.205391,0.00682499,-1.18609,0.0229073,0.0571389,0.00169709,6.74486,0.188188,0.142651,601000,1535
-2.69827,-1.93508,-1.76208,0.0931636,-0.0799107,-0.225877,-0.204391,-1.16234,0.0203784,0.064123,0.00117618,6.73953,0.18899,0.141173,602000,1538
-2.42032,-1.78084,-1.60984,0.103201,-0.294353,-0.209004,-0.767283,-0.970311,0.0220518,0.0543665,0.00413205,6.72166,0.18748,0.141422,603000,1541
-2.58904,-1.95382,-1.77403,0.172249,-0.0780602,-0.172401,-0.281034,-0.985945,0.0150834,0.0574973,2.2129e-05,6.64572,0.187187,0.141939,604000,1543
-2.37652,-1.80809,-1.65996,0.153737,-0.25708,-0.0933605,-0.802905,-0.940827,0.0102783,0.0608078,0.00529206,6.63161,0.188518,0.141474,605000,1546
-2.31059,-1.67199,-1.50911,-0.0252335,-0.329601,-0.319498,-0.867183,-1.03415,0.0151261,0.0634938,0.00186955,6.60715,0.189271,0.141976,606000,1550
-2.50025,-1.72205,-1.53921,-0.204702,-0.208613,-0.379384,-0.718254,-1.18504,0.0258408,0.0622546,0.000474041,6.67207,0.187841,0.143674,607000,1553
-2.33261,-1.55667,-1.40106,-0.25867,-0.42466,-0.522818,-0.814824,-1.29714,0.0212802,0.0638125,0.00504212,6.56294,0.188124,0.142085,608000,1556
-2.20504,-1.48331,-1.30175,-0.271988,-0.538556,-0.464723,-1.28938,-1.05845,0.0161321,0.0667248,0.00296979,6.59172,0.189072,0.142061,609000,1560
-2.23011,-1.40648,-1.21579,-0.363286,-0.619669,-0.520371,-1.445,-1.23159,0.0208693,0.0687442,0.00132959,6.68022,0.188245,0.140386,610000,1563
-2.12453,-1.4077,-1.24421,-0.377647,-0.60391,-0.527943,-1.42083,-1.17577,0.0222058,0.0620791,0.00289245,6.72515,0.190814,0.142317,611000,1566
