BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.69177,-1.97621,-1.76469,0.266697,-0.0811551,-0.131766,-0.496226,-0.985694,0.0192388,0.0628477,0.00214486,6.70448,0.182352,0.139848,2265000,6373
-2.68966,-1.92254,-1.7333,0.207193,-0.183625,-0.157108,-0.399982,-1.21763,0.0186662,0.0710996,0.000773846,6.59742,0.183342,0.139232,2266000,6376
-2.65703,-1.73903,-1.5207,-0.145272,-0.295677,-0.482491,-0.507226,-1.4163,0.0219924,0.0758928,0.00492652,6.71661,0.181402,0.137911,2267000,6379
-2.53894,-1.67715,-1.48966,0.0341749,-0.429948,-0.376782,-0.814815,-1.2795,0.0257324,0.0681987,0.00715165,6.66863,0.180854,0.138595,2268000,6382
-2.66545,-1.80908,-1.59823,-0.150086,-0.248181,-0.457213,-0.0602392,-1.54121,0.0335943,0.0522216,0.00300053,6.67238,0.182752,0.141278,2269000,6385
-2.50374,-1.70648,-1.49615,-0.0697051,-0.36227,-0.30651,-0.876117,-1.21818,0.0282304,0.0527364,0.0027782,6.70095,0.181144,0.138531,2270000,6388
-2.42603,-1.59336,-1.43171,-0.229595,-0.498757,-0.429371,-0.840232,-1.48567,0.0214518,0.0675938,0.0119595,6.7362,0.181957,0.138537,2271000,6392
-2.4217,-1.75817,-1.60305,0.0767653,-0.317258,-0.245039,-0.832792,-1.17049,0.0209539,0.0641675,0.00774102,6.71439,0.183221,0.139943,2272000,6395
-2.36022,-1.6579,-1.43613,-0.197539,-0.42312,-0.355188,-0.946757,-1.38864,0.0175477,0.0703458,0.00324053,6.63021,0.180976,0.137633,2273000,6398
-2.45594,-1.75791,-1.53427,-0.0166224,-0.374755,-0.196815,-0.88223,-1.22017,0.024477,0.0557218,0.00189693,6.68041,0.185055,0.140254,2274000,6402
-2.3726,-1.56257,-1.36238,-0.173274,-0.537372,-0.487586,-1.04975,-1.417,0.0213853,0.0668074,0.0216484,6.60113,0.183448,0.13672,2275000,6405
-2.55311,-1.63614,-1.44948,-0.152771,-0.473376,-0.445109,-0.859992,-1.37586,0.0327161,0.0665822,0.00176669,6.66366,0.181825,0.135934,2276000,6407
-2.31318,-1.67953,-1.45424,-0.0703649,-0.345854,-0.368974,-1.05467,-1.1781,0.010778,0.0785426,0.000997171,6.68755,0.183475,0.137946,2277000,6410
-2.6173,-1.76485,-1.53673,-0.0687446,-0.376774,-0.292318,-0.595982,-1.41576,0.0282834,0.0644946,4.56311e-05,6.6207,0.184382,0.139734,2278000,6413
-2.40556,-1.71454,-1.49571,-0.22797,-0.272129,-0.445582,-0.690429,-1.23206,0.0142839,0.0735587,0.00409538,6.73962,0.183234,0.139616,2279000,6416
-2.58744,-1.76962,-1.5789,-0.0197877,-0.254907,-0.330145,-0.711939,-1.26217,0.0180844,0.0692239,0.00475002,6.66923,0.182584,0.136557,2280000,6419
-2.43502,-1.61565,-1.41601,-0.242206,-0.409376,-0.425445,-0.783227,-1.48474,0.0187402,0.071246,0.00270113,6.66889,0.184369,0.139859,2281000,6422
-2.5753,-1.71602,-1.46616,-0.133204,-0.362817,-0.427975,-0.595492,-1.41679,0.0240839,0.0633829,0.00737809,6.65029,0.185044,0.140485,2282000,6426
-2.60911,-1.64509,-1.45348,-0.183121,-0.443343,-0.513111,-0.591197,-1.57096,0.0260143,0.0682861,0.0127339,6.78543,0.18453,0.13846,2283000,6428
-2.48315,-1.76,-1.54142,-0.0786522,-0.283811,-0.329208,-0.764703,-1.24556,0.0135496,0.0753616,0.00371727,6.65082,0.183541,0.138307,2284000,6430
-2.47911,-1.65877,-1.47581,-0.216206,-0.309401,-0.490493,-0.676416,-1.37577,0.0182614,0.068914,0.00227798,6.60041,0.183142,0.139692,2285000,6434
-2.56093,-1.76741,-1.57668,-0.0392579,-0.248491,-0.358556,-0.561713,-1.30844,0.0184866,0.0768095,7.49143e-05,6.64616,0.182582,0.138859,2286000,6436
-2.65342,-1.76832,-1.54848,-0.230213,-0.172166,-0.482869,-0.379228,-1.34068,0.0239739,0.0619919,0.000572921,6.70251,0.184144,0.140817,2287000,6438
-2.71461,-1.8983,-1.71456,-0.0204004,-0.0731495,-0.305351,-0.182636,-1.32645,0.0217177,0.0685732,0.000105899,6.74882,0.182549,0.137175,2288000,6442
-2.61818,-1.88592,-1.66346,0.0112037,-0.142421,-0.304059,-0.364739,-1.35551,0.0154369,0.0711055,0.0103231,6.62815,0.181933,0.138104,2289000,6445
-2.28974,-1.56693,-1.37911,-0.231897,-0.445382,-0.437763,-1.07096,-1.27796,0.0120987,0.068009,0.00639068,6.64018,0.18478,0.138849,2290000,6448
-2.26138,-1.60443,-1.3575,-0.262861,-0.426132,-0.396597,-1.19903,-1.26697,0.0130929,0.0676749,0.00395113,6.6606,0.182665,0.136757,2291000,6452
-2.23001,-1.55715,-1.34579,-0.13403,-0.481268,-0.461336,-1.14655,-1.30916,0.0215033,0.0599825,0.00423306,6.66388,0.183408,0.139972,2292000,6454
-2.43182,-1.64038,-1.43705,-0.0987012,-0.421639,-0.402207,-0.900541,-1.30323,0.0209965,0.0625597,0.000103148,6.78204,0.183196,0.139796,2293000,6456
-2.52848,-1.80062,-1.55439,0.00899774,-0.19311,-0.2934,-0.826561,-1.08962,0.0184718,0.0693228,0.000987173,6.79464,0.18498,0.141135,2294000,6459
-2.44328,-1.84665,-1.60551,0.0309446,-0.236482,-0.208891,-0.631221,-1.18998,0.0206309,0.0522883,0.0023337,6.57678,0.180499,0.137865,2295000,6461
-2.37164,-1.6797,-1.42659,-0.0500017,-0.388985,-0.343574,-0.989632,-1.27408,0.0109114,0.0708493,0.00116449,6.67109,0.182129,0.138829,2296000,6464
-2.32901,-1.65177,-1.45401,-0.21106,-0.325748,-0.365868,-0.981522,-1.20354,0.0139516,0.0685404,0.00220398,6.58368,0.185986,0.139399,2297000,6467
-2.31801,-1.61877,-1.44366,-0.336506,-0.314021,-0.516109,-0.904254,-1.25694,0.0205846,0.0635879,0.00347727,6.7376,0.18334,0.13964,2298000,6470
-2.56958,-1.70719,-1.54025,-0.030289,-0.292668,-0.358842,-0.797191,-1.21527,0.0180956,0.0777386,0.00482043,6.68178,0.184031,0.139577,2299000,6474
-2.51746,-1.76394,-1.54573,-0.121843,-0.144169,-0.397284,-0.800648,-1.09574,0.0251861,0.0566149,0.00531539,6.73107,0.184599,0.139049,2300000,6477
-2.41118,-1.74569,-1.53254,0.000860461,-0.348972,-0.22108,-0.969938,-1.11107,0.012864,0.0747419,0.0013133,6.54501,0.18038,0.140839,2301000,6480
-2.37253,-1.62786,-1.43168,-0.100113,-0.4512,-0.398233,-1.07189,-1.21505,0.0215298,0.0704577,0.00267549,6.63143,0.182329,0.137933,2302000,6484
-2.47006,-1.70365,-1.47219,-0.231254,-0.299528,-0.447498,-0.670107,-1.41717,0.0252616,0.0606456,0.00463253,6.55859,0.187421,0.138728,2303000,6487
-2.63212,-1.81097,-1.58631,-0.0122368,-0.196611,-0.380118,-0.573763,-1.22573,0.0268296,0.0630057,0.00234732,6.65808,0.18386,0.137719,2304000,6491
-2.39413,-1.58773,-1.36252,-0.377982,-0.378306,-0.572215,-0.871453,-1.39787,0.0200343,0.0687195,0.000791544,6.70776,0.181885,0.13802,2305000,6494
-2.30278,-1.41212,-1.18395,-0.491051,-0.604171,-0.645881,-1.21561,-1.54391,0.031887,0.0653811,0.00151472,6.6879,0.185876,0.138478,2306000,6497
-2.20925,-1.3622,-1.16131,-0.572448,-0.583962,-0.771434,-1.11361,-1.53852,0.0220796,0.0627405,0.00666459,6.62774,0.18298,0.139068,2307000,6500
-2.41076,-1.44252,-1.21031,-0.65133,-0.432765,-0.783838,-0.955327,-1.55884,0.0220319,0.0732559,0.00190721,6.71402,0.186093,0.137691,2308000,6503
-2.38352,-1.48124,-1.29044,-0.416619,-0.559449,-0.656923,-0.958608,-1.56674,0.0249244,0.0744345,0.000348692,6.6309,0.186368,0.138448,2309000,6505
-2.53781,-1.53655,-1.37863,-0.373706,-0.371977,-0.632373,-0.761802,-1.56114,0.0321038,0.0682473,0.00414157,6.53377,0.182814,0.136824,2310000,6508
-2.53621,-1.62987,-1.41715,-0.186922,-0.398319,-0.46573,-0.831924,-1.37064,0.025475,0.0624511,0.00856414,6.76346,0.183254,0.139886,2311000,6511
-2.28497,-1.52471,-1.36089,-0.207815,-0.480317,-0.436973,-1.07089,-1.2905,0.0158859,0.0683303,0.000146062,6.67662,0.18352,0.138672,2312000,6514
-2.32949,-1.57574,-1.34443,-0.281176,-0.442693,-0.387346,-1.30515,-1.2247,0.0187256,0.0654585,0.00471154,6.6122,0.180519,0.137114,2313000,6516
-2.26759,-1.37657,-1.16469,-0.472273,-0.698819,-0.593934,-1.43249,-1.48756,0.0200594,0.0775637,0.00760218,6.81204,0.184543,0.140567,2314000,6519
-2.32401,-1.45123,-1.24918,-0.385565,-0.516326,-0.546467,-1.2318,-1.42491,0.0186154,0.0711194,0.00061272,6.6262,0.186119,0.138861,2315000,6521
-2.27171,-1.62598,-1.39857,-0.349403,-0.335325,-0.44463,-0.998713,-1.26309,0.012525,0.071374,0.00151342,6.66999,0.181811,0.137896,2316000,6523
-2.30611,-1.59525,-1.39036,-0.125246,-0.400631,-0.406548,-1.06905,-1.15492,0.00816416,0.079022,0.000333896,6.63509,0.184993,0.139524,2317000,6525
-2.38969,-1.62784,-1.44017,-0.208976,-0.320405,-0.430058,-0.883961,-1.24179,0.00557621,0.0808712,0.00114179,6.73943,0.183632,0.138919,2318000,6527
-2.53777,-1.72891,-1.53188,0.0127681,-0.386036,-0.345389,-0.763838,-1.23936,0.0181558,0.0698869,0.00669229,6.72876,0.185834,0.137453,2319000,6530
-2.37173,-1.74568,-1.55294,-0.0467901,-0.28193,-0.333364,-0.829151,-1.20385,0.0123053,0.0662558,0.000607971,6.68389,0.185652,0.137985,2320000,6535
-2.39779,-1.63078,-1.40237,-0.129143,-0.426134,-0.421633,-0.963978,-1.2724,0.0171936,0.0685423,1.10664e-05,6.60032,0.184729,0.138328,2321000,6538
-2.31519,-1.54987,-1.37205,-0.271636,-0.449174,-0.423071,-1.20178,-1.29272,0.0152977,0.0726447,0.00467789,6.59177,0.183763,0.137647,2322000,6541
-2.41015,-1.59993,-1.41151,-0.270055,-0.408272,-0.546963,-0.688408,-1.46409,0.0189588,0.0689692,0.00109272,6.66197,0.184834,0.139998,2323000,6544
-2.41844,-1.62816,-1.40215,-0.192079,-0.351702,-0.49444,-0.877855,-1.24324,0.0154836,0.0689099,0.000390493,6.68784,0.184518,0.137411,2324000,6546
-2.36584,-1.70546,-1.46236,-0.118544,-0.322776,-0.423959,-0.835393,-1.18493,0.0195301,0.0619823,0.000817757,6.63405,0.181817,0.140432,2325000,6549
-2.58934,-1.88929,-1.67551,-0.130331,-0.102298,-0.311052,-0.477657,-1.28108,0.0146846,0.0728211,0.00557768,6.69732,0.18328,0.138306,2326000,6552
-2.45331,-1.86685,-1.64151,0.0370226,-0.155656,-0.223896,-0.796805,-1.09971,0.00741028,0.0781858,0.00477232,6.70746,0.18322,0.140279,2327000,6554
-2.51725,-1.88955,-1.66842,-0.0848109,-0.0507247,-0.374494,-0.356146,-1.23492,0.00999005,0.0763577,0.00624255,6.69205,0.187482,0.139037,2328000,6557
-2.59896,-1.83353,-1.60802,-0.0830421,-0.159234,-0.348959,-0.53098,-1.22129,0.0264496,0.0628629,0.00340884,6.63789,0.185947,0.140193,2329000,6560
-2.5149,-1.71267,-1.50945,-0.14724,-0.235574,-0.508206,-0.571065,-1.27643,0.0102485,0.0827155,0.00111051,6.71713,0.182169,0.14077,2330000,6562
-2.59373,-1.78855,-1.59808,-0.112078,-0.159196,-0.443078,-0.382756,-1.38433,0.0179751,0.0785021,0.000986852,6.7474,0.184295,0.139311,2331000,6565
-2.41222,-1.64624,-1.44744,-0.213258,-0.384505,-0.448789,-0.752335,-1.44495,0.013524,0.0828623,0.00102753,6.74527,0.183366,0.13787,2332000,6569
-2.40417,-1.7442,-1.53486,0.057883,-0.286356,-0.313988,-0.816358,-1.18487,0.00792386,0.0728402,0.000144924,6.55807,0.185462,0.138883,2333000,6572
-2.65087,-1.91649,-1.74393,0.14408,-0.121676,-0.214681,-0.467605,-1.13982,0.00141166,0.0926995,0.000743981,6.7515,0.183302,0.137512,2334000,6575
-2.56378,-1.96979,-1.73399,0.190178,-0.030886,-0.165541,-0.560463,-0.981684,0.00390748,0.0809967,0.0030306,6.72012,0.185525,0.139893,2335000,6577
-2.54093,-1.83776,-1.62235,0.0293747,-0.236138,-0.334547,-0.6413,-1.17694,0.020135,0.0667863,0.00331348,6.54697,0.185512,0.138432,2336000,6580
-2.62716,-1.91896,-1.70227,-0.00727612,-0.176388,-0.223892,-0.370492,-1.26419,0.00319308,0.0888485,0.00370033,6.71421,0.184341,0.138574,2337000,6583
-2.65201,-1.9055,-1.70579,-0.064677,-0.0523389,-0.399077,-0.13783,-1.41259,0.0229207,0.068971,0.00562799,6.6678,0.184913,0.138975,2338000,6587
-2.47739,-1.95818,-1.75673,0.0512124,0.0169153,-0.303874,-0.328571,-1.07518,0.00020895,0.0832192,0.0038729,6.73157,0.186553,0.138462,2339000,6590
-2.67057,-1.98645,-1.76226,0.170434,-0.00493059,-0.224297,-0.354067,-1.05599,0.0134327,0.0692166,0.00637509,6.75494,0.182035,0.136037,2340000,6593
-2.61423,-1.89618,-1.70951,0.00010988,-0.133568,-0.209543,-0.491896,-1.19367,0.0133226,0.0751567,0.00122318,6.7788,0.183356,0.136107,2341000,6595
-2.58959,-2.03448,-1.83165,0.475502,-0.0154238,0.00873787,-0.673787,-0.747473,0.00445304,0.0839721,0.00270317,6.6874,0.183268,0.140144,2342000,6599
-2.57642,-1.86845,-1.68869,0.0537664,-0.173431,-0.31487,-0.380974,-1.12934,0.0126388,0.079084,0.00270319,6.59439,0.184768,0.13746,2343000,6601
-2.45608,-1.7734,-1.53222,-0.108239,-0.294944,-0.370193,-0.777396,-1.1011,0.0180836,0.0728228,0.00762527,6.68398,0.187191,0.137476,2344000,6604
-2.54275,-1.7275,-1.49462,-0.170346,-0.305961,-0.412214,-0.557638,-1.40218,0.0172269,0.066766,0.00115246,6.67954,0.184562,0.137046,2345000,6606
-2.48229,-1.74802,-1.49332,-0.173435,-0.211373,-0.44287,-0.747146,-1.2299,0.012036,0.0746815,0.00350952,6.66306,0.187022,0.136432,2346000,6609
-2.26398,-1.61722,-1.37157,-0.205367,-0.460361,-0.413121,-1.04929,-1.19468,0.0130718,0.066347,0.00588401,6.59029,0.182723,0.138634,2347000,6612
-2.18094,-1.62437,-1.44741,-0.11026,-0.437214,-0.38095,-1.063,-1.19194,0.0118087,0.0598964,0.00764217,6.70855,0.184229,0.138829,2348000,6614
-2.61572,-1.8418,-1.64908,0.0145542,-0.174064,-0.260109,-0.686067,-1.07943,0.0175395,0.0708447,0.000669051,6.58462,0.180996,0.138656,2349000,6617
-2.47636,-1.99189,-1.74276,0.296235,-0.132589,-0.0692785,-0.521125,-1.09797,0.0104883,0.0634762,0.000132204,6.64892,0.185403,0.138675,2350000,6620
-2.73559,-1.8957,-1.67795,-0.0422395,-0.0833004,-0.277825,-0.245904,-1.27772,0.0235173,0.0617212,0.00392067,6.70302,0.1834,0.139361,2351000,6622
-2.85227,-1.99366,-1.76823,0.170144,-0.0558664,-0.164736,-0.178707,-1.2049,0.0182566,0.0772957,0.00452363,6.65081,0.183392,0.139792,2352000,6625
-2.49199,-1.80689,-1.59278,-0.0458913,-0.263458,-0.305672,-0.61449,-1.17141,0.0178991,0.0597536,0.00951552,6.7215,0.183694,0.137286,2353000,6629
-2.58219,-1.828,-1.5665,-0.00329433,-0.176788,-0.323447,-0.596408,-1.22,0.00962584,0.0836919,0.00159041,6.68003,0.18585,0.139899,2354000,6631
-2.52948,-1.84061,-1.66223,0.0033493,-0.178927,-0.307458,-0.435876,-1.25272,0.0140164,0.0723683,0.0070989,6.65651,0.186314,0.139021,2355000,6633
-2.60027,-1.85376,-1.65514,-0.0182746,-0.182148,-0.310714,-0.521091,-1.18446,0.0212786,0.0729721,0.0165051,6.80318,0.183675,0.136279,2356000,6636
-2.44367,-1.65349,-1.45154,-0.348248,-0.280064,-0.520654,-0.706338,-1.34926,0.0172313,0.0696761,0.000460412,6.76597,0.182346,0.139211,2357000,6638
-2.54594,-1.61204,-1.40852,-0.285922,-0.370712,-0.523745,-0.743324,-1.36707,0.0239892,0.0673534,0.00817923,6.66166,0.183585,0.140524,2358000,6641
-2.50535,-1.72332,-1.51098,-0.186465,-0.272081,-0.451492,-0.768112,-1.34306,0.0163775,0.0761359,0.00712609,6.56546,0.18369,0.138176,2359000,6645
-2.46037,-1.6717,-1.50605,-0.182367,-0.354882,-0.434171,-0.67378,-1.40749,0.0211422,0.0636887,0.00727031,6.60288,0.185538,0.137478,2360000,6648
-2.40528,-1.69297,-1.51204,-0.117125,-0.346003,-0.388942,-0.843836,-1.25814,0.0162438,0.065134,0.0024689,6.59343,0.182978,0.13624,2361000,6651
-2.54409,-1.72104,-1.52338,-0.0871406,-0.353105,-0.439264,-0.551709,-1.4628,0.0239071,0.0644102,0.00784563,6.5658,0.184786,0.137041,2362000,6653
-2.29242,-1.5836,-1.38859,-0.381091,-0.389303,-0.608966,-0.943444,-1.26455,0.0249883,0.0574473,0.0111119,6.60478,0.184149,0.138353,2363000,6656
-2.38981,-1.5881,-1.41391,-0.126015,-0.42258,-0.447738,-1.03969,-1.27902,0.0207896,0.0655397,0.00517503,6.63852,0.179983,0.138389,2364000,6658
-2.60701,-1.68897,-1.44167,-0.276648,-0.376679,-0.561967,-0.497733,-1.50278,0.0299399,0.0588539,0.00200568,6.71668,0.183129,0.137292,2365000,6662
-2.74375,-1.87329,-1.68477,0.0338229,-0.180063,-0.344114,-0.133954,-1.48134,0.0267913,0.0623298,0.0131541,6.63192,0.185984,0.139533,2366000,6664
-2.81591,-1.91907,-1.7016,0.0471647,-0.122606,-0.383503,-0.0235037,-1.42426,0.0194108,0.0793496,0.0110718,6.63141,0.18628,0.139704,2367000,6666
-2.9604,-2.21749,-2.00143,0.484553,0.154139,-0.0712861,0.282057,-1.07265,0.020045,0.0684623,0.00678569,6.59105,0.183425,0.138294,2368000,6670
-2.92532,-2.19869,-2.01161,0.414134,0.144338,-0.0410013,0.201875,-1.11361,0.0155878,0.069269,0.00657786,6.6277,0.181659,0.137431,2369000,6673
-2.83276,-2.21735,-1.99897,0.343109,0.175232,-0.0494954,0.171402,-1.0521,0.0188808,0.0614521,0.00306341,6.74096,0.184347,0.138189,2370000,6676
-2.87082,-2.18955,-1.98279,0.274179,0.210304,-0.10512,0.28497,-1.20542,0.011022,0.0772524,0.00205084,6.62674,0.182628,0.138576,2371000,6680
-2.89095,-2.29181,-2.08747,0.451866,0.298392,0.0255167,0.313863,-0.975887,0.00993003,0.071354,0.000524301,6.61513,0.181933,0.136639,2372000,6682
-2.86106,-2.22519,-2.01473,0.394383,0.233851,-0.0595798,0.244315,-1.04672,0.0140124,0.0702407,0.00512672,6.6334,0.184929,0.139768,2373000,6685
-2.90807,-2.15132,-1.95274,0.360064,0.0894788,-0.0865523,0.120517,-1.08856,0.0199108,0.0659357,0.0022632,6.69144,0.183824,0.139764,2374000,6688
-2.69926,-2.03109,-1.81471,0.22256,0.0351975,-0.184444,-0.218282,-1.0871,0.00693118,0.0754256,4.24407e-05,6.65539,0.183388,0.141988,2375000,6690
-2.77004,-2.0433,-1.85113,0.329482,-0.0183633,-0.123103,-0.182463,-1.09486,0.00940745,0.0750222,0.00187229,6.65746,0.18159,0.136412,2376000,6694
-2.85991,-2.14441,-1.94685,0.293253,0.139179,-0.0964471,0.0349509,-1.13485,0.0142184,0.075018,0.0111775,6.56023,0.183213,0.137427,2377000,6696
-2.74247,-2.18816,-1.97959,0.534766,0.0651301,0.0830342,-0.22617,-0.930768,0.0191346,0.0633073,0.00451922,6.70269,0.182478,0.138995,2378000,6699
-2.79964,-2.24534,-2.04075,0.449097,0.173929,0.0694892,0.132382,-1.01224,0.00792221,0.0754159,0.00109949,6.73451,0.182541,0.13941,2379000,6702
-2.94408,-2.2038,-2.00848,0.352006,0.206599,-0.143988,0.387727,-1.17644,0.0239787,0.0642137,0.00440325,6.60175,0.183325,0.140517,2380000,6704
-2.80504,-2.20443,-1.94012,0.458343,0.125014,-0.00489042,0.0659049,-1.11954,0.0185564,0.0623636,0.00121179,6.74725,0.181476,0.138518,2381000,6707
-2.94242,-2.2124,-1.98232,0.414793,0.150647,-0.0314842,0.205042,-1.23578,0.017205,0.067371,0.000499291,6.67383,0.182933,0.137323,2382000,6710
-2.8979,-2.30966,-2.08398,0.400109,0.293615,-0.0197527,0.457885,-1.02087,0.0134981,0.061305,0.00322141,6.57667,0.181994,0.139031,2383000,6713
-2.91029,-2.45538,-2.19835,0.642723,0.434956,0.097072,0.672461,-0.946225,0.00618919,0.0619755,0.00154091,6.65328,0.180722,0.141431,2384000,6716
-2.74754,-2.07687,-1.87816,0.364933,0.0897951,-0.13872,-0.165068,-0.981131,0.0195217,0.0633118,0.000394465,6.76467,0.184247,0.138192,2385000,6719
-2.60167,-2.02722,-1.82135,0.298237,-0.0516359,-0.140898,-0.227629,-1.09228,0.0145709,0.0588781,0.000199511,6.77934,0.183625,0.136758,2386000,6721
-2.68329,-2.17255,-1.92228,0.369856,0.145794,-0.0610242,0.0787323,-1.08003,0.0159309,0.0613074,0.00485224,6.63822,0.182169,0.140558,2387000,6725
-2.629,-1.98513,-1.74909,0.148297,-0.0267355,-0.161293,-0.368729,-1.14005,0.0166548,0.0620201,0.00162569,6.65606,0.18278,0.13987,2388000,6727
-2.75561,-2.06291,-1.85396,0.165108,0.0618196,-0.158298,-0.106101,-1.13167,0.0237846,0.058992,0.00585837,6.68724,0.184475,0.137009,2389000,6729
-2.69298,-1.97099,-1.77335,0.187232,-0.102523,-0.241135,-0.16089,-1.17143,0.0238018,0.0621669,0.00643556,6.62464,0.188607,0.13957,2390000,6732
-2.826,-1.98964,-1.79984,0.0487932,0.0306829,-0.324312,-0.00697052,-1.26616,0.0237666,0.0690572,0.0132341,6.67104,0.185159,0.138257,2391000,6736
-2.67744,-2.04416,-1.80832,0.199692,0.0985877,-0.229979,-0.0482516,-1.26512,0.0209846,0.0550732,0.000482416,6.62312,0.184157,0.140366,2392000,6739
-2.707,-1.92956,-1.70982,0.112862,-0.161031,-0.236946,-0.292386,-1.20712,0.0242315,0.0659724,0.000834455,6.74396,0.183541,0.137107,2393000,6742
-2.68949,-1.98494,-1.80353,0.162274,-0.0562656,-0.192659,-0.236789,-1.16614,0.0203853,0.0708259,0.00380979,6.63153,0.181519,0.137131,2394000,6744
-2.69613,-1.9219,-1.72644,0.133339,-0.0581722,-0.260152,-0.424901,-1.08151,0.0171475,0.0740095,8.14122e-05,6.73656,0.185913,0.13925,2395000,6747
-2.76825,-1.99582,-1.78222,0.160145,-0.0344529,-0.125609,-0.288938,-1.17737,0.0108313,0.0742409,0.00363423,6.62456,0.183264,0.138918,2396000,6750
-2.68419,-1.95179,-1.76101,0.205228,-0.0450588,-0.206267,-0.405113,-1.04691,0.0137362,0.0799842,0.000263369,6.63365,0.184925,0.137837,2397000,6752
-2.70047,-1.91456,-1.69871,0.217382,-0.116346,-0.189677,-0.562147,-1.06449,0.0158108,0.0749427,0.00962517,6.67463,0.182499,0.139197,2398000,6755
-2.68726,-1.7913,-1.57331,-0.0471111,-0.200073,-0.368126,-0.629048,-1.21154,0.02368,0.0620016,0.00136402,6.6568,0.186243,0.137987,2399000,6757
-2.45237,-1.77674,-1.53645,-0.0652785,-0.285388,-0.348341,-0.692016,-1.25644,0.00752449,0.0727758,0.00395336,6.51773,0.18313,0.136104,2400000,6759
-2.50307,-1.77464,-1.5578,-0.051172,-0.242822,-0.373424,-0.669047,-1.23859,0.0224669,0.0636195,0.00010011,6.62431,0.18449,0.136521,2401000,6761
-2.58843,-1.82621,-1.59711,-0.0874059,-0.20615,-0.381101,-0.398576,-1.3463,0.0185635,0.0697016,0.00137186,6.61108,0.184779,0.136562,2402000,6763
-2.75042,-1.86215,-1.63927,-0.0933996,-0.0679712,-0.437689,-0.222331,-1.40148,0.0247244,0.0699914,0.00517753,6.78146,0.186891,0.137971,2403000,6766
-2.63836,-1.69763,-1.52482,-0.0382166,-0.324415,-0.477625,-0.505103,-1.31928,0.0283297,0.0636404,0.00105855,6.60466,0.18239,0.140349,2404000,6769
-2.40404,-1.6642,-1.42272,-0.308578,-0.280069,-0.542116,-0.750122,-1.32848,0.021924,0.0602191,0.00233354,6.7333,0.184306,0.138759,2405000,6771
-2.73221,-1.95679,-1.75379,0.171989,-0.0853521,-0.194356,-0.109427,-1.25776,0.019528,0.0628633,0.000699477,6.62313,0.182645,0.142535,2406000,6773
-2.77756,-1.99931,-1.78741,0.108276,-0.0372103,-0.197563,-0.0775736,-1.24368,0.013148,0.0739809,0.00928225,6.6242,0.185496,0.142437,2407000,6776
-2.66124,-1.85294,-1.64416,-0.0337123,-0.176746,-0.306818,-0.426433,-1.24427,0.0186991,0.0627297,0.000364584,6.68395,0.183198,0.138301,2408000,6778
-2.52305,-2.00257,-1.78593,0.151981,0.00537022,-0.160613,-0.499889,-0.937841,0.0122054,0.0668137,0.00387008,6.63381,0.182267,0.139426,2409000,6780
-2.78563,-1.98754,-1.81202,0.0707282,0.0299478,-0.237076,-0.0579662,-1.25052,0.022006,0.0661999,0.00186058,6.65927,0.184652,0.138441,2410000,6783
-2.80777,-1.99961,-1.75191,0.045789,0.0625493,-0.329123,-0.125333,-1.13773,0.0207738,0.0727972,0.00192248,6.66006,0.185465,0.140425,2411000,6785
-2.8838,-2.11316,-1.91115,0.205577,0.10481,-0.161429,0.116771,-1.07115,0.0206452,0.0739192,0.00401794,6.6909,0.184547,0.138279,2412000,6788
-2.97068,-2.21832,-2.0302,0.211358,0.243628,-0.2113,0.443737,-1.23713,0.0203038,0.0732041,0.0190159,6.5818,0.18483,0.138339,2413000,6790
-2.97311,-2.19524,-2.01717,0.312998,0.21489,-0.178818,0.395664,-1.18683,0.0201981,0.0703645,0.00944248,6.53973,0.18294,0.138608,2414000,6792
-2.94211,-2.03335,-1.8426,0.216414,0.0495783,-0.267942,0.0306089,-1.19584,0.0270683,0.060279,0.0048005,6.69524,0.188002,0.137809,2415000,6795
-2.77264,-1.91928,-1.70217,0.0166337,-0.123984,-0.305704,-0.165043,-1.35798,0.0238262,0.0693726,0.0067321,6.74938,0.183992,0.139856,2416000,6798
-2.62247,-1.90078,-1.71374,0.102842,-0.134973,-0.287319,-0.344036,-1.28112,0.0231433,0.0606101,0.000424462,6.63427,0.1873,0.137585,2417000,6801
-2.78839,-1.88628,-1.66392,0.0610687,-0.126269,-0.407478,-0.160454,-1.41073,0.0167933,0.0792249,0.00199377,6.76355,0.183184,0.137772,2418000,6804
-2.65464,-1.84343,-1.61866,-0.0669758,-0.187826,-0.369651,-0.494299,-1.19765,0.0196399,0.0689344,0.00883649,6.64365,0.18658,0.139067,2419000,6807
-2.76157,-1.87312,-1.69731,0.0741431,-0.168428,-0.280799,-0.353017,-1.29252,0.02929,0.065333,0.000776402,6.75432,0.185435,0.137653,2420000,6820
-2.59558,-1.94878,-1.73755,0.171077,-0.134434,-0.17426,-0.316422,-1.16752,0.0125501,0.0651068,0.000365747,6.68711,0.186887,0.138631,2421000,6823
-2.57068,-1.83881,-1.60027,-0.0755426,-0.181541,-0.388498,-0.380176,-1.314,0.0152846,0.0664091,0.00205387,6.67159,0.184396,0.139479,2422000,6825
