BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-3.78553,-2.86659,-2.62713,0.541926,0.814815,0.0126468,1.26038,-1.25691,0.0274581,0.0737927,0.0806823,6.74764,0.192903,0.137687,3911000,3620
-3.88294,-3.00153,-2.75809,0.615702,1.01609,0.141642,1.6215,-1.34244,0.0243502,0.0740913,0.0559666,6.72008,0.194906,0.1398,3912000,3621
-3.67815,-2.93068,-2.68701,0.540779,0.907599,0.073735,1.36543,-1.30871,0.0293851,0.0620711,0.0549661,6.62118,0.19308,0.136169,3913000,3622
-3.71226,-2.93546,-2.69968,0.691991,0.908722,0.163038,1.11411,-1.07022,0.0295502,0.0609396,0.077875,6.67953,0.193371,0.138777,3914000,3623
-3.76747,-2.9004,-2.59152,0.644795,0.815041,0.0741423,1.22493,-1.36178,0.032743,0.0696936,0.0535483,6.64585,0.193047,0.136124,3915000,3624
-3.71377,-2.79344,-2.55221,0.493941,0.805647,0.00236171,1.17107,-1.49143,0.0291586,0.0743389,0.0577012,6.72107,0.19009,0.13923,3916000,3624
-3.65829,-2.69364,-2.47216,0.436178,0.663428,-0.0373523,0.815752,-1.34821,0.0312345,0.0706603,0.0773717,6.68854,0.192005,0.13981,3917000,3625
-3.4543,-2.71647,-2.43801,0.381826,0.674695,-0.0342027,0.767183,-1.28798,0.0315226,0.0580773,0.0733052,6.70025,0.190873,0.137991,3918000,3626
-3.34355,-2.50181,-2.24403,0.326517,0.428151,-0.110013,0.430944,-1.50514,0.0231938,0.0787201,0.0513438,6.68388,0.19197,0.138204,3919000,3627
-3.10096,-2.40633,-2.15071,0.175138,0.375498,-0.205771,0.132815,-1.30539,0.0247965,0.0686683,0.0475282,6.62368,0.195478,0.138695,3920000,3630
-3.18366,-2.41084,-2.1492,0.293285,0.34315,-0.243448,0.138202,-1.30904,0.0233879,0.0732572,0.0556184,6.62685,0.194372,0.136375,3921000,3630
-3.24276,-2.50923,-2.25327,0.278848,0.528763,-0.102479,0.222288,-1.30992,0.0209794,0.0757763,0.061188,6.66522,0.190079,0.137349,3922000,3631
-3.44843,-2.4435,-2.20559,0.267129,0.349243,-0.123888,0.25762,-1.44808,0.0321958,0.0751396,0.0640454,6.67109,0.193068,0.137157,3923000,3632
-3.31594,-2.44444,-2.22192,0.177684,0.446559,-0.233854,0.340365,-1.37512,0.0207683,0.0794236,0.0737171,6.79982,0.193288,0.136789,3924000,3633
-3.23799,-2.50263,-2.24674,0.177088,0.521952,-0.195566,0.521726,-1.41032,0.0174744,0.076426,0.041387,6.5158,0.190721,0.135821,3925000,3633
-3.31791,-2.44318,-2.17257,0.208249,0.377848,-0.121268,0.162289,-1.30481,0.0283364,0.0712998,0.0544333,6.56467,0.193416,0.13707,3926000,3634
-3.18401,-2.36647,-2.1249,0.129068,0.318435,-0.179733,0.0757588,-1.40919,0.0226161,0.0781192,0.0437774,6.75798,0.191473,0.13697,3927000,3635
-3.36164,-2.54335,-2.30173,0.343766,0.567008,-0.100957,0.364019,-1.28651,0.017977,0.0820881,0.0646398,6.62677,0.196314,0.138071,3928000,3636
-3.34234,-2.63958,-2.37419,0.41754,0.536027,-0.0133976,0.507277,-1.16891,0.0252087,0.071059,0.0535352,6.71656,0.191368,0.140058,3929000,3637
-3.35411,-2.56172,-2.31224,0.297759,0.544497,-0.119804,0.461741,-1.26356,0.0344278,0.061707,0.0683763,6.72354,0.193882,0.137616,3930000,3637
-3.30768,-2.45555,-2.18322,0.225873,0.35166,-0.0811998,0.269538,-1.3649,0.024224,0.0764467,0.0458248,6.61489,0.194261,0.136854,3931000,3638
-3.26762,-2.59863,-2.33185,0.413387,0.508266,0.00879333,0.255001,-1.15228,0.0306844,0.0580772,0.0822948,6.73317,0.192616,0.137753,3932000,3639
-3.55068,-2.64265,-2.36626,0.296642,0.613508,-0.187185,1.01582,-1.54429,0.0286596,0.0744702,0.0569389,6.69413,0.1896,0.138199,3933000,3640
-3.39988,-2.44463,-2.18609,0.120442,0.426655,-0.266059,0.509558,-1.56412,0.0281221,0.0777856,0.0513461,6.76394,0.193358,0.138313,3934000,3641
-3.33922,-2.30857,-2.05966,-0.0536926,0.27602,-0.326778,0.189555,-1.62839,0.0260338,0.0862166,0.0641171,6.52842,0.193033,0.138503,3935000,3641
-3.12196,-2.12544,-1.9002,-0.142944,0.120888,-0.447851,-0.195429,-1.51494,0.0233283,0.0865424,0.0391143,6.71728,0.193749,0.135875,3936000,3642
-3.04787,-2.15188,-1.89332,-0.105451,0.165435,-0.432959,-0.229015,-1.44941,0.0306895,0.0610529,0.0532401,6.72574,0.191506,0.138636,3937000,3643
-3.16736,-2.32718,-2.06299,0.0520838,0.342294,-0.302682,0.105823,-1.45995,0.0217195,0.081149,0.0491495,6.74844,0.191738,0.140301,3938000,3644
-3.28225,-2.29711,-2.03044,-0.0603842,0.337826,-0.343412,0.0546817,-1.53516,0.021065,0.0902137,0.0616118,6.73217,0.193553,0.134191,3939000,3644
-3.29648,-2.50056,-2.24391,0.137357,0.48425,-0.176655,0.480925,-1.37565,0.0259154,0.0708026,0.0653592,6.72136,0.18983,0.136431,3940000,3645
-3.19225,-2.32117,-2.0586,0.0140373,0.337607,-0.303952,0.0333567,-1.37856,0.0278416,0.0701772,0.0576376,6.67721,0.193075,0.140547,3941000,3646
-3.17243,-2.17582,-1.94243,-0.0637946,0.188591,-0.457242,-0.0668511,-1.49413,0.0301552,0.0759735,0.0536383,6.73525,0.194872,0.139932,3942000,3647
-3.1622,-2.20573,-1.98625,0.0194796,0.136493,-0.344042,-0.0732043,-1.5301,0.0324113,0.0731128,0.0472511,6.72734,0.191478,0.137285,3943000,3648
-3.23987,-2.41003,-2.16041,0.144235,0.441435,-0.241395,0.246686,-1.34112,0.0276577,0.0632731,0.0412027,6.57436,0.191894,0.13723,3944000,3648
-3.38431,-2.56158,-2.29734,0.288273,0.525986,-0.0585858,0.383741,-1.19931,0.0277877,0.0738781,0.0586594,6.71514,0.192119,0.138487,3945000,3649
-3.59729,-2.85874,-2.59512,0.60294,0.801412,0.109858,1.131,-1.25295,0.0242168,0.0691149,0.0484282,6.66218,0.194656,0.138625,3946000,3650
-3.74848,-2.81587,-2.5799,0.583302,0.788915,0.0439079,1.19669,-1.32722,0.0356391,0.0692408,0.0567329,6.63891,0.191024,0.139631,3947000,3651
-3.46871,-2.58651,-2.34254,0.314927,0.560711,-0.122747,0.781495,-1.45949,0.024394,0.0767505,0.056569,6.61796,0.19231,0.137116,3948000,3652
-3.38543,-2.46395,-2.25376,0.20205,0.447086,-0.169168,0.447583,-1.3662,0.0256906,0.0764854,0.0555626,6.67079,0.191846,0.138443,3949000,3652
-3.37548,-2.51218,-2.27606,0.289941,0.457389,-0.0123847,0.268268,-1.37991,0.0233321,0.0779534,0.038173,6.67176,0.191688,0.138707,3950000,3653
-3.45822,-2.47731,-2.24648,0.135611,0.462958,-0.257988,0.585282,-1.53484,0.0272769,0.0811739,0.0648161,6.68755,0.192965,0.141992,3951000,3654
-3.27393,-2.38146,-2.15738,-0.0140836,0.408663,-0.306564,0.383961,-1.48997,0.033282,0.0613247,0.0574623,6.63087,0.193968,0.137044,3952000,3655
-3.24866,-2.30318,-2.0562,-0.0465305,0.376165,-0.34564,0.186357,-1.47509,0.0322299,0.0680875,0.0568424,6.55965,0.194208,0.138992,3953000,3655
-3.19798,-2.35104,-2.07768,0.217403,0.304034,-0.207943,-0.181456,-1.20495,0.0239182,0.0814213,0.0567314,6.67755,0.191598,0.1376,3954000,3656
-3.19405,-2.43262,-2.17113,0.192777,0.397366,-0.201065,0.165911,-1.31092,0.0262035,0.0703668,0.0552583,6.75024,0.193774,0.136393,3955000,3657
-3.22059,-2.40432,-2.12621,0.0100577,0.402778,-0.295028,0.433977,-1.52776,0.0182446,0.0767475,0.0533289,6.53423,0.193672,0.140444,3956000,3658
-3.55437,-2.49655,-2.29434,0.284772,0.482341,-0.250661,0.676999,-1.43428,0.0259185,0.0809376,0.0673667,6.65252,0.19476,0.138989,3957000,3659
-3.39268,-2.47732,-2.20841,0.0440919,0.500744,-0.282178,0.544045,-1.44436,0.0226938,0.0841958,0.0507694,6.79285,0.193592,0.141296,3958000,3659
-3.42423,-2.58136,-2.38107,0.274631,0.595483,-0.110754,0.678479,-1.24384,0.0355427,0.0535594,0.0644105,6.52824,0.192369,0.135422,3959000,3660
-3.46586,-2.58445,-2.37246,0.261759,0.535931,-0.230777,0.837008,-1.44475,0.0353011,0.0585599,0.0752793,6.64177,0.194779,0.136515,3960000,3661
-3.36445,-2.52947,-2.2613,0.281077,0.430197,-0.155218,0.613102,-1.53796,0.0267336,0.0661347,0.0541184,6.57859,0.19185,0.13866,3961000,3662
-3.31882,-2.41166,-2.14467,0.129837,0.413681,-0.273537,0.288498,-1.44744,0.0264528,0.0738124,0.0658829,6.58842,0.195279,0.139619,3962000,3662
-3.49166,-2.56835,-2.30422,0.398048,0.554781,-0.0484676,0.462315,-1.2604,0.0338339,0.0627637,0.0385011,6.57846,0.192068,0.137798,3963000,3663
-3.26129,-2.49221,-2.20532,0.146745,0.520318,-0.213716,0.431229,-1.35677,0.0258478,0.060644,0.0531281,6.56198,0.194835,0.138661,3964000,3664
-3.45038,-2.55917,-2.28834,0.182011,0.542736,-0.191958,0.662462,-1.45352,0.0289694,0.0723053,0.0608984,6.63995,0.194893,0.139477,3965000,3665
-3.44536,-2.49608,-2.23389,0.221224,0.477292,-0.125332,0.458065,-1.33761,0.0245912,0.0750652,0.0408581,6.58623,0.195813,0.136941,3966000,3666
-3.5381,-2.63216,-2.379,0.312364,0.546892,-0.125874,0.858762,-1.45492,0.0334743,0.0569427,0.063307,6.59479,0.196361,0.138179,3967000,3666
-3.29012,-2.42725,-2.205,0.125054,0.433232,-0.307478,0.433084,-1.52592,0.0349688,0.068036,0.0698179,6.55832,0.19388,0.136675,3968000,3667
-3.44451,-2.49292,-2.22407,0.205939,0.446971,-0.212566,0.412703,-1.46721,0.0205716,0.0902313,0.0658762,6.61347,0.192078,0.137929,3969000,3668
-3.48616,-2.4806,-2.24323,0.172534,0.449114,-0.243306,0.670053,-1.56554,0.025556,0.0846081,0.0655337,6.60293,0.192631,0.139461,3970000,3669
-3.36435,-2.60203,-2.34998,0.263069,0.638135,-0.123458,0.683928,-1.3471,0.0208229,0.0709983,0.0650714,6.78056,0.196003,0.139431,3971000,3670
-3.40626,-2.4709,-2.22853,0.250954,0.448602,-0.190439,0.344691,-1.28602,0.0292192,0.0692505,0.0710074,6.77474,0.193727,0.139861,3972000,3670
-3.47339,-2.60803,-2.28531,0.287326,0.603986,-0.114108,0.620275,-1.40637,0.0270624,0.0772453,0.0513155,6.63105,0.195439,0.138464,3973000,3671
-3.2661,-2.45755,-2.23533,0.227789,0.427875,-0.172354,0.291911,-1.2926,0.0260655,0.0694168,0.0646842,6.6446,0.193277,0.139195,3974000,3672
-3.24209,-2.37248,-2.13304,0.345815,0.279187,-0.175114,-0.00807895,-1.24084,0.027851,0.069289,0.057113,6.69604,0.193128,0.136194,3975000,3673
-3.27012,-2.51348,-2.23032,0.229121,0.410768,-0.143434,0.45601,-1.45875,0.0229979,0.0756947,0.0619595,6.66977,0.193188,0.137191,3976000,3673
-3.29929,-2.64782,-2.37651,0.383095,0.59823,-0.0117373,0.59036,-1.16889,0.0221922,0.0694244,0.0605961,6.62112,0.190632,0.137195,3977000,3674
-3.39202,-2.52908,-2.29683,0.246456,0.569717,-0.241192,0.709546,-1.31407,0.0275588,0.0742697,0.0584032,6.67913,0.193269,0.139251,3978000,3675
-3.51187,-2.61393,-2.33358,0.255386,0.590214,-0.0974747,0.74575,-1.41318,0.0296345,0.0695078,0.0604123,6.5935,0.196426,0.139169,3979000,3676
-3.17386,-2.5445,-2.28033,0.367043,0.473412,-0.0616102,0.331561,-1.26033,0.0193024,0.0746673,0.0644498,6.6353,0.195669,0.138581,3980000,3677
-3.33727,-2.48254,-2.23047,0.245301,0.391595,-0.219094,0.510302,-1.46763,0.0262115,0.0753974,0.071253,6.72065,0.196296,0.136082,3981000,3677
-3.22659,-2.38694,-2.13701,0.188493,0.319347,-0.174368,0.212744,-1.41113,0.0293474,0.0685472,0.0499732,6.63598,0.193749,0.13787,3982000,3678
-3.21349,-2.41131,-2.1729,0.0985851,0.39585,-0.214474,0.248161,-1.36253,0.0291611,0.0718176,0.0612499,6.58565,0.191711,0.138664,3983000,3679
-3.29537,-2.41805,-2.20782,0.249417,0.359211,-0.294983,0.327609,-1.41488,0.0307001,0.0731526,0.0780341,6.66563,0.191904,0.137093,3984000,3680
-3.41165,-2.61236,-2.35135,0.348796,0.531296,-0.0911855,0.657101,-1.33508,0.0340392,0.0553073,0.063793,6.71808,0.193581,0.140096,3985000,3681
-3.55932,-2.76093,-2.52712,0.49229,0.770745,-0.0343746,1.07243,-1.29676,0.0267298,0.068103,0.0563411,6.71,0.194546,0.13768,3986000,3681
-3.49752,-2.6815,-2.41228,0.491386,0.592378,-0.0994242,0.71361,-1.24922,0.0364979,0.0610499,0.0708345,6.64615,0.194108,0.136427,3987000,3682
-3.24847,-2.44203,-2.21658,0.264093,0.37316,-0.212954,0.15217,-1.31618,0.035441,0.0592304,0.0891983,6.69996,0.195549,0.136651,3988000,3683
-3.34129,-2.49428,-2.20758,0.211587,0.400823,-0.217164,0.417973,-1.33236,0.0362626,0.0589889,0.0760897,6.82987,0.193448,0.139063,3989000,3684
-3.2037,-2.24912,-2.0175,0.0640783,0.157271,-0.344351,-0.0643823,-1.50626,0.0388833,0.0678233,0.085045,6.60131,0.194487,0.138092,3990000,3684
-3.09002,-2.32805,-2.0682,0.120812,0.316618,-0.289723,0.0167754,-1.33326,0.0202366,0.0691327,0.0590394,6.66164,0.190604,0.13938,3991000,3685
-3.16099,-2.38473,-2.11654,0.0608446,0.374395,-0.312924,0.132442,-1.4002,0.0227446,0.0731242,0.0787183,6.73869,0.190792,0.139284,3992000,3686
-2.96157,-2.18172,-1.96337,0.116454,0.13858,-0.382187,-0.27693,-1.37737,0.030759,0.0634082,0.058511,6.73625,0.191816,0.137449,3993000,3687
-3.33508,-2.44007,-2.24033,0.239762,0.37365,-0.227683,0.35444,-1.32919,0.030854,0.0733272,0.0923803,6.64941,0.189572,0.137662,3994000,3688
-3.48321,-2.63009,-2.37139,0.372615,0.600409,-0.09933,0.792562,-1.39888,0.0309883,0.062467,0.055052,6.69686,0.193453,0.136028,3995000,3688
-3.51771,-2.78178,-2.52971,0.563834,0.6923,0.104318,0.911954,-1.26305,0.0270808,0.0623471,0.0616633,6.72672,0.19381,0.13813,3996000,3689
-3.45653,-2.65439,-2.41057,0.335507,0.615331,-0.0661311,0.776163,-1.29746,0.0312218,0.0618618,0.071933,6.63224,0.191596,0.139774,3997000,3690
-3.22919,-2.54766,-2.2687,0.158468,0.579613,-0.200259,0.518571,-1.34519,0.0156653,0.0773514,0.0659125,6.67541,0.190349,0.136641,3998000,3691
-3.23651,-2.49641,-2.27863,0.261818,0.527327,-0.178621,0.310223,-1.15177,0.0254703,0.0627238,0.0643034,6.58625,0.191498,0.137586,3999000,3691
-3.23709,-2.43091,-2.17704,0.118559,0.4149,-0.195023,0.187593,-1.33141,0.0294961,0.0644166,0.061068,6.60371,0.194376,0.139814,4000000,3692
-3.17913,-2.27063,-2.00314,-0.0791399,0.333664,-0.415192,0.0738374,-1.3566,0.0281069,0.0679638,0.0584685,6.6321,0.194552,0.13797,4001000,3693
-3.08477,-2.30996,-2.0795,0.253536,0.243027,-0.207409,-0.19449,-1.25644,0.0306367,0.0659591,0.0728018,6.69834,0.193558,0.13923,4002000,3694
-3.18419,-2.28922,-2.07281,-0.0151347,0.335425,-0.342057,-0.0536271,-1.32839,0.0354717,0.0572836,0.0726925,6.6402,0.195012,0.137814,4003000,3695
-3.13749,-2.2828,-2.07764,0.0433587,0.23854,-0.304507,-0.141191,-1.29568,0.0315292,0.0643762,0.0816911,6.6185,0.192197,0.138415,4004000,3695
-3.29321,-2.39736,-2.15142,0.121672,0.412338,-0.233725,0.230133,-1.36474,0.0291311,0.0779875,0.0583556,6.77612,0.193362,0.138454,4005000,3696
-3.24958,-2.38738,-2.166,0.0772034,0.398877,-0.340804,0.317641,-1.43407,0.0330012,0.0595457,0.0686135,6.63553,0.190177,0.137216,4006000,3697
-2.95908,-2.19598,-1.92129,-0.0470299,0.225073,-0.376076,-0.37987,-1.41038,0.0218351,0.0756343,0.0575789,6.51067,0.189674,0.139388,4007000,3698
-2.92169,-2.01259,-1.789,-0.272924,-0.00646324,-0.52458,-0.566451,-1.42039,0.0257378,0.0758478,0.0747237,6.73125,0.192364,0.137309,4008000,3699
-3.19646,-2.24376,-1.96309,0.0379415,0.105461,-0.326994,0.0278563,-1.50899,0.0327354,0.0636962,0.0508866,6.59686,0.193043,0.139308,4009000,3699
-3.25903,-2.50388,-2.26753,0.239863,0.498006,-0.20467,0.511152,-1.3663,0.0230174,0.0846055,0.0499629,6.72493,0.195843,0.139017,4010000,3700
-3.351,-2.47752,-2.27476,0.249748,0.481528,-0.22016,0.443806,-1.32179,0.0325489,0.0650884,0.0620895,6.63193,0.194096,0.139459,4011000,3701
-3.20782,-2.46837,-2.27955,0.258704,0.495003,-0.134743,0.299276,-1.23605,0.0242244,0.0698619,0.05697,6.54261,0.194549,0.137193,4012000,3702
-3.24171,-2.42596,-2.1464,0.169023,0.422916,-0.214489,0.190197,-1.35195,0.0247387,0.0713888,0.052126,6.64227,0.193046,0.137433,4013000,3702
-3.32015,-2.43534,-2.18545,0.0992367,0.467475,-0.277739,0.26623,-1.34858,0.0311011,0.0688532,0.0644024,6.57376,0.194803,0.138612,4014000,3703
-3.27268,-2.43954,-2.22098,0.163268,0.457118,-0.264647,0.346185,-1.36442,0.0276598,0.0703206,0.0722284,6.7785,0.192725,0.137886,4015000,3704
-3.49849,-2.72343,-2.47333,0.459032,0.705312,0.00409256,0.729336,-1.19043,0.0250959,0.0717679,0.058929,6.67241,0.196561,0.141173,4016000,3705
-3.61058,-3.03644,-2.80561,0.682215,1.05243,0.185526,1.42908,-1.13597,0.0194555,0.0719564,0.0699691,6.66001,0.195143,0.138596,4017000,3706
-3.65287,-2.93131,-2.6791,0.618682,0.850096,0.116534,1.27398,-1.25036,0.0411094,0.0458445,0.0789026,6.70034,0.196815,0.136527,4018000,3706
-3.56883,-2.78613,-2.54568,0.510016,0.720985,0.0496288,0.876159,-1.18376,0.0256457,0.0758655,0.0768736,6.64583,0.192786,0.13954,4019000,3707
-3.42978,-2.67788,-2.42758,0.4656,0.599369,0.0299713,0.703804,-1.17868,0.0278768,0.0580619,0.05479,6.70001,0.19648,0.140265,4020000,3710
-3.49113,-2.5928,-2.34795,0.304029,0.511174,-0.136967,0.615898,-1.29657,0.0321081,0.0725319,0.0752039,6.65723,0.195977,0.139235,4021000,3712
-3.35808,-2.66386,-2.39786,0.356401,0.598007,-0.0712449,0.813645,-1.29004,0.0287316,0.063071,0.0707466,6.65561,0.198045,0.139459,4022000,3713
-3.41516,-2.63123,-2.4301,0.317972,0.585315,-0.0962384,0.720296,-1.34054,0.0304923,0.0710331,0.0849003,6.6147,0.196458,0.137762,4023000,3714
-3.62994,-2.61377,-2.3991,0.257769,0.622887,-0.223755,0.829372,-1.39336,0.0368243,0.0740284,0.0705455,6.81613,0.195307,0.135902,4024000,3715
-3.60361,-2.85441,-2.60211,0.453286,0.764445,0.0611906,1.09703,-1.28175,0.0266466,0.0698504,0.0794883,6.6632,0.194241,0.138505,4025000,3716
-3.50828,-2.74416,-2.48526,0.503369,0.61796,0.00330134,0.825577,-1.34187,0.0264558,0.0721144,0.0711278,6.63403,0.195649,0.137343,4026000,3718
-3.42067,-2.63817,-2.35125,0.232383,0.636224,-0.113854,0.766737,-1.47856,0.0272614,0.0649322,0.0587315,6.78169,0.195239,0.136387,4027000,3719
-3.53003,-2.63276,-2.42683,0.497752,0.598458,-0.0733523,0.747851,-1.26802,0.0282905,0.0700491,0.0754469,6.59075,0.193764,0.140076,4028000,3720
-3.52771,-2.65512,-2.41034,0.447525,0.551103,0.00190175,0.574571,-1.30482,0.0263294,0.0813623,0.0696946,6.63216,0.196386,0.13808,4029000,3721
-3.40627,-2.68395,-2.41975,0.506453,0.623415,0.0534585,0.494829,-1.07185,0.0265413,0.0662282,0.0579672,6.66319,0.193889,0.137914,4030000,3722
-3.47065,-2.7436,-2.48094,0.465727,0.698265,0.0127761,0.801489,-1.2071,0.0252893,0.0705311,0.0627262,6.7018,0.193977,0.136864,4031000,3724
-3.53018,-2.74834,-2.53041,0.471033,0.750397,-0.0963095,1.0656,-1.28723,0.0308098,0.0738561,0.0578088,6.64799,0.192478,0.136851,4032000,3725
-3.53921,-2.7408,-2.53144,0.621139,0.615742,0.0869467,0.760744,-1.22463,0.0302443,0.0642965,0.0626929,6.57558,0.192135,0.137248,4033000,3726
-3.51486,-2.86326,-2.61186,0.587026,0.821392,0.0694328,1.14132,-1.24164,0.0172294,0.0729116,0.0600561,6.57689,0.195094,0.136493,4034000,3727
-3.61271,-2.76538,-2.53774,0.489079,0.76197,-0.088213,1.16159,-1.33621,0.0273384,0.077117,0.0651276,6.64476,0.192537,0.139721,4035000,3728
-3.51605,-2.695,-2.50298,0.494577,0.727221,-0.0937368,0.893318,-1.20987,0.0305141,0.0654016,0.0623746,6.71035,0.192205,0.139382,4036000,3729
-3.40107,-2.65772,-2.38579,0.3724,0.65101,-0.052175,0.698079,-1.32742,0.0237965,0.0708452,0.0652858,6.53559,0.192823,0.138159,4037000,3731
-3.37591,-2.65405,-2.39832,0.374241,0.645124,-0.0902984,0.635642,-1.19518,0.0276389,0.0668575,0.066767,6.53423,0.193311,0.135901,4038000,3732
-3.40278,-2.66806,-2.43256,0.260269,0.694271,-0.118981,0.822912,-1.24361,0.0154125,0.0853962,0.0717153,6.65476,0.195569,0.137913,4039000,3733
-3.45619,-2.73103,-2.48596,0.489886,0.709873,0.0017073,0.654932,-1.04859,0.0271633,0.0607016,0.0619613,6.72672,0.194989,0.138805,4040000,3734
-3.36341,-2.6039,-2.38061,0.399817,0.584167,-0.0321695,0.556113,-1.19358,0.0272849,0.0591935,0.0540981,6.75533,0.194653,0.136708,4041000,3735
-3.33376,-2.66505,-2.35697,0.481031,0.588689,-0.0240225,0.497829,-1.11677,0.0248249,0.0609783,0.0615466,6.71271,0.192286,0.137121,4042000,3737
-3.40031,-2.60768,-2.41123,0.381599,0.530548,-0.0708397,0.700328,-1.28062,0.0194952,0.0798567,0.0735896,6.62227,0.192183,0.138213,4043000,3738
-3.314,-2.58301,-2.29466,0.301765,0.545049,-0.0779484,0.34951,-1.21603,0.0147402,0.0859905,0.0438655,6.64096,0.194566,0.135487,4044000,3739
-3.27428,-2.54093,-2.28738,0.361184,0.510614,-0.118726,0.288906,-1.21761,0.0216804,0.0724514,0.071353,6.57368,0.191312,0.13766,4045000,3740
-3.20675,-2.40437,-2.1705,0.156854,0.373249,-0.247099,0.160132,-1.25925,0.027128,0.0729125,0.0637167,6.64322,0.193636,0.138073,4046000,3741
-3.40061,-2.64066,-2.39518,0.354573,0.641468,-0.0681795,0.575339,-1.20511,0.026891,0.0684656,0.0802038,6.69858,0.19368,0.139164,4047000,3743
-3.20343,-2.3664,-2.08234,0.137312,0.348717,-0.272453,0.0210598,-1.22143,0.0240932,0.0697352,0.0470271,6.66407,0.196317,0.137029,4048000,3744
-2.99728,-2.41307,-2.19731,0.238212,0.352166,-0.165778,-0.117369,-1.19009,0.0201258,0.0667184,0.0864182,6.62488,0.192906,0.134803,4049000,3745
-3.10167,-2.28768,-2.03549,-0.114498,0.291368,-0.322814,-0.0214291,-1.47969,0.0212251,0.0822196,0.0579851,6.69378,0.195164,0.137925,4050000,3746
-3.20785,-2.38922,-2.13499,0.145722,0.349432,-0.195735,0.191083,-1.27903,0.0196499,0.0740683,0.0633906,6.53245,0.194284,0.139741,4051000,3747
-3.16941,-2.38444,-2.17102,0.170476,0.354994,-0.245787,0.164773,-1.34651,0.0260027,0.0731593,0.0593495,6.57932,0.19792,0.138506,4052000,3749
-3.16807,-2.22991,-2.02184,0.024421,0.128212,-0.329551,-0.169101,-1.44988,0.0276456,0.0852647,0.078727,6.67498,0.19697,0.133944,4053000,3750
-3.02393,-2.19041,-1.94304,-0.130787,0.210598,-0.422961,-0.131112,-1.4981,0.0384588,0.0519704,0.0594164,6.6089,0.192332,0.14032,4054000,3751
-3.33171,-2.28441,-2.07728,-0.0981115,0.261808,-0.434922,0.317149,-1.56757,0.0335755,0.0705673,0.0725907,6.62663,0.192269,0.135795,4055000,3752
-3.32394,-2.28909,-2.03871,-0.108991,0.369397,-0.505663,0.396365,-1.6649,0.0329856,0.0741538,0.0710259,6.68895,0.193076,0.137397,4056000,3753
-3.32193,-2.41544,-2.18782,0.0653151,0.336191,-0.252147,0.43839,-1.64341,0.0294147,0.0676684,0.0764141,6.6996,0.191661,0.135643,4057000,3753
-3.23981,-2.35631,-2.10492,0.0445877,0.366529,-0.367023,0.236839,-1.33563,0.0225325,0.075393,0.0664467,6.58086,0.197652,0.136978,4058000,3754
-3.20825,-2.44469,-2.22884,0.256402,0.408419,-0.16506,0.129729,-1.18185,0.0277684,0.061502,0.0624613,6.65033,0.193548,0.13738,4059000,3755
-3.43828,-2.5206,-2.3068,0.16411,0.521107,-0.200057,0.51833,-1.37761,0.0299736,0.0737904,0.0750423,6.6329,0.194438,0.138626,4060000,3756
-3.33909,-2.53934,-2.28948,0.176719,0.559651,-0.226259,0.585927,-1.33546,0.027625,0.0656846,0.0627382,6.58189,0.192219,0.137474,4061000,3757
-3.46782,-2.62827,-2.36634,0.362484,0.612753,-0.094611,0.700422,-1.35566,0.0307667,0.0653758,0.0548421,6.69632,0.19112,0.138934,4062000,3757
-3.33678,-2.60378,-2.32883,0.289694,0.568457,-0.0786896,0.566288,-1.32072,0.0301022,0.0632889,0.0654185,6.58604,0.195398,0.135791,4063000,3758
-3.48129,-2.62494,-2.37167,0.340155,0.571719,-0.0815941,0.716168,-1.38901,0.0382272,0.0518585,0.075269,6.65025,0.192781,0.139005,4064000,3759
-3.3955,-2.57159,-2.30165,0.139986,0.603491,-0.231642,0.676365,-1.43967,0.0326682,0.0590843,0.0654164,6.55165,0.196409,0.135955,4065000,3760
-3.45951,-2.53508,-2.30915,0.226039,0.506269,-0.215659,0.539426,-1.42582,0.0373326,0.0681964,0.0877512,6.62641,0.196646,0.137687,4066000,3760
-3.23629,-2.50094,-2.22259,0.246231,0.405229,-0.0359183,0.133792,-1.3009,0.0289631,0.0687438,0.0510676,6.74859,0.194755,0.135978,4067000,3761
-3.39644,-2.43382,-2.18549,-0.00494646,0.474888,-0.417981,0.554436,-1.49745,0.0327899,0.0751762,0.0722181,6.65115,0.193883,0.135433,4068000,3762
-3.46265,-2.54045,-2.26089,0.0779826,0.534795,-0.251956,0.615093,-1.50195,0.022437,0.0811407,0.0768701,6.67108,0.188939,0.137984,4069000,3763
-3.52868,-2.65873,-2.40482,0.321435,0.600193,-0.0741747,0.695485,-1.28671,0.0296022,0.0719423,0.0612153,6.68141,0.192566,0.135706,4070000,3764
-3.46941,-2.61897,-2.38793,0.333428,0.611505,-0.142618,0.70883,-1.33923,0.027814,0.0641089,0.0637191,6.7676,0.194952,0.135194,4071000,3764
-3.50207,-2.68602,-2.42636,0.391144,0.649949,-0.0284169,0.768444,-1.29367,0.0398656,0.0533155,0.0602651,6.55148,0.193548,0.137393,4072000,3765
