BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.73395,-2.17123,-2.06756,0.0692391,6.68396,0.188502,0.143462,893000,2252
-2.516,-2.1818,-2.04651,0.0608062,6.69888,0.186917,0.144861,894000,2255
-2.53869,-2.19111,-2.01965,0.0573537,6.5442,0.18827,0.144062,895000,2259
-2.63525,-2.17725,-2.02007,0.0646269,6.61421,0.188305,0.143864,896000,2261
-2.6305,-2.17152,-2.05113,0.0634302,6.66188,0.188857,0.144044,897000,2263
-2.63939,-2.16996,-2.0428,0.0604883,6.74683,0.189891,0.141717,898000,2266
-2.61214,-2.1858,-2.03257,0.0584302,6.68824,0.190701,0.142225,899000,2269
-2.72353,-2.17797,-2.06107,0.069705,6.64332,0.188751,0.142497,900000,2271
-2.6151,-2.17147,-2.07102,0.0643869,6.69201,0.191532,0.141204,901000,2274
-2.64598,-2.18701,-2.08446,0.0688289,6.56776,0.189239,0.140755,902000,2277
-2.57943,-2.18975,-2.06719,0.0637217,6.73523,0.191332,0.141148,903000,2280
-2.62125,-2.192,-2.05046,0.0659583,6.64708,0.192653,0.143283,904000,2283
-2.62472,-2.17986,-2.04987,0.0652975,6.65188,0.187084,0.140905,905000,2286
-2.64284,-2.19962,-2.03923,0.0666944,6.63168,0.189155,0.142238,906000,2289
-2.61915,-2.22464,-2.02206,0.0648894,6.55051,0.189866,0.142565,907000,2292
-2.67993,-2.18406,-2.05824,0.0654628,6.66757,0.189656,0.141228,908000,2295
-2.67915,-2.19302,-2.05895,0.0653638,6.77431,0.189501,0.141857,909000,2299
-2.61933,-2.18083,-2.04688,0.0623373,6.6971,0.19061,0.141694,910000,2302
-2.60853,-2.1837,-2.06421,0.0725673,6.66333,0.18997,0.142983,911000,2305
-2.55038,-2.15538,-2.03042,0.0633455,6.65125,0.187972,0.145169,912000,2307
-2.53266,-2.1736,-2.06063,0.0548483,6.73097,0.189586,0.142656,913000,2309
-2.6626,-2.19712,-2.1014,0.0707361,6.65449,0.187262,0.140814,914000,2311
-2.6187,-2.18944,-2.06279,0.0647655,6.68283,0.190343,0.142118,915000,2314
-2.57793,-2.19841,-2.08647,0.0636317,6.60448,0.186777,0.142125,916000,2316
-2.57583,-2.20072,-2.07024,0.0637796,6.68197,0.189137,0.140575,917000,2319
-2.54338,-2.1773,-2.00889,0.0600831,6.67759,0.188923,0.146099,918000,2321
-2.56731,-2.15632,-2.04446,0.0630043,6.69353,0.190829,0.142338,919000,2324
-2.60166,-2.15284,-2.05112,0.0626554,6.52632,0.191891,0.142996,920000,2334
-2.49952,-2.19379,-2.04898,0.0558136,6.71682,0.191755,0.142537,921000,2337
-2.54196,-2.182,-2.06682,0.0574278,6.70769,0.188845,0.143285,922000,2341
-2.58939,-2.17466,-2.04924,0.0647848,6.69407,0.190881,0.142515,923000,2344
-2.53414,-2.17711,-2.04519,0.0610282,6.70107,0.186794,0.142895,924000,2346
-2.61574,-2.16115,-2.06832,0.0596238,6.75972,0.191772,0.143115,925000,2348
-2.67761,-2.18417,-2.04533,0.0678011,6.65781,0.190135,0.1435,926000,2350
-2.54862,-2.18117,-2.05725,0.0614938,6.65215,0.189609,0.143665,927000,2353
-2.68492,-2.1624,-2.07429,0.0644595,6.76587,0.192139,0.141963,928000,2355
-2.65687,-2.18162,-2.04952,0.0659643,6.73062,0.188426,0.142824,929000,2357
-2.57341,-2.17234,-2.02014,0.0596201,6.63229,0.187273,0.143267,930000,2360
-2.69586,-2.15982,-2.08458,0.0705176,6.591,0.189788,0.143145,931000,2363
-2.67207,-2.19274,-2.05624,0.0674148,6.66267,0.19058,0.141749,932000,2365
-2.58717,-2.18855,-2.06104,0.0650041,6.72746,0.185199,0.141817,933000,2367
-2.65042,-2.17949,-2.05669,0.0700969,6.63668,0.189737,0.144291,934000,2369
-2.65055,-2.17443,-2.02472,0.0666597,6.82462,0.187939,0.142792,935000,2372
-2.65347,-2.16452,-2.03126,0.0674848,6.76521,0.191815,0.144791,936000,2374
-2.63066,-2.15699,-2.09175,0.0645009,6.55734,0.189818,0.142176,937000,2377
-2.68855,-2.17312,-2.05274,0.0660067,6.5991,0.190509,0.141917,938000,2379
-2.5996,-2.18425,-2.05716,0.0629627,6.65835,0.189889,0.143122,939000,2382
-2.66901,-2.17736,-2.08727,0.0644156,6.67517,0.190398,0.143549,940000,2385
-2.66867,-2.17564,-2.05057,0.0641394,6.79649,0.193893,0.142839,941000,2387
-2.5785,-2.17378,-2.02542,0.0587392,6.72812,0.187128,0.143637,942000,2390
-2.59539,-2.18997,-2.00909,0.0622131,6.59065,0.186797,0.143987,943000,2392
-2.53299,-2.14912,-2.07421,0.0533065,6.6222,0.187691,0.145135,944000,2395
-2.59551,-2.20513,-2.05277,0.0632391,6.58924,0.189455,0.141644,945000,2398
-2.60249,-2.15797,-2.03458,0.0686747,6.61885,0.189405,0.142971,946000,2400
-2.62766,-2.17036,-2.03445,0.0638675,6.74323,0.190741,0.144413,947000,2403
-2.61862,-2.18596,-2.05974,0.0623013,6.62348,0.187271,0.143024,948000,2407
-2.67199,-2.17237,-2.07812,0.062851,6.73032,0.188009,0.142131,949000,2409
-2.61187,-2.1758,-2.07594,0.0616789,6.5667,0.186373,0.144365,950000,2412
-2.564,-2.17953,-2.03158,0.0615368,6.59387,0.191386,0.142898,951000,2415
-2.61305,-2.16616,-2.06245,0.0654965,6.59887,0.188624,0.142931,952000,2418
-2.7029,-2.18892,-2.03602,0.0663535,6.64884,0.185588,0.14228,953000,2420
-2.67325,-2.18001,-2.01641,0.0676726,6.69901,0.187885,0.146072,954000,2423
-2.63319,-2.1729,-2.07629,0.0615872,6.78451,0.188238,0.142971,955000,2426
-2.47558,-2.14502,-2.02621,0.0563927,6.59936,0.189261,0.145552,956000,2429
-2.59166,-2.18816,-2.04243,0.0614816,6.6379,0.189586,0.14405,957000,2432
-2.63842,-2.19567,-2.04686,0.058564,6.74175,0.19048,0.14104,958000,2435
-2.61407,-2.17846,-2.05036,0.0616013,6.55737,0.188689,0.143401,959000,2438
-2.49644,-2.19199,-2.06222,0.0626196,6.62432,0.188726,0.141843,960000,2441
-2.6546,-2.19288,-2.06661,0.0669801,6.68485,0.190427,0.142745,961000,2444
-2.63947,-2.17222,-2.06432,0.0686154,6.64396,0.189659,0.141021,962000,2447
-2.56969,-2.19596,-2.0517,0.0608779,6.55655,0.18968,0.142051,963000,2449
-2.69287,-2.17686,-2.08535,0.0632472,6.68136,0.193076,0.140663,964000,2451
-2.59997,-2.19887,-2.05577,0.0640384,6.62433,0.189463,0.142303,965000,2453
-2.5504,-2.14856,-2.04919,0.0629277,6.72303,0.188284,0.145235,966000,2455
-2.59813,-2.2032,-2.05188,0.0625145,6.66239,0.185152,0.143727,967000,2458
-2.54069,-2.16776,-2.05626,0.0609496,6.63613,0.186908,0.143445,968000,2461
-2.63033,-2.20297,-2.03528,0.0629924,6.7487,0.18889,0.142401,969000,2464
-2.62256,-2.18121,-2.0305,0.0593552,6.69297,0.185765,0.140279,970000,2467
-2.59137,-2.17882,-2.02909,0.0595242,6.69994,0.189376,0.144367,971000,2470
-2.54792,-2.17983,-2.06403,0.0596046,6.59353,0.18772,0.142332,972000,2474
-2.65366,-2.18016,-2.04158,0.0687466,6.55403,0.188727,0.141488,973000,2477
-2.72564,-2.16039,-2.07158,0.0663782,6.68382,0.186919,0.145223,974000,2480
-2.56911,-2.18016,-2.05407,0.0580311,6.68486,0.188596,0.144035,975000,2483
-2.62048,-2.18377,-2.04131,0.0553212,6.6831,0.188639,0.143635,976000,2486
-2.53639,-2.16614,-2.04729,0.0553682,6.7722,0.188132,0.142827,977000,2490
-2.57563,-2.161,-2.04262,0.0606723,6.66575,0.186954,0.144517,978000,2493
-2.60194,-2.17736,-2.04699,0.0543479,6.78146,0.187112,0.14404,979000,2496
-2.4934,-2.19071,-2.03651,0.0541935,6.60027,0.188643,0.143379,980000,2499
-2.60555,-2.16751,-2.04171,0.0612032,6.65026,0.188188,0.142827,981000,2501
-2.55088,-2.18597,-2.04874,0.0560083,6.68859,0.187605,0.141134,982000,2504
-2.63429,-2.1526,-2.05079,0.0618924,6.77611,0.187311,0.142856,983000,2507
-2.53978,-2.16985,-2.03983,0.0568507,6.65354,0.187356,0.143336,984000,2511
-2.55874,-2.16344,-2.05856,0.0583713,6.69191,0.186403,0.142968,985000,2514
-2.58928,-2.17345,-2.07685,0.0650008,6.61981,0.187877,0.141306,986000,2517
-2.66484,-2.18499,-2.05872,0.0712539,6.53858,0.186388,0.144147,987000,2520
-2.59533,-2.17361,-2.07072,0.0601715,6.60458,0.186091,0.142495,988000,2523
-2.57033,-2.1592,-2.05844,0.0582554,6.61148,0.18775,0.142736,989000,2526
-2.62275,-2.1809,-2.05679,0.0681529,6.64115,0.188587,0.14091,990000,2530
-2.66778,-2.18213,-2.05047,0.070388,6.73525,0.188937,0.142644,991000,2533
-2.63318,-2.16936,-2.03131,0.0689828,6.67877,0.187778,0.144336,992000,2536
-2.64306,-2.17497,-2.07979,0.0650803,6.59935,0.189321,0.142668,993000,2539
-2.58108,-2.17398,-2.06148,0.0599433,6.67089,0.188384,0.142458,994000,2542
-2.67699,-2.17464,-2.05775,0.0627185,6.5318,0.18471,0.141718,995000,2545
-2.62661,-2.17437,-2.01688,0.0602087,6.58003,0.184991,0.143699,996000,2547
-2.57917,-2.20169,-2.04008,0.058923,6.71806,0.185956,0.14237,997000,2550
-2.61107,-2.18659,-2.03294,0.0596582,6.6289,0.187607,0.144614,998000,2553
-2.53471,-2.17761,-2.01777,0.0478843,6.59267,0.183584,0.142196,999000,2555
-2.554,-2.17009,-2.0379,0.0604601,6.71818,0.188886,0.14595,1000000,2558
-2.53148,-2.18274,-2.0252,0.0584566,6.73008,0.186878,0.143131,1001000,2561
-2.56993,-2.19424,-2.05147,0.060188,6.70738,0.185183,0.141521,1002000,2563
-2.55497,-2.16064,-2.02785,0.0570902,6.8928,0.186665,0.145383,1003000,2565
-2.53286,-2.18492,-2.05943,0.0583309,6.69007,0.186518,0.145534,1004000,2568
-2.6333,-2.15927,-2.06153,0.0622382,6.64573,0.189008,0.143274,1005000,2571
-2.6101,-2.17706,-2.02726,0.056728,6.75491,0.187024,0.144888,1006000,2574
-2.60338,-2.16744,-2.0881,0.0631228,6.56437,0.186776,0.141954,1007000,2576
-2.58765,-2.20937,-2.05764,0.0611855,6.67726,0.187357,0.14178,1008000,2579
-2.59479,-2.1656,-2.02201,0.0532258,6.79155,0.187669,0.143597,1009000,2582
-2.63512,-2.17127,-2.02871,0.0669801,6.67897,0.186983,0.144178,1010000,2585
-2.70304,-2.18937,-2.03977,0.07598,6.72713,0.184568,0.143388,1011000,2587
-2.5698,-2.19064,-2.04444,0.0650676,6.70207,0.188454,0.142826,1012000,2590
-2.68476,-2.17823,-2.06507,0.0688602,6.65749,0.187553,0.140536,1013000,2592
-2.6307,-2.16558,-2.07861,0.0630249,6.67051,0.185556,0.144936,1014000,2594
-2.70037,-2.17455,-2.05407,0.0641776,6.55385,0.188615,0.143541,1015000,2596
-2.6022,-2.17685,-2.05692,0.0611465,6.6287,0.187399,0.143194,1016000,2599
-2.59986,-2.15974,-2.02094,0.0611601,6.77311,0.187989,0.145648,1017000,2603
-2.68555,-2.19528,-2.04872,0.0677976,6.69509,0.186199,0.144195,1018000,2605
-2.58054,-2.1803,-2.05226,0.0582223,6.72709,0.187866,0.141617,1019000,2608
-2.63521,-2.17463,-2.08119,0.0631762,6.62115,0.186419,0.143387,1020000,2613
-2.54248,-2.20144,-2.0518,0.0585742,6.82643,0.187636,0.144052,1021000,2615
-2.69181,-2.18215,-2.05217,0.0653713,6.64406,0.186423,0.142514,1022000,2618
-2.58673,-2.15823,-2.05911,0.0595235,6.65504,0.184535,0.141789,1023000,2621
-2.67429,-2.16832,-2.06023,0.0692414,6.63071,0.186933,0.143458,1024000,2625
-2.72961,-2.14578,-2.05777,0.0745093,6.66418,0.190376,0.143283,1025000,2628
-2.67906,-2.17016,-2.04622,0.067748,6.74345,0.186615,0.143742,1026000,2630
-2.60361,-2.15186,-2.05891,0.0625979,6.68885,0.186337,0.144523,1027000,2633
-2.55818,-2.20373,-2.06012,0.0591473,6.65096,0.188904,0.143377,1028000,2635
-2.68073,-2.17935,-2.05424,0.0618751,6.56619,0.185105,0.141289,1029000,2638
-2.61847,-2.18444,-2.06136,0.0658537,6.69947,0.183506,0.145428,1030000,2641
-2.59287,-2.18605,-2.04379,0.0605147,6.70631,0.185946,0.142026,1031000,2643
-2.49985,-2.1892,-2.00405,0.0578078,6.61528,0.187653,0.143055,1032000,2647
-2.52869,-2.18406,-2.04314,0.0534627,6.66405,0.186537,0.143795,1033000,2649
-2.62488,-2.186,-2.05504,0.0661486,6.54572,0.18741,0.143222,1034000,2651
-2.51534,-2.15653,-2.02998,0.0577211,6.67553,0.189684,0.143724,1035000,2654
-2.48401,-2.15252,-2.04312,0.0473416,6.72046,0.189172,0.139423,1036000,2657
-2.68411,-2.19132,-2.07383,0.06401,6.53464,0.188661,0.141558,1037000,2659
-2.58936,-2.16316,-2.06362,0.0593933,6.62611,0.185163,0.144044,1038000,2662
-2.5335,-2.16476,-2.05154,0.0589248,6.62046,0.186596,0.141503,1039000,2666
-2.66278,-2.14733,-2.06496,0.0647295,6.75942,0.185458,0.143233,1040000,2669
-2.67974,-2.18321,-2.0455,0.062697,6.67216,0.186567,0.143431,1041000,2671
-2.73459,-2.20112,-2.0994,0.0712587,6.58921,0.191413,0.142223,1042000,2674
-2.48678,-2.18873,-2.05047,0.0546781,6.6536,0.187971,0.143444,1043000,2677
-2.606,-2.18525,-2.04826,0.0585148,6.65634,0.188828,0.142059,1044000,2680
-2.54218,-2.19062,-2.0212,0.0628441,6.68537,0.18804,0.142097,1045000,2683
-2.57205,-2.19253,-2.06305,0.0615201,6.66319,0.18741,0.143275,1046000,2686
-2.58858,-2.18106,-2.02353,0.0593846,6.71092,0.189744,0.142609,1047000,2689
-2.48831,-2.17883,-2.04038,0.0543835,6.7337,0.187278,0.142219,1048000,2691
-2.52993,-2.15058,-2.02569,0.0593789,6.77908,0.187939,0.143334,1049000,2694
-2.58346,-2.16699,-2.04197,0.0591222,6.71557,0.188051,0.1447,1050000,2697
-2.52482,-2.15452,-2.03974,0.0580963,6.69254,0.188112,0.141661,1051000,2699
-2.64426,-2.20003,-2.0816,0.0665886,6.67941,0.190306,0.141632,1052000,2702
-2.62688,-2.18574,-2.06314,0.0620654,6.65437,0.189623,0.142187,1053000,2705
-2.45718,-2.16103,-2.02614,0.0478461,6.50427,0.188486,0.141277,1054000,2708
-2.60865,-2.19391,-2.03546,0.0683685,6.59684,0.188753,0.144034,1055000,2711
-2.62152,-2.20285,-2.06048,0.0618709,6.70416,0.186861,0.141873,1056000,2714
-2.60436,-2.1712,-2.0475,0.0611462,6.56601,0.187744,0.142403,1057000,2718
-2.59017,-2.18181,-2.07372,0.0579473,6.6167,0.189604,0.14157,1058000,2721
-2.57778,-2.1741,-2.07984,0.0551815,6.71416,0.186941,0.143345,1059000,2723
-2.58937,-2.19306,-2.07255,0.0588992,6.76256,0.186725,0.141252,1060000,2725
-2.59966,-2.17346,-2.05204,0.055035,6.77116,0.191014,0.14217,1061000,2727
-2.60927,-2.18618,-2.02401,0.0606626,6.67379,0.184311,0.143519,1062000,2729
-2.59977,-2.19906,-2.05775,0.0641122,6.68939,0.189391,0.141552,1063000,2731
-2.60764,-2.19091,-2.07388,0.0661856,6.64195,0.189762,0.1415,1064000,2734
-2.6226,-2.21363,-2.06401,0.0669327,6.51558,0.184971,0.139962,1065000,2737
-2.54309,-2.17463,-2.07558,0.0542586,6.66767,0.187009,0.141199,1066000,2740
-2.54793,-2.17016,-2.09081,0.0584107,6.75977,0.186996,0.142997,1067000,2744
-2.65435,-2.17634,-2.07608,0.0631025,6.65732,0.186912,0.143915,1068000,2746
-2.61522,-2.17691,-2.07575,0.0587834,6.71172,0.187378,0.14132,1069000,2750
-2.5718,-2.16804,-2.05395,0.0639579,6.69158,0.187828,0.142145,1070000,2753
-2.52978,-2.18129,-2.04459,0.0566541,6.65131,0.18818,0.144099,1071000,2756
-2.47742,-2.1694,-2.01464,0.0546584,6.68611,0.185747,0.142509,1072000,2759
-2.60892,-2.20576,-2.02712,0.0642329,6.682,0.189936,0.142153,1073000,2761
-2.60245,-2.18466,-2.01685,0.0595723,6.6412,0.191075,0.144928,1074000,2763
-2.5799,-2.17942,-2.0248,0.0549732,6.71104,0.186169,0.142529,1075000,2765
-2.62981,-2.19698,-2.05254,0.0703689,6.61026,0.189717,0.140522,1076000,2769
-2.62551,-2.17306,-2.04093,0.0623522,6.65065,0.188477,0.143063,1077000,2771
-2.67638,-2.17197,-2.06527,0.0652238,6.5884,0.186548,0.142177,1078000,2773
-2.68932,-2.20202,-2.05985,0.0671099,6.6251,0.189612,0.141151,1079000,2775
-2.68079,-2.18246,-2.05673,0.0659093,6.54009,0.187588,0.142189,1080000,2778
-2.63654,-2.20172,-2.06641,0.0636025,6.6469,0.191218,0.142555,1081000,2780
-2.60589,-2.19517,-2.0501,0.0598028,6.66909,0.186546,0.139717,1082000,2782
-2.63805,-2.17646,-2.05044,0.0645262,6.73563,0.188956,0.143588,1083000,2785
-2.58082,-2.1752,-2.02671,0.0575994,6.66268,0.185496,0.14235,1084000,2788
-2.55269,-2.1796,-2.05188,0.058861,6.66861,0.187377,0.140763,1085000,2791
-2.62975,-2.20379,-2.08495,0.0667423,6.60492,0.188034,0.140486,1086000,2793
-2.56324,-2.21968,-2.0544,0.0646096,6.64489,0.187053,0.141142,1087000,2796
-2.52328,-2.19736,-2.08126,0.0611678,6.73719,0.187618,0.142108,1088000,2799
-2.69985,-2.20734,-2.07164,0.0647974,6.74405,0.18749,0.140089,1089000,2802
-2.65992,-2.17304,-2.07775,0.066668,6.68639,0.190331,0.142908,1090000,2804
-2.52556,-2.17087,-2.05785,0.0626927,6.62948,0.189246,0.143852,1091000,2806
-2.64242,-2.19751,-2.07279,0.0639468,6.73868,0.186022,0.141058,1092000,2808
-2.57842,-2.19594,-2.03689,0.0536999,6.5649,0.185351,0.142107,1093000,2810
-2.62781,-2.18051,-2.06778,0.0595401,6.60587,0.186339,0.141646,1094000,2813
-2.61384,-2.19923,-2.06118,0.0593753,6.70038,0.186741,0.140704,1095000,2816
-2.58391,-2.20175,-2.06351,0.0568805,6.65665,0.187284,0.139738,1096000,2819
-2.75619,-2.18359,-2.0478,0.0696637,6.66981,0.186308,0.141222,1097000,2821
-2.57702,-2.2124,-2.0506,0.05997,6.60848,0.190644,0.141976,1098000,2824
-2.70911,-2.21059,-2.05849,0.0708961,6.68259,0.185969,0.142402,1099000,2826
-2.60361,-2.19587,-2.0745,0.0574231,6.7937,0.188362,0.144162,1100000,2829
-2.71082,-2.20208,-2.05328,0.0712251,6.60198,0.188109,0.142771,1101000,2831
-2.65398,-2.18428,-2.07758,0.0636171,6.71818,0.185687,0.14125,1102000,2833
-2.58876,-2.19615,-2.07028,0.0645427,6.66952,0.189589,0.142494,1103000,2835
-2.70229,-2.20131,-2.06507,0.0682533,6.45773,0.18809,0.140766,1104000,2838
-2.61238,-2.17707,-2.07338,0.0630614,6.66573,0.187604,0.141408,1105000,2840
-2.65395,-2.18942,-2.04488,0.0702278,6.71216,0.185658,0.140752,1106000,2843
-2.6131,-2.17753,-2.0623,0.065646,6.63298,0.186378,0.141365,1107000,2845
-2.71796,-2.19591,-2.06416,0.0612446,6.71719,0.189748,0.140848,1108000,2847
-2.71414,-2.19966,-2.07921,0.0678514,6.63869,0.186573,0.141665,1109000,2850
-2.69969,-2.17775,-2.07378,0.0684,6.6679,0.185828,0.141527,1110000,2852
-2.72838,-2.20864,-2.09121,0.0748487,6.62987,0.187676,0.142097,1111000,2854
-2.72324,-2.17998,-2.04144,0.0677761,6.75439,0.19045,0.140842,1112000,2856
-2.62935,-2.20515,-2.05773,0.0669266,6.64643,0.189705,0.140474,1113000,2858
-2.55296,-2.18266,-2.04849,0.0628015,6.69999,0.189375,0.143635,1114000,2862
-2.52448,-2.18727,-2.07839,0.0605629,6.75803,0.184536,0.141613,1115000,2865
-2.69988,-2.17948,-2.06796,0.0618554,6.72256,0.185256,0.142015,1116000,2868
-2.54805,-2.20438,-2.05119,0.0609363,6.68813,0.188039,0.14339,1117000,2871
-2.57901,-2.16451,-2.03346,0.0563847,6.69856,0.185031,0.142243,1118000,2874
-2.6459,-2.19763,-2.07512,0.0700294,6.66065,0.186415,0.141589,1119000,2876
-2.65668,-2.20208,-2.06137,0.0741882,6.60984,0.186112,0.142469,1120000,2888
-2.72893,-2.17854,-2.07094,0.0700604,6.73618,0.187913,0.143641,1121000,2891
-2.62469,-2.1813,-2.0546,0.0646298,6.72638,0.187929,0.140848,1122000,2895
-2.67707,-2.17875,-2.03093,0.0624766,6.75144,0.186237,0.142272,1123000,2898
-2.56767,-2.20679,-2.04681,0.0638548,6.62663,0.187386,0.142542,1124000,2901
-2.64191,-2.20284,-2.07156,0.0683637,6.71295,0.185536,0.142277,1125000,2904
-2.64105,-2.16882,-2.06467,0.0652211,6.6525,0.187273,0.144129,1126000,2907
-2.5601,-2.17128,-2.01075,0.0675436,6.60729,0.187051,0.141926,1127000,2910
-2.67553,-2.18701,-2.04101,0.0634797,6.72013,0.186713,0.143971,1128000,2913
-2.68724,-2.20589,-2.05619,0.0690526,6.75681,0.184287,0.143432,1129000,2916
-2.61111,-2.18525,-2.05863,0.0592294,6.57892,0.184854,0.141099,1130000,2918
-2.58689,-2.15906,-2.06809,0.0602236,6.71376,0.188561,0.141559,1131000,2921
-2.66353,-2.16238,-2.05524,0.0595747,6.64063,0.184823,0.14179,1132000,2924
-2.54955,-2.16691,-2.06583,0.0571086,6.74307,0.187137,0.141058,1133000,2927
-2.60699,-2.17364,-2.03805,0.0609176,6.52051,0.186269,0.144221,1134000,2930
-2.52364,-2.16495,-2.02355,0.0543999,6.6407,0.183777,0.144307,1135000,2933
-2.61737,-2.20004,-2.05822,0.0646042,6.79303,0.18657,0.142474,1136000,2936
-2.59526,-2.19009,-2.02037,0.064862,6.80302,0.186049,0.143537,1137000,2939
-2.60438,-2.18481,-2.06879,0.0645262,6.59747,0.184938,0.140612,1138000,2942
-2.65259,-2.18103,-2.05971,0.0585261,6.63503,0.184769,0.141014,1139000,2945
-2.57755,-2.16266,-2.03636,0.0589839,6.44552,0.188433,0.142459,1140000,2948
-2.66227,-2.19256,-2.03085,0.0574912,6.74832,0.185865,0.143715,1141000,2951
-2.65945,-2.1945,-2.04216,0.0626919,6.70215,0.187014,0.14159,1142000,2954
-2.54144,-2.18595,-2.06069,0.060848,6.673,0.18559,0.141212,1143000,2957
-2.54754,-2.19678,-2.01233,0.0597526,6.60305,0.187372,0.143096,1144000,2960
-2.66473,-2.18726,-2.07478,0.0668214,6.62833,0.188376,0.141804,1145000,2963
-2.57639,-2.15512,-2.04128,0.0637288,6.66132,0.188627,0.144212,1146000,2966
-2.63319,-2.1707,-2.03122,0.0591716,6.63844,0.189434,0.142269,1147000,2969
-2.67178,-2.15622,-2.04739,0.0661748,6.67047,0.189589,0.142886,1148000,2971
-2.5213,-2.18932,-2.0401,0.0535936,6.65579,0.189115,0.141785,1149000,2973
-2.53072,-2.16848,-2.04916,0.0538411,6.68954,0.187694,0.143571,1150000,2976
-2.62961,-2.18538,-2.04823,0.0626244,6.66983,0.186316,0.142889,1151000,2979
-2.56462,-2.16168,-2.05421,0.0570108,6.67021,0.187523,0.145121,1152000,2982
-2.72331,-2.21165,-2.08376,0.0693388,6.70101,0.189418,0.140635,1153000,2985
-2.62645,-2.16543,-2.04839,0.064605,6.59566,0.18659,0.142158,1154000,2988
-2.55809,-2.18234,-2.06124,0.0591588,6.68436,0.189086,0.142029,1155000,2991
-2.64293,-2.17165,-2.06923,0.0654058,6.60833,0.18796,0.143405,1156000,2993
-2.69052,-2.18471,-2.08588,0.0677863,6.70966,0.189471,0.143781,1157000,2996
-2.54946,-2.19237,-2.04717,0.0588509,6.70038,0.185066,0.142039,1158000,2999
-2.47752,-2.15049,-2.04662,0.0539707,6.74884,0.186611,0.143171,1159000,3002
-2.5867,-2.18625,-2.05961,0.0655671,6.65103,0.185478,0.143106,1160000,3005
-2.62285,-2.1764,-2.05136,0.0614636,6.65143,0.187961,0.144997,1161000,3008
-2.54001,-2.18995,-2.0288,0.052719,6.86613,0.185588,0.141734,1162000,3010
-2.6739,-2.19732,-2.08742,0.067979,6.51538,0.186434,0.141092,1163000,3012
-2.73283,-2.18664,-2.05743,0.0729111,6.52435,0.186384,0.142407,1164000,3014
-2.57096,-2.1893,-2.07613,0.0608189,6.63871,0.18751,0.142404,1165000,3016
-2.62816,-2.19396,-2.02784,0.0652872,6.75992,0.186326,0.140333,1166000,3018
-2.56839,-2.17854,-2.02295,0.0579734,6.6735,0.189782,0.142429,1167000,3021
-2.57272,-2.1939,-2.03887,0.0642177,6.60623,0.189363,0.14267,1168000,3024
-2.79285,-2.20259,-2.09347,0.0703647,6.66598,0.187973,0.140642,1169000,3028
-2.74462,-2.17716,-2.06441,0.0641828,6.72163,0.191713,0.140332,1170000,3031
-2.52309,-2.16461,-2.04398,0.0526619,6.70792,0.188851,0.143481,1171000,3034
-2.68371,-2.17193,-2.02644,0.064558,6.64179,0.18838,0.143652,1172000,3037
-2.58886,-2.158,-2.0266,0.0611889,6.52045,0.189298,0.143332,1173000,3040
-2.54952,-2.19267,-2.05341,0.0602236,6.6967,0.191389,0.139652,1174000,3043
-2.60392,-2.19114,-2.05071,0.0613921,6.61302,0.186469,0.141674,1175000,3047
-2.67164,-2.21126,-2.05302,0.0694786,6.64097,0.188298,0.142784,1176000,3049
-2.61963,-2.18969,-2.01419,0.0611666,6.66562,0.189235,0.141089,1177000,3051
-2.7207,-2.20798,-2.07426,0.0642556,6.58064,0.186004,0.140623,1178000,3054
-2.68511,-2.18529,-2.07627,0.069238,6.64968,0.188048,0.140713,1179000,3056
-2.60478,-2.18363,-2.06583,0.0645904,6.63384,0.185613,0.142083,1180000,3058
-2.59558,-2.20774,-2.07024,0.0668332,6.59942,0.187904,0.140454,1181000,3061
-2.67358,-2.20181,-2.05403,0.0665731,6.68772,0.1886,0.141875,1182000,3063
-2.57364,-2.20169,-2.03893,0.0610064,6.60946,0.185508,0.14195,1183000,3066
-2.75207,-2.20131,-2.04579,0.0699719,6.68228,0.188966,0.141409,1184000,3069
-2.55528,-2.16973,-2.05038,0.0584056,6.61465,0.188832,0.143186,1185000,3071
-2.66748,-2.17532,-2.09321,0.0661891,6.66223,0.184246,0.140815,1186000,3074
-2.59146,-2.19377,-2.0552,0.0609356,6.66489,0.188605,0.144109,1187000,3076
-2.50275,-2.18718,-2.02914,0.0508153,6.72184,0.188603,0.142017,1188000,3078
-2.62186,-2.1884,-2.06445,0.0610527,6.71068,0.188964,0.141993,1189000,3082
-2.6038,-2.1763,-2.04159,0.0634098,6.7584,0.186958,0.143116,1190000,3085
-2.63323,-2.20307,-2.06607,0.0658079,6.78051,0.190648,0.142558,1191000,3088
-2.69775,-2.1915,-2.06268,0.0669972,6.63025,0.185338,0.142757,1192000,3090
-2.47957,-2.19201,-2.04578,0.0520204,6.69761,0.188027,0.14236,1193000,3092
-2.58945,-2.21139,-2.07453,0.0602766,6.65934,0.190069,0.142329,1194000,3095
-2.59319,-2.1927,-2.06072,0.0580232,6.68172,0.188706,0.1419,1195000,3099
-2.55104,-2.18797,-2.0465,0.0553177,6.84385,0.18838,0.142794,1196000,3102
-2.6131,-2.19559,-2.0612,0.0631352,6.69357,0.188405,0.141607,1197000,3105
-2.53232,-2.19821,-2.03752,0.0563773,6.55591,0.188378,0.142574,1198000,3108
