BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.66038,-2.22457,-2.05837,0.0644935,6.61855,0.18708,0.141923,2968000,8005
-2.60797,-2.21987,-2.0762,0.0678184,6.55633,0.184057,0.141855,2969000,8008
-2.66489,-2.23003,-2.08629,0.0658098,6.7304,0.189236,0.138513,2970000,8010
-2.66497,-2.22587,-2.06983,0.0624217,6.59934,0.187557,0.139395,2971000,8013
-2.46092,-2.19294,-2.05635,0.048272,6.7012,0.186682,0.141475,2972000,8015
-2.66941,-2.18568,-2.05692,0.0679433,6.74384,0.186298,0.141087,2973000,8018
-2.56517,-2.20598,-2.06017,0.0574833,6.60183,0.187303,0.139631,2974000,8020
-2.64914,-2.22781,-2.08355,0.0689452,6.76208,0.18857,0.140562,2975000,8023
-2.56937,-2.23282,-2.04488,0.0600877,6.70945,0.187436,0.140151,2976000,8027
-2.66361,-2.2164,-2.05169,0.064422,6.47199,0.188455,0.141124,2977000,8029
-2.72432,-2.22208,-2.08369,0.0749074,6.68519,0.189089,0.139932,2978000,8031
-2.70441,-2.24555,-2.09817,0.070757,6.84513,0.188657,0.138719,2979000,8034
-2.6312,-2.20916,-2.04403,0.0560991,6.71456,0.190258,0.140982,2980000,8036
-2.64756,-2.18317,-2.03059,0.0640678,6.72376,0.185645,0.140073,2981000,8039
-2.71137,-2.20034,-2.07085,0.0663702,6.73104,0.185557,0.140432,2982000,8042
-2.72962,-2.2089,-2.05188,0.0700485,6.63499,0.185517,0.141636,2983000,8044
-2.55693,-2.19257,-2.07426,0.0537173,6.76743,0.188616,0.140672,2984000,8047
-2.69642,-2.21417,-2.0577,0.0662678,6.5316,0.188719,0.140541,2985000,8050
-2.66793,-2.19808,-2.0393,0.0705341,6.66661,0.189177,0.140433,2986000,8053
-2.55791,-2.21062,-2.0965,0.062157,6.68267,0.187081,0.139837,2987000,8057
-2.7057,-2.20136,-2.05446,0.0700465,6.62425,0.189807,0.140581,2988000,8059
-2.69301,-2.21955,-2.03618,0.0671348,6.73532,0.187085,0.141023,2989000,8061
-2.67787,-2.23004,-2.06996,0.0714962,6.64028,0.182626,0.140858,2990000,8064
-2.69307,-2.2168,-2.06752,0.0674601,6.6145,0.185746,0.14051,2991000,8066
-2.58431,-2.19197,-2.04548,0.0591795,6.62775,0.185404,0.144863,2992000,8069
-2.58714,-2.21233,-2.06032,0.0626139,6.6688,0.185894,0.139975,2993000,8073
-2.66397,-2.19221,-2.05039,0.0666034,6.66949,0.186984,0.142551,2994000,8075
-2.59946,-2.2276,-2.07654,0.0612137,6.64579,0.189173,0.139664,2995000,8077
-2.64283,-2.19361,-2.07513,0.0711185,6.65014,0.190385,0.142551,2996000,8080
-2.65185,-2.19819,-2.04349,0.0625159,6.65217,0.186398,0.141636,2997000,8082
-2.6327,-2.20542,-2.05344,0.0656179,6.65413,0.187838,0.141027,2998000,8085
-2.60201,-2.19996,-2.05257,0.0578604,6.68923,0.189069,0.142815,2999000,8087
-2.52517,-2.19594,-2.04838,0.0561351,6.64919,0.188297,0.142162,3000000,8090
-2.55753,-2.18133,-2.05257,0.0570888,6.69048,0.189203,0.141942,3001000,8092
-2.55926,-2.21191,-2.05902,0.0671576,6.77598,0.187182,0.139878,3002000,8095
-2.73177,-2.22313,-2.07562,0.069474,6.72596,0.186681,0.139924,3003000,8098
-2.67631,-2.20598,-2.04483,0.0606367,6.693,0.189385,0.14065,3004000,8100
-2.67985,-2.20205,-2.09777,0.0663623,6.59453,0.187384,0.13998,3005000,8103
-2.68189,-2.23154,-2.05866,0.0681566,6.55814,0.186946,0.139718,3006000,8105
-2.65722,-2.22596,-2.06602,0.0638357,6.69972,0.189191,0.140664,3007000,8107
-2.71668,-2.20549,-2.05873,0.0635832,6.59775,0.190174,0.140276,3008000,8110
-2.57346,-2.20556,-2.05388,0.054768,6.68606,0.186141,0.141877,3009000,8112
-2.66626,-2.21036,-2.08187,0.0666547,6.69642,0.185938,0.138924,3010000,8114
-2.69973,-2.21177,-2.05977,0.0677129,6.69564,0.190282,0.139213,3011000,8116
-2.63655,-2.23787,-2.04916,0.0596599,6.69722,0.18958,0.138564,3012000,8119
-2.48888,-2.2124,-2.06743,0.0530346,6.6145,0.187684,0.138742,3013000,8123
-2.66729,-2.19574,-2.08377,0.0713665,6.56788,0.187886,0.138887,3014000,8126
-2.66644,-2.22587,-2.05925,0.0700612,6.70598,0.185397,0.142644,3015000,8129
-2.72999,-2.19155,-2.04743,0.0713484,6.64464,0.187959,0.142725,3016000,8132
-2.63673,-2.20958,-2.05686,0.0631001,6.75507,0.189443,0.14243,3017000,8135
-2.61351,-2.20608,-2.05598,0.060283,6.69318,0.183919,0.140213,3018000,8139
-2.5692,-2.20944,-2.05567,0.056731,6.637,0.188557,0.142808,3019000,8142
-2.55884,-2.20751,-2.03768,0.0542135,6.65151,0.186939,0.139907,3020000,8153
-2.64267,-2.20779,-2.08126,0.0645465,6.65621,0.187131,0.139999,3021000,8156
-2.68612,-2.2329,-2.07823,0.0659431,6.6953,0.187278,0.141786,3022000,8159
-2.54701,-2.2166,-2.05382,0.060989,6.71106,0.1857,0.13876,3023000,8162
-2.67636,-2.23443,-2.06674,0.0674761,6.7643,0.186766,0.138604,3024000,8165
-2.58335,-2.18175,-2.05286,0.0593639,6.76251,0.186842,0.140746,3025000,8168
-2.68662,-2.2178,-2.06491,0.0650926,6.58622,0.189868,0.140626,3026000,8171
-2.5309,-2.22184,-2.0742,0.0575699,6.631,0.185977,0.14085,3027000,8174
-2.62737,-2.20589,-2.09104,0.0605061,6.64008,0.186837,0.140685,3028000,8177
-2.571,-2.21808,-2.05676,0.0606508,6.71292,0.186101,0.140982,3029000,8180
-2.70242,-2.20187,-2.07355,0.0644159,6.63145,0.189526,0.139081,3030000,8182
-2.51951,-2.2201,-2.07883,0.0559847,6.69298,0.186814,0.138877,3031000,8185
-2.55117,-2.22852,-2.05067,0.0600946,6.58866,0.187152,0.139097,3032000,8189
-2.64861,-2.21161,-2.05526,0.064575,6.7487,0.188423,0.14085,3033000,8191
-2.70647,-2.21897,-2.07046,0.0668968,6.67717,0.185792,0.139567,3034000,8193
-2.61664,-2.2164,-2.07355,0.0688247,6.63852,0.187274,0.141772,3035000,8196
-2.54293,-2.2077,-2.02758,0.0589483,6.62994,0.185376,0.137531,3036000,8199
-2.65442,-2.2246,-2.05987,0.0628308,6.61618,0.186392,0.14083,3037000,8202
-2.59131,-2.20263,-2.0372,0.0627835,6.64647,0.184965,0.140539,3038000,8206
-2.59283,-2.21679,-2.05835,0.0600732,6.71704,0.184325,0.140809,3039000,8208
-2.55137,-2.19259,-2.07674,0.0540865,6.74395,0.183955,0.140311,3040000,8211
-2.6417,-2.19296,-2.08137,0.0591475,6.64188,0.188106,0.140552,3041000,8214
-2.53738,-2.21685,-2.05621,0.0558792,6.65669,0.188965,0.141771,3042000,8217
-2.5899,-2.22332,-2.04527,0.0622479,6.67961,0.186092,0.139759,3043000,8220
-2.65145,-2.20315,-2.05179,0.0708478,6.70205,0.186749,0.141183,3044000,8222
-2.6357,-2.19252,-2.07426,0.0637162,6.65764,0.184608,0.138373,3045000,8225
-2.65073,-2.18001,-2.0794,0.0684827,6.76512,0.184347,0.140122,3046000,8228
-2.5745,-2.22169,-2.03103,0.0589728,6.66873,0.184229,0.141804,3047000,8230
-2.66529,-2.21754,-2.05469,0.0624509,6.65825,0.185671,0.141477,3048000,8232
-2.63104,-2.21277,-2.05152,0.0662542,6.67403,0.184867,0.13907,3049000,8236
-2.66398,-2.18816,-2.07014,0.0672435,6.65555,0.183391,0.142645,3050000,8239
-2.61889,-2.20647,-2.06132,0.0622413,6.56239,0.187849,0.142096,3051000,8241
-2.53058,-2.21162,-2.05242,0.0606676,6.60767,0.182416,0.141033,3052000,8244
-2.56591,-2.20166,-2.03934,0.0560467,6.62729,0.183548,0.141726,3053000,8246
-2.59447,-2.19509,-2.07032,0.0669383,6.65708,0.183498,0.139599,3054000,8248
-2.62247,-2.21379,-2.03653,0.0622082,6.65625,0.182978,0.139436,3055000,8251
-2.61076,-2.21249,-2.06628,0.0658306,6.72153,0.18621,0.138704,3056000,8254
-2.63456,-2.19767,-2.05532,0.0672466,6.69154,0.183931,0.143062,3057000,8257
-2.70476,-2.20144,-2.07574,0.0627927,6.69308,0.183582,0.141953,3058000,8259
-2.66649,-2.18429,-2.05902,0.0667114,6.66924,0.182338,0.140344,3059000,8262
-2.65587,-2.22266,-2.06351,0.0592252,6.64117,0.186416,0.139943,3060000,8265
-2.59318,-2.22633,-2.02558,0.0599122,6.57021,0.183446,0.140159,3061000,8268
-2.47863,-2.20273,-2.07093,0.057809,6.55927,0.181879,0.139626,3062000,8271
-2.56331,-2.21006,-2.03825,0.0617055,6.6099,0.185848,0.140191,3063000,8274
-2.56651,-2.2087,-2.07011,0.0649664,6.63572,0.182262,0.141047,3064000,8277
-2.66422,-2.19743,-2.06801,0.0606294,6.66065,0.183568,0.141825,3065000,8280
-2.53025,-2.20519,-2.034,0.0558072,6.74425,0.185307,0.141382,3066000,8282
-2.5716,-2.19665,-2.05865,0.0660096,6.74523,0.183477,0.141617,3067000,8285
-2.64249,-2.20526,-2.03856,0.0670568,6.60237,0.18086,0.141602,3068000,8288
-2.60524,-2.17536,-2.04687,0.0583528,6.65186,0.18273,0.141293,3069000,8291
-2.59777,-2.19778,-2.06673,0.0623576,6.55672,0.182061,0.140299,3070000,8294
-2.70706,-2.22063,-2.04313,0.0659758,6.5597,0.182303,0.141605,3071000,8297
-2.68289,-2.1889,-2.03807,0.062252,6.58875,0.183971,0.139646,3072000,8300
-2.7055,-2.21474,-2.04011,0.0650771,6.68601,0.184971,0.141058,3073000,8303
-2.63873,-2.17216,-2.05634,0.0628346,6.64961,0.183561,0.140723,3074000,8306
-2.57732,-2.1661,-2.05188,0.0619081,6.66978,0.185599,0.141576,3075000,8308
-2.55617,-2.18163,-2.06512,0.0615503,6.6563,0.180767,0.142337,3076000,8311
-2.59158,-2.18726,-2.05718,0.061363,6.5815,0.182044,0.142371,3077000,8314
-2.67307,-2.18003,-2.07115,0.0651368,6.68079,0.185769,0.139907,3078000,8317
-2.59843,-2.19701,-2.04603,0.0659279,6.61815,0.18344,0.143095,3079000,8320
-2.6088,-2.17747,-2.09178,0.0617419,6.69514,0.187,0.142035,3080000,8322
-2.55519,-2.19133,-2.06071,0.0587686,6.71562,0.186093,0.141167,3081000,8324
-2.67172,-2.21755,-2.06565,0.0647703,6.5831,0.183537,0.141478,3082000,8328
-2.63818,-2.21556,-2.0579,0.0611276,6.66824,0.181095,0.139812,3083000,8330
-2.64412,-2.21361,-2.08928,0.0646417,6.7647,0.183589,0.13883,3084000,8333
-2.71193,-2.22823,-2.05526,0.064615,6.64825,0.179248,0.139363,3085000,8335
-2.55476,-2.2084,-2.06038,0.0596031,6.57522,0.187141,0.141238,3086000,8338
-2.66177,-2.22489,-2.08018,0.0627148,6.63453,0.185368,0.139586,3087000,8340
-2.56852,-2.21965,-2.0391,0.0613708,6.64139,0.180962,0.142178,3088000,8342
-2.59392,-2.21977,-2.04102,0.066099,6.72742,0.185389,0.140478,3089000,8345
-2.5779,-2.20733,-2.055,0.0589782,6.58014,0.179365,0.140284,3090000,8347
-2.64027,-2.21589,-2.06176,0.0644001,6.65838,0.182959,0.138783,3091000,8349
-2.6731,-2.21889,-2.06657,0.0632309,6.66931,0.18481,0.141351,3092000,8352
-2.67751,-2.19753,-2.08331,0.0669333,6.67532,0.182542,0.138619,3093000,8356
-2.57486,-2.21491,-2.05242,0.0562497,6.71406,0.184554,0.140799,3094000,8358
-2.68106,-2.19767,-2.04833,0.0647801,6.81338,0.184083,0.141065,3095000,8360
-2.65424,-2.23484,-2.05214,0.0622717,6.64665,0.182615,0.138596,3096000,8362
-2.52745,-2.19601,-2.04628,0.0559949,6.75021,0.18547,0.141159,3097000,8364
-2.70789,-2.22315,-2.06254,0.0681712,6.66951,0.183875,0.140282,3098000,8368
-2.72454,-2.19207,-2.06577,0.0650646,6.72779,0.183395,0.141035,3099000,8370
-2.64083,-2.24185,-2.05062,0.0603318,6.51323,0.185839,0.13935,3100000,8373
-2.5895,-2.18961,-2.05863,0.0601865,6.67322,0.184828,0.141003,3101000,8375
-2.65409,-2.19545,-2.05094,0.0627146,6.53929,0.184878,0.142637,3102000,8378
-2.49007,-2.17791,-2.00881,0.0523086,6.61598,0.183169,0.141412,3103000,8380
-2.61587,-2.21128,-2.03163,0.0631914,6.57827,0.179459,0.140025,3104000,8383
-2.66379,-2.19883,-2.0701,0.0661608,6.65242,0.18484,0.141258,3105000,8386
-2.57665,-2.2137,-2.02035,0.062372,6.60405,0.183015,0.14181,3106000,8388
-2.64924,-2.22135,-2.04226,0.0675357,6.70926,0.184676,0.141928,3107000,8391
-2.58398,-2.2161,-2.03544,0.0651598,6.59094,0.182708,0.142236,3108000,8393
-2.55587,-2.20641,-2.0587,0.0589767,6.68802,0.184296,0.141086,3109000,8397
-2.59599,-2.18793,-2.05201,0.0611677,6.66106,0.185009,0.142735,3110000,8399
-2.51251,-2.19116,-2.03919,0.0543482,6.74349,0.183967,0.14125,3111000,8401
-2.66823,-2.1942,-2.01455,0.0612967,6.80746,0.181639,0.141839,3112000,8403
-2.60659,-2.18247,-2.04919,0.0641363,6.63334,0.183592,0.142091,3113000,8406
-2.60285,-2.20385,-2.03495,0.0623302,6.66702,0.183542,0.140855,3114000,8408
-2.61416,-2.19741,-2.04067,0.0601551,6.6781,0.182457,0.139592,3115000,8411
-2.69187,-2.21605,-2.05738,0.0693477,6.60557,0.182395,0.139411,3116000,8415
-2.57382,-2.21771,-2.04527,0.0577651,6.73639,0.181602,0.140936,3117000,8417
-2.67601,-2.18885,-2.07326,0.0694685,6.61532,0.185786,0.140388,3118000,8420
-2.60674,-2.18135,-2.06334,0.0640607,6.57146,0.187916,0.141515,3119000,8422
-2.61859,-2.17918,-2.04693,0.0601237,6.64155,0.185736,0.143039,3120000,8427
-2.58469,-2.18613,-2.0325,0.055145,6.62838,0.183238,0.141098,3121000,8430
-2.61013,-2.21375,-2.08594,0.0633785,6.74417,0.184306,0.140662,3122000,8433
-2.53104,-2.20107,-2.06274,0.0604876,6.623,0.18357,0.141626,3123000,8436
-2.59717,-2.19703,-2.03309,0.05953,6.79715,0.185502,0.141708,3124000,8439
-2.47414,-2.22423,-2.04537,0.0525119,6.77997,0.187999,0.141098,3125000,8442
-2.62798,-2.19298,-2.07657,0.0612286,6.62897,0.184236,0.14093,3126000,8445
-2.61161,-2.19065,-2.05251,0.0598785,6.57615,0.182845,0.144725,3127000,8449
-2.51099,-2.2157,-2.06105,0.0544286,6.74401,0.185486,0.14109,3128000,8452
-2.63879,-2.21754,-2.08528,0.0614365,6.73766,0.179831,0.139744,3129000,8455
-2.55025,-2.20777,-2.06393,0.0560819,6.74049,0.186568,0.140443,3130000,8458
-2.51192,-2.19641,-2.01216,0.0551818,6.77548,0.186839,0.141412,3131000,8461
-2.63338,-2.19694,-2.032,0.061598,6.66839,0.184691,0.142301,3132000,8464
-2.53272,-2.18842,-2.03788,0.0554994,6.66431,0.185008,0.144203,3133000,8467
-2.60425,-2.20886,-2.07382,0.0586363,6.62487,0.187655,0.140939,3134000,8470
-2.57164,-2.18958,-2.03555,0.057371,6.7542,0.182404,0.141455,3135000,8473
-2.50217,-2.19897,-2.0773,0.0543334,6.6616,0.182251,0.140605,3136000,8475
-2.50436,-2.19633,-2.04553,0.0501513,6.68755,0.182707,0.139272,3137000,8478
-2.555,-2.2173,-2.06318,0.0639562,6.64914,0.182016,0.141956,3138000,8481
-2.58008,-2.19103,-2.05996,0.0647095,6.77056,0.183525,0.142704,3139000,8483
-2.59315,-2.1903,-2.05487,0.0648082,6.60397,0.184531,0.142704,3140000,8486
-2.57888,-2.18341,-2.05809,0.0601625,6.60524,0.18283,0.1426,3141000,8489
-2.57419,-2.19206,-2.03631,0.05709,6.69229,0.185292,0.140643,3142000,8491
-2.60381,-2.20408,-2.03441,0.0567947,6.67085,0.185367,0.139692,3143000,8493
-2.69609,-2.22008,-2.0448,0.0654613,6.54326,0.186857,0.14058,3144000,8497
-2.53892,-2.20332,-2.05065,0.0542543,6.75252,0.182814,0.139706,3145000,8499
-2.63597,-2.19796,-2.04486,0.060986,6.67131,0.1856,0.142068,3146000,8501
-2.48938,-2.22146,-2.06906,0.0590436,6.74247,0.184535,0.141885,3147000,8504
-2.54755,-2.20956,-2.04508,0.0592842,6.73103,0.183143,0.139469,3148000,8506
-2.59261,-2.21856,-2.0744,0.0626564,6.65471,0.184148,0.142338,3149000,8508
-2.64126,-2.18886,-2.03693,0.061662,6.73454,0.185541,0.14141,3150000,8510
-2.69447,-2.19111,-2.05762,0.0633957,6.65389,0.186881,0.141108,3151000,8513
-2.50969,-2.17877,-2.06412,0.0544288,6.66283,0.184967,0.143131,3152000,8516
-2.6185,-2.20407,-2.04598,0.0586179,6.77694,0.18668,0.138536,3153000,8518
-2.5271,-2.21026,-2.04756,0.0593609,6.64609,0.185229,0.14113,3154000,8521
-2.66962,-2.22532,-2.07433,0.064532,6.73763,0.186864,0.139094,3155000,8523
-2.64924,-2.20623,-2.06166,0.064543,6.74287,0.185155,0.139234,3156000,8526
-2.55547,-2.21486,-2.02579,0.0589636,6.6281,0.184453,0.14199,3157000,8530
-2.58351,-2.21971,-2.03134,0.0570205,6.69628,0.187096,0.142906,3158000,8533
-2.62466,-2.2256,-2.0573,0.0699724,6.66105,0.184287,0.141228,3159000,8535
-2.62286,-2.21478,-2.05523,0.0645562,6.67101,0.19022,0.142312,3160000,8537
-2.55972,-2.20189,-2.04367,0.0561853,6.64059,0.186332,0.140449,3161000,8539
-2.63202,-2.19798,-2.06802,0.0610234,6.77683,0.184128,0.14049,3162000,8541
-2.67343,-2.23247,-2.06881,0.0659754,6.60459,0.185542,0.140841,3163000,8543
-2.64975,-2.19193,-2.05817,0.064984,6.70431,0.186648,0.140945,3164000,8547
-2.69046,-2.24706,-2.04797,0.0688612,6.60797,0.187873,0.142045,3165000,8550
-2.59975,-2.19566,-2.05401,0.060638,6.68945,0.186217,0.141724,3166000,8553
-2.68787,-2.2044,-2.06383,0.0640753,6.65424,0.187358,0.140245,3167000,8556
-2.57933,-2.19118,-2.0528,0.0578803,6.66062,0.186606,0.14111,3168000,8559
-2.56457,-2.18306,-2.06194,0.0580927,6.5536,0.183808,0.143109,3169000,8562
-2.60174,-2.20845,-2.08019,0.0612319,6.56994,0.185668,0.139505,3170000,8564
-2.4988,-2.19668,-2.0379,0.0526621,6.7438,0.186571,0.140813,3171000,8567
-2.53112,-2.20439,-2.05634,0.0565165,6.63342,0.188499,0.139635,3172000,8570
-2.78642,-2.2191,-2.06302,0.0760498,6.60102,0.186156,0.140684,3173000,8573
-2.6126,-2.1963,-2.06031,0.0630692,6.60574,0.182991,0.140246,3174000,8576
-2.57352,-2.1982,-2.06785,0.063284,6.6582,0.188701,0.14193,3175000,8579
-2.6154,-2.17365,-2.05033,0.0586024,6.57323,0.18388,0.1402,3176000,8582
-2.74291,-2.24904,-2.06017,0.0661479,6.60938,0.185824,0.139521,3177000,8585
-2.59085,-2.19352,-2.05856,0.0573761,6.59963,0.189035,0.140022,3178000,8589
-2.70438,-2.20411,-2.04939,0.067259,6.77477,0.182026,0.140664,3179000,8591
-2.61676,-2.22133,-2.05406,0.0620648,6.66804,0.187553,0.140625,3180000,8593
-2.57061,-2.21801,-2.07188,0.0602793,6.62127,0.187177,0.140748,3181000,8596
-2.63102,-2.19602,-2.05417,0.0605906,6.60293,0.186389,0.141987,3182000,8598
-2.61232,-2.18416,-2.06443,0.0610765,6.66023,0.183758,0.141281,3183000,8601
-2.64754,-2.18878,-2.06901,0.0643011,6.65351,0.186588,0.13975,3184000,8604
-2.53762,-2.20639,-2.02067,0.0495291,6.56298,0.183352,0.139946,3185000,8606
-2.58688,-2.19093,-2.0598,0.0591017,6.63095,0.184764,0.138306,3186000,8609
-2.57677,-2.23053,-2.05049,0.0588895,6.69054,0.18538,0.140365,3187000,8611
-2.60968,-2.19014,-2.10341,0.0572622,6.6385,0.186787,0.138124,3188000,8613
-2.75145,-2.21748,-2.06572,0.0755426,6.76384,0.184728,0.143202,3189000,8616
-2.58934,-2.19793,-2.05595,0.0602292,6.65964,0.186228,0.141922,3190000,8619
-2.50889,-2.18502,-2.05773,0.0600752,6.61586,0.185373,0.141295,3191000,8622
-2.67095,-2.21346,-2.08497,0.0650048,6.71903,0.186077,0.139187,3192000,8625
-2.57679,-2.21745,-2.04761,0.0619811,6.69838,0.185729,0.140388,3193000,8628
-2.61152,-2.17448,-2.04544,0.0613609,6.69287,0.184141,0.142205,3194000,8630
-2.64203,-2.2154,-2.06013,0.063092,6.79533,0.188148,0.137791,3195000,8633
-2.61856,-2.19804,-2.06634,0.0589475,6.70517,0.187638,0.139739,3196000,8637
-2.64,-2.1812,-2.04441,0.0600858,6.61412,0.185369,0.1407,3197000,8640
-2.65379,-2.20578,-2.04369,0.0628617,6.5551,0.188238,0.141743,3198000,8643
-2.65048,-2.18863,-2.04454,0.0649727,6.662,0.187092,0.140094,3199000,8646
-2.63501,-2.18731,-2.05062,0.0614534,6.62642,0.186241,0.140292,3200000,8649
-2.61503,-2.22138,-2.03509,0.064423,6.7017,0.185531,0.139531,3201000,8652
-2.672,-2.20371,-2.04205,0.06815,6.61352,0.184361,0.141581,3202000,8654
-2.60245,-2.18182,-2.05159,0.0622708,6.65992,0.185371,0.141864,3203000,8657
-2.55409,-2.1948,-2.02079,0.0525487,6.66272,0.190678,0.141167,3204000,8660
-2.55613,-2.18279,-2.03544,0.0584627,6.78331,0.187416,0.142714,3205000,8663
-2.65778,-2.20578,-2.07106,0.0638819,6.5715,0.187064,0.14179,3206000,8666
-2.51334,-2.18731,-2.06232,0.0538874,6.56552,0.183151,0.140913,3207000,8668
-2.52159,-2.20202,-2.05347,0.056505,6.71654,0.185707,0.142493,3208000,8672
-2.70212,-2.20874,-2.07841,0.0682931,6.71516,0.187558,0.140741,3209000,8675
-2.57754,-2.20715,-2.04714,0.0567153,6.58445,0.185963,0.14274,3210000,8677
-2.57175,-2.19085,-2.05637,0.0615334,6.62842,0.186512,0.141177,3211000,8679
-2.57065,-2.19544,-2.08395,0.0624013,6.62788,0.186861,0.140733,3212000,8682
-2.59321,-2.20662,-2.06135,0.06689,6.76997,0.186613,0.140971,3213000,8685
-2.55168,-2.19615,-2.05454,0.0575381,6.64824,0.189222,0.13889,3214000,8687
-2.58683,-2.19382,-2.04903,0.0615199,6.65468,0.18978,0.142329,3215000,8689
-2.50669,-2.19834,-2.02628,0.0637864,6.68125,0.187378,0.142538,3216000,8692
-2.5567,-2.19278,-2.05353,0.0588266,6.61834,0.185778,0.141082,3217000,8694
-2.60515,-2.21022,-2.08838,0.0640212,6.74261,0.187145,0.142887,3218000,8697
-2.56386,-2.18962,-2.0318,0.0574176,6.66219,0.186017,0.139618,3219000,8700
-2.64152,-2.21319,-2.06162,0.0692125,6.65483,0.183464,0.138716,3220000,8706
-2.75717,-2.23559,-2.05342,0.0752522,6.51235,0.185606,0.14103,3221000,8709
-2.65123,-2.2079,-2.08022,0.0623726,6.68442,0.184856,0.142073,3222000,8711
-2.55093,-2.17699,-2.0512,0.0569281,6.69584,0.185776,0.141287,3223000,8713
-2.67908,-2.19718,-2.05498,0.0637916,6.65825,0.187061,0.141055,3224000,8715
-2.5095,-2.20024,-2.05962,0.0518823,6.64447,0.187111,0.141107,3225000,8717
-2.56545,-2.19551,-2.06234,0.0628811,6.617,0.186939,0.145065,3226000,8719
-2.5855,-2.18317,-2.05338,0.0585168,6.65404,0.18688,0.140437,3227000,8722
-2.54804,-2.21286,-2.04762,0.0607397,6.62491,0.18696,0.142656,3228000,8724
-2.79154,-2.21226,-2.07495,0.0732441,6.64024,0.185791,0.141327,3229000,8726
-2.49154,-2.19653,-2.05225,0.0546073,6.63301,0.185646,0.142001,3230000,8728
-2.57128,-2.20683,-2.04959,0.0589621,6.62991,0.188698,0.140683,3231000,8730
-2.68077,-2.20241,-2.04887,0.0629876,6.65762,0.184725,0.141607,3232000,8732
-2.7135,-2.19444,-2.0555,0.0680559,6.5913,0.185941,0.139908,3233000,8734
-2.59832,-2.24493,-2.05735,0.060053,6.73765,0.188371,0.137313,3234000,8736
-2.48227,-2.19644,-2.0663,0.0535356,6.56587,0.189482,0.142003,3235000,8738
-2.63469,-2.21303,-2.05463,0.0610711,6.65056,0.183444,0.14251,3236000,8740
-2.72453,-2.19148,-2.06614,0.0674346,6.84766,0.186029,0.143668,3237000,8742
-2.64067,-2.20601,-2.0743,0.0692854,6.63443,0.186227,0.140837,3238000,8744
-2.63357,-2.19901,-2.06834,0.0718353,6.51982,0.185469,0.141434,3239000,8747
-2.70217,-2.2055,-2.03302,0.0649616,6.69088,0.183291,0.141978,3240000,8749
-2.55541,-2.20457,-2.06525,0.059047,6.66427,0.183781,0.14171,3241000,8751
-2.67632,-2.18702,-2.05324,0.0684473,6.6829,0.185275,0.142217,3242000,8753
-2.63763,-2.15956,-2.0847,0.0625309,6.74876,0.183814,0.141556,3243000,8755
-2.58572,-2.21681,-2.06948,0.0574812,6.72402,0.182802,0.140593,3244000,8757
-2.654,-2.19711,-2.05773,0.0665266,6.63365,0.183709,0.13874,3245000,8759
-2.63637,-2.21915,-2.08232,0.0643428,6.55033,0.183843,0.139689,3246000,8761
-2.60108,-2.21704,-2.05033,0.0603784,6.62594,0.182474,0.142094,3247000,8763
-2.67604,-2.18472,-2.06757,0.0667122,6.75114,0.187513,0.141064,3248000,8765
-2.6205,-2.21442,-2.07509,0.0627614,6.54165,0.183509,0.140437,3249000,8768
-2.58507,-2.23255,-2.08833,0.0659754,6.73604,0.186407,0.140491,3250000,8770
-2.6599,-2.19942,-2.09854,0.071231,6.69472,0.184159,0.14117,3251000,8772
-2.60218,-2.19162,-2.06295,0.0626482,6.64766,0.186039,0.142881,3252000,8774
-2.65764,-2.17946,-2.07052,0.0662337,6.67735,0.185253,0.141485,3253000,8776
-2.62961,-2.21591,-2.056,0.0599776,6.58643,0.183742,0.1412,3254000,8778
-2.60218,-2.21112,-2.05538,0.0595653,6.70128,0.18522,0.141586,3255000,8780
-2.58445,-2.19049,-2.05719,0.0563932,6.71441,0.18357,0.14088,3256000,8782
-2.59193,-2.19267,-2.04913,0.0613237,6.6347,0.185666,0.142009,3257000,8784
-2.572,-2.21749,-2.05318,0.0533393,6.71162,0.182096,0.141787,3258000,8786
-2.54087,-2.21592,-2.04018,0.0546589,6.77734,0.181946,0.14052,3259000,8789
-2.54417,-2.20396,-2.04347,0.0655451,6.71186,0.183996,0.141935,3260000,8791
-2.61358,-2.21574,-2.06935,0.0612059,6.59365,0.185124,0.139711,3261000,8793
-2.65235,-2.20314,-2.02851,0.0665254,6.66641,0.187856,0.141469,3262000,8795
-2.62957,-2.19288,-2.08533,0.0648394,6.54933,0.181701,0.140696,3263000,8797
-2.58057,-2.19323,-2.02039,0.057844,6.58077,0.183371,0.14456,3264000,8799
-2.62694,-2.1949,-2.0791,0.0628001,6.61348,0.186912,0.141353,3265000,8801
-2.64917,-2.17914,-2.0839,0.0668644,6.64886,0.183053,0.139616,3266000,8803
-2.72982,-2.18138,-2.07123,0.064689,6.58736,0.182172,0.141831,3267000,8805
-2.6103,-2.21183,-2.07217,0.0582097,6.71003,0.183056,0.139289,3268000,8807
-2.68305,-2.1837,-2.04069,0.0631616,6.7652,0.185408,0.142893,3269000,8809
-2.56775,-2.1956,-2.06392,0.0569487,6.74395,0.185613,0.142943,3270000,8811
-2.57801,-2.19437,-2.05216,0.0571495,6.69677,0.185617,0.138438,3271000,8813
