BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.64364,-2.17584,-2.07223,0.0630255,6.63328,0.188548,0.141694,2495000,6688
-2.66111,-2.19706,-2.05889,0.0597662,6.62581,0.187874,0.142407,2496000,6690
-2.63949,-2.20968,-2.06538,0.0667556,6.69048,0.188772,0.140893,2497000,6692
-2.59101,-2.21161,-2.05161,0.0617153,6.73288,0.186362,0.141275,2498000,6694
-2.5937,-2.20351,-2.05689,0.063737,6.59742,0.187546,0.142665,2499000,6697
-2.58702,-2.20819,-2.05507,0.0617573,6.61389,0.18949,0.14144,2500000,6699
-2.54739,-2.17428,-2.07921,0.0598391,6.64046,0.185736,0.141369,2501000,6702
-2.60846,-2.20315,-2.07431,0.0615737,6.63854,0.190656,0.140399,2502000,6705
-2.56746,-2.18944,-2.07138,0.0603169,6.67366,0.189695,0.141963,2503000,6707
-2.66255,-2.20032,-2.02705,0.0699549,6.6252,0.186782,0.142905,2504000,6710
-2.71507,-2.21161,-2.04473,0.0644936,6.67469,0.187892,0.140449,2505000,6712
-2.59096,-2.20747,-2.07561,0.0612029,6.54818,0.187948,0.140299,2506000,6715
-2.51399,-2.20914,-2.05322,0.0560553,6.60995,0.188572,0.139966,2507000,6717
-2.65373,-2.21874,-2.05982,0.0596656,6.70727,0.189671,0.140961,2508000,6720
-2.53569,-2.18122,-2.0497,0.0616128,6.64566,0.188602,0.143328,2509000,6722
-2.63195,-2.2169,-2.07455,0.0638065,6.74827,0.187641,0.141077,2510000,6725
-2.65819,-2.18574,-2.06959,0.0617206,6.58337,0.189276,0.141934,2511000,6728
-2.59383,-2.20484,-2.09567,0.0700702,6.68388,0.187495,0.140268,2512000,6730
-2.63114,-2.19724,-2.04856,0.0642361,6.64058,0.187592,0.139422,2513000,6733
-2.62264,-2.22572,-2.05599,0.0619195,6.6195,0.188449,0.139697,2514000,6735
-2.60421,-2.19785,-2.04405,0.0635166,6.72411,0.190752,0.141456,2515000,6738
-2.61711,-2.18865,-2.05808,0.061576,6.73895,0.189407,0.1401,2516000,6741
-2.55479,-2.22116,-2.07716,0.0638637,6.58055,0.186321,0.138616,2517000,6744
-2.62939,-2.1885,-2.05253,0.0589991,6.63892,0.187746,0.140673,2518000,6747
-2.55132,-2.22039,-2.06866,0.0570189,6.69595,0.189573,0.139791,2519000,6749
-2.64764,-2.20041,-2.07099,0.0657445,6.69828,0.18929,0.139352,2520000,6773
-2.62123,-2.19689,-2.05682,0.0579403,6.74402,0.189576,0.139612,2521000,6776
-2.52486,-2.20089,-2.07541,0.0599753,6.59952,0.190059,0.141075,2522000,6779
-2.60707,-2.21186,-2.05158,0.0626112,6.70811,0.189362,0.140563,2523000,6781
-2.60231,-2.18855,-2.06589,0.0599204,6.69989,0.187824,0.140353,2524000,6783
-2.63492,-2.188,-2.04621,0.0656624,6.56381,0.185779,0.140795,2525000,6785
-2.65259,-2.1949,-2.05481,0.0643127,6.59478,0.187281,0.138572,2526000,6787
-2.5627,-2.19134,-2.05767,0.0593643,6.58306,0.188103,0.143571,2527000,6790
-2.47794,-2.18435,-2.04509,0.0543325,6.73962,0.18728,0.142222,2528000,6793
-2.60561,-2.16925,-2.04164,0.0639101,6.6303,0.184846,0.142603,2529000,6796
-2.70914,-2.17711,-2.08572,0.0643422,6.66892,0.187932,0.140474,2530000,6798
-2.64566,-2.20686,-2.06094,0.0595828,6.66601,0.190286,0.138151,2531000,6800
-2.62623,-2.22552,-2.06313,0.0615087,6.60544,0.19102,0.14022,2532000,6803
-2.69152,-2.19609,-2.05527,0.0632449,6.70154,0.18536,0.14097,2533000,6807
-2.6342,-2.18873,-2.08203,0.0621904,6.64535,0.18859,0.141273,2534000,6809
-2.62103,-2.22003,-2.03527,0.0581859,6.70888,0.18747,0.139887,2535000,6811
-2.54479,-2.21255,-2.07409,0.0548632,6.64761,0.189169,0.14057,2536000,6813
-2.63608,-2.20016,-2.03927,0.0633777,6.67467,0.187123,0.142875,2537000,6816
-2.61571,-2.21061,-2.08714,0.0677204,6.63202,0.185244,0.139697,2538000,6819
-2.5474,-2.23774,-2.09811,0.0588378,6.57091,0.18704,0.136484,2539000,6821
-2.66542,-2.20227,-2.06799,0.0637957,6.64418,0.188425,0.141132,2540000,6824
-2.65912,-2.21136,-2.05954,0.0708629,6.69251,0.185644,0.14063,2541000,6827
-2.58747,-2.19182,-2.08608,0.0631069,6.55746,0.184683,0.142558,2542000,6829
-2.58464,-2.21925,-2.05882,0.0623998,6.71432,0.188014,0.139377,2543000,6832
-2.6065,-2.20917,-2.0476,0.0627342,6.61453,0.189205,0.141939,2544000,6834
-2.64877,-2.1963,-2.05336,0.0608243,6.73096,0.18767,0.14003,2545000,6838
-2.69564,-2.20673,-2.06953,0.0628668,6.76561,0.189392,0.140699,2546000,6841
-2.57717,-2.17752,-2.07026,0.0634421,6.72487,0.187385,0.140605,2547000,6844
-2.6121,-2.23113,-2.05489,0.0617675,6.66143,0.186789,0.141989,2548000,6847
-2.60026,-2.19727,-2.0532,0.055757,6.75678,0.183704,0.141709,2549000,6850
-2.63397,-2.16334,-2.03054,0.0579985,6.67469,0.188782,0.142579,2550000,6852
-2.71852,-2.22226,-2.05715,0.0676701,6.58757,0.188789,0.140196,2551000,6854
-2.59193,-2.20113,-2.05289,0.0621425,6.68225,0.188346,0.141235,2552000,6856
-2.56114,-2.17766,-2.04751,0.0633742,6.55323,0.184437,0.141232,2553000,6859
-2.5809,-2.19887,-2.05951,0.0623666,6.60905,0.187892,0.141851,2554000,6862
-2.62001,-2.19756,-2.10026,0.0666607,6.65335,0.189275,0.141081,2555000,6866
-2.60745,-2.22019,-2.07217,0.0623359,6.68873,0.187737,0.139657,2556000,6869
-2.49947,-2.19385,-2.06583,0.0546902,6.60242,0.188104,0.142136,2557000,6871
-2.62289,-2.20626,-2.05421,0.0616279,6.86199,0.187145,0.141222,2558000,6873
-2.52924,-2.19657,-2.0598,0.0564352,6.52608,0.188234,0.14162,2559000,6876
-2.67769,-2.19345,-2.04072,0.0661082,6.69425,0.186944,0.140854,2560000,6878
-2.59234,-2.21277,-2.05854,0.0623611,6.68233,0.185562,0.14203,2561000,6880
-2.4766,-2.19421,-2.05158,0.0514636,6.66371,0.186752,0.139256,2562000,6884
-2.55049,-2.21003,-2.05262,0.0509018,6.66683,0.186923,0.140037,2563000,6887
-2.62905,-2.19831,-2.07946,0.0624665,6.67831,0.18715,0.139874,2564000,6890
-2.56838,-2.22221,-2.08007,0.0674095,6.76508,0.188518,0.139143,2565000,6893
-2.64189,-2.17987,-2.06353,0.0647637,6.71706,0.185856,0.141906,2566000,6895
-2.76669,-2.20546,-2.07654,0.0737767,6.77514,0.186219,0.139373,2567000,6897
-2.63076,-2.22339,-2.08368,0.0609184,6.75813,0.185734,0.14149,2568000,6901
-2.60361,-2.15878,-2.04836,0.0580633,6.78515,0.187522,0.142902,2569000,6904
-2.60359,-2.18618,-2.07606,0.0645293,6.68959,0.186173,0.140788,2570000,6907
-2.4949,-2.2148,-2.07874,0.0575369,6.6927,0.186322,0.140833,2571000,6910
-2.59131,-2.20407,-2.06722,0.0632736,6.71936,0.186875,0.140549,2572000,6912
-2.66068,-2.17759,-2.05746,0.0611105,6.79769,0.186943,0.140812,2573000,6915
-2.54299,-2.21527,-2.07393,0.0523271,6.62894,0.187356,0.137792,2574000,6917
-2.59774,-2.20164,-2.03485,0.0663102,6.62587,0.187184,0.142423,2575000,6919
-2.55903,-2.20889,-2.06799,0.0586896,6.63562,0.18711,0.139378,2576000,6922
-2.52786,-2.2073,-2.06164,0.0584377,6.53163,0.189518,0.141301,2577000,6925
-2.60448,-2.20509,-2.0596,0.0571214,6.75665,0.187526,0.139562,2578000,6928
-2.56225,-2.21357,-2.08466,0.0599399,6.57049,0.189227,0.140062,2579000,6931
-2.66257,-2.18984,-2.0809,0.0686471,6.67482,0.190259,0.143777,2580000,6934
-2.66342,-2.19251,-2.06654,0.068575,6.72666,0.188126,0.143277,2581000,6936
-2.60399,-2.20954,-2.09123,0.0579716,6.75136,0.186934,0.139024,2582000,6938
-2.72608,-2.21667,-2.08365,0.0721308,6.77498,0.189653,0.138954,2583000,6940
-2.58473,-2.21847,-2.06757,0.0623094,6.73699,0.185603,0.141243,2584000,6942
-2.61554,-2.19747,-2.07331,0.0614445,6.64531,0.187472,0.138392,2585000,6944
-2.66406,-2.19393,-2.02695,0.0629841,6.6726,0.183612,0.141307,2586000,6947
-2.55784,-2.19919,-2.03467,0.0563412,6.66701,0.18719,0.139982,2587000,6949
-2.56189,-2.2029,-2.05387,0.059645,6.76735,0.184406,0.141694,2588000,6951
-2.7465,-2.1963,-2.05465,0.0684867,6.74899,0.187103,0.138583,2589000,6953
-2.59938,-2.19651,-2.08869,0.0648351,6.72913,0.189081,0.140808,2590000,6955
-2.71582,-2.18365,-2.01901,0.0613314,6.74043,0.185571,0.141095,2591000,6958
-2.65522,-2.20422,-2.08564,0.065039,6.7444,0.185298,0.140573,2592000,6961
-2.62129,-2.20083,-2.071,0.0657375,6.68602,0.188233,0.14091,2593000,6964
-2.65457,-2.18302,-2.05182,0.0645419,6.72016,0.190994,0.140904,2594000,6967
-2.62735,-2.20999,-2.03947,0.0674121,6.63617,0.186253,0.142869,2595000,6970
-2.62308,-2.18763,-2.06771,0.0608369,6.67348,0.184595,0.141817,2596000,6972
-2.80508,-2.2076,-2.0901,0.0757332,6.59226,0.186508,0.138964,2597000,6975
-2.53814,-2.19963,-2.06247,0.059754,6.64647,0.188279,0.140257,2598000,6978
-2.63958,-2.18434,-2.06985,0.0688796,6.71663,0.188642,0.14247,2599000,6981
-2.57527,-2.19108,-2.08059,0.0565016,6.76012,0.188206,0.138162,2600000,6983
-2.54631,-2.16625,-2.06358,0.0611237,6.73421,0.18804,0.142094,2601000,6985
-2.54558,-2.21719,-2.03184,0.059897,6.68618,0.189564,0.139568,2602000,6987
-2.50678,-2.22247,-2.06566,0.0597547,6.66608,0.184896,0.142647,2603000,6990
-2.56999,-2.19229,-2.04369,0.0569946,6.65776,0.188723,0.143186,2604000,6993
-2.53924,-2.21726,-2.04559,0.0585227,6.56399,0.186533,0.141553,2605000,6996
-2.58558,-2.18355,-2.03721,0.060119,6.66994,0.187157,0.138821,2606000,7000
-2.63614,-2.21858,-2.07066,0.0666985,6.69244,0.184951,0.141908,2607000,7003
-2.65319,-2.19657,-2.05353,0.0646956,6.67457,0.185374,0.141338,2608000,7006
-2.66556,-2.1978,-2.06046,0.0646909,6.62573,0.186834,0.142466,2609000,7008
-2.64026,-2.20467,-2.05691,0.0639087,6.61126,0.182885,0.140647,2610000,7011
-2.47446,-2.20395,-2.06092,0.0601792,6.48742,0.18695,0.140243,2611000,7014
-2.50011,-2.20511,-2.04032,0.0484303,6.71967,0.187573,0.141606,2612000,7017
-2.63403,-2.19634,-2.01416,0.0672732,6.62962,0.187191,0.142854,2613000,7020
-2.67559,-2.17971,-2.04172,0.0658774,6.59161,0.185466,0.141066,2614000,7024
-2.44526,-2.1871,-2.06172,0.0532323,6.69252,0.18601,0.142044,2615000,7027
-2.67366,-2.20376,-2.09457,0.0611556,6.61078,0.185491,0.139577,2616000,7029
-2.61227,-2.21533,-2.11433,0.0612748,6.76536,0.186865,0.139895,2617000,7032
-2.58453,-2.22668,-2.10186,0.0639482,6.70431,0.188246,0.139815,2618000,7034
-2.65528,-2.23394,-2.08174,0.0652471,6.70772,0.186502,0.138662,2619000,7037
-2.55859,-2.1956,-2.09039,0.0632957,6.80503,0.1869,0.14164,2620000,7052
-2.6064,-2.21786,-2.06483,0.0601573,6.6375,0.185413,0.139106,2621000,7054
-2.62289,-2.20951,-2.05371,0.0688475,6.88401,0.18673,0.139894,2622000,7056
-2.65952,-2.20626,-2.06606,0.0625524,6.60395,0.185568,0.138484,2623000,7059
-2.49814,-2.21533,-2.05724,0.0570036,6.58803,0.186315,0.140775,2624000,7062
-2.58261,-2.2005,-2.06713,0.0611404,6.71741,0.187143,0.140347,2625000,7066
-2.6338,-2.18048,-2.06651,0.0627037,6.63912,0.18717,0.140446,2626000,7069
-2.62083,-2.21089,-2.03734,0.0588518,6.69692,0.185765,0.139659,2627000,7072
-2.71832,-2.20114,-2.08319,0.0685137,6.73445,0.186904,0.140458,2628000,7074
-2.73715,-2.20074,-2.06981,0.0692075,6.75417,0.186054,0.141458,2629000,7077
-2.57444,-2.2041,-2.07308,0.0626729,6.65571,0.186237,0.139996,2630000,7079
-2.55145,-2.22119,-2.06102,0.0553348,6.65106,0.186496,0.14027,2631000,7082
-2.66329,-2.21691,-2.07915,0.0675658,6.60939,0.18321,0.140006,2632000,7085
-2.4805,-2.17801,-2.05656,0.0507621,6.61236,0.188707,0.140914,2633000,7088
-2.63702,-2.21467,-2.06652,0.0557038,6.58001,0.187,0.140095,2634000,7091
-2.58097,-2.22023,-2.02311,0.0586908,6.79166,0.185986,0.140671,2635000,7094
-2.64026,-2.20279,-2.08881,0.0625572,6.61345,0.187082,0.139115,2636000,7097
-2.54095,-2.17381,-2.07481,0.0649617,6.67277,0.184968,0.141545,2637000,7100
-2.57236,-2.21345,-2.04835,0.0641147,6.69788,0.185237,0.140461,2638000,7103
-2.61256,-2.19592,-2.03847,0.0611788,6.72725,0.186099,0.142821,2639000,7107
-2.52696,-2.19342,-2.05717,0.0601123,6.60108,0.185584,0.142138,2640000,7110
-2.61806,-2.19755,-2.0581,0.0616127,6.69058,0.184398,0.142547,2641000,7113
-2.57278,-2.17297,-2.05995,0.0612553,6.686,0.185765,0.141185,2642000,7116
-2.59851,-2.22528,-2.07372,0.0598598,6.71567,0.185067,0.138372,2643000,7118
-2.6744,-2.20896,-2.06481,0.0649123,6.69336,0.186274,0.14194,2644000,7121
-2.59599,-2.21539,-2.05746,0.0576767,6.69515,0.18446,0.139674,2645000,7123
-2.61128,-2.1939,-2.03902,0.0662796,6.51366,0.185445,0.1426,2646000,7125
-2.55695,-2.22151,-2.06962,0.0600344,6.67112,0.190031,0.140215,2647000,7128
-2.59812,-2.19344,-2.05628,0.0560102,6.71627,0.185708,0.140287,2648000,7131
-2.50567,-2.20255,-2.05157,0.0569904,6.64916,0.188779,0.14069,2649000,7133
-2.6373,-2.20261,-2.09207,0.0666642,6.70778,0.186333,0.140194,2650000,7136
-2.58581,-2.20076,-2.05442,0.0611787,6.72629,0.184295,0.141698,2651000,7138
-2.6959,-2.20959,-2.09653,0.0715986,6.60408,0.186649,0.142307,2652000,7140
-2.52286,-2.24003,-2.0642,0.0622486,6.58152,0.187452,0.13995,2653000,7142
-2.69191,-2.21178,-2.0728,0.0689769,6.63325,0.187744,0.140432,2654000,7144
-2.63943,-2.23623,-2.09419,0.0679451,6.54352,0.186213,0.138644,2655000,7148
-2.56754,-2.1967,-2.05468,0.0602797,6.80345,0.188156,0.141927,2656000,7151
-2.65804,-2.20516,-2.07111,0.0658647,6.6236,0.18636,0.140612,2657000,7154
-2.71426,-2.2029,-2.05082,0.0741011,6.69381,0.186496,0.142184,2658000,7156
-2.64765,-2.21331,-2.07412,0.0668859,6.72621,0.186614,0.140912,2659000,7160
-2.55658,-2.20185,-2.07545,0.0602458,6.72307,0.187336,0.139283,2660000,7163
-2.5757,-2.19096,-2.04787,0.0573111,6.58244,0.181462,0.143221,2661000,7166
-2.54901,-2.19384,-2.09885,0.0602126,6.7486,0.185616,0.142075,2662000,7169
-2.59806,-2.19348,-2.0638,0.062387,6.68012,0.187256,0.141114,2663000,7171
-2.65052,-2.22751,-2.07512,0.0623953,6.61525,0.186326,0.13995,2664000,7173
-2.55739,-2.1834,-2.0572,0.0546015,6.76826,0.187291,0.142852,2665000,7177
-2.54359,-2.19875,-2.07042,0.0606534,6.58053,0.186068,0.141471,2666000,7179
-2.55006,-2.21034,-2.04404,0.0616121,6.61606,0.18908,0.141899,2667000,7181
-2.49304,-2.19464,-2.02928,0.0546625,6.6922,0.18576,0.14381,2668000,7183
-2.59576,-2.20607,-2.04785,0.0599995,6.71731,0.185516,0.140334,2669000,7185
-2.58167,-2.20978,-2.07238,0.0623567,6.64252,0.185129,0.141082,2670000,7189
-2.54464,-2.19747,-2.06875,0.055037,6.67287,0.186864,0.140984,2671000,7192
-2.54435,-2.20713,-2.0573,0.0618243,6.62423,0.183594,0.142234,2672000,7195
-2.554,-2.20553,-2.07823,0.0637468,6.70661,0.185333,0.141741,2673000,7198
-2.59877,-2.19682,-2.04974,0.0580142,6.63417,0.185891,0.141133,2674000,7201
-2.60475,-2.17802,-2.07947,0.0579378,6.66164,0.186086,0.140447,2675000,7203
-2.6116,-2.19624,-2.05699,0.0644034,6.68027,0.188932,0.142359,2676000,7206
-2.56871,-2.20217,-2.08791,0.0593713,6.64709,0.185038,0.140512,2677000,7209
-2.55505,-2.1964,-2.07187,0.0625775,6.74934,0.185567,0.141408,2678000,7211
-2.65841,-2.19001,-2.06554,0.0655894,6.62992,0.185348,0.142054,2679000,7214
-2.67695,-2.20617,-2.05502,0.064094,6.63874,0.188063,0.142286,2680000,7217
-2.601,-2.18059,-2.06504,0.0592926,6.74306,0.187968,0.140487,2681000,7220
-2.67485,-2.18297,-2.0688,0.0672278,6.72955,0.185287,0.140993,2682000,7222
-2.61355,-2.19159,-2.04055,0.0641964,6.85249,0.185809,0.140901,2683000,7226
-2.6257,-2.17196,-2.04458,0.0570368,6.68634,0.185575,0.140105,2684000,7229
-2.58285,-2.17386,-2.05105,0.0576431,6.54834,0.18551,0.141162,2685000,7231
-2.62592,-2.22446,-2.07392,0.0602531,6.59697,0.187472,0.138708,2686000,7233
-2.74564,-2.20096,-2.06399,0.0749711,6.66719,0.186989,0.143073,2687000,7236
-2.64099,-2.20206,-2.07373,0.060167,6.60711,0.184687,0.138552,2688000,7239
-2.6424,-2.18566,-2.05259,0.063127,6.54556,0.187654,0.14168,2689000,7243
-2.63149,-2.19714,-2.0977,0.0629751,6.6406,0.188298,0.139526,2690000,7246
-2.59665,-2.19871,-2.05054,0.0584911,6.63442,0.185652,0.140792,2691000,7249
-2.63715,-2.20492,-2.07084,0.064115,6.85068,0.182769,0.140163,2692000,7252
-2.72721,-2.21969,-2.07592,0.0651207,6.65176,0.188174,0.140095,2693000,7255
-2.62586,-2.1896,-2.05912,0.0662513,6.7959,0.188935,0.139705,2694000,7258
-2.56054,-2.17799,-2.08999,0.0625576,6.63981,0.18554,0.142163,2695000,7262
-2.65607,-2.21537,-2.08657,0.0690644,6.61342,0.187614,0.14106,2696000,7265
-2.66257,-2.20519,-2.09259,0.0720004,6.67301,0.187381,0.140368,2697000,7267
-2.67214,-2.20608,-2.06291,0.0648678,6.54938,0.186756,0.140656,2698000,7269
-2.75694,-2.17806,-2.09351,0.0717008,6.62803,0.188445,0.142432,2699000,7272
-2.63643,-2.1849,-2.05693,0.0580248,6.668,0.184386,0.141089,2700000,7275
-2.57832,-2.21577,-2.0798,0.0597444,6.58962,0.187552,0.140107,2701000,7279
-2.55687,-2.20327,-2.04104,0.0563774,6.53774,0.186353,0.142077,2702000,7282
-2.68064,-2.20072,-2.06024,0.0681699,6.66479,0.18593,0.141796,2703000,7285
-2.534,-2.20765,-2.09006,0.0655755,6.65229,0.185768,0.141435,2704000,7287
-2.54277,-2.1838,-2.03075,0.0609159,6.65325,0.185584,0.142144,2705000,7289
-2.61169,-2.22661,-2.07261,0.061133,6.52138,0.186861,0.138354,2706000,7292
-2.64216,-2.16889,-2.0757,0.0606466,6.68412,0.185438,0.141403,2707000,7296
-2.62447,-2.17652,-2.06885,0.0599893,6.56926,0.185377,0.140016,2708000,7299
-2.58328,-2.18215,-2.06154,0.059984,6.70367,0.185201,0.142395,2709000,7302
-2.79257,-2.20308,-2.09052,0.0723428,6.60411,0.184415,0.14137,2710000,7305
-2.59099,-2.19285,-2.04911,0.0632925,6.76207,0.186517,0.1417,2711000,7308
-2.59525,-2.21061,-2.04992,0.06162,6.73581,0.185452,0.142118,2712000,7311
-2.71451,-2.19864,-2.07042,0.068618,6.72494,0.186406,0.141309,2713000,7314
-2.62791,-2.20597,-2.07392,0.0654949,6.68718,0.189282,0.140423,2714000,7316
-2.62683,-2.20479,-2.05172,0.0597073,6.56111,0.185778,0.139264,2715000,7318
-2.58999,-2.21062,-2.1058,0.0604314,6.66113,0.186389,0.139884,2716000,7320
-2.55073,-2.2052,-2.06019,0.0584151,6.77548,0.185618,0.14172,2717000,7322
-2.58352,-2.21422,-2.05441,0.0667071,6.61042,0.185643,0.141406,2718000,7324
-2.59095,-2.20102,-2.08649,0.0610285,6.75827,0.187382,0.141628,2719000,7326
-2.66518,-2.23372,-2.04316,0.0681863,6.7214,0.185136,0.14047,2720000,7331
-2.53245,-2.19544,-2.09174,0.0598624,6.64508,0.184874,0.140582,2721000,7333
-2.54855,-2.20737,-2.07333,0.0619012,6.54986,0.185441,0.142743,2722000,7335
-2.52566,-2.20035,-2.07261,0.0542442,6.75209,0.183854,0.139577,2723000,7338
-2.51887,-2.18831,-2.06143,0.059443,6.76758,0.185095,0.140998,2724000,7341
-2.57356,-2.20177,-2.0578,0.0597259,6.65946,0.185785,0.141381,2725000,7343
-2.73319,-2.18968,-2.05752,0.0761912,6.72999,0.18763,0.142306,2726000,7345
-2.58011,-2.19969,-2.06984,0.058866,6.58802,0.187662,0.140239,2727000,7349
-2.67608,-2.19139,-2.05969,0.0675895,6.78511,0.185872,0.141219,2728000,7352
-2.69639,-2.22778,-2.09083,0.0625095,6.62575,0.187205,0.140996,2729000,7354
-2.55787,-2.1951,-2.07964,0.0638145,6.64448,0.189547,0.140474,2730000,7357
-2.65663,-2.20602,-2.0759,0.0622991,6.67291,0.185667,0.141485,2731000,7359
-2.58699,-2.20964,-2.07874,0.0582474,6.70399,0.188802,0.140184,2732000,7362
-2.55642,-2.21805,-2.07033,0.0580398,6.63954,0.186754,0.142437,2733000,7365
-2.75597,-2.20435,-2.059,0.0709972,6.75271,0.18696,0.141746,2734000,7367
-2.69252,-2.18484,-2.06149,0.0662093,6.68612,0.186087,0.142576,2735000,7370
-2.64755,-2.21274,-2.05972,0.0614163,6.77627,0.186739,0.140336,2736000,7373
-2.67299,-2.21313,-2.06694,0.0689261,6.6787,0.187006,0.141551,2737000,7375
-2.58196,-2.17981,-2.05692,0.0576892,6.65289,0.189601,0.140237,2738000,7377
-2.64743,-2.2014,-2.04626,0.0637151,6.58924,0.187345,0.142802,2739000,7380
-2.68793,-2.21295,-2.06022,0.0618122,6.64537,0.184318,0.141523,2740000,7382
-2.69025,-2.1786,-2.07653,0.0644559,6.69228,0.186344,0.139605,2741000,7384
-2.5547,-2.1708,-2.05428,0.0591064,6.68153,0.186565,0.143471,2742000,7386
-2.5822,-2.21149,-2.06131,0.0623556,6.69055,0.18664,0.14048,2743000,7388
-2.61846,-2.22563,-2.04619,0.0588274,6.72845,0.188162,0.141083,2744000,7390
-2.56745,-2.19682,-2.04996,0.0543218,6.4855,0.18516,0.141823,2745000,7393
-2.6289,-2.20275,-2.07303,0.0577312,6.55455,0.186501,0.140698,2746000,7395
-2.57887,-2.21072,-2.06329,0.0656078,6.69378,0.186777,0.141357,2747000,7397
-2.68141,-2.1859,-2.06748,0.0658227,6.64398,0.188076,0.139497,2748000,7400
-2.60466,-2.22167,-2.03913,0.0601571,6.53342,0.186747,0.143329,2749000,7403
-2.5928,-2.18117,-2.08421,0.0603655,6.59265,0.184834,0.140604,2750000,7405
-2.60634,-2.21812,-2.06241,0.0640484,6.74246,0.185862,0.141666,2751000,7407
-2.58443,-2.18943,-2.05313,0.0598342,6.66794,0.188698,0.144719,2752000,7409
-2.48645,-2.19474,-2.05059,0.0517337,6.71226,0.188312,0.14117,2753000,7412
-2.57962,-2.22889,-2.02942,0.0554869,6.60168,0.185074,0.140785,2754000,7415
-2.57159,-2.2048,-2.0627,0.0550565,6.69572,0.185299,0.14101,2755000,7417
-2.70956,-2.18999,-2.04252,0.0695087,6.67354,0.185883,0.14092,2756000,7419
-2.63493,-2.19625,-2.04691,0.0696048,6.69855,0.186162,0.140242,2757000,7422
-2.67897,-2.17563,-2.06811,0.0693766,6.57038,0.184872,0.14298,2758000,7425
-2.66022,-2.1922,-2.04752,0.068848,6.71347,0.188273,0.139509,2759000,7427
-2.64901,-2.20802,-2.04102,0.0682002,6.72631,0.189307,0.139627,2760000,7430
-2.59068,-2.20524,-2.04293,0.0538603,6.67134,0.187984,0.140399,2761000,7434
-2.70227,-2.19492,-2.07652,0.0691645,6.67784,0.186934,0.141514,2762000,7437
-2.65122,-2.20409,-2.0827,0.0706669,6.64917,0.185853,0.142462,2763000,7440
-2.64062,-2.22141,-2.04168,0.063862,6.64836,0.185907,0.141191,2764000,7443
-2.60136,-2.20631,-2.08126,0.0600268,6.68097,0.187197,0.139908,2765000,7446
-2.59783,-2.20153,-2.05922,0.0674252,6.69592,0.184255,0.142516,2766000,7448
-2.73499,-2.21066,-2.06073,0.0664819,6.73722,0.186356,0.140026,2767000,7451
-2.63095,-2.21864,-2.05246,0.0666437,6.69231,0.185338,0.142193,2768000,7453
-2.57503,-2.22006,-2.04925,0.0581879,6.67149,0.183772,0.142886,2769000,7456
-2.58793,-2.1948,-2.04868,0.0597812,6.64619,0.186174,0.142473,2770000,7458
-2.67703,-2.22543,-2.03719,0.067767,6.62606,0.187849,0.143314,2771000,7461
-2.69482,-2.20155,-2.06899,0.072049,6.59582,0.185757,0.141159,2772000,7465
-2.64656,-2.19288,-2.05884,0.0671636,6.6726,0.185574,0.142842,2773000,7467
-2.68332,-2.20982,-2.05144,0.0602786,6.59382,0.184592,0.140437,2774000,7470
-2.56496,-2.21315,-2.0477,0.0625156,6.67723,0.184612,0.141922,2775000,7473
-2.56999,-2.19675,-2.04847,0.0606611,6.75294,0.184481,0.141744,2776000,7476
-2.56521,-2.18533,-2.0318,0.0587419,6.56415,0.186834,0.142023,2777000,7479
-2.52843,-2.18335,-2.01926,0.0538908,6.7602,0.187791,0.140358,2778000,7481
-2.60185,-2.21178,-2.04579,0.0645389,6.62662,0.187944,0.14066,2779000,7483
-2.55102,-2.2101,-2.05406,0.0606527,6.50889,0.187521,0.142591,2780000,7486
-2.66121,-2.18372,-2.03462,0.06386,6.72384,0.1871,0.143244,2781000,7489
-2.64278,-2.2258,-2.06966,0.0710711,6.74982,0.189046,0.140665,2782000,7491
-2.55217,-2.18651,-2.05974,0.0589447,6.69139,0.186572,0.140773,2783000,7494
-2.57374,-2.19148,-2.07359,0.0577228,6.65911,0.188577,0.138582,2784000,7496
-2.71338,-2.1967,-2.07113,0.0624635,6.72587,0.192249,0.141735,2785000,7500
-2.57236,-2.19385,-2.03786,0.0617019,6.70292,0.188599,0.142984,2786000,7502
-2.63995,-2.22308,-2.05152,0.0639806,6.71845,0.191034,0.140868,2787000,7506
-2.75409,-2.18745,-2.03667,0.063256,6.64888,0.187683,0.142607,2788000,7509
-2.61847,-2.19336,-2.05915,0.0622419,6.70152,0.190974,0.140157,2789000,7511
-2.65669,-2.22206,-2.03212,0.0621674,6.68063,0.188362,0.138488,2790000,7513
-2.53286,-2.21882,-2.07096,0.0598975,6.64597,0.189963,0.139493,2791000,7516
-2.59618,-2.20616,-2.06038,0.066093,6.7181,0.186758,0.141511,2792000,7519
-2.54865,-2.18598,-2.04412,0.0527063,6.7221,0.186917,0.142885,2793000,7522
-2.61163,-2.2247,-2.05157,0.0635472,6.66628,0.185702,0.140698,2794000,7525
-2.4632,-2.18762,-2.04571,0.0528467,6.57596,0.188575,0.14144,2795000,7527
-2.61675,-2.21692,-2.01819,0.0633628,6.54737,0.187606,0.141786,2796000,7529
-2.68797,-2.21252,-2.05396,0.0739177,6.69932,0.189794,0.141629,2797000,7531
